label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38
0.03	north1_all	80	1544	671	514	344	121	103	215	64	56	37	31	54	85	11	10	10	7	6	1	2	8	1	8	1	0	2	7	3	3	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	714	367	265	207	43	48	118	30	38	19	24	41	61	5	7	8	2	3	0	1	8	0	3	0	0	0	4	3	3	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	1508	677	536	342	115	100	231	57	58	39	35	43	76	11	16	8	8	5	1	3	16	3	1	4	0	3	4	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	700	375	296	191	42	41	145	26	38	23	19	34	52	6	13	4	3	1	0	2	14	1	1	2	0	1	4	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	1463	703	516	335	112	107	221	61	54	41	26	33	76	12	18	6	5	5	2	4	14	4	0	4	0	3	4	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	668	370	296	180	41	49	141	23	30	25	11	21	58	7	14	3	2	1	1	2	9	1	0	2	0	1	3	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	1444	697	514	325	116	105	232	57	51	44	40	25	64	13	18	4	2	5	3	5	13	3	0	4	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	663	382	303	161	49	46	151	21	26	27	18	13	48	7	11	1	1	1	2	2	8	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	1449	686	486	368	124	108	214	59	44	41	41	33	51	11	14	7	0	5	3	5	10	2	3	3	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	665	361	280	185	53	51	135	17	25	26	25	20	37	6	6	1	0	1	2	1	5	0	3	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
