label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49
0.03	north1_all	80	23507	9127	3618	1427	1064	698	481	471	473	228	148	126	182	79	57	80	33	29	59	18	13	24	12	7	4	7	3	3	3	0	1	1	2	0	1	3	1	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north1_active	80	19873	7582	2566	415	508	273	174	291	366	135	38	58	151	49	18	53	11	8	54	12	2	16	8	2	1	3	1	1	1	0	0	0	2	0	1	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north2_all	80	21671	8500	3376	1394	1124	712	491	429	432	211	146	126	171	80	64	65	35	28	59	20	14	22	11	7	4	9	4	4	3	0	2	1	1	1	3	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	17862	6881	2283	405	512	266	163	260	331	112	30	62	133	48	16	40	10	8	52	12	3	15	7	2	2	5	3	1	1	0	0	0	1	0	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	19387	7850	3107	1412	1139	727	471	426	413	212	156	118	143	76	56	61	41	22	63	28	13	20	8	7	5	10	3	4	2	0	2	2	1	2	3	0	2	0	3	0	0	0	0	1	0	0	0	0	0	0
0.03	north3_active	80	15519	6140	2013	383	485	261	148	247	298	99	37	53	110	41	11	38	9	8	53	16	3	17	5	1	2	5	2	1	0	0	0	1	1	0	3	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0
0.03	north4_all	80	18969	7696	3081	1411	1065	713	477	435	386	204	173	114	138	80	50	48	40	20	55	24	14	19	4	6	5	8	4	4	3	1	3	1	1	2	2	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0
0.03	north4_active	80	14976	5957	1977	372	450	225	144	247	265	86	45	51	105	47	9	29	8	8	44	13	3	14	2	2	1	4	2	1	0	0	0	1	1	0	2	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0
0.03	north5_all	80	18824	7765	3186	1430	978	745	476	417	378	216	171	106	131	85	55	49	37	20	30	24	13	22	7	9	6	6	3	3	3	2	2	2	1	2	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	1
0.03	north5_active	80	14863	6008	2057	387	414	229	134	236	252	98	47	45	98	54	16	29	8	8	20	15	3	15	5	2	1	1	1	1	0	1	0	1	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
