label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50
0.03	north1_all	80	13457	2973	4677	1006	781	548	434	371	232	167	276	107	81	79	99	44	33	28	35	23	17	16	18	7	20	11	2	5	4	6	0	5	2	8	1	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	10885	1003	4091	303	426	175	160	219	91	64	206	38	25	58	75	12	9	8	21	12	8	8	12	1	18	5	1	1	2	4	0	1	1	7	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	13534	2933	4625	975	805	546	430	384	227	168	257	94	83	80	91	50	42	29	31	27	17	13	13	7	17	8	1	7	4	6	3	4	2	8	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	10937	980	4019	305	422	168	161	227	94	64	192	31	25	51	72	15	11	4	19	15	9	8	10	1	15	4	0	3	1	4	2	1	1	7	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	13985	2959	4613	1001	840	537	429	374	219	177	251	109	85	88	85	43	43	27	36	28	18	21	13	8	18	7	0	5	3	7	3	3	2	7	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	11287	1009	4014	308	437	163	151	228	89	72	181	44	25	54	70	10	12	5	25	14	6	16	10	1	15	3	0	3	1	5	2	1	1	7	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	14097	2979	4663	1058	796	524	430	383	215	181	254	105	82	91	87	53	42	29	21	21	16	22	12	12	13	7	0	4	7	9	3	3	2	4	0	1	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	11299	990	4053	353	392	162	160	237	98	69	184	40	27	52	73	14	11	6	16	7	5	17	10	1	12	1	0	3	2	4	2	0	1	4	0	1	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	13970	2999	4725	1048	813	534	428	388	230	189	234	113	96	98	100	54	35	29	29	24	14	24	17	9	15	8	0	4	7	11	3	3	1	7	0	1	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0
0.03	north5_active	80	11207	1007	4136	336	418	171	154	239	101	74	176	41	34	53	81	13	10	10	18	6	5	16	15	1	13	0	0	2	2	4	1	0	1	6	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	13993	2967	4806	1017	801	538	424	380	238	193	238	93	96	87	108	49	37	25	27	27	11	18	19	13	11	8	1	6	6	7	5	3	1	5	0	1	1	0	0	2	2	0	0	0	0	0	0	1	0	0	1
0.03	north6_active	80	11268	1024	4201	330	428	167	156	245	111	74	188	24	34	49	79	12	10	10	15	6	5	10	17	1	10	1	0	4	1	2	3	1	1	3	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	1
0.03	north7_all	80	13995	2950	4708	1016	834	557	404	375	245	196	213	87	94	82	101	46	39	21	32	24	15	19	20	9	7	6	1	6	3	4	10	2	0	4	1	1	8	0	0	1	2	0	0	0	0	0	0	1	0	0	1
0.03	north7_active	80	11337	1023	4156	310	457	165	140	238	109	73	171	21	34	41	67	10	8	10	14	6	8	10	19	1	6	1	0	3	1	2	8	1	0	2	0	0	8	0	0	1	2	0	0	0	0	0	0	0	0	0	1
0.03	north8_all	80	13952	2892	4649	1043	824	533	385	384	246	193	234	100	94	69	98	44	42	20	27	20	19	21	14	7	11	1	5	4	3	1	8	2	0	3	2	1	8	0	0	1	2	0	1	0	0	0	0	0	0	0	1
0.03	north8_active	80	11354	1002	4086	311	444	148	124	239	105	77	181	26	35	40	70	11	9	8	15	7	8	15	14	1	11	1	2	3	1	1	7	1	0	2	0	0	8	0	0	0	2	0	1	0	0	0	0	0	0	0	1
0.03	north9_all	80	12814	2904	4287	1042	800	506	410	377	255	166	212	90	91	78	100	49	36	22	26	16	19	24	16	3	16	4	5	3	2	2	8	3	0	1	2	0	8	0	0	1	1	0	1	0	0	0	1	0	0	0	1
0.03	north9_active	80	10004	936	3695	299	402	138	132	231	96	65	158	24	30	45	74	10	8	7	14	6	8	20	13	0	13	1	2	2	1	1	7	0	0	0	0	0	8	0	0	0	1	0	1	0	0	0	0	0	0	0	1
0.03	north10_all	80	11609	2911	3836	1029	784	495	402	375	254	161	206	99	93	86	88	55	25	26	25	13	15	24	20	4	14	5	4	2	3	4	6	2	0	2	2	0	1	0	3	2	2	0	1	0	0	0	1	0	0	0	0
0.03	north10_active	80	8730	884	3198	281	362	133	125	209	95	54	141	26	30	50	63	12	7	7	16	7	5	21	14	2	11	1	2	1	2	2	4	0	0	1	0	0	1	0	3	0	2	0	1	0	0	0	0	0	0	0	0
0.03	north11_all	80	13538	2857	4622	1051	770	526	396	389	245	191	225	102	78	86	111	44	40	29	34	10	24	16	18	9	16	11	4	4	9	8	2	3	1	3	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	10997	978	4094	298	381	164	140	263	112	74	150	33	32	55	92	11	14	13	18	1	10	11	15	3	15	4	2	0	5	3	2	1	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	13595	2806	4673	1051	791	513	396	391	233	179	224	96	73	73	112	45	39	39	38	18	20	17	14	9	17	9	6	6	9	9	2	1	2	3	0	1	1	0	0	2	1	1	1	0	1	0	0	0	0	0	0
0.03	north12_active	80	11002	954	4134	311	400	153	147	250	92	67	152	30	25	49	96	12	16	16	23	4	9	14	11	3	14	3	3	2	6	3	1	0	0	3	0	1	1	0	0	2	1	0	0	0	1	0	0	0	0	0	0
0.03	north13_all	80	13653	2791	4746	1058	807	527	391	415	238	169	220	107	80	67	113	39	38	37	38	26	22	21	18	3	18	7	11	7	6	7	3	1	2	3	0	1	0	0	0	2	1	1	2	0	1	0	0	0	0	0	0
0.03	north13_active	80	11047	949	4204	318	421	154	143	255	100	55	150	32	24	44	97	9	14	17	21	9	9	16	15	0	16	2	4	3	3	2	1	0	0	3	0	1	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0
0.03	north14_all	80	13765	2810	4646	1064	835	513	374	391	219	165	209	109	101	70	120	41	37	38	40	26	20	19	12	5	10	5	11	5	8	7	3	2	2	3	1	2	0	0	0	1	1	1	2	0	1	0	0	0	0	0	0
0.03	north14_active	80	11131	944	4046	323	423	153	149	227	95	53	153	32	34	42	105	10	15	19	25	10	8	15	10	1	8	1	4	3	5	2	1	0	0	3	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
0.03	north15_all	80	13734	2830	4574	1065	853	511	369	400	225	158	187	114	103	77	122	41	35	28	35	24	22	21	10	9	13	6	11	5	7	9	3	2	1	0	1	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
0.03	north15_active	80	11107	965	3987	314	422	149	144	233	114	57	145	30	32	45	105	11	10	15	23	11	9	17	8	2	11	1	5	2	3	4	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	13840	2848	4490	1064	846	508	386	392	226	171	220	118	91	68	111	44	43	29	33	21	17	18	9	9	13	8	6	5	7	8	6	1	1	0	1	2	9	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north16_active	80	11166	986	3894	331	415	162	161	226	108	64	168	34	33	36	94	13	14	14	22	7	7	13	6	2	11	2	3	1	4	4	2	0	0	0	0	1	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	13621	2923	4556	1054	796	549	384	401	222	167	218	110	87	81	117	42	46	26	23	17	16	16	5	9	14	7	2	4	5	8	5	0	0	0	0	1	10	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north17_active	80	10923	996	3997	322	391	170	153	245	97	60	164	27	31	50	96	12	16	12	18	4	5	12	3	1	11	3	2	0	3	4	2	0	0	0	0	1	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	13741	2945	4584	1063	805	537	410	381	206	179	226	114	87	76	104	35	46	31	25	26	15	22	7	7	8	9	2	3	3	5	6	0	0	4	0	0	10	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north18_active	80	11063	1008	4050	319	403	158	154	242	91	67	162	34	34	51	83	9	17	14	19	8	2	12	5	1	5	2	2	0	2	2	2	0	0	4	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	13731	2929	4548	1085	790	571	401	359	193	165	231	109	83	85	130	34	43	30	22	26	15	28	14	7	13	8	1	4	3	2	6	0	0	4	1	0	10	3	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north19_active	80	11078	1020	4022	328	419	174	147	233	84	58	159	36	32	57	107	7	20	14	17	9	1	21	7	2	12	1	1	0	2	0	3	0	0	4	1	0	9	2	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north20_all	80	13897	2950	4471	1064	785	567	405	336	201	168	221	114	85	85	121	45	28	25	19	29	16	30	13	9	11	7	2	4	3	2	7	0	0	5	1	0	6	3	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north20_active	80	11239	1015	3916	320	413	179	152	220	77	63	154	39	32	60	102	14	12	12	16	10	1	21	7	2	11	0	1	1	2	0	6	0	0	5	1	0	6	2	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south21_all	80	6721	3578	1575	2160	1572	1546	475	354	245	197	233	110	105	60	66	58	37	35	25	16	31	39	28	9	6	14	3	3	1	3	8	2	4	2	2	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	1
0.03	south21_active	80	2542	2080	450	1743	1291	1346	286	219	61	117	173	30	74	17	40	32	12	15	5	4	14	37	19	3	2	12	0	0	0	0	8	0	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south22_all	80	6697	3572	1597	2259	1561	1614	464	376	221	207	215	114	112	53	82	58	43	39	25	18	25	40	31	11	5	18	5	4	1	2	6	2	5	2	2	1	1	2	0	0	1	0	0	0	1	0	3	0	0	0	1
0.03	south22_active	80	2541	2080	451	1829	1309	1429	296	234	47	133	167	29	79	15	54	35	15	18	8	5	15	37	23	4	1	16	1	0	0	0	6	0	5	1	1	1	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1
0.03	south23_all	80	6694	3617	1650	2306	1644	1618	517	416	207	205	240	123	97	51	79	49	42	47	23	20	20	37	20	7	5	14	5	5	0	2	5	1	5	3	2	1	1	2	0	0	2	1	0	0	1	0	3	0	0	0	0
0.03	south23_active	80	2571	2091	468	1878	1390	1447	330	269	52	124	180	33	66	15	52	30	13	27	5	4	12	32	13	3	1	12	2	2	0	1	5	0	5	2	1	1	0	0	0	0	2	1	0	0	0	0	3	0	0	0	0
0.03	south24_all	80	6806	3585	1632	2295	1673	1767	524	430	204	220	261	122	107	60	83	42	44	39	26	21	23	33	21	9	3	20	4	4	2	3	4	2	13	2	2	0	2	1	0	0	2	1	1	0	1	1	3	0	0	0	0
0.03	south24_active	80	2591	2108	471	1881	1414	1597	334	273	47	138	192	32	70	17	52	25	11	24	6	6	15	27	15	3	0	18	2	2	1	2	4	0	13	1	1	0	1	1	0	0	2	1	0	0	0	0	3	0	0	0	0
0.03	south25_all	80	6814	3604	1637	2275	1641	1688	530	421	203	213	268	124	130	65	73	42	37	43	24	18	24	25	23	9	4	22	7	4	2	2	5	2	11	1	0	0	1	2	1	0	3	1	1	0	0	1	0	2	0	0	0
0.03	south25_active	80	2597	2110	482	1889	1362	1506	346	263	50	138	188	32	95	17	40	30	13	22	6	5	14	21	18	4	0	20	3	2	1	2	5	0	11	1	0	0	1	1	0	0	2	1	0	0	0	0	0	1	0	0	0
0.03	south26_all	80	6823	3522	1639	2222	1662	1670	508	412	227	211	253	110	137	60	73	61	36	37	24	19	24	24	16	7	7	24	5	3	6	2	3	2	11	1	0	1	2	2	1	0	1	1	1	0	0	1	3	2	0	0	0
0.03	south26_active	80	2561	2074	467	1839	1374	1487	317	249	52	140	178	27	91	14	38	44	16	21	6	8	11	20	11	4	0	22	1	2	2	1	2	0	11	1	0	0	1	1	0	0	0	1	0	0	0	0	3	1	0	0	0
0.03	south27_all	80	6892	3537	1674	2171	1671	1673	522	377	240	214	213	116	135	55	72	57	36	37	23	18	22	22	15	5	7	25	5	6	5	2	6	0	1	1	3	1	1	2	1	0	1	0	1	0	0	2	3	2	0	0	0
0.03	south27_active	80	2563	2096	466	1792	1375	1473	343	224	58	134	141	30	88	12	39	43	15	23	6	9	10	20	9	4	0	24	1	3	1	1	5	0	1	0	3	0	0	1	0	0	0	0	0	0	0	1	3	1	0	0	0
0.03	south28_all	80	6649	3576	1685	2221	1656	1712	532	376	227	221	211	124	130	59	73	63	34	43	27	17	20	41	21	4	8	23	6	7	6	5	4	1	8	2	4	1	1	0	0	0	0	0	0	0	0	1	3	1	0	0	0
0.03	south28_active	80	2487	2112	456	1823	1342	1532	327	217	48	134	140	36	84	12	42	42	16	29	8	6	11	37	14	4	0	22	1	4	2	2	3	0	8	1	3	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0
0.03	south29_all	80	6656	3620	1647	2221	1608	1697	540	383	209	244	200	126	120	52	66	66	40	44	30	17	18	46	21	5	5	22	5	10	6	4	10	1	11	2	6	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0
0.03	south29_active	80	2474	2143	443	1805	1288	1511	334	228	50	141	137	40	71	13	39	44	18	31	7	3	11	39	15	4	0	21	1	6	3	2	10	0	10	1	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
