label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47
0.03	north1_all	80	1596	1030	467	301	178	535	216	120	144	63	32	57	27	19	43	11	4	6	15	4	16	4	8	2	0	3	1	1	1	7	5	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	814	598	225	144	76	344	136	68	86	44	23	41	17	10	23	5	4	3	6	1	13	0	5	0	0	1	0	0	1	2	4	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	1622	1000	450	312	193	523	202	120	156	60	38	48	27	26	48	14	9	5	14	9	17	3	7	2	0	3	2	0	1	5	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north2_active	80	814	594	225	156	92	321	135	68	93	35	23	32	19	19	22	8	8	3	5	6	13	0	4	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north3_all	80	1652	1039	434	284	182	499	199	114	133	65	35	44	23	23	44	13	9	5	10	12	18	2	9	1	0	3	3	0	1	4	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north3_active	80	829	614	217	135	90	315	128	61	87	36	22	25	18	16	21	7	7	3	4	7	13	0	5	0	0	1	2	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north4_all	80	1630	1057	452	286	184	485	211	131	117	60	34	48	20	23	49	17	9	4	5	11	9	1	4	1	0	3	3	0	0	1	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north4_active	80	807	601	224	142	92	305	140	76	74	31	18	29	15	17	32	8	6	2	2	7	6	0	3	1	0	1	2	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north5_all	80	1642	1034	419	278	175	457	221	118	103	61	32	45	22	20	45	18	12	3	5	4	3	2	3	2	0	1	1	3	1	0	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north5_active	80	790	579	216	137	84	296	153	69	60	37	20	28	10	11	30	10	7	1	3	1	1	1	1	2	0	1	1	2	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	1528	1034	436	278	165	447	203	113	121	60	34	49	23	16	45	16	13	1	10	4	5	5	7	2	0	1	0	3	1	3	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north6_active	80	719	573	220	140	79	301	145	68	69	37	20	26	8	8	30	8	8	0	7	2	1	2	3	2	0	0	0	2	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	1449	1012	411	291	174	400	211	100	145	77	36	43	23	16	41	13	18	0	9	7	6	4	9	2	0	1	0	3	2	3	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north7_active	80	675	568	211	153	80	259	134	57	102	44	20	21	10	7	22	8	11	0	6	5	1	2	6	2	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	1467	1056	431	276	181	394	211	102	163	80	37	54	20	11	39	16	22	1	8	7	7	6	9	1	0	1	0	1	2	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	688	597	231	145	82	245	139	52	116	46	20	30	9	4	24	10	12	1	5	5	3	3	7	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	1494	1140	430	262	192	427	214	105	146	84	44	59	19	19	37	17	17	4	4	6	9	6	6	0	1	0	0	1	1	4	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
0.03	north9_active	80	690	670	230	136	86	269	133	58	103	53	22	36	9	9	26	9	9	1	1	5	5	5	5	0	1	0	0	1	0	4	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north10_all	80	1587	1119	449	261	173	403	189	104	121	73	43	58	15	21	31	12	13	8	6	2	8	7	7	0	2	0	0	4	1	2	0	2	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
0.03	north10_active	80	755	642	237	131	88	258	125	60	75	47	23	33	7	12	22	7	5	3	3	2	7	5	6	0	1	0	0	4	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	north11_all	80	1537	1147	423	299	218	430	207	136	118	83	34	58	24	11	38	11	7	6	13	5	5	3	5	2	1	1	2	1	1	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0
0.03	north11_active	80	754	722	200	153	109	314	135	96	80	46	15	39	10	5	20	5	1	1	8	3	3	2	5	0	0	1	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	1602	1118	407	303	219	470	185	111	113	83	27	61	25	16	36	13	10	5	11	5	8	1	17	3	3	3	2	1	1	2	0	0	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0
0.03	north12_active	80	785	716	192	152	105	339	131	77	72	46	11	47	9	10	16	6	5	1	4	3	6	0	15	0	2	1	2	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	1609	1086	419	289	206	500	197	115	115	75	32	64	27	13	20	10	10	3	11	5	9	1	19	3	3	2	1	1	1	3	1	0	3	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	787	675	197	148	95	361	138	82	72	42	13	52	12	8	8	4	6	1	3	2	6	0	15	0	2	0	0	0	0	3	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	1606	985	433	268	175	443	237	91	115	61	30	45	23	17	21	12	13	3	9	4	4	4	15	2	2	2	2	1	0	2	1	0	3	2	0	0	9	1	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	747	600	219	138	79	318	157	60	81	31	14	35	9	10	12	5	8	1	2	2	3	0	11	0	2	0	1	0	0	2	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	1593	926	443	244	165	369	239	105	106	47	27	38	20	16	21	13	10	4	7	5	3	5	5	1	1	0	3	0	1	2	1	0	3	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	716	578	232	115	73	264	151	68	76	21	11	26	7	8	12	7	5	2	3	3	1	0	3	0	1	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	1541	905	462	259	145	301	226	102	115	51	29	48	16	12	31	13	12	5	8	3	7	5	2	2	1	0	2	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	675	547	241	121	68	208	137	64	82	29	15	28	6	5	20	7	6	2	3	2	4	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	1535	958	441	244	146	312	207	98	90	64	34	51	18	14	40	17	13	4	8	1	12	7	5	1	1	1	3	2	1	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	693	565	228	106	67	212	126	60	60	37	18	30	9	7	26	11	5	1	3	1	8	1	4	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	1575	984	436	260	147	372	208	80	111	66	36	50	26	14	45	9	14	6	11	5	17	4	9	3	1	2	2	2	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north18_active	80	752	570	215	112	74	253	118	43	78	39	19	27	18	6	33	7	8	0	5	3	13	1	8	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north19_all	80	1566	1047	441	269	155	434	200	106	149	69	35	48	31	17	51	11	16	5	11	8	16	4	9	3	0	2	1	2	0	2	1	0	0	2	0	3	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north19_active	80	780	640	214	124	79	288	109	63	112	37	19	28	22	10	32	9	10	1	6	4	11	1	8	1	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north20_all	80	1559	1025	418	277	169	426	209	110	164	69	28	46	25	26	48	10	13	7	11	9	12	2	7	3	1	4	0	2	0	2	1	0	0	2	0	3	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north20_active	80	771	621	206	131	93	290	110	65	129	42	15	29	16	15	29	7	8	2	5	4	8	1	7	1	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	south21_all	80	1569	1187	459	280	183	510	229	147	174	62	35	44	19	18	59	11	18	8	8	2	14	8	7	1	3	6	2	0	0	0	0	1	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0
0.03	south21_active	80	796	725	240	144	88	315	161	89	126	38	11	30	11	12	45	5	14	2	4	1	11	3	2	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	south22_all	80	1579	1167	455	276	180	496	228	132	155	57	41	46	22	17	75	10	16	3	10	3	15	9	6	1	1	5	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	791	706	232	139	89	320	158	77	113	31	16	23	15	12	47	5	12	2	4	2	11	3	3	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	1514	1045	427	276	161	450	214	124	144	59	46	46	23	23	52	9	7	5	7	3	12	9	8	2	1	5	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	711	618	209	139	81	282	154	80	102	34	16	16	15	15	31	6	6	3	4	2	7	3	4	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	1473	974	421	292	164	356	186	121	133	62	32	48	24	23	50	8	4	6	7	2	8	4	5	1	1	3	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	670	550	202	153	67	232	130	73	89	39	15	20	15	15	30	6	2	4	4	2	4	0	3	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	1497	979	402	287	170	325	142	111	130	62	35	46	23	23	36	11	8	8	6	5	6	4	5	2	1	1	0	2	1	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	667	565	186	135	70	198	95	70	85	35	18	23	10	12	22	8	7	5	4	3	3	1	1	0	1	1	0	1	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	1524	1069	416	305	180	345	175	123	119	73	31	53	23	27	44	11	12	8	7	8	4	5	4	2	1	0	0	1	3	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	703	631	217	150	70	216	131	73	80	50	17	36	10	16	32	6	9	5	6	4	3	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	1534	1096	430	291	187	400	190	133	138	81	34	65	25	29	42	11	15	4	7	9	5	5	5	2	2	0	1	0	3	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	739	645	229	136	73	271	135	84	98	45	20	48	11	13	30	6	9	2	6	5	3	3	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	1512	1113	429	288	171	393	196	131	131	89	29	67	25	27	56	13	11	4	5	8	4	5	9	1	1	1	2	0	3	3	0	0	1	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	738	651	228	140	68	258	145	81	89	54	20	46	13	11	43	7	5	2	4	4	2	3	4	0	0	1	0	0	0	3	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	1521	1116	440	265	170	448	193	128	159	77	28	53	27	20	51	16	10	4	8	3	7	5	9	0	1	2	2	0	1	3	0	1	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	766	649	222	140	65	314	139	82	107	42	16	38	18	10	35	9	4	2	4	1	5	3	5	0	0	2	0	0	0	3	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	1558	1131	442	249	166	451	219	129	155	61	24	44	29	20	70	17	12	6	8	5	6	6	8	0	2	2	2	0	0	3	0	1	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	775	685	217	128	69	303	153	83	98	40	14	29	19	11	50	12	7	2	4	2	5	3	5	0	0	2	0	0	0	3	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	1619	1136	419	274	198	433	211	137	143	66	18	72	20	20	50	15	13	9	9	6	6	5	5	3	2	2	1	3	2	2	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0
0.03	south31_active	80	797	697	205	143	99	288	138	85	93	35	6	41	10	13	40	6	9	5	3	5	3	3	1	3	1	2	1	1	2	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
0.03	south32_all	80	1605	1071	438	264	189	436	194	130	138	65	15	67	21	17	52	15	14	10	12	3	6	5	6	3	2	2	1	0	1	1	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0
0.03	south32_active	80	803	649	219	127	92	282	130	82	87	31	4	41	8	12	46	8	9	6	5	3	4	3	3	3	1	2	1	0	1	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
0.03	south33_all	80	1594	1075	441	249	186	406	205	142	138	66	22	56	17	20	44	9	16	8	10	4	6	4	11	1	3	1	1	0	0	1	0	3	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
0.03	south33_active	80	777	653	206	118	89	256	136	93	82	31	8	38	7	15	35	5	9	4	5	2	4	2	8	1	2	1	1	0	0	1	0	2	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
0.03	south34_all	80	1545	1045	410	263	192	366	208	137	132	68	28	39	19	21	44	9	14	6	6	2	6	1	16	2	2	2	0	0	1	0	0	4	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
0.03	south34_active	80	769	605	198	128	90	242	140	81	73	40	9	23	8	14	35	5	6	4	4	0	1	0	14	1	1	2	0	0	0	0	0	4	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
0.03	south35_all	80	1514	1003	369	272	171	332	204	118	104	66	40	39	16	23	37	5	11	4	5	2	7	0	14	1	3	2	0	0	1	1	0	2	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
0.03	south35_active	80	717	573	164	144	84	227	135	72	53	31	15	19	8	12	27	3	4	3	4	0	2	0	13	0	2	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
0.03	south36_all	80	1493	955	389	294	181	330	201	93	98	70	31	30	17	20	37	6	6	1	7	1	9	0	9	4	4	5	0	0	1	2	0	2	1	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0
0.03	south36_active	80	681	517	179	157	86	226	130	48	59	35	11	17	7	8	21	2	2	1	5	0	3	0	8	1	2	4	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0
0.03	south37_all	80	1486	925	388	281	178	322	172	88	84	65	35	36	21	21	32	11	1	4	6	3	10	3	10	5	2	5	1	2	0	2	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0
0.03	south37_active	80	658	500	178	150	88	198	104	51	52	31	15	22	10	9	15	5	0	3	3	1	5	1	2	1	1	3	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0
0.03	south38_all	80	1531	942	396	266	171	342	173	97	100	58	28	34	24	25	25	15	4	5	5	5	5	4	11	4	4	4	1	3	0	2	1	0	0	0	0	0	2	1	0	0	0	1	0	1	0	0	1	0
0.03	south38_active	80	702	532	174	142	76	205	110	65	60	32	11	22	14	12	8	10	1	3	2	2	3	1	3	1	2	2	1	1	0	1	0	0	0	0	0	0	2	1	0	0	0	1	0	1	0	0	1	0
