label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48
0.03	north1_all	80	3436	1560	2210	1144	470	299	258	169	328	210	86	47	61	36	58	30	19	11	57	9	11	35	13	3	4	4	3	23	3	3	3	1	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	884	389	1825	894	242	150	172	92	274	171	64	18	43	13	46	12	2	4	53	4	8	34	10	2	1	2	2	22	2	2	2	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	3379	1531	1935	1096	450	275	250	172	263	196	79	52	54	33	38	27	18	14	63	9	12	19	15	4	2	4	2	21	4	2	3	1	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north2_active	80	870	353	1529	820	218	114	162	87	213	148	55	19	37	11	28	12	4	3	56	2	10	18	10	2	0	1	2	20	3	2	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	3336	1534	1689	929	432	275	230	165	238	175	80	52	40	22	33	26	17	16	38	6	15	19	12	1	3	3	2	12	2	2	2	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north3_active	80	837	333	1278	657	207	94	143	76	180	127	51	17	24	6	19	11	4	2	31	1	12	17	6	0	0	1	2	12	1	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	3330	1504	1405	861	407	260	217	151	191	150	75	59	44	16	34	27	19	20	29	8	12	12	7	2	3	3	0	0	3	1	3	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0
0.03	north4_active	80	812	324	993	586	181	68	119	57	131	106	40	17	24	4	20	10	7	4	21	1	9	11	2	1	1	1	0	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	north5_all	80	3331	1485	1251	738	382	290	222	146	157	150	80	53	37	16	41	29	12	14	24	9	10	12	4	1	3	3	0	0	2	2	6	1	0	1	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0
0.03	north5_active	80	827	341	839	501	156	71	116	52	105	102	38	13	21	5	27	7	4	4	20	2	6	11	2	1	1	2	0	0	1	1	3	1	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
0.03	north6_all	80	3380	1452	1281	761	416	303	233	146	168	157	98	59	37	26	44	33	17	17	23	8	10	9	5	6	3	4	0	0	2	3	4	1	0	1	1	0	0	1	0	0	0	0	1	0	2	0	0	0	0
0.03	north6_active	80	831	346	852	502	167	81	122	42	115	110	50	16	22	7	31	11	7	6	20	3	8	9	3	3	2	2	0	0	1	2	2	1	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
0.03	north7_all	80	3385	1472	1362	766	409	299	222	160	179	149	93	64	50	39	41	33	15	13	39	6	13	11	6	5	2	5	0	4	1	2	3	2	0	1	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0
0.03	north7_active	80	848	356	950	532	182	82	117	60	133	109	46	13	34	11	28	11	6	6	34	3	12	10	4	2	2	3	0	4	1	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	north8_all	80	3350	1478	1674	937	423	272	246	180	206	167	104	56	65	46	57	29	18	20	42	6	17	18	12	9	3	4	1	7	1	5	0	2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north8_active	80	839	366	1284	714	188	89	136	81	162	129	61	15	49	14	46	12	7	6	36	4	16	16	7	6	2	2	1	7	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	3341	1452	1860	1078	431	268	247	195	244	181	108	59	77	41	56	31	16	21	56	5	20	22	27	9	3	4	2	8	1	3	1	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north9_active	80	830	353	1513	879	210	96	142	101	200	143	72	13	62	14	50	8	7	7	49	3	19	20	23	7	2	2	2	7	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	3390	1450	2072	1259	402	272	271	211	287	192	109	61	87	34	62	28	20	20	68	10	25	25	29	11	2	2	2	20	1	4	1	2	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north10_active	80	843	357	1728	1074	200	119	165	112	228	155	79	13	73	16	59	7	5	8	64	7	22	22	26	9	1	1	2	19	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	3404	1455	2102	1250	417	294	257	187	275	163	116	56	82	45	53	18	17	29	52	11	23	36	11	3	5	2	2	0	3	1	0	3	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	892	381	1733	1001	219	122	163	111	221	133	73	20	66	14	44	9	5	16	45	8	19	33	8	1	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	3411	1457	2137	1329	388	280	250	164	231	172	97	59	78	45	59	21	19	31	48	11	23	42	11	5	6	3	1	5	2	1	1	3	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	874	353	1773	1083	197	119	154	94	189	134	56	20	58	16	48	10	6	17	41	6	20	40	9	2	0	0	1	4	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	3421	1435	1863	1183	358	267	232	160	212	176	92	67	73	33	58	22	15	29	48	9	25	46	8	6	2	4	2	5	0	1	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north13_active	80	839	342	1510	937	159	111	140	90	171	130	51	24	54	14	48	9	4	14	40	4	21	42	7	2	1	0	2	4	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	3492	1479	1747	1075	394	283	235	156	206	188	90	68	61	35	52	20	18	24	46	11	20	28	8	8	2	4	1	7	0	2	1	1	2	0	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north14_active	80	832	346	1389	827	181	111	140	77	168	141	55	23	40	16	42	5	3	11	40	3	17	24	7	5	1	0	1	6	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	3513	1475	1761	1009	430	304	251	167	223	181	86	77	64	47	66	23	18	19	43	13	16	27	9	9	5	3	1	7	0	2	2	1	2	0	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north15_active	80	853	352	1419	763	198	128	154	92	182	137	51	27	37	21	55	6	5	8	36	4	13	23	8	7	3	0	1	6	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	3455	1470	1894	1112	480	302	248	180	248	167	91	61	66	53	72	21	25	20	48	16	7	32	8	7	5	1	0	3	0	4	1	1	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
