label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146
0.03	north1_all	80	2429	1999	679	467	1237	444	251	247	492	168	221	127	152	241	249	90	76	58	44	211	162	41	41	30	31	63	82	49	113	70	89	28	21	17	19	21	14	23	8	13	41	22	8	13	40	6	6	5	5	24	7	6	11	3	2	2	3	22	3	6	7	3	3	1	1	6	1	2	3	0	5	3	3	1	10	5	1	0	1	3	1	0	0	0	1	0	0	0	0	1	0	0	8	0	0	1	1	0	0	0	0	1	0	1	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
0.03	north1_active	80	1208	1189	306	199	808	282	114	133	311	94	130	63	91	166	177	52	36	29	22	123	94	21	24	15	12	40	58	26	85	45	56	16	11	8	8	9	9	9	2	6	28	14	6	6	32	3	3	2	4	14	4	3	8	1	1	1	3	16	2	5	7	2	2	1	1	2	1	1	0	0	4	1	3	0	10	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
0.03	north2_all	80	2453	1992	651	464	1237	445	272	267	536	168	222	114	146	248	257	90	74	72	47	205	155	44	37	27	31	66	67	44	110	61	78	26	24	18	20	21	13	23	4	14	39	13	7	15	35	7	5	7	6	20	5	4	13	2	1	3	1	14	7	11	2	2	2	1	1	10	2	2	2	1	7	9	2	2	12	2	1	0	1	1	1	2	2	0	0	0	0	2	0	1	1	0	8	0	0	0	1	0	0	0	0	3	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
0.03	north2_active	80	1211	1169	292	197	807	267	120	143	348	82	134	49	90	163	171	48	36	31	20	119	93	20	24	13	13	34	53	24	81	47	56	16	12	6	8	10	7	9	0	4	24	5	4	5	28	4	1	3	4	13	3	1	8	1	0	2	0	10	5	11	1	1	2	1	1	5	1	1	0	0	6	3	2	0	10	1	1	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
0.03	north3_all	80	2474	1921	664	467	1306	418	269	284	536	165	208	111	159	238	261	91	71	76	62	215	127	43	33	22	24	57	71	53	94	66	77	28	29	22	21	17	15	17	7	16	33	16	8	12	23	5	4	8	8	17	2	2	12	8	2	2	8	13	6	9	3	3	3	0	1	6	1	8	3	1	8	10	1	1	4	1	0	0	2	2	2	2	2	0	0	0	0	2	0	1	1	0	8	0	0	0	1	0	0	0	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	1	0	2	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north3_active	80	1216	1129	308	188	860	238	112	150	352	76	125	48	94	147	172	48	40	28	31	131	73	17	19	12	9	27	55	29	65	54	58	15	12	11	8	9	9	7	0	7	19	9	4	5	17	3	1	3	5	11	2	1	9	3	1	2	6	11	3	9	1	1	3	0	1	4	0	3	2	0	8	3	1	0	2	0	0	0	1	1	0	2	1	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north4_all	80	2420	1888	658	461	1313	447	271	291	541	165	206	116	148	212	254	92	73	83	66	197	130	44	36	25	30	59	63	60	83	78	73	23	29	21	17	14	19	17	8	18	41	20	4	10	11	3	4	8	7	9	1	2	11	8	8	2	10	7	5	9	2	2	4	0	1	8	2	9	4	1	8	10	3	1	2	0	1	0	6	1	3	2	2	1	0	0	0	2	0	1	1	0	0	1	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	2	2	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	1156	1110	332	185	891	243	110	171	358	71	125	53	85	133	157	45	32	29	29	134	79	20	13	13	15	32	47	32	55	65	55	8	14	11	5	8	10	8	2	8	30	11	2	4	7	3	2	3	3	4	1	1	8	3	5	2	8	5	3	9	0	1	4	0	1	5	1	5	3	0	8	2	3	0	0	0	0	0	6	1	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	2438	1934	684	452	1476	482	239	300	541	177	217	119	169	200	263	110	77	70	75	224	118	48	38	34	36	56	79	60	75	83	61	27	29	17	14	16	22	21	13	17	43	35	5	13	17	4	3	7	9	9	5	6	10	8	9	2	10	12	5	11	1	5	2	1	3	5	2	9	3	0	4	2	4	2	3	0	1	2	6	2	2	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	1	2	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north5_active	80	1178	1164	348	187	981	262	101	183	346	80	127	58	106	123	168	49	39	30	36	160	81	20	15	17	19	35	56	30	59	68	39	10	16	10	3	11	14	12	4	9	28	13	2	5	14	2	1	2	5	5	3	5	7	3	6	1	8	10	3	8	0	4	2	0	1	3	1	5	3	0	2	0	4	1	1	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
