label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167
0.03	north10_all	80	7089	6701	2143	1707	2426	1101	2380	733	873	624	546	853	480	355	270	226	220	281	192	306	156	122	125	358	191	82	111	90	85	103	75	52	46	72	113	122	55	45	39	43	74	42	25	26	25	17	24	26	22	15	21	33	19	17	34	5	11	30	19	12	8	5	14	6	22	14	31	10	4	6	3	6	5	2	6	7	5	13	3	1	6	5	5	1	3	2	1	1	1	2	2	3	1	1	2	1	0	2	2	2	3	2	0	2	1	1	1	0	0	0	0	0	0	1	1	0	4	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	2456	5418	673	818	2001	573	2105	330	670	389	351	721	308	214	101	70	79	216	70	227	65	42	60	319	162	22	69	26	38	72	42	8	26	36	98	106	27	20	12	31	62	19	6	9	11	6	6	20	8	2	9	31	12	9	32	3	6	28	15	2	4	2	11	4	14	7	30	4	0	2	3	4	0	1	4	7	3	11	2	1	3	3	3	1	2	1	0	1	0	1	2	1	1	1	0	1	0	1	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	6996	6307	2113	1670	2421	1139	1881	705	849	611	567	878	470	309	286	252	218	304	172	335	126	134	127	327	207	103	97	78	63	101	83	66	59	59	105	128	60	40	31	46	53	40	27	23	22	27	31	25	22	14	16	42	15	17	27	6	16	30	30	9	5	13	4	10	12	8	15	6	6	9	3	2	7	4	0	13	2	1	3	4	4	7	5	3	3	4	0	2	1	2	0	6	1	0	0	1	1	1	0	0	1	0	1	2	1	2	0	2	1	1	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	2185	4987	670	755	1940	598	1660	330	610	398	376	743	297	184	95	88	61	216	72	275	49	49	73	280	168	25	55	21	31	68	53	12	30	30	81	108	39	18	7	29	42	21	11	7	8	12	6	16	5	7	2	40	9	7	26	0	8	24	27	3	2	12	3	8	8	3	11	1	3	2	2	1	2	2	0	12	1	1	0	1	1	5	4	2	0	2	0	1	1	2	0	4	0	0	0	1	0	0	0	0	1	0	0	0	1	2	0	1	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	7093	5806	2157	1635	2234	1089	1797	661	812	578	556	812	455	313	279	218	212	290	167	293	148	131	132	294	209	97	104	78	57	105	91	69	47	57	93	95	52	39	32	47	57	41	36	24	26	18	30	23	17	13	17	43	14	17	29	5	15	20	32	14	7	14	6	7	10	8	12	5	6	8	3	4	7	4	3	14	6	3	3	4	4	9	6	4	2	2	0	2	1	3	0	2	2	1	1	1	1	1	0	0	1	0	1	4	1	2	0	1	1	0	0	1	0	1	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	2045	4481	622	724	1761	553	1557	282	564	357	364	685	269	185	84	79	49	198	68	235	59	45	77	240	153	21	55	24	24	69	50	19	20	32	78	81	29	16	10	26	44	18	12	9	10	10	4	12	3	6	2	39	10	4	28	1	7	15	26	5	2	14	3	6	8	3	7	1	3	1	0	1	2	1	1	12	5	3	0	1	3	7	5	3	0	2	0	1	1	2	0	1	0	1	0	1	0	0	0	0	1	0	0	2	1	2	0	0	1	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	7137	5289	2112	1593	2051	1003	1659	689	740	538	539	766	398	302	254	212	236	259	162	263	166	123	140	269	177	93	102	86	66	112	81	71	41	52	83	68	54	31	35	46	54	41	37	21	29	15	29	16	20	15	15	39	14	12	24	6	10	21	22	15	10	14	6	7	6	7	12	5	7	6	3	5	5	3	3	14	6	2	3	6	5	9	5	3	4	2	0	1	2	3	0	2	1	2	1	2	0	0	0	1	1	1	1	5	0	3	0	0	1	0	1	1	1	1	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north13_active	80	1874	3967	562	680	1564	478	1395	272	495	303	331	636	211	161	82	62	60	167	58	197	62	39	68	216	124	21	51	27	25	74	40	20	15	25	67	61	32	12	11	23	39	14	11	10	8	6	3	6	4	3	2	31	9	3	23	2	5	18	17	5	2	13	2	7	4	3	8	2	4	2	0	1	2	0	1	12	6	2	0	0	3	8	4	3	2	2	0	1	1	2	0	1	0	2	0	2	0	0	0	0	1	1	0	2	0	2	0	0	1	0	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	7105	5180	2146	1549	1979	989	1591	689	726	550	516	729	412	305	244	214	231	258	139	235	171	118	137	259	204	86	104	75	79	101	86	66	45	56	79	68	57	37	31	46	54	34	34	18	32	13	28	20	17	14	19	35	8	12	32	5	7	23	14	13	10	13	8	8	5	4	9	7	7	5	4	6	3	3	5	6	8	3	2	6	6	4	3	4	3	2	2	0	3	2	0	0	1	3	1	1	0	1	0	3	0	2	1	4	0	1	0	1	0	1	1	1	1	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north14_active	80	1815	3826	565	663	1472	470	1319	253	474	304	295	601	210	158	86	56	54	161	44	170	64	27	58	208	152	19	51	22	38	66	41	25	15	27	59	60	36	12	11	23	37	10	11	8	10	5	3	9	4	0	4	27	4	2	30	2	2	20	9	5	3	7	4	7	4	2	6	3	4	1	1	1	1	0	3	4	7	3	0	0	5	4	2	1	2	2	0	0	2	1	0	0	0	3	0	1	0	1	0	2	0	2	0	2	0	0	0	0	0	0	1	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	7089	5455	2134	1578	2103	1009	1596	714	753	544	501	752	426	295	237	237	227	268	141	258	152	115	135	313	215	95	115	70	79	93	89	54	45	54	69	76	51	42	37	50	59	27	34	18	29	19	18	17	18	14	17	35	10	11	32	6	8	18	15	12	12	10	5	10	8	5	15	10	6	8	4	6	4	2	5	3	4	3	3	4	5	2	5	6	3	2	2	0	3	0	2	0	1	2	1	1	0	1	1	3	1	2	1	3	0	1	0	1	0	1	1	1	1	0	1	0	2	0	1	0	0	0	1	9	1	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north15_active	80	1885	4078	583	680	1589	483	1331	278	499	293	288	615	249	146	84	64	69	176	43	184	58	33	57	270	171	21	63	19	37	59	53	18	18	24	48	65	32	16	11	32	42	8	7	5	6	5	3	9	4	0	4	26	5	4	30	2	4	15	12	4	3	4	3	8	5	5	12	4	4	2	3	1	1	0	2	1	3	3	1	0	4	2	2	2	2	2	0	0	1	0	2	0	0	2	1	1	0	1	1	2	0	2	0	2	0	0	0	0	0	0	1	1	0	0	1	0	2	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	7008	5926	2213	1626	2263	1040	1876	706	764	590	495	792	475	321	241	225	212	309	152	256	153	113	123	326	232	96	113	71	75	102	89	60	52	57	83	105	57	40	43	50	83	20	29	17	24	21	19	28	22	17	19	37	14	7	35	7	12	18	17	10	11	10	4	15	10	6	15	8	2	8	4	7	3	3	7	3	4	2	3	3	5	0	3	5	0	4	3	0	3	0	7	1	0	1	1	1	1	1	1	3	3	1	1	0	1	0	1	1	0	1	0	0	0	0	1	0	2	0	1	0	0	0	1	9	1	0	1	1	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	2057	4564	640	712	1754	532	1622	282	516	347	312	654	281	174	85	66	73	215	46	175	65	38	55	284	189	20	63	25	38	70	59	17	24	29	65	92	37	17	13	32	58	8	8	4	2	5	5	19	4	3	6	30	6	3	32	4	5	14	12	3	6	4	3	10	5	6	11	3	1	2	4	2	0	0	2	3	2	2	2	0	4	0	0	1	0	3	0	0	1	0	7	0	0	1	1	1	1	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	7017	6350	2250	1631	2437	1078	2076	691	840	626	507	843	471	339	265	222	206	314	161	290	144	112	113	315	208	89	116	75	70	96	91	70	51	65	90	109	63	39	40	52	94	33	27	15	22	23	18	33	24	18	12	33	15	9	31	8	14	41	17	7	7	6	8	10	13	5	36	6	3	7	6	6	4	2	7	4	5	2	4	1	4	0	3	4	0	4	4	1	1	0	7	3	0	0	1	0	3	2	2	2	4	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	9	0	0	1	1	0	0	0	0	0	0	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north17_active	80	2231	5020	678	735	1943	563	1820	313	604	402	334	710	300	209	92	73	75	222	50	204	59	49	57	278	171	19	68	27	36	66	61	16	21	37	73	95	43	14	13	38	77	14	7	3	4	7	5	25	3	7	3	28	9	4	28	4	6	37	11	2	4	2	6	5	9	5	31	1	1	1	6	2	0	1	2	3	3	2	2	0	3	0	1	1	0	2	0	0	0	0	7	2	0	0	1	0	3	1	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
