label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45
0.03	north1_all	80	47526	24825	10870	4757	6615	1937	1498	2572	667	931	379	256	190	226	101	205	50	49	44	39	37	35	26	14	6	8	6	1	4	30	6	1	2	0	1	1	0	0	0	1	1	0	0	0	0	0
0.03	north1_active	80	30149	19070	7359	1654	5689	408	678	2260	125	737	143	102	67	147	46	178	9	27	26	14	28	28	19	8	5	3	1	1	2	28	5	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north2_all	80	47199	24622	10809	4784	6605	1959	1475	2539	677	863	387	268	207	208	103	202	49	52	52	45	31	33	25	16	6	9	9	2	3	30	2	4	2	0	2	0	0	0	1	1	0	0	0	0	0	0
0.03	north2_active	80	29673	18940	7210	1615	5659	409	671	2233	140	686	128	108	76	121	41	179	8	35	31	19	21	25	16	6	4	4	1	1	1	27	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	46093	23849	10679	4730	6528	1933	1485	2485	689	883	383	280	226	189	114	225	53	53	54	43	27	30	23	16	10	10	10	3	5	5	1	4	1	0	1	0	0	0	1	1	0	0	0	0	0	2
0.03	north3_active	80	28239	18191	6993	1597	5508	426	640	2173	148	689	122	116	73	112	45	202	14	36	35	18	14	23	16	6	6	3	1	2	1	2	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north4_all	80	45975	23714	10710	4766	6583	2002	1498	2705	736	903	399	301	223	166	117	215	64	54	60	41	19	27	19	14	10	9	10	4	5	3	1	4	1	0	1	0	0	1	1	0	0	0	0	0	0	2
0.03	north4_active	80	28185	18019	6881	1620	5592	423	678	2398	175	693	117	121	65	96	42	193	18	38	36	19	8	20	15	6	6	3	3	2	1	2	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	2
0.03	north5_all	80	45852	23700	10765	4756	6467	1994	1535	2752	734	869	377	309	221	168	130	204	63	58	54	33	26	20	27	17	13	7	10	3	6	3	1	1	1	0	2	0	0	1	0	0	0	0	0	0	0	2
0.03	north5_active	80	28277	17885	7010	1646	5471	409	700	2447	172	667	127	115	62	99	49	183	21	38	37	14	16	14	22	12	7	1	3	2	3	3	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	2
0.03	north6_all	80	46910	24089	11015	4801	6695	1992	1538	2846	767	862	409	294	227	164	127	180	53	61	61	39	29	23	27	14	9	9	7	3	5	4	1	3	0	0	1	0	0	1	0	0	1	0	0	0	0	2
0.03	north6_active	80	29551	18356	7337	1668	5709	407	737	2554	188	680	167	109	60	94	49	158	15	40	45	18	24	17	23	11	5	2	4	2	2	4	1	3	0	0	0	0	0	1	0	0	1	0	0	0	0	2
0.03	north7_all	80	47499	24401	11061	4702	6862	1959	1525	2809	748	833	405	305	220	183	134	185	45	66	52	36	29	28	29	15	5	7	5	2	6	5	1	5	0	0	3	0	0	0	0	0	1	0	0	0	0	0
0.03	north7_active	80	30173	18674	7534	1637	5832	395	713	2513	180	642	171	124	62	109	55	160	14	45	36	16	23	22	25	10	2	2	2	1	2	5	1	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north8_all	80	47807	24074	11127	4679	6888	1984	1528	2715	713	851	400	296	213	196	126	169	46	71	44	42	34	28	33	13	8	7	3	8	5	6	3	5	1	0	4	0	0	0	0	0	1	1	0	0	0	0
0.03	north8_active	80	30300	18471	7536	1580	5838	415	708	2420	161	665	165	119	65	119	45	139	13	52	28	19	25	24	28	6	6	2	2	8	1	6	3	4	1	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north9_all	80	47644	24325	11232	4693	6837	1954	1541	2726	714	848	386	311	210	211	114	166	56	75	40	38	35	31	36	13	6	6	4	9	3	4	5	4	1	0	3	0	0	0	0	0	1	1	0	0	0	0
0.03	north9_active	80	30126	18755	7663	1621	5852	394	707	2422	172	654	151	128	74	136	44	136	15	48	23	17	22	27	30	3	6	1	2	9	1	4	3	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north10_all	80	47641	24052	11298	4720	6858	1934	1581	2597	721	836	372	314	199	219	113	172	62	91	57	34	28	29	36	10	10	6	3	10	5	3	5	4	1	0	2	0	1	0	0	0	0	1	0	0	0	0
0.03	north10_active	80	30131	18437	7693	1652	5909	397	703	2274	175	656	157	116	64	145	45	139	14	64	37	15	16	25	29	1	10	2	0	9	3	3	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	47489	24938	11044	4525	6583	2003	1398	2522	685	867	428	309	200	238	116	166	78	89	54	30	26	28	12	15	7	4	7	15	1	13	3	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0
