label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47
0.03	north1_all	80	35191	18715	6599	6619	5565	2387	1847	822	814	1019	334	340	195	147	323	144	93	92	40	39	25	34	16	7	3	11	4	6	3	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north1_active	80	17667	10596	2986	3873	3529	1266	1041	375	468	689	160	188	109	66	215	88	47	65	23	17	7	23	9	6	1	8	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	35331	18613	6548	6546	5520	2443	1798	832	817	974	355	355	211	150	337	140	86	79	41	37	20	30	19	4	7	9	6	7	2	1	0	1	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north2_active	80	17805	10544	2983	3822	3456	1306	987	391	452	663	169	205	110	65	240	83	48	46	30	19	8	16	9	3	4	7	1	4	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	35419	18677	6558	6569	5571	2412	1819	898	845	961	381	340	199	144	345	112	91	75	42	34	23	33	19	4	10	7	4	5	3	4	0	0	0	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north3_active	80	17989	10681	2963	3856	3516	1307	1025	427	488	613	176	200	93	63	258	66	56	33	28	17	8	20	6	3	4	3	1	4	3	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	35572	18634	6567	6503	5477	2466	1769	919	843	963	378	332	196	125	293	158	87	71	39	32	22	34	18	4	12	13	5	4	4	5	0	0	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north4_active	80	18022	10480	3020	3791	3422	1378	990	437	472	608	186	202	96	59	205	106	46	33	26	17	8	24	5	3	6	7	1	3	4	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north5_all	80	35473	18763	6593	6598	5480	2451	1780	888	882	1022	392	346	209	114	306	154	86	72	43	39	18	33	18	4	14	13	1	5	2	6	0	0	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0
0.03	north5_active	80	17924	10646	3000	3812	3405	1373	993	442	504	655	205	197	108	56	193	107	48	30	27	16	8	24	6	2	6	7	0	4	2	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
