label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44
0.03	north1_all	80	35194	31803	7635	6762	6507	2742	2368	2261	706	1262	1091	267	231	192	171	82	130	63	30	44	23	50	27	8	12	14	7	12	3	0	1	0	5	1	0	0	1	0	0	1	0	0	0	0	0
0.03	north1_active	80	9800	26954	2171	4532	5459	1742	1769	1909	258	1102	975	91	130	97	110	14	96	35	7	29	6	44	25	0	2	9	6	10	2	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0
0.03	north2_all	80	35175	31494	7636	6695	6499	2744	2403	2258	719	1449	1069	258	229	178	192	93	130	48	37	51	25	33	30	10	11	12	1	10	3	1	2	0	4	1	0	1	3	0	0	1	0	0	1	0	1
0.03	north2_active	80	9756	26664	2204	4449	5422	1770	1767	1913	272	1293	950	88	132	89	123	15	84	31	8	36	6	27	27	1	2	9	0	10	2	1	0	0	1	0	0	0	2	0	0	1	0	0	0	0	1
0.03	north3_all	80	35234	32276	7642	6634	6448	2683	2453	2231	759	1430	986	245	249	172	175	85	161	46	35	59	20	34	31	14	8	10	1	11	0	1	2	0	4	1	0	1	2	0	0	0	0	0	1	0	1
0.03	north3_active	80	9795	27387	2187	4386	5364	1721	1818	1894	283	1291	870	81	147	75	118	15	110	29	6	47	6	29	26	2	2	8	0	10	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1
0.03	north4_all	80	35477	32336	7573	6504	6349	2652	2468	2148	766	1355	971	249	247	171	156	76	152	43	33	63	22	34	29	12	5	17	3	9	1	2	1	1	2	1	0	1	2	0	0	0	0	0	1	0	1
0.03	north4_active	80	9844	27475	2149	4318	5322	1653	1857	1822	281	1212	847	83	146	78	103	18	106	24	9	52	6	27	24	3	1	17	2	8	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
0.03	north5_all	80	35467	32220	7642	6534	6450	2636	2444	2145	754	1334	1107	271	235	160	134	78	192	54	34	67	26	29	30	12	3	26	4	17	7	3	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north5_active	80	9859	27439	2213	4368	5428	1649	1892	1840	281	1181	986	93	132	68	87	17	161	30	14	57	13	26	26	2	1	26	2	15	6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	35269	31784	7704	6557	6440	2650	2396	2174	709	1385	1139	276	201	172	140	77	202	58	38	51	30	34	27	9	2	24	3	19	8	2	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	9838	27104	2233	4410	5426	1652	1830	1858	268	1224	1026	95	108	86	92	18	178	34	15	42	16	30	22	2	0	24	2	18	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	34989	32129	7665	6519	6630	2678	2391	2125	701	1405	1169	292	200	170	152	88	188	65	36	63	28	37	38	5	4	17	9	15	8	1	1	4	0	0	3	0	0	0	0	0	0	0	0	0	0
