label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45
0.03	north1_all	80	59219	26854	15568	9278	3238	1901	1293	935	773	465	467	379	368	157	158	63	70	38	38	38	29	20	14	10	22	5	8	3	5	3	5	1	0	0	0	0	1	2	1	0	2	0	0	0	0	1
0.03	north1_active	80	36070	16599	9739	5831	1621	882	584	446	435	234	262	221	240	82	75	28	35	21	20	15	15	14	7	4	5	5	6	2	2	0	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	1
0.03	north2_all	80	59462	26849	15690	9311	3198	1944	1286	953	756	460	487	399	358	147	174	68	70	36	41	46	28	18	16	14	22	5	8	4	4	3	3	1	0	0	0	0	1	3	0	0	2	0	0	0	0	0
0.03	north2_active	80	36178	16655	9844	5876	1579	897	579	439	412	228	263	235	249	70	90	32	31	17	17	25	17	12	8	8	4	4	5	2	2	0	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0
0.03	north3_all	80	59314	27136	15807	9293	3162	1870	1289	956	784	464	498	413	349	146	164	74	79	38	40	38	22	13	14	12	24	5	4	5	2	6	3	0	1	0	0	0	1	3	0	0	1	0	0	0	0	0
0.03	north3_active	80	36215	16815	9831	5829	1625	886	583	460	430	229	268	239	242	60	81	35	42	24	19	25	15	10	10	7	4	2	3	2	1	4	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
0.03	north4_all	80	59011	27356	15562	9224	3150	1869	1283	911	755	479	484	374	378	151	161	78	85	51	39	43	30	12	14	14	19	6	2	5	3	8	2	2	1	0	0	0	3	2	0	0	1	0	1	0	0	0
0.03	north4_active	80	35839	17266	9677	5691	1656	891	597	438	399	241	268	227	276	69	78	43	48	32	18	26	21	5	9	8	5	3	1	1	2	8	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
0.03	north5_all	80	59274	27406	15425	8973	3143	1777	1274	922	771	498	477	414	385	169	144	80	83	49	35	49	25	11	11	16	14	6	1	4	2	8	3	2	2	0	0	0	2	1	1	0	0	0	1	0	0	0
0.03	north5_active	80	36182	17213	9644	5614	1643	852	605	439	402	248	271	249	271	85	72	44	48	30	21	21	13	4	7	9	5	3	0	1	2	8	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north6_all	80	59842	27229	15217	9005	3195	1747	1287	897	790	522	473	434	390	166	146	75	79	47	37	57	33	14	14	19	10	2	1	3	2	7	3	3	3	1	0	0	2	0	1	0	0	0	1	0	0	0
0.03	north6_active	80	36462	16964	9548	5586	1695	830	592	427	405	274	269	277	274	89	84	41	42	26	21	28	17	5	7	7	2	2	0	2	2	7	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north7_all	80	59437	26977	15231	9013	3265	1743	1275	890	834	522	488	463	406	169	160	80	71	38	40	57	25	17	14	18	10	5	5	2	1	3	1	3	3	1	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north7_active	80	36244	16897	9535	5581	1700	819	576	408	438	270	279	300	269	85	97	42	41	19	26	25	11	7	7	6	3	3	4	1	1	2	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	north8_all	80	59997	26843	15094	9226	3337	1766	1318	899	824	520	490	490	421	171	149	81	71	44	37	46	23	22	13	11	8	6	5	3	2	3	4	1	2	1	0	0	1	0	0	0	0	0	0	0	1	0
0.03	north8_active	80	36400	16868	9520	5734	1766	824	588	417	456	268	279	319	270	84	91	45	42	21	22	29	10	11	6	2	3	3	5	1	1	2	4	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0
0.03	north9_all	80	59870	26356	15003	9430	3257	1804	1272	905	780	514	511	485	437	184	138	73	76	48	38	49	23	22	13	6	9	7	6	2	3	3	3	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0
0.03	north9_active	80	36186	16413	9425	5836	1661	844	586	424	438	257	299	285	263	97	83	39	47	23	25	32	14	11	6	2	2	3	5	0	2	2	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
0.03	north10_all	80	57856	25391	14516	8938	3160	1765	1277	855	752	475	472	481	420	174	144	73	65	51	31	62	27	25	16	3	7	5	4	2	5	1	4	2	1	0	2	0	1	0	0	0	0	0	0	0	1	0
0.03	north10_active	80	34710	15637	9121	5486	1557	803	588	386	413	229	276	271	252	96	82	36	42	28	18	34	14	14	7	2	1	3	3	0	2	1	3	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0
0.03	north11_all	80	60364	26607	15690	9115	3206	1860	1310	888	744	443	455	389	365	187	148	67	63	52	40	50	45	15	10	9	9	2	4	5	5	8	2	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	36626	16517	9857	5782	1667	854	624	397	384	209	272	230	232	80	67	28	25	26	21	30	27	6	7	2	9	1	2	2	5	6	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	60095	26702	15795	8953	3174	1848	1305	898	765	471	456	419	385	203	151	55	69	49	44	55	33	17	11	12	8	5	5	5	5	11	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	36542	16563	9926	5630	1633	867	611	410	402	210	253	256	247	96	63	21	26	26	24	36	17	7	8	7	8	3	2	2	5	9	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	59310	26735	15467	9176	3200	1877	1313	874	738	468	461	433	384	205	149	61	70	43	40	56	36	14	9	12	6	6	9	7	1	10	1	1	1	1	5	0	1	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	36113	16648	9655	5719	1659	864	619	397	382	210	257	262	247	103	77	25	29	23	22	36	18	6	6	9	5	3	5	4	1	9	1	1	1	1	5	0	1	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	59684	27066	15438	9123	3188	1846	1295	889	752	491	450	416	389	188	159	62	78	34	46	52	29	14	16	14	4	9	7	4	2	3	0	1	1	0	5	0	1	0	0	0	0	1	0	0	0	0
0.03	north14_active	80	36581	17048	9667	5737	1644	831	605	416	406	230	241	256	259	88	81	26	39	14	22	39	16	6	13	11	2	5	4	2	1	3	0	1	1	0	5	0	1	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	60103	26612	15449	9263	3205	1840	1303	913	727	506	416	402	356	170	145	73	77	32	40	42	28	16	15	13	8	7	6	3	1	3	0	0	2	1	5	0	2	0	0	0	0	1	0	0	0	0
0.03	north15_active	80	36983	16687	9773	5824	1625	862	610	439	388	240	231	250	225	84	81	35	45	15	23	32	14	7	13	10	6	4	4	2	0	3	0	0	1	0	5	0	1	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	58466	26082	15225	8888	3160	1778	1259	922	717	510	423	357	364	172	118	80	83	33	41	39	26	19	15	8	10	7	3	1	2	0	0	0	1	1	7	0	1	2	0	0	1	1	0	0	0	0
0.03	north16_active	80	35615	16346	9629	5700	1618	830	587	421	385	232	245	213	227	81	61	42	49	17	17	27	13	8	12	5	7	4	1	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0
0.03	north17_all	80	57556	25622	15013	8772	3138	1740	1252	912	710	520	402	386	425	168	123	84	82	39	41	42	29	19	13	11	11	7	3	2	3	0	0	0	1	1	3	0	1	2	0	0	1	2	0	0	0	0
0.03	north17_active	80	34743	15983	9426	5523	1548	796	564	420	362	225	233	239	260	84	65	47	47	21	20	27	11	6	12	6	8	3	2	1	2	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0
0.03	north18_all	80	57123	25985	14816	8532	3137	1785	1267	894	722	488	482	391	456	173	123	74	71	34	46	44	34	15	12	15	15	3	4	2	3	2	0	0	1	1	3	0	1	3	0	0	1	1	0	0	0	0
0.03	north18_active	80	34213	16042	9244	5423	1597	813	577	419	360	206	277	222	299	86	70	39	35	15	20	25	17	5	9	9	12	1	2	1	2	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0
0.03	north19_all	80	58119	26277	14827	8999	3231	1741	1264	886	749	450	466	429	439	167	138	64	58	37	61	52	32	12	15	20	12	5	5	1	3	2	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0
0.03	north19_active	80	35062	16229	9326	5653	1673	758	579	411	387	191	245	278	295	74	83	32	29	17	37	29	12	4	12	12	8	3	2	1	2	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north20_all	80	57558	25889	14561	8943	3173	1779	1262	932	777	430	491	432	361	177	135	66	50	39	57	49	34	16	16	17	10	4	7	2	0	2	0	2	1	0	0	0	0	1	1	0	1	1	0	0	0	0
0.03	north20_active	80	34668	15891	9086	5644	1663	777	585	425	413	187	258	280	239	79	77	33	28	16	34	29	17	7	10	10	6	3	3	1	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	south21_all	80	59539	26913	15337	9463	3237	1861	1229	908	785	477	481	399	368	158	158	68	78	57	40	38	33	18	16	9	12	4	3	4	3	9	4	0	2	0	1	0	0	1	1	0	0	0	0	0	0	0
