label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82
0.03	north1_all	80	47624	12306	8825	6483	5360	5228	3004	2558	1153	1303	740	1442	620	385	962	433	457	196	280	151	220	232	116	85	152	108	49	60	57	59	42	25	32	19	47	21	11	20	16	9	17	6	15	4	11	13	6	0	3	1	3	1	3	5	1	2	1	12	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north1_active	80	28925	5782	4762	3546	3048	3274	1732	1491	526	699	328	868	339	169	592	239	258	92	175	69	122	134	58	41	104	77	26	32	31	37	23	10	20	10	33	14	7	11	11	5	15	3	9	1	9	10	3	0	2	0	1	1	2	2	1	1	1	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	48220	12315	8899	6535	5275	5258	3056	2586	1131	1432	778	1479	616	386	1039	437	442	202	290	149	226	222	124	84	163	116	44	62	62	69	34	35	28	22	46	21	10	19	20	8	23	10	10	5	10	10	8	0	1	1	2	2	1	4	1	1	2	12	2	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north2_active	80	29178	5814	4829	3584	2995	3309	1734	1510	527	771	357	895	336	171	654	235	248	99	180	69	115	134	64	41	102	80	27	32	35	46	18	21	16	10	30	14	9	15	12	3	20	6	8	1	9	7	4	0	0	0	1	1	1	2	1	1	2	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	48628	12328	8898	6556	5338	5255	3048	2521	1142	1478	784	1377	591	382	1036	446	453	193	279	144	235	226	125	86	133	131	48	58	82	61	44	39	41	21	49	21	11	21	15	4	24	15	16	8	9	9	8	0	1	3	1	2	1	2	2	2	2	3	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	29300	5885	4798	3643	3051	3280	1768	1499	545	845	361	831	322	178	684	226	265	102	157	72	118	143	53	43	83	90	25	26	57	44	22	23	24	11	28	14	9	16	8	1	19	9	13	1	7	7	4	0	1	2	1	1	1	1	1	2	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	48314	12359	9019	6387	5199	5477	2968	2452	1126	1557	802	1413	611	407	993	458	414	199	248	155	262	220	114	95	133	136	46	60	81	62	44	37	47	25	45	20	10	16	15	5	21	12	15	9	7	6	7	2	3	3	7	2	1	1	2	3	4	3	1	0	2	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	29128	5970	4815	3543	2991	3435	1707	1461	548	890	377	900	324	178	687	244	244	102	133	81	127	144	47	46	80	93	24	28	57	42	22	24	28	16	26	13	7	11	8	1	14	9	11	0	4	3	4	2	1	2	2	1	1	0	1	2	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	48218	12290	9028	6333	5277	5706	2969	2551	1131	1530	733	1382	607	379	933	445	394	218	246	177	268	197	107	92	127	128	47	63	59	56	52	33	43	21	39	19	8	17	9	5	25	11	15	7	5	4	4	4	3	4	6	2	1	1	2	4	2	9	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	29174	5953	4885	3486	3099	3522	1724	1526	540	902	328	872	307	171	623	229	227	106	136	82	137	121	46	44	77	91	23	32	41	29	27	22	26	15	24	15	5	9	6	3	17	6	9	0	1	2	2	2	1	2	1	1	1	0	1	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	48421	12480	9014	6325	5193	5870	3039	2395	1142	1489	718	1430	609	406	916	451	418	227	253	179	266	183	98	82	125	100	54	63	63	51	52	34	35	22	31	19	9	16	16	8	19	6	9	8	6	7	6	4	2	4	7	1	2	1	2	4	2	6	0	1	2	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north6_active	80	29157	6040	4983	3423	3003	3653	1744	1445	519	849	326	901	304	184	608	243	241	111	133	87	144	110	43	40	70	60	27	36	40	23	32	18	20	15	17	15	6	7	10	6	13	3	3	0	0	4	3	2	0	2	2	1	1	0	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	48519	12568	8916	6506	5074	5660	2986	2472	1157	1403	731	1417	654	408	923	423	427	228	257	180	239	156	98	75	129	98	54	71	53	51	55	34	16	20	26	13	7	13	14	11	19	6	10	2	5	11	6	4	2	4	6	3	2	1	2	4	1	9	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
