label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82
0.03	north1_all	80	29766	15063	8122	5334	7351	3976	4726	3533	2106	1387	890	1624	780	856	436	358	420	301	377	452	409	118	217	283	118	168	65	54	53	52	52	71	62	58	54	48	19	21	44	12	7	10	8	3	7	12	8	1	6	4	0	0	2	2	0	3	2	0	1	0	1	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6
0.03	north1_active	80	7931	7315	2188	1116	5925	2531	4003	2906	1478	817	266	1385	494	639	88	112	289	183	297	385	355	37	172	248	62	146	31	18	24	24	31	58	56	50	51	44	14	16	40	3	1	3	3	1	5	11	5	1	0	3	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6
0.03	north2_all	80	29803	15082	8057	5403	7216	4000	4689	3681	2101	1387	892	1596	779	938	438	353	463	303	377	410	471	119	221	320	120	162	68	52	49	50	42	55	53	68	59	44	16	14	43	10	13	8	10	4	10	17	11	2	7	3	0	6	3	2	0	3	0	0	2	3	1	1	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	6
0.03	north2_active	80	7989	7318	2105	1119	5826	2594	3979	3061	1481	806	254	1364	505	707	86	115	331	168	288	353	419	37	159	293	59	134	31	23	17	22	27	43	44	62	54	39	11	8	39	2	8	2	5	0	8	16	9	2	0	2	0	6	2	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6
0.03	north3_all	80	29524	14978	8181	5437	7276	4001	4727	3648	2060	1417	923	1626	754	874	436	334	512	339	358	401	528	121	225	280	107	117	68	62	45	45	32	49	45	71	55	33	16	15	33	10	13	7	7	5	9	12	13	2	8	2	2	6	1	3	0	2	0	0	2	3	0	1	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0
0.03	north3_active	80	7857	7265	2198	1141	5882	2610	4018	3041	1445	828	258	1392	480	647	83	104	373	186	264	346	474	37	167	257	55	90	26	28	15	20	21	39	32	65	48	32	12	11	30	3	9	2	3	0	7	12	9	1	0	2	0	6	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north4_all	80	29299	15013	8142	5488	7192	3883	4624	3751	1959	1468	908	1590	776	894	426	325	519	371	358	372	530	132	241	304	97	101	60	67	47	48	50	35	36	74	59	53	10	14	37	12	13	3	8	5	14	13	10	3	8	3	3	10	2	4	0	1	1	0	1	3	0	0	2	0	2	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0
0.03	north4_active	80	7881	7298	2163	1127	5805	2508	3864	3142	1385	866	253	1327	492	683	85	100	390	198	262	321	479	43	182	279	48	76	24	35	22	22	31	26	24	67	52	51	7	11	33	3	9	0	2	0	8	13	6	2	1	3	0	10	2	3	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north5_all	80	29194	15028	8087	5350	7310	3785	4608	3656	1920	1467	886	1642	784	830	439	335	502	375	347	406	517	129	222	318	101	93	74	79	42	50	61	51	38	79	48	66	17	21	35	10	8	5	6	4	12	12	5	3	2	7	5	6	2	3	0	1	2	0	1	2	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0
0.03	north5_active	80	7840	7198	2172	1104	5960	2371	3832	3042	1301	895	250	1384	474	625	91	102	369	201	265	349	466	40	174	287	44	71	38	39	23	27	40	44	23	70	42	62	11	15	31	3	2	0	1	0	7	12	1	1	1	7	2	6	1	2	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
