label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82
0.03	north6_all	80	29458	20817	14150	6904	3445	4984	4477	1483	1536	1419	1706	1152	780	652	731	467	318	270	190	263	207	169	173	98	138	64	100	88	55	97	22	22	23	26	17	30	14	29	8	17	25	8	6	9	11	8	5	1	4	2	3	2	3	1	2	0	0	0	1	0	6	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0
0.03	north6_active	80	14785	12454	8639	3802	1606	3067	2759	652	792	818	1117	689	436	366	448	262	159	144	104	151	126	86	82	52	91	30	69	51	31	73	6	10	16	15	10	24	7	22	4	10	16	3	3	6	2	5	1	0	1	1	1	1	2	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	29756	20801	13953	6735	3442	5079	4380	1468	1533	1446	1638	1163	783	652	757	440	330	269	195	296	214	170	164	96	135	71	85	92	57	81	23	30	30	22	17	20	13	17	9	18	28	14	6	4	10	7	5	4	4	1	1	4	4	1	2	0	1	1	1	0	6	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0
0.03	north7_active	80	14915	12410	8488	3755	1611	3080	2729	660	762	830	1095	673	442	362	475	253	176	143	107	175	124	84	78	54	78	31	53	65	31	62	5	13	16	12	10	14	7	9	3	10	18	3	3	1	2	5	1	3	1	1	0	1	2	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	29572	21087	13842	6707	3491	5139	4351	1504	1552	1435	1616	1251	824	647	809	461	310	273	177	286	209	155	170	96	130	71	70	118	55	78	35	25	38	29	19	17	14	18	10	9	21	12	6	7	10	10	4	5	2	2	1	4	5	1	2	0	2	1	0	0	6	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0
0.03	north8_active	80	14782	12595	8408	3721	1634	3150	2765	682	802	795	1041	737	489	365	534	266	153	150	98	162	123	76	93	63	76	31	43	78	29	54	9	11	14	14	15	10	6	11	4	2	12	3	5	4	2	7	0	4	0	2	0	1	2	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north9_all	80	29476	20905	13721	6686	3487	5216	4332	1489	1576	1381	1664	1237	830	650	811	427	308	277	172	296	199	147	179	90	117	66	61	119	54	60	30	23	40	29	19	15	15	11	8	13	26	12	8	4	9	8	3	7	5	2	3	6	2	0	0	0	3	1	0	0	0	0	3	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north9_active	80	14654	12445	8324	3727	1673	3261	2761	703	797	763	1073	737	488	362	528	241	151	161	81	169	120	73	113	60	65	28	36	80	24	31	7	11	14	16	12	4	5	5	2	10	18	4	4	3	1	4	0	6	3	2	0	2	0	0	0	0	0	0	0	0	0	0	2	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north10_all	80	29066	20354	13560	6680	3414	5056	4285	1419	1573	1355	1554	1233	830	652	821	413	282	283	165	266	220	133	173	92	116	74	55	112	54	69	26	22	37	31	25	15	16	12	8	16	25	12	6	5	6	10	2	3	3	2	2	5	2	0	0	0	3	1	0	0	1	0	3	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north10_active	80	14510	12170	8325	3708	1597	3189	2713	646	815	765	962	769	487	366	548	239	139	160	88	151	133	73	116	54	78	33	32	68	28	31	8	10	13	15	14	4	7	6	2	12	21	5	2	4	2	5	0	3	3	1	0	1	1	0	0	0	0	0	0	0	0	0	2	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north11_all	80	30158	21994	14512	7211	3538	5080	4500	1432	1540	1445	1750	1363	856	713	703	450	305	243	229	334	233	148	164	116	129	56	86	109	66	83	29	26	28	33	19	25	13	25	10	38	22	7	4	7	8	3	3	6	4	2	3	5	3	1	1	0	2	0	2	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0
0.03	north11_active	80	15007	13153	8922	4101	1640	3085	2821	631	815	812	1129	819	482	409	462	228	146	126	110	201	130	79	80	52	74	24	44	57	41	51	14	18	14	19	7	7	8	15	4	16	12	3	1	5	6	0	3	5	3	1	1	2	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0
0.03	north12_all	80	30312	21981	14358	7338	3513	4943	4503	1451	1579	1410	1774	1336	872	730	749	427	304	262	235	325	203	139	160	117	143	63	96	114	70	77	35	33	35	22	19	23	18	24	12	32	38	6	5	6	8	4	2	5	3	2	2	6	3	2	2	0	3	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0
0.03	north12_active	80	15207	13123	8754	4198	1621	3001	2836	632	848	768	1100	819	484	434	470	222	135	141	108	188	110	74	79	57	91	28	50	66	44	32	18	24	24	10	8	6	11	11	5	11	19	3	2	4	6	0	2	5	2	1	1	2	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0
0.03	north13_all	80	30497	21716	14519	7310	3517	5204	4472	1497	1548	1391	1815	1344	867	705	790	438	327	294	224	302	223	134	161	106	161	69	86	104	59	77	42	32	44	28	20	24	14	27	12	23	36	6	5	8	8	4	5	2	1	1	4	2	3	1	2	1	1	0	2	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0
0.03	north13_active	80	15279	12949	8872	4119	1658	3242	2852	658	817	789	1110	860	448	403	486	231	160	155	94	174	117	77	81	58	98	30	43	65	33	35	22	21	30	16	9	8	8	16	6	9	15	4	2	6	6	1	4	2	1	0	2	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0
0.03	north14_all	80	30561	21739	14444	7225	3526	5218	4452	1512	1631	1343	1810	1289	827	691	787	426	326	310	200	305	216	132	155	102	180	68	83	122	52	77	38	36	43	31	15	17	15	31	11	17	38	6	7	9	3	3	4	1	1	0	4	1	6	1	3	2	1	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
0.03	north14_active	80	15379	13111	8782	4074	1692	3272	2814	652	889	733	1089	787	428	399	485	229	164	171	75	171	118	76	84	60	125	25	46	77	29	37	19	21	29	21	5	10	10	19	4	6	16	4	4	6	2	1	3	1	1	0	1	0	5	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
0.03	north15_all	80	30627	21708	14717	7144	3553	5421	4423	1503	1631	1372	1825	1238	837	683	771	426	302	294	176	306	227	133	160	104	189	67	69	133	49	80	38	33	37	30	14	17	12	38	11	11	36	8	8	8	4	6	5	0	1	0	5	5	5	1	3	4	0	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north15_active	80	15424	13011	8888	3977	1685	3418	2750	644	909	771	1051	741	449	371	498	248	151	155	59	179	122	68	84	52	132	26	41	81	30	50	17	17	22	20	6	9	8	24	5	9	17	5	4	5	3	4	4	0	1	0	1	3	5	1	1	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north16_all	80	30410	21852	14403	7306	3594	5437	4320	1424	1671	1364	1818	1267	816	675	744	436	303	267	167	300	213	140	160	98	183	61	75	120	59	76	35	30	30	31	15	22	13	38	16	18	27	11	7	4	4	5	7	6	4	1	4	5	6	0	2	4	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north16_active	80	15158	13171	8698	4105	1665	3438	2606	622	901	784	1068	752	453	367	481	261	145	138	64	161	109	76	85	45	126	23	44	66	36	44	16	14	16	16	6	12	7	25	9	13	20	6	4	2	4	4	5	6	2	0	1	4	5	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north17_all	80	30418	21979	14378	7295	3654	5392	4348	1406	1676	1470	1822	1283	795	739	816	447	312	242	179	306	206	142	163	102	168	67	80	111	61	62	30	29	27	35	20	39	11	31	16	15	42	15	7	3	4	16	5	6	3	1	3	6	5	1	1	2	6	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north17_active	80	15098	13217	8688	4113	1640	3388	2620	612	877	838	1113	763	475	416	493	262	148	120	76	169	99	76	90	54	110	29	49	71	31	39	15	11	12	21	9	25	6	19	8	8	35	11	2	1	4	13	3	6	1	0	1	4	2	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north18_all	80	30222	21876	14265	7251	3572	5265	4393	1455	1646	1548	1731	1231	802	748	782	433	317	262	205	312	228	153	160	87	149	65	75	101	62	51	29	27	28	33	19	47	10	26	12	15	42	18	9	7	5	17	4	6	3	2	3	4	5	2	1	0	6	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
0.03	north18_active	80	15053	13199	8721	4118	1593	3262	2744	643	869	902	1120	736	483	427	454	250	151	140	106	172	121	88	93	46	101	29	46	58	30	26	16	10	12	16	8	29	6	15	6	6	39	14	4	3	4	14	1	6	1	0	2	3	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north19_all	80	30294	21790	14403	7267	3542	5016	4297	1451	1640	1565	1699	1233	781	719	791	443	290	243	218	313	227	151	166	82	128	62	77	106	59	57	32	27	33	33	27	49	18	14	14	13	28	14	8	9	2	24	4	2	3	3	3	5	5	2	1	0	6	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	15081	13205	8656	4116	1595	3070	2688	666	872	909	1093	731	477	418	455	242	138	140	114	174	126	89	103	41	82	30	38	71	28	33	15	9	15	19	12	29	10	8	7	2	24	13	3	5	1	20	2	1	1	0	2	3	2	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	29849	21115	14086	7178	3439	4911	4166	1463	1638	1494	1599	1180	815	681	710	433	290	251	203	284	206	158	163	86	125	63	80	107	47	58	34	30	36	28	24	35	17	13	12	13	13	12	9	13	2	13	5	1	4	2	5	4	1	1	0	0	1	2	3	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	14979	12821	8501	4042	1578	2993	2701	674	885	894	990	700	478	392	406	250	131	137	113	173	130	91	101	41	80	26	40	64	26	35	13	12	16	15	13	21	11	9	7	5	11	8	3	8	1	11	2	0	2	0	3	2	0	0	0	0	0	2	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	30113	21149	14203	6984	3509	5042	4322	1446	1574	1459	1723	1203	756	731	728	413	313	284	225	262	222	163	157	94	135	75	82	131	56	80	27	23	31	34	12	21	7	22	13	16	6	11	8	10	2	8	19	9	2	2	1	3	2	2	2	2	5	0	1	2	1	0	0	0	1	0	1	0	0	0	1	1	2	0	0	0	0	0	1	0	0	0	0
0.03	south21_active	80	15002	12651	8446	3925	1608	3050	2744	662	825	789	1106	687	422	391	388	209	154	149	107	157	128	88	79	48	91	31	42	84	34	48	15	10	23	18	5	10	3	12	9	15	5	8	2	8	0	7	15	8	1	1	1	1	0	2	1	1	4	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	30390	21241	14302	6919	3504	5130	4336	1469	1589	1479	1764	1178	771	677	753	408	306	275	223	294	225	151	161	89	127	62	78	127	55	76	29	26	42	41	12	27	6	29	12	12	11	8	8	7	3	5	22	4	2	2	3	6	1	2	2	1	5	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	south22_active	80	15111	12711	8646	3904	1645	3135	2696	655	812	816	1179	676	440	355	398	204	142	144	102	174	133	76	95	48	77	22	39	79	32	43	16	18	32	25	8	10	4	19	8	12	9	5	3	6	1	5	17	4	1	0	2	2	0	2	1	0	4	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	30433	21319	14286	6910	3504	5139	4368	1479	1616	1431	1771	1299	833	688	703	439	307	266	212	305	210	152	138	85	130	60	60	111	48	78	34	29	41	38	12	22	6	26	14	10	13	4	5	1	3	2	20	2	2	1	3	5	1	2	4	1	1	0	1	2	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	15029	12723	8764	3951	1674	3143	2687	647	839	759	1138	747	467	397	382	229	154	133	97	195	126	66	79	42	79	25	34	74	30	49	19	17	30	27	8	8	3	14	7	9	11	1	2	1	1	1	17	2	1	0	2	2	0	2	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	30204	21029	14235	7014	3452	5221	4272	1457	1577	1400	1768	1293	871	669	755	440	299	291	187	325	202	160	150	85	126	62	50	82	44	75	34	34	36	36	9	23	9	21	15	13	9	5	4	4	4	3	11	3	1	3	5	5	1	0	3	1	2	0	1	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	14886	12465	8809	4009	1608	3198	2621	620	848	773	1135	731	482	390	419	223	147	148	82	203	122	70	88	40	78	24	24	42	24	44	17	21	29	29	6	9	3	12	8	10	7	2	3	3	2	2	9	3	1	1	3	2	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	29502	20263	13455	6846	3412	4883	3937	1468	1528	1387	1604	1276	855	661	729	427	292	290	171	298	193	174	125	83	124	68	45	79	50	56	31	28	38	38	12	22	12	14	13	5	6	7	6	12	5	9	9	4	1	2	4	3	1	0	3	2	3	1	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	14295	11877	8332	3836	1581	2944	2392	632	792	772	991	710	480	393	429	204	137	145	80	196	116	77	70	40	79	30	24	42	29	38	16	13	30	26	5	12	3	5	8	2	4	5	4	7	2	8	9	3	1	1	3	2	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	28840	19511	12868	6567	3410	4643	3780	1515	1485	1356	1495	1188	802	639	735	411	270	302	161	276	210	161	124	92	129	76	61	70	51	75	25	26	30	34	10	19	14	15	6	11	3	15	4	13	7	11	4	5	2	3	5	2	1	0	2	1	6	1	0	0	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	13853	11294	7810	3551	1542	2813	2372	681	780	701	903	660	434	378	436	197	126	152	82	182	126	82	78	44	83	37	33	33	32	47	13	10	23	18	3	15	4	5	5	5	1	9	3	8	3	7	4	3	1	1	3	1	1	0	0	0	3	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	27947	18886	12259	6266	3362	4362	3458	1527	1496	1355	1338	1098	716	584	623	396	268	279	156	262	193	159	128	95	102	79	61	72	50	84	26	23	31	33	11	24	16	12	5	13	20	15	6	14	5	11	1	6	2	2	4	1	1	0	1	3	6	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	13153	10853	7325	3326	1514	2583	2083	703	757	703	782	614	384	336	373	193	120	144	80	155	113	82	80	53	53	36	34	38	31	53	12	9	21	15	4	21	6	5	5	7	12	10	2	9	2	8	1	4	1	0	1	0	1	0	0	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	27872	18751	12118	6197	3293	4392	3526	1556	1514	1364	1339	1087	720	537	588	385	283	262	159	257	180	148	122	101	129	68	57	71	57	80	28	24	26	24	12	29	16	17	4	13	23	13	7	12	5	10	3	5	5	2	3	2	7	1	1	2	4	1	0	0	3	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south28_active	80	13084	10753	7253	3283	1436	2678	2132	740	765	716	759	632	382	310	339	184	129	136	79	150	108	78	83	57	62	29	32	42	30	46	16	8	15	12	3	23	8	10	2	6	15	9	2	9	2	7	3	4	4	0	1	0	6	0	0	0	4	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	27624	18740	11994	6300	3227	4529	3466	1535	1498	1351	1369	1106	758	490	604	386	283	275	185	250	185	129	130	102	138	65	56	68	55	61	32	29	24	18	23	34	12	16	6	11	30	13	8	10	8	3	5	5	7	6	4	1	7	1	1	2	1	1	0	0	2	1	0	0	1	2	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south29_active	80	12922	10813	7219	3394	1412	2769	2117	751	735	728	785	655	414	259	361	195	133	141	94	138	110	65	79	55	75	31	31	41	29	36	15	11	11	9	9	25	8	13	2	4	15	8	4	9	4	2	5	4	7	3	1	0	6	0	1	0	1	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	27349	18376	11900	6309	3188	4484	3420	1520	1418	1315	1376	1054	781	500	623	383	286	255	196	233	188	117	106	107	144	63	59	61	50	47	32	25	33	16	26	30	8	24	8	11	26	5	9	9	11	2	5	7	7	4	2	1	7	1	2	2	0	0	0	0	1	3	0	0	1	2	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south30_active	80	12890	10623	7130	3434	1398	2748	2102	738	699	726	796	623	425	261	367	198	137	128	94	133	110	57	59	47	81	30	33	39	21	22	15	9	20	8	8	19	6	19	2	5	14	3	4	9	6	2	5	3	6	3	1	0	6	0	1	0	0	0	0	0	0	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	29450	20975	13834	6775	3358	5078	4225	1459	1526	1386	1676	1227	887	691	728	452	266	287	219	255	186	133	135	100	156	73	81	84	49	85	31	23	37	24	33	23	17	27	8	18	19	10	3	7	5	17	4	0	3	1	0	3	10	4	3	3	0	0	5	3	1	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0
0.03	south31_active	80	14694	12730	8435	3812	1584	3087	2683	632	813	767	1015	728	484	394	456	254	134	148	108	146	104	65	80	57	95	33	44	44	26	38	16	8	19	7	16	10	4	18	4	7	18	3	0	3	1	12	4	0	2	0	0	2	8	4	1	3	0	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
0.03	south32_all	80	29660	20777	14098	6849	3451	5151	4381	1514	1522	1402	1585	1214	880	731	708	439	284	278	215	287	182	133	131	105	151	66	79	83	49	76	38	25	36	34	28	45	18	34	9	16	19	10	4	7	6	11	3	0	0	1	2	2	9	4	3	2	0	1	2	2	1	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0
0.03	south32_active	80	14746	12492	8685	3793	1621	3149	2790	674	798	769	979	738	504	404	452	237	130	146	104	151	91	65	80	53	95	30	45	43	25	33	20	9	18	19	12	26	6	24	4	7	17	5	2	3	1	8	2	0	0	0	1	1	8	3	2	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
0.03	south33_all	80	29737	21138	14054	6832	3456	5079	4317	1553	1543	1458	1648	1202	860	695	739	432	288	288	197	295	174	131	146	97	132	50	71	70	50	86	40	23	40	31	34	45	13	30	15	15	19	9	5	7	5	8	11	5	0	1	2	2	1	3	3	3	0	1	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
0.03	south33_active	80	14716	12597	8705	3815	1583	3092	2743	686	812	796	1014	746	495	393	462	239	132	149	106	157	92	63	83	55	75	25	40	36	31	57	19	7	20	20	16	29	5	21	10	10	16	5	2	3	1	4	5	1	0	1	1	1	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
0.03	south34_all	80	29475	20674	13819	6782	3420	5040	4213	1538	1524	1489	1632	1187	795	664	737	404	284	276	196	301	187	145	169	89	142	55	73	78	53	67	39	26	30	29	29	47	14	21	15	14	17	9	8	5	3	9	9	5	1	1	2	3	1	1	1	2	1	1	1	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south34_active	80	14509	12146	8463	3749	1525	2981	2667	669	807	819	1003	744	454	377	433	229	123	138	104	166	107	70	103	48	85	28	41	47	31	48	16	11	17	19	14	29	6	15	10	7	12	3	3	3	1	4	3	1	0	1	1	1	1	0	1	2	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	28723	19799	13146	6472	3355	4830	3885	1576	1476	1427	1557	1163	706	618	710	408	270	256	202	265	190	152	154	81	140	60	74	93	51	65	35	24	27	32	25	39	16	18	17	10	14	8	10	4	5	9	8	5	1	2	1	3	2	1	0	1	1	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
0.03	south35_active	80	13947	11605	7909	3539	1485	2886	2443	692	807	761	957	724	386	339	397	241	127	122	109	141	120	83	94	46	80	25	41	56	29	50	17	12	18	23	14	27	6	10	11	7	9	2	3	1	3	4	3	1	0	1	0	1	2	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
