label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60
0.03	north1_all	80	9984	2037	1337	1208	1338	497	443	251	289	208	149	112	181	78	63	43	72	38	67	39	44	8	21	21	23	24	9	8	8	5	6	1	2	4	3	4	2	4	2	2	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0
0.03	north1_active	80	6205	923	628	677	844	233	262	106	169	111	71	52	107	39	35	19	40	15	38	13	30	4	15	13	16	12	4	3	3	2	3	1	1	1	1	2	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
0.03	north2_all	80	10044	2043	1318	1202	1329	480	453	246	305	198	146	108	159	103	58	36	70	35	61	43	53	8	17	23	19	27	7	7	8	7	5	2	3	5	4	4	2	6	2	2	2	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0
0.03	north2_active	80	6285	912	588	672	809	243	268	107	175	108	73	45	84	57	26	19	37	14	43	15	40	5	11	14	16	15	5	4	3	3	3	2	1	2	2	2	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0
0.03	north3_all	80	10089	2131	1345	1242	1370	445	456	242	309	196	160	103	166	94	59	41	65	41	68	39	41	8	12	23	20	26	10	7	8	8	5	4	3	2	3	3	2	4	1	0	2	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	2	1
0.03	north3_active	80	6366	987	587	695	853	217	256	118	179	101	83	48	92	50	27	20	28	19	40	19	31	6	6	16	15	13	6	4	2	3	3	3	1	1	1	2	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0
0.03	north4_all	80	10268	2207	1310	1237	1385	465	492	251	296	193	177	101	156	91	58	50	76	38	75	35	32	11	10	13	12	19	13	10	6	6	10	4	3	2	3	2	4	3	0	0	2	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1
0.03	north4_active	80	6449	1019	578	683	861	238	281	129	156	102	92	45	88	49	22	23	44	18	36	20	16	7	3	8	6	16	8	6	1	3	5	3	1	2	1	2	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north5_all	80	10349	2147	1269	1250	1341	448	476	258	313	178	179	97	171	76	63	61	92	38	74	30	32	16	17	10	10	10	13	11	4	6	11	3	1	1	0	0	4	4	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1
0.03	north5_active	80	6362	983	568	699	826	212	266	131	176	94	96	50	117	40	26	23	59	19	37	25	15	7	9	6	4	7	6	7	0	2	5	2	1	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	10350	2140	1312	1203	1281	431	498	263	356	195	156	93	180	69	59	65	105	36	73	31	31	19	17	7	11	13	10	15	1	6	9	1	3	1	2	1	2	3	1	0	2	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
0.03	north6_active	80	6364	951	599	656	809	209	267	128	199	107	83	44	126	38	25	23	67	16	37	23	13	7	9	6	2	9	5	7	0	3	4	1	2	1	1	1	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	10179	2072	1317	1201	1351	438	459	279	346	195	141	79	169	72	56	60	103	40	82	40	24	20	19	12	17	15	10	13	1	8	7	1	3	0	2	1	0	3	1	0	2	3	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	6226	949	575	666	840	204	234	136	208	100	70	36	115	40	24	23	70	18	45	27	14	6	13	11	8	10	5	6	0	5	3	1	2	0	1	1	0	3	0	0	2	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
