label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64
0.03	north14_active	80	6323	3224	823	287	688	622	89	287	322	169	35	31	162	30	13	25	17	45	30	12	17	38	23	5	9	18	9	9	9	1	1	0	1	1	2	1	1	1	1	0	0	1	0	4	0	0	0	0	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	9845	4744	1815	1081	1138	940	416	441	466	314	160	144	257	108	70	59	59	66	55	28	37	54	41	13	15	21	10	20	6	7	5	4	4	4	9	2	4	2	1	0	0	1	1	2	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north15_active	80	7067	3561	896	321	787	738	101	299	351	201	32	35	216	46	15	30	22	49	42	9	24	50	30	4	11	15	8	17	5	2	5	2	2	1	7	2	1	1	1	0	0	1	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	10436	5178	1833	1050	1139	1059	433	464	499	340	157	126	296	106	67	60	56	72	52	31	38	63	31	17	16	26	9	17	10	8	7	6	4	7	8	3	2	2	1	0	1	1	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	7795	4037	935	345	822	859	109	330	398	244	38	36	260	52	19	34	20	57	40	11	28	56	20	6	12	18	7	16	8	2	6	4	2	4	7	3	0	1	1	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	10970	5458	1799	1092	1241	1187	450	503	501	339	151	127	313	103	70	61	46	73	44	31	36	78	32	19	16	34	10	21	10	9	8	5	5	7	9	3	0	5	4	0	2	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	8316	4410	970	382	941	975	120	384	413	255	42	37	272	55	20	33	17	53	34	10	27	74	19	9	12	28	8	17	8	5	5	5	3	4	8	3	0	2	3	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	10840	5476	1835	1112	1244	1283	439	512	478	329	170	120	284	99	77	60	37	75	41	32	27	68	18	22	21	28	8	17	11	7	4	5	4	5	3	3	0	5	3	1	2	1	2	2	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	8165	4417	979	391	925	1065	101	399	394	234	52	36	244	48	20	26	12	58	30	11	19	65	9	12	14	23	7	13	9	4	1	5	2	4	2	3	0	3	2	1	1	0	1	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	10899	5518	1858	1141	1275	1287	432	495	487	324	183	133	286	98	78	58	31	78	33	31	26	70	17	19	22	37	12	21	11	7	5	3	2	3	7	0	2	4	3	1	2	1	0	2	0	2	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north19_active	80	8217	4489	995	372	956	1061	112	385	393	229	48	45	239	43	24	20	11	62	23	9	17	68	8	11	16	33	11	16	8	6	2	3	1	2	6	0	1	2	2	1	1	0	0	2	0	2	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north20_all	80	10952	5542	1889	1155	1238	1238	411	483	484	332	177	135	270	89	65	65	38	79	33	32	32	71	17	15	22	31	12	19	13	5	7	4	2	1	5	1	4	2	1	2	1	1	2	3	0	4	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north20_active	80	8345	4502	1009	383	920	1038	102	366	387	229	49	50	225	31	20	24	17	61	22	8	20	68	8	10	12	28	12	15	7	3	5	3	1	0	5	1	2	1	0	1	1	0	0	2	0	4	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0
0.03	south21_all	80	10834	5569	1801	1060	1231	1225	407	465	520	356	161	123	341	110	78	59	41	78	41	31	35	68	15	15	17	18	23	27	12	3	5	8	18	10	2	1	2	2	6	2	0	0	1	1	1	0	2	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0
0.03	south21_active	80	8243	4564	925	363	882	1011	100	309	410	276	44	35	304	38	19	25	9	59	27	9	17	62	10	4	9	17	21	25	8	2	3	3	17	9	2	1	1	0	3	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south22_all	80	11030	5560	1820	1050	1200	1195	409	481	476	344	144	114	324	109	81	57	40	80	54	23	37	71	13	15	17	25	18	14	14	3	7	6	16	11	4	1	2	2	5	2	0	0	2	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	south22_active	80	8426	4563	966	365	831	966	104	320	378	260	39	25	282	37	19	22	13	57	34	5	21	66	8	3	9	24	13	12	10	3	5	3	12	9	2	1	1	0	3	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south23_all	80	11148	5608	1802	1095	1281	1260	422	542	436	317	150	117	270	109	77	74	44	63	51	30	34	69	21	18	18	34	17	9	8	4	8	3	5	11	4	3	0	1	4	2	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	south23_active	80	8469	4586	979	380	892	1024	112	376	346	223	43	23	228	36	18	30	20	42	32	10	21	65	16	6	9	28	11	7	6	2	4	2	1	10	2	1	0	1	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south24_all	80	11066	5510	1818	1127	1170	1276	434	552	529	319	158	141	289	87	77	79	56	80	51	34	35	58	19	17	16	42	18	23	11	5	11	1	6	7	2	3	0	1	1	2	0	0	3	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	8335	4468	996	371	809	1032	116	386	430	219	42	34	249	23	22	29	23	57	29	16	23	57	16	6	10	34	10	18	8	2	7	1	2	6	0	1	0	1	1	1	0	0	3	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	10900	5580	1857	1118	1195	1263	442	522	516	331	165	146	271	89	67	65	50	75	49	35	34	72	23	15	11	41	19	24	7	7	12	2	4	5	2	4	0	1	0	7	0	1	2	1	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south25_active	80	8164	4541	1000	386	833	1011	114	360	408	230	40	37	235	22	18	27	25	58	33	15	24	66	18	5	7	32	14	18	4	2	9	2	2	4	2	1	0	1	0	7	0	1	2	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	10763	5476	1877	1132	1176	1212	447	499	525	332	166	139	275	85	74	58	49	72	51	31	38	98	23	12	12	35	16	22	5	8	11	5	2	1	3	3	0	2	1	7	0	1	1	3	1	0	1	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south26_active	80	8046	4434	988	378	833	969	117	341	414	239	34	40	246	24	19	20	20	53	31	12	23	90	18	3	6	29	13	16	4	4	9	4	2	1	3	1	0	1	0	7	0	1	1	3	1	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	10693	5426	1908	1102	1246	1131	426	501	522	344	161	136	219	88	82	52	51	74	55	29	42	113	20	10	14	23	14	15	7	6	11	5	0	7	4	2	0	3	3	7	0	1	0	3	1	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south27_active	80	8002	4412	1003	377	908	900	109	342	417	249	33	36	194	21	20	23	21	54	32	11	22	103	16	2	7	19	11	9	3	4	10	3	0	6	4	1	0	2	2	7	0	1	0	3	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	10637	5371	1834	1101	1346	1090	410	462	459	333	144	126	257	79	83	54	49	85	43	36	41	89	30	9	15	31	15	20	6	3	9	5	0	10	3	3	1	6	3	0	0	0	0	3	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	8039	4308	964	355	1016	870	108	308	374	238	33	39	229	21	21	23	20	64	24	13	22	81	18	4	7	28	14	14	3	2	9	3	0	8	3	3	0	4	2	0	0	0	0	3	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	10636	5402	1806	1091	1374	1043	390	489	462	341	126	117	261	90	77	58	48	89	37	49	37	77	30	9	14	41	18	25	9	1	9	6	3	11	1	3	1	6	2	1	1	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	8022	4329	950	363	1024	832	97	324	385	242	32	39	226	27	17	23	21	68	22	22	23	71	19	4	10	37	16	20	5	0	9	4	2	8	1	3	0	4	2	1	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	10742	5609	1795	1104	1293	1053	402	506	503	332	127	114	243	86	75	54	48	81	41	43	39	56	31	5	16	42	21	26	10	3	6	8	4	4	0	2	1	4	0	3	1	1	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	8147	4527	952	365	933	835	105	345	421	249	36	41	204	32	15	18	23	64	25	20	24	52	19	3	10	38	18	24	6	1	6	6	2	2	0	2	0	3	0	3	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	10756	5647	1863	1105	1155	1217	406	491	421	336	140	124	315	78	63	67	40	71	54	39	31	53	30	19	14	28	14	30	5	7	3	5	8	4	5	4	2	3	0	3	5	1	0	1	2	6	1	0	2	2	1	1	0	0	0	0	2	0	0	1	0	0	0	0	0
0.03	south31_active	80	8029	4547	1028	413	858	970	120	328	332	237	36	40	274	27	19	31	16	52	38	19	18	49	24	9	7	25	9	26	4	3	1	3	5	2	4	1	1	2	0	3	2	0	0	1	0	6	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	south32_all	80	10722	5605	1905	1108	1177	1214	415	484	442	305	147	116	269	86	70	74	41	70	54	35	28	65	29	21	23	39	17	36	6	9	4	4	7	7	9	1	1	4	1	3	2	0	0	0	2	5	1	0	3	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0
0.03	south32_active	80	8091	4540	1015	427	867	984	113	335	346	215	47	30	225	30	24	36	13	55	43	15	19	61	17	10	15	34	12	33	4	5	2	2	5	4	5	0	0	3	0	3	0	0	0	0	0	5	1	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	10806	5597	1948	1106	1154	1096	407	459	483	319	151	128	220	98	72	73	49	80	40	32	20	79	28	19	22	31	23	31	7	7	3	4	7	7	10	2	3	3	1	0	1	0	1	0	2	5	0	0	3	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	8213	4536	1021	424	826	866	103	318	385	222	40	31	180	34	23	30	21	51	31	15	12	75	16	7	15	26	17	30	5	4	1	1	6	4	6	1	0	2	0	0	0	0	0	0	0	5	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	10602	5634	1868	1113	1224	1088	400	454	508	323	158	144	249	102	71	83	50	77	40	27	21	83	28	17	32	31	15	27	10	8	7	1	10	8	10	3	3	6	1	2	0	0	2	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	8058	4569	973	414	891	862	102	311	404	225	39	39	213	36	25	37	19	54	29	12	11	78	16	7	27	24	11	27	6	4	5	0	7	6	5	1	0	4	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	10703	5593	1815	1081	1259	1121	406	516	487	323	155	142	252	98	66	73	47	83	41	24	21	88	27	18	23	31	13	23	7	6	10	3	6	3	7	3	3	6	0	2	0	1	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	8125	4556	944	380	913	884	104	339	380	238	39	39	216	32	21	34	20	56	30	10	10	84	18	4	18	25	9	22	5	3	10	1	4	2	5	1	0	4	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	10590	5627	1843	1087	1233	1145	419	501	499	320	159	141	275	85	63	75	52	77	48	21	27	61	33	17	22	18	10	19	7	4	11	3	6	2	7	4	3	7	0	2	1	2	1	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	8022	4595	942	370	859	940	118	334	408	232	36	38	232	29	14	40	17	58	33	9	15	59	27	2	16	13	7	18	4	1	11	2	4	2	4	2	0	4	0	2	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	10676	5669	1858	1053	1229	1102	407	514	509	317	152	144	283	85	74	64	47	89	57	17	26	46	32	15	17	15	16	16	4	4	10	4	6	1	6	3	1	4	1	2	1	2	1	0	1	0	3	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	8058	4635	982	354	870	903	109	360	404	234	36	40	237	27	14	35	13	71	40	8	17	46	20	2	13	11	12	15	2	1	9	2	3	0	3	2	0	1	1	2	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	10926	5738	1870	1037	1165	1115	415	505	497	291	151	141	300	93	83	68	46	77	55	22	33	49	31	14	18	11	19	19	6	4	5	4	8	2	3	2	1	2	1	2	1	1	0	1	0	5	3	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
0.03	south38_active	80	8334	4674	971	357	825	914	103	357	384	223	39	39	258	36	16	40	16	59	39	10	21	46	19	4	14	7	13	17	5	2	4	1	3	0	2	2	1	0	1	2	0	1	0	1	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south39_all	80	10825	5653	1879	1043	1131	1072	417	474	483	281	148	139	290	102	82	52	46	60	43	31	39	60	24	11	29	16	20	25	7	3	10	5	9	6	1	1	2	2	2	3	2	0	0	1	2	6	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
0.03	south39_active	80	8235	4605	1008	343	810	854	101	328	368	216	37	39	265	44	21	27	16	46	30	15	20	55	12	4	20	13	13	22	6	2	6	2	4	2	1	1	2	1	1	3	1	0	0	1	2	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south40_all	80	10882	5560	1861	1083	1146	1127	414	456	457	295	136	128	294	107	84	60	46	60	31	38	36	72	26	10	34	28	16	28	8	4	11	4	15	8	2	2	3	2	4	1	1	0	0	1	2	6	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south40_active	80	8282	4518	982	350	819	902	93	311	348	228	31	44	271	45	27	32	16	44	23	21	17	67	18	5	24	25	8	25	7	3	6	2	9	4	1	2	2	1	3	1	1	0	0	1	2	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
