label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54
0.03	north1_all	80	28121	30248	9545	9715	6369	2151	2558	2106	818	789	462	305	368	429	241	275	206	76	53	93	35	26	39	33	12	13	14	18	8	7	6	3	3	8	3	18	2	3	1	1	4	0	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	north1_active	80	12417	18929	5209	6124	4055	1083	1486	1320	403	417	223	128	210	242	128	175	139	40	28	64	22	14	23	18	4	4	5	13	4	5	4	2	1	3	0	10	2	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	28083	30064	9606	9627	6427	2173	2616	2210	793	837	459	296	383	406	238	256	195	84	52	119	43	27	39	31	9	11	15	15	8	7	7	4	3	23	4	17	2	3	1	1	4	0	0	1	0	7	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	12447	18772	5308	6140	4101	1083	1543	1356	401	465	228	134	222	214	118	150	135	46	28	76	27	14	26	16	6	2	6	11	2	7	5	2	2	21	1	9	2	1	1	0	4	0	0	0	0	7	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	28165	29998	9475	9565	6176	2135	2618	2212	839	877	458	322	384	405	234	277	203	85	46	151	38	30	41	23	12	10	16	14	11	10	5	4	3	21	4	10	1	3	1	0	4	0	0	1	0	7	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	12401	18597	5223	6059	3907	1032	1567	1319	409	496	230	148	231	220	119	163	142	45	23	98	23	15	28	10	9	2	6	9	4	9	3	2	3	20	1	1	1	1	1	0	4	0	0	0	0	7	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	28114	30217	9463	9668	6218	2170	2586	2339	882	898	453	322	367	394	224	260	221	93	51	187	38	35	36	26	13	12	11	10	17	9	3	4	3	22	5	14	1	1	1	0	0	5	0	0	0	7	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	12437	18879	5182	6122	3943	1027	1575	1360	419	508	230	145	214	227	119	150	139	47	26	102	23	19	24	8	11	2	4	7	8	7	2	1	2	21	1	1	0	0	1	0	0	5	0	0	0	7	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	27866	30399	9664	9595	6135	2165	2504	2288	904	817	457	330	372	399	226	301	212	87	62	170	37	37	52	28	15	13	13	7	14	9	1	2	3	7	6	7	1	4	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	12305	19065	5337	5943	3895	1035	1517	1336	431	430	217	144	204	238	119	175	132	40	27	100	20	21	30	10	10	2	5	5	8	5	0	0	1	4	2	1	0	3	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	27931	30439	9770	9754	6218	2243	2537	2296	856	759	442	321	384	432	235	297	201	84	64	141	39	36	51	31	15	18	15	5	12	7	1	5	4	8	3	5	2	4	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	12297	19118	5444	6116	3884	1079	1552	1379	385	394	201	141	203	280	127	187	126	38	29	80	19	20	27	17	10	5	7	3	8	3	0	2	1	5	1	0	0	3	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	28110	30597	9875	9694	6232	2305	2580	2269	792	774	450	318	397	432	247	302	187	85	68	117	40	30	55	25	19	18	14	3	7	6	3	3	3	8	6	1	1	4	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	12386	19508	5505	6039	3968	1116	1552	1355	359	419	205	152	198	288	129	184	119	35	29	70	19	18	30	16	12	7	8	1	5	2	1	2	0	5	5	0	0	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	28224	30751	9923	9808	6329	2245	2694	2235	785	787	468	318	388	449	239	290	163	71	56	131	35	20	55	24	19	17	12	3	7	3	4	4	3	9	6	7	1	3	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north8_active	80	12419	19563	5460	6133	4042	1100	1604	1364	351	413	215	146	206	300	127	184	104	31	26	87	16	9	37	16	14	7	8	1	4	0	1	2	0	9	6	6	0	3	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north9_all	80	28209	30591	9863	9781	6241	2197	2648	2339	797	769	454	340	400	416	224	259	206	67	48	110	37	34	57	18	17	11	14	19	8	7	5	1	1	9	7	8	1	2	0	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north9_active	80	12400	19263	5365	6095	3920	1080	1567	1431	362	412	210	165	209	283	121	162	117	30	25	71	22	14	36	10	11	6	8	14	3	5	1	0	0	9	6	7	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north10_all	80	28068	30268	9693	9612	6322	2115	2607	2277	847	753	457	330	380	430	207	289	207	69	43	122	43	35	62	20	12	11	15	19	10	10	4	2	1	12	7	8	0	2	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north10_active	80	12338	18938	5277	5979	3974	1056	1529	1394	397	386	213	161	195	271	111	191	112	27	25	78	26	13	36	11	7	5	9	16	5	9	1	1	1	10	6	7	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north11_all	80	28090	30496	9669	9428	6293	2264	2598	2343	785	804	462	339	426	506	201	276	186	83	70	192	36	29	47	23	19	18	13	21	5	12	2	1	2	5	1	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
