label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54
0.03	north6_all	80	30905	30531	10305	4433	3010	4501	1548	2023	1068	1067	760	452	326	281	200	211	136	104	59	99	41	88	39	36	18	33	16	15	6	8	3	4	2	4	1	0	3	1	2	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0
0.03	north6_active	80	14378	19047	5893	2009	1424	2826	724	1283	546	622	441	218	165	168	104	129	85	70	29	61	17	57	21	25	4	23	3	8	2	5	1	2	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
0.03	north7_all	80	30732	30528	10208	4431	2998	4447	1527	2089	1038	1035	753	410	297	291	200	199	132	97	61	88	40	82	32	30	17	35	15	10	6	7	5	3	2	8	2	1	2	1	2	4	0	2	0	0	1	0	0	0	0	0	0	2	0	0	0
0.03	north7_active	80	14307	19170	5784	2000	1422	2763	728	1279	532	620	448	205	153	164	104	116	73	62	27	55	18	53	21	18	5	27	5	3	4	4	2	1	2	7	1	1	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north8_all	80	30968	30676	10089	4401	3021	4356	1525	2098	1081	1046	738	388	308	274	182	248	145	108	71	89	32	73	35	30	14	34	21	9	6	10	4	2	2	13	1	1	0	1	1	4	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	14521	19279	5704	1996	1429	2701	727	1266	580	619	427	194	161	157	91	144	85	66	32	61	15	36	20	16	4	22	8	4	4	8	1	1	2	12	0	1	0	0	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	30696	30832	10076	4336	3051	4429	1547	2001	1056	1069	739	379	278	289	165	279	170	121	72	84	32	56	42	28	22	22	13	13	6	9	11	3	0	13	2	2	3	3	2	5	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	14423	19421	5747	1995	1471	2807	747	1222	563	629	438	178	149	163	81	158	112	75	32	57	11	33	26	11	9	11	7	6	4	7	7	1	0	12	1	1	3	0	1	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	30631	30467	10033	4355	2995	4482	1555	1889	1061	1056	726	407	281	287	179	302	169	137	65	95	31	54	43	26	21	21	14	21	4	10	11	3	0	7	3	2	4	2	2	5	2	4	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	14430	19246	5719	2032	1435	2859	744	1188	557	610	427	189	150	162	83	161	107	74	30	63	12	37	29	10	10	11	6	10	3	7	6	1	0	7	3	1	4	0	1	5	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	30809	31554	10163	4307	3067	4737	1505	1955	1065	919	680	403	303	275	184	251	169	119	84	87	43	50	50	32	24	29	14	18	9	6	6	3	2	6	3	2	0	0	0	11	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
0.03	north11_active	80	14495	19839	5697	1969	1386	2982	714	1125	571	491	398	200	157	160	97	154	97	69	48	44	22	21	37	20	10	21	8	11	4	1	0	1	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north12_all	80	30810	31216	10108	4312	3053	4672	1563	1908	1077	939	679	414	295	302	200	233	167	116	75	73	43	52	44	32	23	37	15	12	13	12	11	2	2	4	4	1	6	0	0	11	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0
0.03	north12_active	80	14461	19684	5636	1960	1408	2958	735	1096	578	521	392	211	149	169	108	133	92	65	40	43	25	29	33	23	11	29	10	8	6	8	5	1	0	4	0	1	6	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north13_all	80	30889	30970	10097	4374	3012	4626	1515	1857	1091	959	666	391	294	295	189	210	156	112	76	69	40	54	48	33	19	37	15	7	12	14	9	1	2	3	3	2	7	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north13_active	80	14387	19607	5577	2011	1410	2959	698	1087	607	548	392	189	152	161	102	124	89	67	44	47	22	38	38	22	10	26	8	5	7	10	5	0	0	3	0	1	6	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	31053	30462	10158	4399	2961	4605	1532	1855	1071	1002	644	387	271	283	198	224	189	112	76	77	46	54	56	22	12	42	14	9	14	13	11	4	3	2	1	1	7	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north14_active	80	14475	19408	5635	2083	1338	2903	707	1082	551	595	347	194	143	151	116	137	126	59	38	60	26	38	42	13	8	28	8	4	8	10	8	0	0	2	0	0	6	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north15_all	80	31030	30223	10242	4340	2977	4558	1472	1952	1054	988	624	400	283	298	197	232	190	112	61	90	50	59	48	20	9	38	11	10	8	3	11	6	1	1	2	2	1	2	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north15_active	80	14495	19215	5688	2065	1359	2875	677	1152	543	574	343	193	155	161	110	140	132	56	35	63	24	38	28	13	4	26	7	4	4	2	7	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north16_all	80	31153	29906	10358	4335	2932	4664	1457	2017	1053	1025	669	412	308	283	197	257	205	108	72	104	49	50	61	21	9	21	5	15	5	2	9	5	2	6	2	2	1	2	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0.03	north16_active	80	14579	18997	5797	2065	1358	2924	704	1225	545	606	372	201	161	159	106	156	131	55	40	70	18	30	40	16	4	13	4	9	2	2	7	1	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0.03	north17_all	80	31227	29986	10303	4347	2948	4678	1506	2034	1093	983	706	401	306	260	182	288	187	117	73	109	49	43	58	25	18	17	8	11	1	3	9	3	1	7	2	2	1	2	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north17_active	80	14632	19093	5741	2026	1394	2958	750	1200	598	589	419	184	140	142	92	189	106	65	38	67	15	23	37	19	9	12	3	8	0	3	7	1	1	3	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north18_all	80	31133	30163	10200	4361	2933	4697	1563	2030	1088	1010	668	397	288	288	171	291	179	115	88	100	45	49	55	32	27	25	13	10	3	4	3	4	4	6	3	2	1	2	0	1	2	0	4	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north18_active	80	14484	19031	5698	2044	1367	2979	760	1224	595	631	389	188	138	154	81	184	95	59	46	57	15	26	32	20	14	10	8	7	2	4	3	2	3	3	3	0	0	1	0	0	2	0	4	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north19_all	80	31121	30840	10117	4384	3005	4802	1542	2010	1163	1048	695	401	303	283	185	266	169	129	97	91	34	49	53	25	29	33	20	5	6	8	3	3	4	4	3	1	0	2	1	1	1	0	4	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north19_active	80	14472	19523	5668	2102	1409	3067	751	1159	653	652	410	192	143	154	95	171	81	68	58	51	9	30	34	14	17	17	15	2	5	7	3	2	3	3	3	1	0	1	0	0	1	0	4	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north20_all	80	30918	31063	10075	4287	2996	4754	1508	1980	1124	1119	679	382	310	297	221	228	174	128	98	95	34	55	62	26	25	64	18	8	8	7	7	4	3	2	4	2	0	2	2	0	0	0	4	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north20_active	80	14305	19641	5648	1983	1380	2991	692	1112	620	715	401	181	149	170	120	127	97	61	50	56	9	36	22	13	16	37	14	4	6	6	7	3	2	2	3	2	0	1	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	45909	20185	11702	5815	6042	2179	2243	1442	801	644	481	510	323	251	194	143	102	161	66	54	51	42	27	36	30	16	9	10	6	6	8	4	1	4	0	2	2	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	south21_active	80	26215	11790	6848	3223	3800	1039	1271	801	382	313	223	287	152	118	89	64	49	89	36	32	24	19	12	22	19	10	2	6	4	3	6	1	0	3	0	1	1	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	south22_all	80	49650	21830	12529	6145	6432	2329	2514	1553	817	750	469	532	320	241	185	138	85	166	79	61	43	41	26	30	29	18	12	11	7	4	8	3	2	4	1	2	2	2	0	1	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0
0.03	south22_active	80	28837	12985	7441	3437	4007	1135	1457	888	405	383	225	314	167	124	85	70	35	99	44	29	21	20	10	20	18	13	5	5	4	2	5	0	0	2	0	2	1	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	53067	23418	13716	6556	6999	2404	2724	1711	807	790	470	609	329	256	191	146	92	210	86	65	43	41	22	29	28	21	10	12	9	3	6	3	3	3	1	1	4	1	0	1	0	0	0	1	1	2	0	0	1	0	0	0	0	0	0
0.03	south23_active	80	31237	14128	8440	3729	4431	1215	1625	1032	400	417	222	380	187	133	96	70	43	135	48	35	25	21	9	21	17	13	6	6	4	1	4	0	2	2	0	1	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	53178	23300	13897	6613	7030	2442	2663	1718	802	785	455	606	343	243	194	143	98	229	93	76	45	43	21	22	31	20	13	11	8	3	4	4	5	3	2	1	2	0	0	0	0	0	0	1	3	3	0	0	1	0	0	0	0	0	0
0.03	south24_active	80	31436	13906	8561	3744	4372	1225	1603	1032	384	418	220	375	196	125	100	71	43	160	53	45	28	19	8	18	18	11	7	5	4	1	3	1	3	2	1	1	1	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	51132	22690	13314	6542	6714	2426	2490	1657	806	723	439	627	323	261	214	141	99	223	88	78	47	39	19	26	28	15	12	9	7	3	1	3	6	1	1	2	3	0	0	0	0	0	0	1	2	3	0	0	1	0	0	0	0	0	0
0.03	south25_active	80	30024	13525	8193	3705	4156	1195	1527	986	379	389	206	401	170	131	103	68	41	136	51	49	30	19	8	18	14	6	7	4	3	1	1	1	3	1	1	2	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	50628	22076	12767	6447	6560	2310	2363	1565	803	717	456	590	325	245	207	132	90	206	89	77	62	35	20	29	29	11	11	10	6	4	0	4	7	1	4	1	2	2	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	29784	13169	7763	3625	4090	1113	1435	863	364	355	205	359	162	121	100	61	40	128	51	49	41	20	8	19	14	3	6	4	1	2	0	1	3	1	1	1	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	52483	23027	13021	6546	6706	2267	2491	1627	840	740	465	607	315	266	199	124	94	192	94	72	61	30	22	30	33	9	10	10	4	5	2	5	4	1	5	3	1	2	1	1	2	0	5	0	0	1	1	0	0	0	0	0	0	0	0
0.03	south27_active	80	31151	13857	7943	3754	4263	1107	1528	899	387	387	201	354	150	143	95	55	39	119	55	38	34	23	9	16	18	2	5	4	1	2	1	0	1	1	2	2	1	2	0	0	2	0	5	0	0	1	1	0	0	0	0	0	0	0	0
0.03	south28_all	80	54382	24119	13574	6864	7024	2255	2634	1757	854	762	504	635	342	263	213	128	91	219	104	85	66	38	20	28	33	15	5	11	22	6	7	3	3	3	4	2	1	2	1	1	2	0	5	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south28_active	80	32692	14786	8302	4018	4532	1104	1607	1001	402	410	215	364	178	127	102	52	42	145	58	47	35	22	8	15	17	6	2	5	16	3	5	0	1	3	1	1	1	2	0	0	2	0	5	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south29_all	80	56358	24968	14072	7082	7339	2286	2786	1767	857	774	499	677	350	248	210	132	107	240	101	84	64	47	21	36	28	11	4	7	22	6	8	3	1	5	1	2	2	0	1	1	2	0	6	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south29_active	80	34057	15276	8686	4131	4698	1151	1739	1022	417	417	219	395	186	131	104	61	44	168	53	49	34	28	9	25	18	7	2	5	16	3	6	0	1	5	1	1	1	0	0	0	2	0	5	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south30_all	80	55895	24342	14027	7127	7422	2383	2829	1774	839	761	477	659	336	224	204	129	135	208	85	100	62	49	20	37	38	13	4	5	28	6	7	2	1	7	1	1	2	0	1	1	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	33699	14878	8607	4037	4731	1232	1752	1041	412	408	209	373	167	111	99	60	57	140	45	60	35	27	8	27	29	8	2	3	23	2	5	0	1	7	1	1	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	55813	24705	13893	6981	7151	2514	2740	1891	815	693	458	616	334	242	227	153	108	165	66	103	63	59	27	45	29	15	11	12	12	8	5	3	5	0	2	2	1	1	2	2	2	2	2	0	0	0	0	0	1	0	0	0	1	0	0
0.03	south31_active	80	33665	15146	8556	4152	4534	1346	1752	1083	379	366	208	350	172	128	121	76	48	119	31	51	35	40	11	29	19	10	7	8	5	6	2	2	4	0	2	0	0	0	1	2	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south32_all	80	55626	24449	14056	7014	7136	2434	2673	1883	831	719	463	625	351	249	222	162	113	184	63	91	60	56	22	44	30	11	11	17	10	4	8	2	6	1	0	3	0	0	1	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	33640	14995	8580	4150	4545	1311	1675	1101	367	389	200	391	176	126	116	80	56	139	32	49	32	39	8	31	17	6	5	6	3	2	4	1	4	1	0	1	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	55167	24195	13821	6946	7165	2379	2686	1818	802	719	450	635	341	252	226	170	106	157	74	79	52	45	19	38	31	10	13	17	16	5	6	4	6	1	3	1	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	33139	14772	8355	4063	4467	1241	1671	1069	360	367	204	390	180	137	116	76	53	114	40	47	24	28	9	27	17	7	8	4	11	3	4	2	5	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	53077	23226	13284	6711	7002	2258	2599	1773	788	721	462	605	332	248	188	162	101	167	84	65	47	45	18	46	32	10	13	19	14	5	4	4	4	3	5	1	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	31689	14054	8021	3848	4258	1147	1603	1017	339	368	222	383	180	128	101	70	48	104	45	38	21	29	11	35	17	6	9	5	12	2	2	2	2	1	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	50726	22352	12795	6483	6738	2273	2648	1736	772	686	456	597	312	230	180	137	91	159	92	54	47	38	17	42	28	16	14	13	11	4	5	4	2	3	8	1	0	1	2	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
0.03	south35_active	80	29976	13477	7744	3697	4034	1110	1637	987	341	346	222	374	169	114	104	61	38	94	46	27	19	22	12	30	18	11	9	2	9	2	1	1	1	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	49858	22131	12551	6329	6709	2349	2628	1726	787	719	457	531	331	220	173	142	95	182	101	55	54	44	17	28	30	15	10	13	6	3	5	1	2	3	5	1	0	2	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
0.03	south36_active	80	29290	13422	7525	3598	4048	1151	1633	965	341	362	202	340	180	108	103	63	45	109	50	27	28	24	12	19	22	12	7	4	2	1	2	0	0	0	2	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	52077	22922	12969	6557	6821	2510	2805	1722	798	704	473	570	348	218	189	131	101	194	117	66	53	41	21	23	32	20	8	15	6	3	8	1	7	2	7	1	0	4	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
0.03	south37_active	80	30921	13955	7856	3732	4235	1228	1757	976	359	359	213	364	182	100	106	66	50	126	59	35	29	21	15	14	25	14	3	5	2	1	4	0	5	1	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	54197	23929	13673	6803	7348	2548	2775	1768	832	723	456	622	351	245	210	150	95	232	106	85	63	39	23	17	27	15	13	13	11	2	6	4	7	2	10	1	0	4	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	32395	14643	8392	3933	4706	1237	1767	1014	397	376	195	388	182	122	109	72	53	153	59	45	38	18	13	7	20	8	6	5	6	0	3	3	5	1	9	0	0	3	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	55248	24862	14182	6908	7548	2595	2805	1791	820	715	465	643	371	262	197	138	102	241	96	89	57	38	21	23	22	15	16	16	12	3	6	3	6	2	11	0	2	4	2	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south39_active	80	33128	15254	8785	4013	4955	1279	1740	1056	392	377	213	402	186	136	96	70	57	156	46	49	31	18	11	9	15	7	7	9	7	0	3	3	5	2	10	0	1	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	55280	25009	14273	6765	7502	2500	2653	1839	838	716	445	629	351	263	196	128	116	231	97	102	57	40	16	25	14	16	17	18	12	3	6	3	6	2	11	0	2	4	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south40_active	80	33030	15343	8874	3957	4892	1242	1648	1050	386	368	206	387	178	136	93	65	62	136	49	63	32	23	6	10	9	5	6	13	7	0	2	3	5	1	11	0	1	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
