label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179
0.03	north16_active	80	8985	2563	16119	5421	854	3556	4962	468	1110	3393	314	1032	1932	877	1251	615	190	591	119	146	130	110	117	143	437	263	59	185	72	61	124	105	485	57	44	54	237	103	226	31	53	44	61	32	35	20	31	19	14	96	7	34	28	13	127	23	28	36	5	14	38	10	52	30	42	59	48	2	5	31	37	5	4	23	11	21	13	5	18	5	3	2	25	6	9	3	16	4	21	1	6	13	1	3	2	1	0	12	2	5	2	1	2	2	1	1	4	0	0	0	0	2	0	6	0	3	1	1	1	0	0	0	21	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	3	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	24089	10983	17758	7833	3771	4874	5936	2063	2073	3938	1339	1586	2234	1247	1575	963	662	872	537	506	430	396	380	345	545	416	259	308	235	187	220	235	520	165	144	136	283	171	334	92	92	100	111	69	82	69	70	55	53	120	49	67	51	39	138	33	39	50	27	31	50	26	44	29	48	78	52	16	20	52	40	9	10	50	18	7	16	9	21	6	8	8	4	4	11	8	22	4	20	4	9	12	7	2	5	2	6	9	1	4	3	2	3	1	1	1	5	1	1	3	0	2	0	7	5	5	3	2	1	0	0	0	22	2	1	0	3	1	0	0	0	1	1	0	1	0	0	2	1	1	0	0	0	0	2	2	0	0	2	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	8860	2535	15601	5621	802	3559	5100	484	1107	3434	332	1002	1894	826	1291	605	175	611	110	157	123	109	127	127	452	256	72	168	66	65	120	112	474	63	41	53	240	117	307	26	38	53	71	30	40	23	36	19	15	102	13	33	27	13	126	17	26	43	10	14	43	12	40	22	37	73	50	4	2	47	36	5	5	47	12	5	12	5	18	5	4	6	3	1	9	3	20	2	18	0	7	12	2	1	2	1	1	8	0	2	2	1	1	0	1	0	5	1	0	0	0	2	0	6	0	5	1	2	1	0	0	0	21	1	1	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	1	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	24071	11013	17371	7893	3771	4929	6156	2064	2072	3791	1333	1559	2158	1251	1613	940	681	867	549	516	440	403	412	316	599	427	253	277	221	201	218	222	539	162	136	126	316	159	303	104	93	108	123	68	90	62	66	55	71	132	40	67	44	39	127	37	32	45	29	28	39	33	39	30	36	74	54	19	18	46	14	8	11	43	19	7	16	13	16	7	7	8	20	3	11	8	23	8	17	2	9	10	4	5	5	1	5	3	11	4	2	2	4	1	1	1	5	1	1	2	0	0	0	1	4	4	1	3	2	2	0	0	22	2	2	0	3	1	0	1	0	0	1	0	1	0	0	2	0	1	0	0	0	0	2	2	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north18_active	80	8818	2523	15186	5691	832	3600	5307	484	1147	3279	330	955	1833	813	1294	585	176	596	105	158	117	110	140	112	492	269	73	141	59	65	114	108	490	70	41	42	273	98	280	27	40	59	82	29	42	16	33	17	19	113	11	26	21	15	117	20	11	34	9	12	31	20	33	21	30	68	51	5	2	42	8	5	5	40	12	4	13	12	11	4	4	5	19	1	9	2	21	6	16	0	8	10	1	3	2	0	1	2	11	2	1	1	2	0	1	0	5	1	0	1	0	0	0	0	0	4	1	2	1	2	0	0	21	1	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	23972	11015	17210	8107	3817	4906	6022	2007	2124	3611	1295	1466	2102	1235	1565	938	678	854	553	515	434	425	398	317	607	379	247	282	223	220	203	212	521	177	143	130	297	157	293	107	95	101	129	60	86	71	66	60	70	125	39	62	40	38	81	30	27	50	35	31	51	26	31	28	60	74	42	19	14	30	17	9	9	44	16	9	17	17	20	6	4	12	20	6	9	5	15	10	17	3	8	1	1	8	3	1	4	4	15	2	2	2	4	1	1	1	1	1	1	1	0	2	2	1	5	2	0	3	1	2	0	0	21	1	2	5	5	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north19_active	80	8762	2540	14968	5878	824	3565	5182	489	1150	3106	313	882	1755	837	1244	557	164	581	106	174	99	134	145	102	493	237	66	143	65	80	104	107	467	85	42	45	255	101	263	30	37	54	92	26	33	20	35	16	17	108	12	26	21	14	75	19	10	37	9	14	43	17	25	20	53	70	37	5	3	25	12	6	3	39	9	5	14	11	16	2	1	10	20	4	7	1	14	8	17	0	7	1	1	7	0	0	1	2	15	0	1	1	2	1	1	0	1	1	0	1	0	2	2	0	1	2	0	2	0	2	0	0	21	1	2	4	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	23978	10946	17066	7905	3870	4780	6008	2019	2139	3715	1336	1578	2100	1237	1572	905	684	896	565	514	450	417	375	345	625	389	251	280	207	228	208	226	482	170	153	128	307	144	276	104	98	90	124	80	88	60	55	66	65	117	41	62	44	40	68	50	31	48	33	35	49	20	24	39	64	48	63	19	10	40	18	12	11	22	13	17	15	15	19	9	5	9	20	7	8	3	7	12	16	3	10	6	2	9	3	0	4	10	15	1	0	3	3	1	1	0	1	0	1	2	0	3	2	0	4	0	0	1	1	2	0	0	0	1	2	5	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north20_active	80	8823	2507	14804	5734	902	3487	5219	480	1104	3239	331	984	1734	811	1247	558	172	618	115	176	105	130	145	115	509	233	52	149	58	78	112	119	422	84	43	49	265	99	241	32	43	48	87	36	34	18	27	15	16	102	10	25	20	10	62	38	11	32	8	19	38	13	19	29	56	41	55	5	3	37	14	4	5	15	4	14	12	9	15	1	1	8	20	5	6	0	5	9	16	0	8	5	1	7	0	0	1	7	15	0	0	0	1	1	1	0	1	0	0	1	0	3	2	0	1	0	0	0	0	2	0	0	0	0	2	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	29030	25775	7773	5254	3813	3062	3198	5277	1723	3077	1542	1755	1570	906	846	812	637	1233	566	1221	448	417	384	740	314	288	755	441	399	209	180	487	169	175	167	182	172	153	121	199	95	102	90	94	73	76	67	184	121	62	97	55	51	44	30	60	34	29	20	21	19	54	29	30	26	18	22	16	18	22	12	11	13	12	25	11	15	9	11	10	6	15	18	3	4	9	9	3	9	4	4	6	6	5	6	5	7	3	5	0	3	1	0	2	1	3	4	2	1	1	0	1	2	0	0	0	1	3	2	0	2	1	2	1	1	1	0	0	0	2	1	1	2	0	0	1	0	0	0	1	2	1	0	0	0	2	0	1	1	2	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	1	0	0
0.03	south21_active	80	17177	22065	3430	1880	916	860	1880	4624	350	2527	778	1223	1140	267	237	297	159	1013	130	1077	204	247	158	608	104	69	681	320	298	85	46	431	45	85	83	129	128	71	65	156	35	66	40	38	41	33	29	162	100	32	84	16	38	29	7	35	18	7	2	7	8	40	15	19	11	3	5	10	13	12	4	5	3	9	19	6	8	4	6	4	1	14	15	2	2	8	2	2	3	0	2	0	3	4	3	4	3	1	4	0	3	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south22_all	80	28956	25204	7705	5315	3790	3140	3170	5406	1730	3148	1551	1732	1574	890	854	793	616	1199	551	1131	464	452	381	670	338	307	718	428	386	227	186	454	167	168	176	197	180	137	129	183	117	111	88	90	74	67	68	192	115	60	103	47	61	41	34	66	44	26	20	23	17	53	27	28	27	16	17	19	35	23	12	14	11	17	52	13	9	11	10	10	7	15	17	1	5	10	7	3	9	3	4	8	5	2	4	6	3	2	2	1	4	2	1	0	1	3	5	2	0	1	0	1	1	0	0	2	0	2	2	0	2	0	2	1	1	1	0	0	0	1	1	1	2	0	0	2	0	0	0	1	2	1	0	0	0	0	0	2	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
0.03	south22_active	80	17037	21501	3466	1883	929	894	1883	4745	362	2583	789	1200	1140	258	244	304	157	966	127	991	215	262	164	546	114	68	646	324	298	99	41	401	40	80	79	144	134	67	77	136	50	77	40	35	39	28	32	166	88	30	89	13	48	20	9	40	28	5	1	7	8	40	17	15	11	4	4	15	30	14	4	6	2	14	47	7	3	1	6	3	2	14	12	0	2	10	3	2	4	0	1	0	3	1	1	6	1	1	1	0	3	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south23_all	80	29057	24633	7592	5292	3850	3149	3184	5433	1743	3056	1538	1778	1657	915	839	771	610	1215	528	1211	452	458	398	611	320	308	778	411	406	229	192	469	175	164	178	206	189	139	131	149	115	110	100	67	73	57	69	196	111	61	85	51	66	46	32	68	46	31	22	32	18	47	19	24	25	15	11	18	52	22	14	20	13	16	51	16	10	14	9	8	9	24	18	1	7	9	7	2	9	3	5	11	4	2	1	4	3	14	2	1	4	3	1	1	1	2	3	4	0	0	0	0	1	1	0	2	0	0	0	0	1	0	4	1	1	1	0	0	0	0	1	3	1	0	0	2	0	0	0	1	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south23_active	80	17067	21038	3385	1871	926	892	1903	4797	384	2548	801	1270	1191	274	252	319	148	1011	131	1065	222	262	185	500	114	69	696	306	321	97	34	418	39	79	77	148	142	69	80	107	56	76	46	24	39	27	35	173	89	29	72	13	49	22	9	42	30	10	3	11	8	32	15	12	10	3	3	11	47	10	5	11	4	15	48	8	5	2	6	2	3	23	12	1	3	8	3	1	5	0	3	1	3	1	0	4	1	14	1	0	3	1	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south24_all	80	29194	24589	7586	5284	3746	3159	3267	5488	1742	3246	1583	1699	1631	926	823	757	613	1337	549	1320	470	479	394	634	311	312	738	376	398	217	196	514	176	147	172	215	182	132	149	159	111	110	107	68	61	60	72	145	91	60	100	47	73	39	30	60	58	33	22	26	21	32	18	25	19	17	11	15	82	23	13	18	13	14	48	21	7	15	11	8	9	18	27	3	9	11	7	2	9	2	6	8	3	4	1	9	8	15	3	1	2	3	2	1	1	0	3	6	0	0	0	1	0	1	0	2	0	0	0	0	2	2	3	1	1	1	2	0	1	2	0	3	0	2	1	1	1	0	0	1	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	17202	21006	3356	1835	920	935	1939	4847	412	2705	834	1182	1148	281	242	303	141	1133	126	1161	217	272	188	515	113	71	662	278	313	92	36	463	42	68	71	150	141	63	85	118	59	77	49	19	33	24	33	123	72	26	88	16	52	19	10	36	41	9	3	10	9	20	14	9	5	4	3	9	76	10	4	8	6	10	46	8	5	2	5	1	3	17	21	1	2	9	3	1	5	0	4	1	2	1	0	9	6	15	2	0	1	1	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	28916	23978	7494	5184	3790	3023	3249	5283	1695	3118	1565	1741	1607	925	805	736	635	1302	547	1500	473	514	389	690	314	292	710	368	382	197	205	485	177	156	186	216	167	142	155	187	89	101	98	80	55	61	72	121	92	52	78	52	64	42	30	45	55	32	23	27	22	29	21	25	21	12	12	9	66	23	15	19	14	7	33	21	6	13	11	6	10	22	19	3	8	9	8	2	7	1	5	6	5	5	1	6	8	19	4	1	0	2	1	1	0	0	3	6	0	0	1	1	0	4	0	1	0	0	0	1	1	2	3	0	1	0	2	0	2	2	0	3	0	2	1	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	16731	20433	3168	1790	899	877	1923	4634	396	2573	795	1206	1110	273	222	292	142	1114	141	1321	206	278	180	551	108	74	630	265	275	79	32	443	44	69	80	149	126	67	91	152	46	61	41	19	30	23	29	105	76	19	66	19	43	19	13	22	39	10	5	11	8	16	14	12	5	2	2	3	59	9	4	10	7	4	33	7	4	3	5	1	3	19	14	1	2	6	3	1	5	0	3	2	3	1	0	6	6	19	3	0	0	1	0	0	0	0	3	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	28757	24180	7617	5205	3817	2967	3221	5436	1688	2931	1578	1634	1606	949	821	751	672	1273	592	1422	501	498	398	689	312	284	691	366	379	184	198	475	166	164	169	200	199	134	138	182	91	99	83	85	57	75	67	126	87	54	68	55	68	46	32	48	68	32	24	25	24	36	27	24	25	15	10	14	57	18	17	14	15	4	21	19	6	8	9	6	10	8	23	4	9	10	7	1	4	1	7	6	4	4	1	6	9	6	6	1	1	4	1	2	0	0	2	4	0	1	1	1	1	5	0	0	1	0	0	1	1	4	1	0	2	0	3	0	2	2	0	3	0	2	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	16639	20594	3178	1795	903	869	1905	4784	370	2378	793	1107	1106	282	246	281	147	1086	155	1248	220	256	168	546	111	72	614	256	291	71	46	430	37	72	72	137	161	69	81	138	35	55	33	27	24	23	20	111	67	27	55	22	50	22	13	25	54	10	6	12	10	26	15	12	7	3	2	4	50	5	4	6	7	0	21	7	4	2	3	1	4	5	17	0	3	6	1	0	2	0	5	2	1	0	0	6	7	5	4	0	0	2	0	1	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	28430	24171	7615	5203	3798	3025	3163	5469	1662	2948	1477	1635	1583	947	804	749	667	1248	562	1347	486	534	416	710	303	282	676	389	432	190	191	496	170	185	156	184	211	125	134	196	100	98	70	65	72	83	73	125	97	42	72	46	66	53	34	39	60	31	27	29	18	39	24	26	31	12	15	18	39	19	19	22	11	5	18	14	3	7	6	8	8	11	21	6	10	6	8	1	3	4	6	6	4	2	2	6	7	5	4	3	1	3	0	2	0	1	2	1	1	2	1	1	1	5	0	1	1	0	0	2	0	2	0	0	1	0	1	1	1	1	0	0	0	0	2	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	16418	20527	3190	1765	908	863	1857	4827	349	2408	751	1107	1060	267	234	271	143	1065	141	1188	205	274	160	575	114	73	605	291	328	83	42	450	39	88	63	119	163	66	83	155	36	57	28	28	39	25	16	113	75	23	61	16	52	27	13	20	49	8	7	10	9	32	10	14	11	1	2	7	34	7	3	10	7	0	15	6	1	3	2	0	5	9	17	1	3	4	2	0	1	0	5	3	1	0	1	6	5	4	3	1	0	2	0	1	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	28672	24682	7709	5200	3813	3060	3096	5237	1700	2864	1578	1688	1618	960	846	767	669	1328	581	1316	485	518	399	716	303	278	724	393	405	213	189	458	178	180	158	194	206	129	128	190	101	102	79	66	86	80	71	123	82	49	88	42	61	51	35	43	54	26	29	37	22	46	28	22	27	9	19	20	42	21	19	19	10	6	24	17	5	6	3	11	6	8	12	9	10	8	7	3	4	6	8	6	1	1	3	0	8	1	8	4	2	3	0	2	1	2	2	1	1	3	1	1	1	5	0	1	1	0	0	2	0	3	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	16600	20966	3272	1776	940	895	1848	4588	345	2339	850	1158	1116	278	259	282	150	1128	137	1164	220	279	155	582	102	62	639	285	315	87	51	406	41	91	70	135	161	70	75	145	38	61	26	31	46	24	14	111	64	31	80	11	50	25	11	30	41	7	7	16	8	38	12	13	9	1	4	8	37	10	3	10	5	1	19	11	2	4	1	2	4	6	8	2	3	2	2	0	1	1	6	3	0	0	3	0	7	0	7	1	0	2	0	1	0	0	0	1	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	28917	24670	7687	5175	3880	3069	3149	5475	1758	3000	1616	1768	1631	997	820	754	665	1407	583	1305	507	525	403	751	280	266	760	395	434	226	204	429	189	182	152	196	181	133	117	165	105	110	88	60	96	76	72	116	76	49	98	33	66	47	36	40	52	25	29	44	26	52	25	23	22	10	21	21	41	21	13	20	13	14	23	13	12	18	3	14	4	14	25	9	9	9	8	3	4	7	7	5	3	1	3	1	8	1	9	4	4	2	0	1	3	4	3	1	2	2	2	3	0	3	0	3	1	1	1	2	0	1	0	0	1	0	0	1	0	0	2	0	0	1	1	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	17013	21020	3309	1817	950	915	1870	4809	346	2458	911	1234	1162	280	250	285	167	1189	137	1172	233	280	155	617	86	61	670	297	349	94	53	368	44	96	60	142	139	66	64	130	46	68	38	28	54	29	24	101	59	29	88	7	52	27	11	27	37	7	5	15	9	45	10	12	7	2	3	11	36	11	1	12	8	7	15	9	8	16	1	3	3	13	23	2	3	3	3	0	0	1	4	2	2	0	3	0	6	0	8	1	0	1	0	0	0	0	1	1	0	1	1	1	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	28743	24471	7634	5116	3910	3050	3138	5427	1809	2983	1632	1805	1632	941	833	734	673	1375	571	1305	501	536	412	685	307	278	665	378	412	238	220	429	201	178	159	199	215	152	132	162	96	104	93	62	91	72	73	132	73	58	120	29	84	43	27	42	49	28	37	49	33	46	27	22	20	15	18	17	40	15	10	20	16	16	20	15	13	18	4	16	3	21	25	8	9	16	7	3	4	7	10	3	4	1	2	3	8	0	7	3	4	2	3	1	4	3	1	0	2	2	2	2	0	3	0	3	1	2	1	1	0	1	0	1	2	1	0	1	2	0	2	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	16919	20799	3263	1790	959	887	1886	4760	357	2444	925	1252	1196	258	263	279	174	1167	152	1171	233	288	173	554	95	56	572	280	325	96	49	361	48	87	64	147	169	73	75	124	42	64	40	22	51	30	29	113	58	31	108	6	70	21	5	29	33	7	4	17	12	37	14	10	9	3	3	9	37	6	1	9	8	9	14	10	7	15	2	5	1	19	22	1	1	10	3	0	0	2	6	1	3	0	2	2	6	0	7	0	1	2	2	0	1	0	1	0	0	1	1	1	0	3	0	0	1	0	1	0	0	0	0	0	2	1	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	29414	24361	7565	5048	3829	3082	3166	5513	1787	3017	1552	1641	1472	871	823	755	635	1305	546	1411	512	444	409	719	362	307	731	409	391	250	184	461	174	161	163	220	212	130	140	183	128	136	100	82	83	62	68	172	96	65	109	33	76	47	45	37	53	36	23	36	32	30	25	22	30	14	14	25	31	16	16	19	28	7	25	12	16	20	8	14	5	8	18	6	5	10	5	8	9	12	3	2	5	5	11	6	12	9	3	2	2	2	5	2	8	1	11	2	0	2	1	3	0	0	1	3	1	1	1	1	5	1	2	1	6	1	0	3	0	0	2	0	0	0	0	0	1	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south31_active	80	17339	20825	3309	1809	950	889	1874	4877	403	2498	854	1099	1039	256	264	307	155	1113	144	1281	234	228	162	598	134	67	640	318	299	105	37	410	53	68	62	156	170	61	89	138	69	95	49	28	51	22	25	153	80	24	95	14	53	30	19	26	46	6	4	17	13	21	7	13	12	3	2	8	20	4	6	7	15	2	22	9	5	5	5	2	1	6	18	0	0	5	3	5	5	1	1	0	2	3	5	5	11	8	3	0	0	1	5	2	7	1	10	0	0	0	1	1	0	0	1	0	0	0	1	0	3	1	0	0	6	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	29512	24121	7721	5118	3843	3080	3151	5808	1803	3125	1553	1608	1528	890	880	749	653	1388	566	1418	491	443	391	716	370	304	691	391	357	256	184	450	174	169	151	227	243	124	133	189	118	129	98	80	77	64	76	152	113	58	100	44	79	42	49	41	46	39	19	32	31	31	22	24	24	18	16	25	30	19	11	15	21	10	32	19	18	14	8	13	4	23	20	5	3	8	6	8	6	12	2	2	4	3	6	8	11	9	4	3	0	1	5	3	1	0	11	3	0	1	1	2	0	3	2	2	1	3	1	1	3	1	1	1	6	1	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south32_active	80	17297	20539	3384	1804	990	872	1855	5136	397	2632	831	1056	1067	270	271	299	155	1182	152	1293	225	224	155	609	140	67	604	290	273	108	37	404	50	76	56	175	204	66	80	142	64	82	43	32	43	24	26	134	94	27	89	17	59	22	22	31	36	8	2	15	13	22	5	14	12	5	3	10	17	7	3	8	10	4	28	9	5	1	6	2	1	22	20	0	0	6	2	3	2	1	1	1	2	1	2	7	10	8	3	0	0	1	5	3	1	0	10	0	0	0	1	0	0	3	1	1	0	1	1	0	1	1	0	0	6	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	29400	24457	7821	5133	3805	3050	3139	5759	1776	3013	1578	1618	1564	924	896	755	666	1431	575	1402	474	449	391	656	366	313	651	397	384	254	198	509	182	172	148	216	245	136	128	178	106	122	89	76	62	66	86	123	106	59	113	55	86	53	38	40	46	31	17	37	24	35	28	17	21	16	18	26	22	16	8	11	13	11	38	18	16	16	12	10	8	26	26	2	0	8	5	11	4	10	1	2	5	6	3	9	11	7	6	3	0	1	5	1	0	0	4	3	0	1	1	1	0	3	2	2	0	3	0	1	2	1	1	0	0	0	0	3	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0
