label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172
0.03	north6_all	80	29202	15742	8231	6788	3715	6116	4034	1969	2837	1345	1553	2310	1001	786	774	1639	610	804	467	501	437	384	404	737	622	471	449	560	179	361	222	271	169	212	211	109	124	100	177	85	73	93	77	203	95	97	124	45	63	98	60	59	36	36	18	25	21	62	25	40	43	19	34	18	16	35	31	16	40	13	19	28	28	23	15	18	14	4	4	7	12	15	7	2	11	3	15	5	9	6	4	12	3	13	4	11	13	0	4	1	4	7	0	1	3	1	2	2	0	1	2	2	4	0	1	2	1	2	0	2	0	1	8	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north6_active	80	16597	9229	4550	3974	1817	3812	2416	944	1761	634	807	1461	492	357	362	1083	313	460	195	238	209	217	186	467	393	283	244	334	99	228	118	171	84	128	114	52	56	48	107	38	32	45	30	138	63	57	83	18	37	69	40	30	16	15	9	13	9	28	12	28	26	9	18	9	7	16	13	10	29	8	11	15	12	11	11	10	4	4	1	3	5	12	3	1	4	1	8	2	7	5	2	8	3	12	1	11	8	0	4	1	3	3	0	0	2	0	0	1	0	0	1	2	1	0	0	1	1	2	0	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north7_all	80	29025	15727	8249	6885	3781	6084	4090	1960	2850	1357	1553	2269	991	795	756	1596	635	806	473	498	461	402	407	703	577	455	475	540	173	358	206	279	166	221	183	114	132	105	184	85	71	87	66	154	82	88	129	48	52	97	68	59	36	35	27	26	23	77	27	38	54	20	30	25	16	45	35	19	29	18	17	20	20	15	10	17	14	5	4	5	9	11	10	4	14	2	12	5	9	4	5	10	3	10	8	4	10	0	6	2	12	5	0	4	3	1	2	4	1	1	2	2	4	0	1	1	1	2	1	4	0	0	9	0	0	1	0	0	1	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north7_active	80	16369	9208	4554	4013	1885	3833	2427	947	1783	639	813	1452	487	363	348	1026	335	480	196	240	221	224	193	457	383	281	254	336	91	217	109	191	74	129	91	54	63	57	117	41	33	45	30	105	55	59	91	17	29	68	37	30	12	19	16	13	8	38	13	27	32	8	18	12	7	24	14	13	21	12	7	12	7	3	8	8	3	2	1	1	8	11	5	3	5	1	6	3	7	3	3	8	3	9	2	4	6	0	6	1	10	3	0	3	2	0	1	0	0	0	1	2	1	0	0	0	0	2	1	4	0	0	9	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north8_all	80	29037	15966	8355	6893	3683	6172	3929	1976	2876	1369	1589	2199	990	802	744	1541	630	843	476	477	465	422	393	737	554	445	498	491	171	336	216	280	163	237	190	131	137	110	187	87	74	76	65	174	92	103	135	40	53	85	65	69	33	43	24	33	23	71	28	42	40	21	24	24	17	42	30	21	20	16	23	17	17	12	6	16	11	8	5	5	14	9	10	8	12	4	7	5	8	1	4	15	3	2	7	4	9	2	9	1	9	4	2	4	3	2	1	4	1	2	2	0	4	0	2	2	1	2	2	4	0	0	1	0	6	1	1	0	0	0	0	2	0	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	16299	9374	4576	3969	1838	3865	2315	956	1745	642	856	1370	476	368	350	985	310	519	202	233	239	238	200	485	348	280	293	306	87	190	121	184	76	144	101	61	69	61	123	44	35	38	29	118	60	62	93	16	29	57	35	34	12	21	14	19	8	31	13	27	22	6	15	9	9	23	18	14	11	9	11	11	10	5	4	8	3	3	3	1	12	9	5	5	5	1	5	3	6	0	2	11	3	2	3	4	6	0	5	0	8	3	2	3	2	1	1	0	0	1	1	0	1	0	2	0	0	2	1	4	0	0	1	0	6	0	0	0	0	0	0	2	0	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	29162	15948	8444	6937	3686	6066	3890	1964	2780	1356	1550	2167	1022	845	736	1567	631	849	468	507	467	417	382	724	600	435	492	477	174	349	230	310	153	236	198	124	129	109	167	79	86	74	74	154	90	101	131	44	51	92	58	63	27	46	25	35	23	56	31	40	31	22	42	24	19	50	29	17	25	21	20	17	13	9	6	18	8	9	9	4	15	10	10	9	10	8	6	3	4	2	8	12	3	7	5	3	10	2	8	2	18	3	4	3	2	2	4	4	4	2	3	0	1	0	2	1	1	1	2	4	0	1	4	0	6	1	1	1	0	0	0	2	0	0	2	1	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north9_active	80	16393	9368	4636	4010	1862	3885	2279	964	1688	641	837	1353	495	381	349	1029	304	512	221	254	242	225	194	473	378	263	286	313	84	214	121	189	78	141	107	60	67	54	115	39	39	36	33	101	58	57	87	23	25	65	25	35	10	23	11	17	8	28	14	18	14	6	22	12	7	30	15	8	17	13	11	10	6	5	3	14	3	1	5	1	12	10	7	6	4	3	4	2	2	1	5	9	2	6	2	2	0	0	4	1	16	2	4	3	2	1	3	0	2	1	3	0	1	0	2	0	0	1	1	4	0	0	4	0	6	0	0	1	0	0	0	2	0	0	2	1	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	29327	16001	8583	6909	3657	6069	3796	1955	2742	1376	1576	2151	1047	787	720	1575	619	804	449	516	457	437	371	721	636	458	481	473	183	394	267	288	143	220	197	131	127	87	159	90	88	72	67	133	105	86	120	47	54	94	55	66	28	43	31	37	24	59	30	45	23	21	43	20	20	38	26	14	28	18	21	24	10	10	7	15	7	20	10	5	13	12	9	6	13	7	5	1	4	2	7	6	4	5	3	4	10	2	6	3	10	1	4	2	4	3	3	2	3	3	2	1	1	0	2	1	0	1	1	0	0	2	3	0	7	1	1	1	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north10_active	80	16393	9407	4700	4006	1881	3846	2218	962	1630	639	878	1320	526	353	342	1029	300	480	229	261	240	245	183	464	403	273	305	330	85	239	140	164	75	147	112	61	69	40	108	45	39	34	26	84	64	46	83	28	25	66	29	37	9	19	11	21	12	32	13	19	11	7	25	12	7	28	13	4	20	8	13	14	6	6	4	14	1	4	8	1	8	10	9	3	10	2	4	1	2	2	4	4	2	4	2	2	2	0	2	2	9	1	4	2	2	2	2	0	2	1	2	1	1	0	2	0	0	1	0	0	0	1	3	0	7	0	0	1	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	29411	15747	8281	6690	3764	5977	3930	1914	2868	1442	1627	2157	1033	818	738	1610	664	789	448	497	445	424	403	696	692	428	501	522	167	310	258	256	144	203	226	110	167	114	158	90	76	84	72	148	84	132	90	62	53	88	58	61	44	28	40	33	23	65	34	37	41	20	33	26	25	29	20	16	25	9	14	13	27	16	18	12	28	12	10	4	13	13	12	7	9	7	30	6	15	4	5	17	3	2	3	5	2	2	9	2	2	3	0	0	3	4	2	3	3	1	10	3	4	3	0	0	0	3	1	1	0	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north11_active	80	16387	9158	4539	3769	1804	3848	2383	896	1751	680	879	1351	486	363	333	1008	332	451	210	243	275	218	201	461	421	267	324	343	83	180	144	143	77	122	144	50	84	59	96	47	36	50	35	83	46	94	54	34	25	58	39	32	15	11	20	15	13	44	15	20	23	10	23	14	14	19	10	8	15	6	5	6	10	10	11	5	16	3	3	0	4	9	8	3	8	5	25	2	7	3	0	14	1	1	2	4	0	2	6	1	1	1	0	0	1	2	2	1	3	1	9	2	4	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	29303	15846	8290	6683	3775	5930	3895	1961	2856	1449	1606	2207	1016	807	720	1603	667	745	466	501	446	437	386	716	635	423	502	509	165	321	257	250	142	195	217	106	159	112	153	87	80	84	75	162	76	119	84	60	53	85	51	52	36	26	41	30	26	67	31	39	26	18	35	31	27	25	25	19	21	12	15	19	29	13	22	10	30	9	8	4	12	17	13	7	13	5	32	2	6	4	4	16	4	5	1	4	3	2	8	0	2	2	1	0	2	3	2	2	3	1	4	2	1	3	0	0	1	3	1	1	0	1	1	4	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north12_active	80	16403	9211	4554	3745	1833	3745	2297	900	1735	691	878	1379	474	347	329	1036	324	428	212	228	275	236	194	490	416	261	330	330	76	193	139	161	73	114	138	48	84	64	90	46	43	39	41	93	42	87	46	38	22	56	32	29	10	13	16	16	16	46	13	24	16	9	24	12	14	21	17	11	14	7	4	4	9	6	10	3	17	3	2	1	1	14	8	2	11	4	29	2	3	3	2	15	1	3	1	4	0	2	6	0	1	1	1	0	1	1	2	0	3	1	1	2	1	2	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	29000	15725	8385	6984	3795	5904	3899	1870	2843	1415	1605	2112	1030	831	716	1617	660	753	445	515	440	438	361	777	581	425	493	456	173	363	242	291	143	204	211	109	145	105	152	82	77	87	73	163	77	74	108	56	56	82	57	50	37	23	41	34	31	62	26	44	28	26	27	32	26	23	27	18	12	11	16	23	21	9	20	13	15	9	9	6	12	15	12	7	9	5	22	0	6	4	3	28	6	5	1	4	3	4	12	1	3	0	1	3	4	3	1	2	3	1	2	3	0	2	1	0	1	1	1	1	0	1	0	4	0	0	1	2	1	3	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north13_active	80	16270	9277	4642	3990	1878	3759	2314	874	1696	669	891	1360	476	358	331	1067	319	403	206	248	252	231	179	503	370	261	323	266	73	225	127	189	68	131	121	55	78	56	84	40	40	41	35	88	48	49	56	33	30	59	35	24	12	11	11	18	17	44	12	30	17	15	18	12	13	18	20	11	4	7	4	7	7	2	9	6	5	4	3	3	2	13	7	2	7	3	17	0	2	2	2	27	3	3	1	4	0	2	12	0	2	0	1	3	4	1	1	1	3	1	0	2	0	2	1	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	28966	15769	8319	7059	3792	6098	3875	1889	2772	1435	1594	2102	1055	862	742	1646	631	745	452	517	455	415	349	795	550	410	554	451	200	404	236	295	138	239	219	114	144	103	175	80	76	83	69	154	72	73	120	56	58	73	50	45	46	22	36	34	36	64	20	38	33	32	29	24	24	33	49	18	12	11	13	26	28	14	17	8	16	6	10	8	8	23	8	4	7	6	11	3	9	2	5	18	5	4	3	0	2	5	9	1	2	0	2	3	4	2	0	3	0	1	2	3	0	1	1	0	1	0	1	1	0	0	0	4	0	0	1	2	0	2	1	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	16325	9318	4590	4082	1891	3897	2286	909	1659	688	883	1335	481	385	344	1022	306	417	205	245	250	233	179	505	342	247	366	280	94	258	125	179	69	146	129	49	87	48	105	38	37	40	32	99	46	42	71	29	31	42	28	23	13	11	11	19	18	43	10	29	14	16	21	8	9	24	35	9	4	7	3	7	13	3	7	4	6	4	3	5	1	22	4	0	4	3	4	2	4	1	3	14	3	3	3	0	0	2	8	0	1	0	1	3	3	1	0	2	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	28981	15616	8281	7132	3759	6017	3871	1849	2714	1445	1609	2070	1022	863	726	1644	609	775	435	499	439	429	343	720	538	431	482	484	202	414	236	316	143	252	245	114	145	95	173	79	66	84	83	143	90	93	114	60	49	74	56	47	46	24	29	41	31	53	21	27	32	31	30	27	23	35	53	15	17	11	10	21	27	18	12	5	17	6	10	7	14	15	6	5	5	5	6	5	8	6	7	18	2	1	4	4	2	7	8	1	2	1	1	4	4	1	0	3	0	1	1	3	3	0	2	1	0	1	3	0	0	0	0	5	0	1	0	1	0	2	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	16236	9230	4511	4085	1872	3840	2308	901	1599	676	904	1324	474	393	333	1027	307	430	200	260	233	221	178	442	329	259	308	289	95	249	125	189	67	165	154	53	85	40	106	37	33	41	37	94	61	61	70	29	24	36	35	26	13	11	8	20	15	35	8	19	11	15	24	12	7	17	37	8	8	6	4	9	13	3	6	4	8	4	3	4	11	14	5	1	4	2	1	3	4	1	5	14	2	1	3	4	0	3	7	0	1	0	0	3	3	1	0	3	0	0	0	1	3	0	2	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	28751	15853	8186	6993	3811	6038	3843	1860	2773	1454	1573	2022	1005	867	698	1643	611	737	427	487	458	409	358	714	504	422	481	591	189	445	244	299	171	235	266	107	152	94	169	81	70	85	92	147	106	90	113	53	44	63	53	43	48	26	23	40	29	59	22	28	44	37	29	20	23	54	51	14	18	11	5	15	29	17	10	10	12	9	7	7	20	17	5	5	3	5	7	6	7	6	7	9	2	1	4	6	2	7	2	1	2	2	1	2	3	5	0	3	1	1	0	2	4	0	1	1	1	1	4	0	0	0	0	2	1	2	0	1	2	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	16020	9343	4475	3998	1896	3832	2271	918	1657	686	876	1272	487	389	329	987	311	418	195	265	244	202	182	450	307	251	308	384	96	255	128	161	83	146	180	49	92	38	110	39	36	51	44	101	66	59	75	19	20	26	35	24	13	12	6	16	9	37	8	18	22	20	21	11	6	34	34	8	8	5	4	4	16	5	3	6	6	8	1	4	14	12	4	1	2	2	2	4	2	0	6	5	1	0	3	4	1	4	1	0	0	1	0	1	1	4	0	2	1	0	0	0	4	0	1	0	0	0	3	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	29021	15830	8211	7034	3800	6158	3991	1935	2761	1451	1568	2045	941	821	679	1609	620	770	434	462	456	410	354	712	573	462	446	601	181	409	267	289	176	224	242	112	150	82	167	90	80	84	92	128	104	89	112	42	49	66	61	36	40	33	20	37	27	70	28	26	36	30	25	25	20	52	33	9	18	16	10	23	24	13	12	9	7	6	7	4	24	13	5	4	5	3	10	6	5	6	8	8	1	1	3	6	3	9	2	0	4	6	2	1	2	4	1	3	1	1	0	4	5	0	3	1	1	1	4	0	0	1	1	2	1	3	0	0	2	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
