label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183	Otu184	Otu185	Otu186	Otu187	Otu188	Otu189	Otu190	Otu191
0.03	north15_active	80	4338	529	523	2518	815	317	138	461	131	76	70	185	172	52	77	116	35	59	155	33	28	59	132	80	14	18	18	64	70	4	3	34	9	12	11	29	21	14	5	19	8	21	37	8	27	5	5	27	17	13	5	7	3	0	2	27	5	29	14	7	1	2	9	2	1	10	19	3	4	3	16	22	2	0	0	4	1	3	0	1	2	0	1	1	2	4	1	6	4	2	1	0	0	0	0	1	0	0	7	0	1	0	0	0	1	1	2	1	3	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	6181	2016	1423	2801	1187	633	474	616	368	346	315	317	274	196	197	204	148	152	196	103	99	111	161	107	73	70	69	84	97	46	48	56	39	48	35	56	38	31	35	36	31	35	39	20	36	16	15	25	21	14	20	14	13	6	12	31	9	31	16	9	12	7	8	6	10	14	14	9	2	6	18	22	6	2	3	2	3	7	6	4	5	4	1	1	4	4	2	5	7	6	3	1	1	2	2	2	2	0	0	1	2	1	0	1	0	1	3	2	3	1	2	0	0	2	1	1	1	0	0	0	1	0	1	1	0	5	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north16_active	80	4190	520	521	2438	840	285	120	433	122	73	75	177	160	51	84	134	36	55	143	30	31	51	134	70	15	14	16	61	71	7	6	26	11	13	10	34	19	17	7	18	8	15	30	6	30	6	3	18	12	7	2	6	6	1	2	25	3	27	11	6	0	1	6	2	0	11	13	8	2	1	15	18	2	0	0	0	2	2	0	1	2	1	0	0	3	4	1	5	4	3	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0	1	2	1	2	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	6827	2065	1463	3420	1268	650	488	677	361	338	294	344	299	208	204	223	156	145	247	109	94	119	167	95	68	67	60	96	130	43	48	68	31	49	29	51	52	35	31	36	31	29	61	24	33	22	18	25	33	18	21	14	13	14	10	52	10	35	14	18	7	10	7	9	9	15	5	15	3	5	16	24	8	3	2	2	5	9	6	9	15	3	1	1	6	6	2	5	9	5	2	1	2	2	2	1	2	0	1	2	0	3	0	1	0	1	3	2	1	1	2	0	1	2	1	0	0	1	0	0	1	0	1	0	0	4	0	0	0	0	1	1	0	0	0	0	0	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north17_active	80	4840	532	556	3086	946	309	142	487	113	74	69	211	175	54	85	145	42	61	188	31	32	53	140	61	19	16	15	68	97	9	10	36	9	18	10	28	35	19	6	16	9	12	52	10	27	10	4	17	19	12	4	4	6	3	3	46	2	27	10	15	0	1	4	3	1	12	4	14	2	1	14	22	4	1	0	0	4	4	0	4	13	1	0	0	4	6	1	5	6	2	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	7399	2042	1447	3895	1363	695	483	744	377	314	281	351	350	208	207	241	145	157	256	109	105	110	224	110	65	61	69	95	147	47	51	69	32	49	31	40	59	45	36	30	38	26	83	29	40	21	16	17	36	20	20	17	18	16	9	39	13	29	12	26	5	11	8	8	8	19	22	21	4	6	5	17	3	4	4	3	10	6	4	8	12	1	2	2	10	2	2	3	6	4	2	1	3	1	2	0	3	1	3	1	2	2	0	1	0	0	3	1	0	1	1	0	1	2	1	0	2	3	0	0	1	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	2	1	0	0	0	2	0	0	0	1	1	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north18_active	80	5493	531	573	3555	1076	380	140	555	129	74	74	228	232	65	98	172	38	70	212	29	38	51	198	69	17	15	16	71	121	14	17	34	11	16	12	22	45	22	10	14	13	15	72	16	27	6	6	14	23	12	2	5	8	4	3	35	3	19	7	21	0	1	5	3	2	14	20	20	2	3	3	14	2	2	0	2	9	2	0	4	12	1	0	1	8	2	1	2	5	2	0	0	0	0	2	0	0	1	2	1	2	1	0	0	0	0	1	0	0	0	1	0	0	2	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	7981	2064	1411	4308	1403	733	534	759	378	323	277	354	384	200	207	258	160	179	299	107	110	112	315	126	69	56	66	113	139	48	50	74	32	49	38	44	66	44	36	31	34	35	97	30	49	19	17	17	31	22	15	15	16	19	13	41	14	26	21	28	7	14	14	7	7	15	22	20	7	7	5	17	9	5	4	4	8	6	2	7	12	3	1	2	10	4	3	2	7	11	1	2	3	2	3	0	2	1	4	1	2	2	0	2	0	2	2	1	1	0	3	0	1	0	1	1	2	3	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	2	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
0.03	north19_active	80	6107	533	610	4004	1127	437	181	588	142	81	81	234	268	66	108	188	39	81	259	33	40	54	282	85	19	15	16	87	117	15	21	44	8	19	12	27	52	17	11	12	15	20	85	18	33	6	11	14	19	14	3	6	7	4	6	38	2	16	15	23	0	0	7	3	4	11	21	18	4	4	3	15	8	3	0	2	8	4	0	4	12	1	0	1	8	3	0	1	6	7	0	0	0	0	2	0	0	1	3	1	2	1	0	2	0	2	0	1	0	0	3	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north20_all	80	8094	2047	1408	4440	1420	789	546	768	367	323	279	370	381	191	199	240	172	171	298	110	110	114	309	142	71	69	73	115	164	44	51	57	37	43	43	46	56	41	38	29	35	35	100	31	45	12	16	24	21	24	18	13	15	13	12	19	13	29	21	20	7	9	17	9	9	14	30	15	6	7	10	15	10	5	5	6	12	6	4	2	10	5	2	3	8	2	3	1	7	16	1	2	2	1	1	0	3	2	5	1	3	0	0	2	0	4	1	1	1	0	3	0	0	1	1	2	2	3	1	1	1	0	0	0	3	0	3	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north20_active	80	6223	502	610	4132	1149	486	183	614	145	89	86	255	280	62	108	173	41	82	263	35	41	57	278	99	19	20	14	89	146	18	21	38	11	15	14	30	44	14	14	11	17	22	93	20	31	1	9	18	13	15	5	5	6	2	5	15	4	22	18	17	0	0	7	5	6	10	27	13	4	6	9	14	9	2	0	4	12	4	2	1	10	1	1	2	6	1	0	0	6	6	0	0	0	0	0	0	0	2	4	1	2	0	0	2	0	3	0	1	0	0	2	0	0	0	1	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south21_all	80	6665	2085	1412	3331	1190	737	488	741	384	332	315	324	316	205	211	221	157	131	215	105	102	98	207	112	70	75	55	80	128	43	51	46	39	47	31	37	39	39	26	36	32	27	47	23	35	18	20	14	17	18	20	15	10	10	16	26	17	59	28	25	7	11	8	4	7	12	15	3	9	3	4	12	6	3	3	6	15	4	3	5	9	2	2	3	1	2	5	1	4	0	1	1	2	3	2	3	4	5	9	1	1	4	2	1	4	1	3	1	1	2	2	1	3	2	2	1	0	0	0	0	1	1	0	0	2	0	0	3	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	4666	471	556	2967	852	397	138	562	134	82	75	217	196	60	88	146	43	73	154	27	21	46	172	85	19	21	17	51	104	12	17	31	10	17	9	20	25	21	5	18	15	12	36	12	25	5	6	7	12	14	8	6	1	1	3	20	3	59	23	13	3	1	5	2	0	12	13	2	3	2	2	10	5	1	0	5	12	1	3	0	8	0	2	0	0	2	1	0	2	0	0	0	1	0	0	1	1	2	9	0	0	0	1	0	4	0	2	1	1	0	2	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	7146	2075	1399	3729	1289	728	509	749	376	304	304	332	319	200	184	243	141	134	205	108	115	96	240	108	64	76	56	98	157	41	53	62	41	53	32	39	48	32	26	42	43	25	61	25	33	24	20	22	22	23	17	13	13	10	18	24	14	54	29	24	10	10	9	3	12	18	22	4	9	7	5	17	5	3	2	5	9	4	3	7	7	3	5	2	1	2	6	6	4	0	1	2	0	2	2	3	3	5	11	1	1	4	6	0	4	1	4	1	1	1	0	2	4	1	2	1	0	1	0	0	1	1	0	0	1	0	0	3	0	0	0	0	0	1	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	5159	480	574	3400	941	410	149	574	132	77	92	225	206	61	84	170	32	75	150	26	30	50	209	86	19	22	17	70	134	13	15	48	12	24	7	22	35	14	8	24	28	12	51	13	28	8	6	14	17	16	9	4	4	0	2	17	3	54	25	13	3	2	5	1	2	18	19	3	3	4	2	15	5	2	1	5	6	2	3	0	6	0	2	0	0	1	3	5	2	0	0	0	0	0	0	1	1	2	11	0	0	0	5	0	4	0	2	1	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	7450	2073	1468	4082	1442	711	519	810	364	322	269	309	353	211	198	235	136	135	239	120	106	105	241	126	67	83	46	119	175	44	54	67	41	56	33	39	55	31	32	30	38	23	69	38	40	24	20	29	24	31	10	9	14	5	18	23	7	69	20	21	13	6	12	5	10	23	20	5	10	9	10	18	4	5	2	7	8	5	4	5	4	4	6	1	1	2	5	6	4	0	1	2	0	1	1	3	1	2	8	0	2	4	6	0	3	0	2	1	3	0	1	1	4	1	2	0	0	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
0.03	south23_active	80	5547	534	634	3766	1100	406	159	654	133	84	89	209	242	67	97	162	28	71	191	29	32	56	211	100	15	26	12	87	162	13	14	48	8	28	6	25	39	11	10	15	27	13	61	22	31	7	5	23	16	23	3	4	7	0	3	16	2	68	16	16	5	1	10	2	2	22	17	4	4	5	7	16	2	2	1	7	5	2	3	0	4	0	2	0	0	1	3	5	2	0	0	0	0	0	0	0	0	1	8	0	0	0	5	0	3	0	0	1	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	7849	2076	1505	4319	1485	727	519	823	374	320	290	340	371	211	190	241	132	135	249	121	100	104	253	139	64	80	54	132	159	48	56	74	41	55	33	42	51	31	37	28	38	26	49	32	44	21	19	31	31	22	12	13	15	6	16	17	9	45	21	14	12	8	12	9	11	16	29	6	7	10	11	17	4	6	2	5	7	4	4	5	11	6	8	3	2	3	5	10	2	0	0	1	1	1	1	1	1	2	8	0	5	1	5	0	2	0	3	0	2	0	1	2	3	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0
0.03	south24_active	80	5991	550	663	4009	1159	424	150	646	145	86	100	237	267	64	95	171	26	65	209	36	35	53	223	105	15	25	17	105	147	11	12	48	7	25	4	27	38	8	12	16	28	15	46	16	36	7	8	26	20	15	5	7	7	2	3	11	2	44	15	11	4	2	9	2	3	13	26	3	4	7	9	15	2	3	1	4	5	2	2	0	11	1	3	1	1	2	4	9	0	0	0	0	0	0	0	0	0	1	8	0	3	0	5	0	2	0	0	0	2	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	7792	2081	1471	4152	1454	675	520	826	392	317	283	362	346	207	185	245	126	139	285	112	102	113	234	153	67	84	57	129	160	50	53	61	40	44	38	46	62	28	37	23	32	34	51	24	37	14	16	41	25	17	14	14	16	10	11	21	7	47	9	16	12	9	14	8	6	26	32	7	9	9	12	14	4	5	3	6	8	6	3	3	11	6	7	2	4	5	3	9	4	0	2	3	1	1	1	2	2	0	6	0	5	1	1	0	2	2	3	0	4	0	1	1	3	1	0	3	1	0	0	1	1	0	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0
0.03	south25_active	80	5976	553	644	3847	1157	388	149	644	157	85	90	252	241	67	91	163	32	65	238	34	37	60	205	113	15	28	20	107	150	12	10	34	3	19	7	30	43	11	12	13	21	17	49	11	27	4	7	36	15	10	6	9	5	5	3	18	1	46	4	13	4	3	10	2	1	22	30	4	7	6	10	11	1	2	1	4	5	2	1	0	10	1	3	1	1	4	2	9	2	0	0	0	0	0	0	0	1	0	6	0	4	0	1	0	2	1	0	0	4	0	0	1	0	0	0	3	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	7974	2055	1451	4230	1425	675	503	779	389	347	284	370	360	184	203	243	142	144	297	104	101	107	235	156	68	90	55	117	148	52	49	51	39	34	36	46	66	30	37	29	29	32	35	25	40	13	16	36	28	14	17	12	18	15	6	24	9	37	17	20	10	10	15	9	7	24	29	14	10	6	13	7	5	5	5	4	12	5	4	1	13	6	9	2	4	7	3	5	6	6	3	4	1	1	0	1	2	2	2	1	5	2	1	0	0	3	3	0	7	0	0	1	0	1	0	5	1	0	0	2	1	0	1	0	0	1	0	1	0	1	0	0	1	0	1	0	1	0	2	0	0	0	0	0	5	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	6139	544	645	3919	1132	399	146	596	153	91	82	258	255	53	100	154	36	74	253	29	33	55	202	115	19	24	18	99	127	12	9	26	6	10	7	26	53	17	11	16	15	18	33	8	34	5	8	30	20	7	4	6	3	7	2	19	2	37	12	18	3	4	9	2	2	21	28	9	8	4	9	5	3	3	2	2	8	2	0	0	11	1	6	1	1	6	2	5	5	4	1	1	0	0	0	0	1	2	2	1	4	0	0	0	0	1	0	0	7	0	0	1	0	0	0	5	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	7911	2046	1470	4136	1500	676	481	808	397	346	282	378	323	177	208	251	160	143	289	102	112	106	240	158	70	83	55	113	156	52	43	62	43	34	41	41	70	28	29	34	30	31	46	16	43	15	9	39	28	17	15	12	18	21	8	24	9	46	19	26	8	11	7	4	6	33	28	13	7	4	16	13	5	4	7	5	13	7	5	1	6	6	6	1	4	5	1	1	6	8	4	5	1	1	1	1	2	2	10	1	4	2	1	0	1	4	3	0	5	0	2	0	1	2	1	5	0	1	0	2	0	0	1	0	1	3	0	1	0	2	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	6145	547	662	3824	1176	412	153	627	155	85	78	262	219	52	109	168	41	76	251	30	40	56	207	121	24	21	19	97	135	15	9	40	6	15	11	21	58	18	8	14	15	18	41	5	36	7	3	31	21	9	4	5	3	9	2	19	1	44	14	24	3	4	3	0	1	29	26	9	5	2	12	11	3	2	2	0	8	2	0	0	4	2	3	1	1	4	0	1	5	5	1	1	0	0	1	0	1	2	10	1	4	0	0	0	0	1	0	0	5	0	1	0	0	1	0	5	0	1	0	1	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	7814	2076	1490	4275	1514	721	486	802	372	324	267	367	329	182	218	245	159	151	256	108	121	117	223	154	69	81	54	116	154	52	48	78	43	39	37	36	77	25	30	41	29	24	47	25	43	15	10	37	31	23	12	10	16	24	13	22	8	31	23	28	7	9	8	3	6	24	26	15	5	2	31	12	5	4	7	5	7	4	5	2	7	3	7	1	4	3	2	1	5	15	2	5	2	0	2	2	0	2	24	2	0	1	1	0	1	3	1	0	4	0	2	1	1	2	2	4	0	1	0	1	0	0	1	0	1	2	1	2	0	1	0	0	0	0	1	0	3	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	6050	546	660	3942	1183	446	163	624	132	77	78	258	229	63	109	171	40	87	220	28	41	57	187	121	25	20	18	98	126	14	11	53	10	17	9	14	64	17	6	21	12	18	40	9	38	7	4	29	23	13	3	3	2	12	2	14	1	29	18	24	4	1	3	0	2	19	24	12	2	1	27	9	3	2	2	1	4	0	0	1	5	1	3	0	2	2	0	1	4	12	1	1	0	0	1	1	0	2	24	2	0	0	0	0	0	0	0	0	3	0	1	1	0	1	0	4	0	1	0	1	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	7797	2069	1470	4226	1548	753	480	836	351	300	271	357	321	189	239	261	162	146	233	101	122	108	215	143	77	70	56	119	176	55	49	97	44	47	41	29	77	32	21	45	34	31	55	31	56	19	12	39	32	28	13	10	12	21	18	21	10	33	26	23	5	12	15	6	5	20	20	22	3	2	31	21	5	1	5	6	7	5	3	3	9	2	5	2	4	8	3	2	3	14	3	2	2	0	2	1	1	2	24	3	1	0	2	1	1	2	2	0	4	0	2	1	1	3	2	2	0	1	0	1	0	0	0	0	1	2	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	6051	561	632	3913	1209	479	155	665	123	76	83	236	226	65	115	183	46	83	203	24	42	53	183	114	26	19	17	96	150	12	11	71	12	21	12	10	58	19	5	21	16	22	46	11	49	6	4	29	20	19	2	4	2	10	4	14	2	29	22	19	2	2	10	1	1	16	18	21	0	2	27	18	1	0	1	2	4	0	0	2	9	1	1	1	4	7	0	2	2	12	1	0	0	0	1	1	0	2	24	2	0	0	1	0	0	0	2	0	3	0	1	1	0	3	0	2	0	1	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	7688	2119	1497	4134	1512	765	533	829	330	288	264	358	340	199	242	269	159	148	261	113	128	96	254	132	73	55	58	116	167	56	46	82	44	46	53	27	79	30	26	44	38	25	54	25	61	18	15	36	30	28	11	12	11	14	17	20	10	27	26	19	4	12	22	6	7	17	12	21	4	5	34	17	10	1	7	8	5	3	3	2	11	4	3	2	4	6	4	16	1	9	3	1	2	0	1	2	2	0	20	4	1	1	1	1	0	3	2	0	5	0	2	1	1	2	1	0	0	0	0	1	0	0	1	0	0	2	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	4	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	5977	540	645	3838	1188	473	168	663	119	84	76	243	224	66	122	189	50	76	223	32	47	46	216	104	24	16	19	85	148	14	10	61	11	22	11	11	57	15	9	26	19	14	48	11	52	3	6	27	22	19	4	5	3	7	5	13	3	25	22	15	2	1	13	1	2	12	11	20	0	3	31	13	5	0	0	4	3	0	0	2	11	2	0	1	4	5	0	16	1	8	1	0	0	0	0	1	0	0	20	2	0	0	1	0	0	2	2	0	4	0	1	1	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	7021	2013	1417	3248	1268	678	513	681	363	300	262	362	283	177	194	222	172	140	209	116	92	108	210	100	79	63	60	93	112	59	46	58	42	46	43	40	60	29	30	27	29	35	56	15	45	16	24	24	13	20	19	19	22	13	11	28	17	19	12	17	11	11	12	3	6	31	46	13	9	8	11	19	7	6	2	5	3	6	5	2	3	2	4	4	6	2	3	4	3	5	3	2	1	3	3	2	3	0	9	4	1	1	2	1	1	2	3	2	0	1	3	1	0	0	0	3	0	0	0	0	1	0	0	1	0	0	4	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
