label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155
0.03	north1_all	80	3222	1012	1165	890	368	901	326	607	304	176	415	186	305	86	219	198	63	95	45	73	58	49	38	54	40	28	68	36	52	29	26	57	22	42	62	35	19	11	10	32	21	30	38	12	10	15	8	4	7	9	3	6	5	4	19	7	7	3	8	0	1	1	8	4	4	5	0	3	1	2	1	4	2	3	1	0	2	5	0	0	0	0	1	0	2	0	3	1	2	1	1	1	2	1	0	0	0	0	1	4	3	0	2	3	0	0	2	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
0.03	north1_active	80	1842	467	706	531	172	597	189	404	158	95	269	101	196	40	147	137	32	40	14	40	39	23	19	31	22	12	42	22	32	17	9	44	11	21	50	28	4	8	5	21	9	20	23	3	7	10	5	2	3	7	3	4	1	2	13	4	7	2	5	0	0	1	6	3	3	3	0	2	1	0	1	3	0	1	0	0	2	2	0	0	0	0	0	0	1	0	3	1	1	0	0	0	2	0	0	0	0	0	1	3	3	0	2	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north2_all	80	3220	970	1106	860	353	918	291	562	294	163	467	156	296	76	215	185	61	100	52	62	54	54	34	51	47	33	55	34	45	23	25	64	25	41	51	32	18	9	12	34	24	26	35	12	8	13	6	6	4	12	4	6	4	2	17	7	6	1	5	2	4	3	9	3	5	3	0	2	1	3	2	5	2	2	1	0	1	2	1	1	0	5	1	0	2	0	3	1	0	1	1	0	3	1	0	0	0	0	0	2	3	0	2	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north2_active	80	1848	469	658	502	163	606	156	373	169	77	318	74	197	33	150	116	34	50	24	34	36	24	18	31	23	16	29	17	29	15	7	46	13	20	40	25	5	5	7	22	9	14	19	3	4	8	3	5	2	11	3	4	0	1	14	4	5	0	3	1	1	2	7	3	3	2	0	2	1	1	1	3	0	1	0	0	1	0	1	1	0	5	0	0	1	0	3	1	0	0	0	0	2	0	0	0	0	0	0	2	3	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	3052	973	1029	824	342	820	271	537	261	166	440	138	257	63	201	165	57	100	54	57	54	62	35	44	47	39	67	31	51	28	23	63	29	37	51	26	24	7	13	31	17	16	23	13	13	17	5	9	4	11	5	8	5	4	20	9	14	2	6	3	5	3	8	3	4	2	0	1	1	3	3	3	1	1	1	0	3	2	1	1	0	5	1	0	2	0	6	1	0	1	0	1	1	1	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
0.03	north3_active	80	1695	474	607	476	148	537	138	353	158	82	300	68	151	25	141	99	29	56	28	29	36	27	19	24	24	23	35	16	32	18	7	41	14	21	43	19	8	3	9	20	5	9	14	2	9	11	1	7	3	9	3	5	1	4	16	6	13	0	3	2	2	2	6	2	3	2	0	0	0	2	2	2	0	1	0	0	2	0	1	1	0	5	0	0	1	0	5	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north4_all	80	2891	930	957	737	332	722	271	452	250	164	432	130	262	68	188	120	56	89	62	47	51	56	35	37	53	35	50	28	39	27	21	65	30	30	42	25	15	8	14	31	17	13	19	13	9	17	4	12	5	7	3	9	4	7	15	12	22	5	4	3	4	2	15	2	3	3	1	1	1	3	4	3	1	1	1	0	3	3	1	2	1	5	0	0	1	0	4	1	0	1	0	1	3	1	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north4_active	80	1605	446	550	429	144	462	139	274	150	73	295	63	159	27	122	66	26	58	31	25	28	27	13	15	28	21	29	14	23	17	6	32	13	17	31	16	5	4	10	19	9	8	14	4	6	12	0	8	2	4	1	4	1	6	12	7	17	2	2	2	2	1	11	0	2	3	0	0	0	2	3	1	0	1	0	0	2	2	1	1	0	5	0	0	0	0	3	1	0	1	0	0	2	1	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north5_all	80	2726	928	926	716	308	619	280	397	240	155	351	128	227	90	182	122	63	88	55	42	54	48	36	44	52	34	67	27	32	26	20	55	28	28	43	21	16	10	14	21	18	12	12	11	19	11	5	9	5	3	1	12	4	9	10	12	21	5	4	2	2	1	11	3	1	4	2	1	1	3	3	2	1	0	2	0	4	3	0	1	1	0	0	1	2	1	4	0	0	1	1	1	3	2	0	0	0	0	2	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north5_active	80	1483	448	530	412	129	401	142	232	125	73	241	66	137	39	113	69	30	61	19	24	29	24	18	16	27	22	40	13	18	18	4	25	10	17	26	10	7	7	12	11	13	8	5	5	15	7	0	5	2	1	0	7	1	7	8	6	15	2	2	2	1	1	7	0	1	3	0	0	0	2	3	0	0	0	1	0	2	2	0	0	0	0	0	0	1	1	3	0	0	1	0	0	2	2	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north6_all	80	2832	971	959	724	324	707	284	409	263	159	358	138	260	94	183	123	66	75	51	32	59	53	35	53	50	34	72	33	44	25	18	38	25	24	43	23	19	16	13	23	22	16	16	9	20	10	3	10	6	5	2	6	2	12	7	12	16	5	3	1	1	0	16	4	1	4	3	1	0	3	2	2	2	1	1	0	5	3	0	2	1	0	0	1	1	2	3	0	0	1	1	0	2	2	0	0	0	0	2	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	1578	470	548	414	143	475	142	243	150	76	242	73	161	46	104	68	33	48	17	18	27	30	14	28	24	21	45	15	26	13	6	15	12	17	20	15	8	12	10	15	15	10	7	6	15	4	0	7	2	1	2	3	0	9	5	5	10	2	2	1	1	0	11	1	1	3	0	1	0	2	2	0	0	0	1	0	3	2	0	1	0	0	0	0	1	1	3	0	0	1	0	0	2	2	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	3061	966	1086	752	323	797	284	499	285	148	358	154	254	106	207	125	67	88	47	31	53	59	31	47	50	43	71	37	47	20	22	54	24	30	37	24	19	22	10	21	29	16	26	10	17	7	6	7	2	5	4	6	2	6	5	14	24	3	2	1	2	2	18	9	2	2	4	1	1	5	2	2	2	2	1	0	6	2	3	3	1	4	0	1	1	7	0	0	0	1	1	0	0	1	1	1	0	0	2	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
0.03	north7_active	80	1736	464	623	434	152	543	131	338	173	76	245	80	158	54	128	69	31	57	16	18	19	35	14	27	30	19	44	20	28	9	9	30	12	17	17	15	7	15	6	15	17	11	17	7	14	2	2	6	0	3	3	4	0	4	3	6	17	0	0	1	1	1	6	2	2	1	0	1	0	3	2	1	0	0	1	0	4	2	0	1	1	4	0	0	1	6	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north8_all	80	3227	986	1129	835	356	870	304	585	284	157	424	158	287	102	230	157	72	76	50	37	56	55	29	44	46	44	59	37	56	19	25	51	24	40	36	21	18	26	9	14	24	19	27	11	27	9	7	10	3	8	4	7	4	4	8	9	19	4	5	2	3	2	20	8	5	1	3	2	3	3	3	2	2	7	0	0	5	0	3	4	1	4	0	0	1	7	5	0	0	1	0	0	0	1	1	2	0	1	0	1	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
0.03	north8_active	80	1862	464	657	489	171	595	154	393	177	80	285	92	174	55	139	102	34	45	16	19	22	34	14	26	26	21	38	22	36	9	14	31	13	26	13	16	8	19	5	10	11	13	19	8	16	5	3	6	1	4	3	2	1	3	3	4	14	2	0	2	1	1	6	3	3	0	0	1	2	2	3	2	0	4	0	0	4	0	0	2	1	4	0	0	1	6	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north9_all	80	3241	976	1114	837	360	886	306	578	256	154	422	163	257	102	232	164	60	94	47	45	53	53	36	38	36	47	52	45	49	21	29	61	25	35	34	26	12	23	10	7	28	17	35	15	28	9	9	12	4	11	4	10	4	0	17	11	18	4	6	3	3	2	21	7	6	1	1	1	4	3	3	2	1	7	0	0	2	0	3	3	1	10	0	0	0	8	5	0	0	1	0	0	0	0	1	2	0	2	0	1	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
0.03	north9_active	80	1868	461	645	494	172	602	142	389	158	76	280	85	155	49	144	105	27	54	15	23	25	36	13	21	22	20	33	26	30	11	15	37	11	25	22	21	8	16	6	4	12	11	26	9	14	6	6	5	1	4	1	2	1	0	3	6	14	2	2	2	1	1	5	2	3	0	0	0	2	2	3	2	0	5	0	0	1	0	0	1	1	8	0	0	0	7	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north10_all	80	3051	973	1050	819	374	736	290	550	215	158	453	152	246	105	212	159	59	88	51	47	58	53	29	40	28	36	49	43	47	18	30	45	25	38	42	24	7	19	10	9	14	15	28	11	29	9	7	11	4	8	5	10	5	2	28	8	12	6	5	7	3	2	8	6	4	2	1	2	5	1	4	3	0	9	1	0	1	3	0	2	0	9	0	0	0	2	5	0	0	1	0	0	0	0	1	1	0	2	0	1	0	0	1	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north10_active	80	1756	450	608	506	172	463	136	341	125	77	291	80	141	47	120	101	30	49	15	22	29	36	12	16	13	17	29	22	25	10	14	25	11	25	31	18	7	16	7	5	8	10	19	5	15	7	5	4	1	3	1	1	2	2	13	5	6	4	2	4	0	1	0	2	1	0	0	1	3	1	3	3	0	8	0	0	1	2	0	1	0	7	0	0	0	2	5	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north11_all	80	3177	948	1139	860	377	906	295	525	297	150	466	172	306	86	250	163	63	97	49	47	62	51	28	45	47	27	51	23	56	27	31	75	24	56	44	27	16	21	11	20	31	14	17	9	23	6	8	6	7	5	3	6	3	13	14	12	10	9	7	7	4	3	10	1	1	1	1	0	1	1	0	5	0	1	0	3	2	6	2	0	1	4	1	2	0	0	3	2	0	1	0	1	1	0	3	0	0	1	1	1	0	0	2	0	1	1	0	3	0	0	1	1	0	0	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
0.03	north11_active	80	1822	459	663	501	166	608	159	331	196	83	308	88	214	40	166	115	37	59	18	21	44	26	11	28	25	11	32	16	31	11	17	51	15	29	34	18	10	9	1	12	20	14	10	2	23	4	3	1	2	3	1	4	1	7	11	6	5	6	1	5	2	2	10	1	0	0	0	0	0	0	0	4	0	1	0	1	1	1	2	0	0	3	1	2	0	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north12_all	80	3351	1000	1117	859	355	886	317	507	307	164	469	159	306	84	245	161	63	95	51	39	55	56	30	48	54	27	49	27	49	25	26	91	27	72	43	30	13	18	11	20	21	19	19	10	28	5	9	10	7	6	4	4	2	10	13	12	12	7	11	6	6	3	13	0	1	1	0	0	2	1	0	6	0	2	0	2	0	6	4	0	0	4	0	1	2	0	3	2	0	1	5	1	0	0	3	0	0	1	2	1	0	0	0	0	1	1	0	3	0	0	1	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north12_active	80	1903	480	647	502	164	578	169	330	201	86	317	83	214	41	152	113	36	57	18	18	37	29	12	29	26	15	28	15	28	11	14	61	15	48	23	21	9	9	4	15	10	16	10	6	24	2	6	4	3	3	2	4	1	5	9	8	5	4	2	4	2	2	11	0	0	0	0	0	1	0	0	5	0	1	0	1	0	1	3	0	0	3	0	1	2	0	2	1	0	1	5	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north13_all	80	3339	1031	1145	869	353	871	298	518	325	167	481	156	339	84	250	162	67	86	52	37	56	63	36	48	52	29	49	40	50	24	24	104	31	73	45	32	8	14	10	20	15	25	21	12	24	7	10	9	6	10	4	6	2	8	8	11	9	4	7	6	4	3	15	0	2	2	0	1	1	1	2	4	4	1	0	2	0	6	4	0	0	3	1	1	3	0	4	2	0	1	5	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	3	0	0	0	1	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north13_active	80	1903	491	666	516	163	547	157	342	206	76	332	78	230	44	154	118	35	50	20	21	33	33	14	32	20	15	30	23	28	17	13	73	15	54	26	26	6	6	5	16	8	20	11	9	20	4	7	4	2	5	2	5	2	3	5	7	4	2	2	4	1	2	10	0	1	0	0	1	1	0	1	4	4	0	0	1	0	2	3	0	0	3	0	1	3	0	4	1	0	1	5	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north14_all	80	3257	998	1147	839	365	867	289	531	324	155	483	145	361	86	245	168	64	74	46	42	42	54	35	45	48	33	39	35	36	22	21	86	27	67	44	35	7	18	12	21	11	27	20	11	24	11	14	8	3	10	7	8	2	7	9	7	15	6	7	4	5	2	10	1	4	1	0	1	2	2	3	1	4	1	1	1	1	8	3	0	0	1	2	1	3	0	4	1	0	0	8	1	0	0	0	0	0	2	1	0	0	0	2	0	0	0	0	3	0	1	0	0	0	0	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north14_active	80	1859	451	672	479	172	554	144	370	196	66	316	72	245	39	146	113	31	46	21	23	18	29	15	29	21	16	20	16	22	17	12	58	12	48	21	24	4	8	8	14	4	19	10	9	16	7	10	6	2	5	3	5	2	4	5	5	10	5	4	2	1	1	5	1	2	0	0	1	1	0	2	1	4	0	1	0	1	4	2	0	0	1	0	1	3	0	4	1	0	0	8	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north15_all	80	3215	974	1158	848	367	914	296	560	334	167	458	158	376	84	235	171	66	79	56	43	36	55	35	46	52	32	40	39	42	23	24	65	26	48	52	37	8	21	17	18	15	21	23	8	19	20	15	10	3	11	6	12	3	6	9	5	30	6	7	4	5	2	8	1	6	4	1	2	2	3	4	0	4	0	2	1	2	7	2	0	0	1	2	0	1	0	2	0	0	0	3	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0	1	1	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	1888	418	694	488	171	590	145	391	200	75	301	86	256	31	145	104	31	47	26	22	18	29	13	29	27	13	29	19	26	16	14	39	10	36	31	21	6	10	11	9	7	14	14	5	14	13	9	7	3	6	2	9	2	3	5	3	13	5	4	2	1	1	4	1	4	2	0	2	1	1	2	0	4	0	1	1	2	4	2	0	0	1	0	0	1	0	2	0	0	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	3201	958	1137	802	366	920	280	531	329	176	465	153	382	88	230	207	71	89	61	43	39	49	27	53	51	34	55	36	55	25	22	55	24	44	46	34	11	19	20	22	18	21	20	8	18	18	12	11	3	8	7	12	2	3	11	7	46	6	9	7	5	2	8	2	4	3	2	2	2	3	3	3	4	1	2	1	2	4	0	1	0	1	1	1	0	1	1	1	0	0	3	0	1	0	0	0	0	1	0	0	0	0	2	1	1	0	0	0	0	2	0	0	0	0	1	0	1	1	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	1851	420	667	474	168	596	140	357	196	84	291	84	261	29	149	131	34	55	25	19	24	24	12	31	31	14	36	19	28	13	13	32	10	28	30	18	6	8	12	10	11	13	13	4	12	12	6	9	3	4	3	8	0	2	6	5	30	5	6	2	1	0	4	2	3	2	0	1	1	1	2	3	4	1	1	1	2	3	0	1	0	1	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	1	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	3214	965	1133	797	372	960	280	542	320	185	461	158	354	89	233	181	76	96	63	37	59	52	23	62	47	32	57	37	55	24	27	31	24	51	41	35	8	17	19	18	24	12	19	6	22	19	9	14	6	4	5	11	2	3	16	11	38	3	7	6	4	3	7	4	2	3	4	4	4	3	1	3	1	1	2	2	3	1	0	1	1	2	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	1	1	0	0	3	2	2	0	0	0	0	1	0	0	0	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	1839	417	695	490	166	603	129	362	188	94	309	90	250	32	158	112	38	60	24	15	41	24	10	34	29	14	38	19	32	10	13	12	11	39	28	23	4	7	11	10	17	5	15	0	17	13	4	9	4	1	1	7	0	0	10	9	23	3	4	2	2	0	3	3	2	2	2	2	1	2	0	3	0	1	0	2	2	0	0	1	0	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	3	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	3145	958	1134	772	358	907	254	528	291	171	495	153	343	85	218	160	84	107	56	50	76	51	33	54	48	26	68	30	57	22	26	38	22	40	41	33	12	17	9	18	27	20	16	7	23	11	7	8	8	7	2	8	5	4	17	16	29	2	6	6	1	3	11	4	2	6	5	4	3	3	1	3	4	3	2	2	2	2	0	1	3	3	1	1	0	1	2	1	0	1	1	0	1	0	0	0	0	0	0	1	2	0	1	1	1	1	0	4	4	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	1788	422	670	467	141	558	130	344	173	81	345	89	240	34	147	100	42	65	21	19	54	30	16	27	23	13	40	18	34	7	13	19	13	26	32	19	3	9	4	11	19	8	10	0	15	8	1	4	5	5	1	4	3	0	13	14	26	2	3	1	1	1	8	3	1	1	3	2	0	2	0	3	3	2	0	1	1	0	0	1	1	3	1	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	4	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	2925	933	1050	773	348	842	250	497	280	160	446	155	288	89	188	147	72	109	51	57	73	50	30	48	46	30	55	32	41	25	21	31	31	47	42	24	8	18	9	13	21	17	17	9	24	11	7	8	6	7	2	11	3	8	16	17	15	6	2	3	1	3	13	6	2	5	3	4	5	2	0	4	4	3	1	3	1	3	1	0	4	4	1	1	1	0	4	1	0	2	1	0	0	0	0	0	0	0	0	1	3	0	1	0	2	1	1	4	4	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	1620	415	613	455	134	514	125	314	169	78	317	88	195	38	123	93	38	70	20	22	47	28	13	23	22	16	30	18	28	9	8	19	18	36	32	12	0	10	5	9	13	9	10	3	15	9	2	5	3	5	1	4	3	4	13	13	13	5	0	1	1	1	9	5	1	1	3	3	2	2	0	4	3	2	0	1	0	0	1	0	1	4	1	1	1	0	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	2806	949	996	749	333	688	238	482	254	137	406	143	264	80	178	118	66	97	43	59	67	44	37	44	46	26	57	23	48	22	16	35	26	34	46	19	10	16	12	13	19	23	20	10	17	11	7	8	4	8	0	8	3	10	12	19	25	6	2	2	1	4	14	6	2	6	2	5	6	2	2	1	3	3	1	4	1	2	2	0	4	4	1	1	2	0	3	0	0	2	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	2	1	4	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	1537	433	559	435	134	425	118	316	145	65	275	81	164	34	118	66	33	61	19	22	41	26	16	25	23	11	31	15	33	8	7	20	17	21	33	8	2	9	6	11	11	14	13	5	9	7	2	5	1	6	0	3	3	5	9	15	23	5	0	1	1	1	11	5	1	1	2	4	2	1	1	1	3	2	0	1	0	0	1	0	1	4	1	1	2	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
