label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84
0.03	north1_all	80	16066	5897	2260	1749	2617	1478	1227	561	447	466	353	415	210	164	341	301	106	97	156	104	93	92	65	47	33	24	24	25	57	37	21	16	20	7	6	3	9	4	10	13	1	4	1	5	2	2	3	4	0	0	2	0	3	1	0	0	0	3	1	0	0	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	10109	3428	1084	914	1754	881	775	276	212	258	197	253	104	77	223	186	53	55	87	68	57	62	37	24	10	9	14	12	41	19	13	8	14	3	4	1	4	2	3	10	1	3	0	1	1	1	2	2	0	0	0	0	2	0	0	0	0	3	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	15426	5832	2173	1725	2522	1431	1187	520	415	452	335	386	192	163	331	285	91	91	136	114	85	78	51	45	27	22	19	32	44	33	18	15	21	21	9	5	12	3	10	12	3	4	2	2	5	2	4	4	1	0	2	0	3	0	0	0	0	3	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	9603	3419	996	884	1649	853	730	261	194	258	189	224	92	86	214	189	50	47	74	73	53	49	28	23	8	10	9	20	28	13	10	9	15	14	7	1	6	1	5	10	3	2	1	1	2	1	2	1	0	0	0	0	2	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	14838	5600	2130	1651	2398	1386	1099	501	401	446	354	371	183	156	320	224	93	95	130	106	79	79	56	42	25	13	24	28	40	25	14	17	16	23	9	7	12	2	7	7	6	2	7	3	5	2	4	4	3	0	2	0	3	0	0	0	0	3	1	0	1	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	9139	3228	957	825	1541	805	658	252	186	258	205	211	80	84	204	125	52	44	64	71	53	50	31	19	11	6	11	17	22	11	7	10	6	17	7	2	7	1	3	6	5	0	2	2	2	1	3	1	1	0	0	0	2	0	0	0	0	3	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	14495	5462	2177	1614	2365	1376	1083	513	391	472	343	369	174	159	298	210	117	102	116	92	95	97	54	45	33	17	17	29	29	20	19	17	16	23	11	7	12	2	5	3	8	2	7	2	5	2	4	4	3	0	1	1	3	1	0	1	2	0	1	0	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	8829	3164	1000	824	1483	801	614	254	183	256	203	198	78	88	184	114	65	45	68	59	52	60	28	17	20	5	7	17	9	5	10	8	6	17	7	1	7	2	2	3	7	0	2	2	2	0	2	2	1	0	0	0	2	0	0	1	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	14426	5472	2159	1622	2257	1382	1052	512	377	471	357	407	176	154	294	202	145	100	113	102	98	109	62	45	35	23	21	32	39	18	17	13	12	17	6	4	8	5	2	3	7	3	7	2	6	2	2	3	2	1	0	1	0	1	0	1	3	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	8824	3136	992	831	1422	802	613	246	173	258	193	219	77	83	173	105	76	45	65	61	53	75	37	22	22	9	9	17	20	7	11	5	3	11	3	1	5	3	0	2	5	1	2	2	4	0	1	2	1	0	0	0	0	0	0	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	15066	5644	2213	1632	2331	1425	1049	542	411	461	339	444	177	161	319	245	155	99	126	109	104	125	61	38	42	29	18	27	47	20	19	11	13	16	7	9	11	7	7	4	5	5	6	2	4	4	1	2	3	1	0	1	0	1	0	1	3	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north6_active	80	9310	3250	998	854	1463	828	640	265	199	257	174	251	86	88	216	135	81	43	72	67	54	89	33	19	24	10	9	11	23	9	13	2	4	10	4	7	9	3	1	2	2	3	2	2	4	3	0	1	3	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	15592	5938	2217	1715	2409	1453	1100	557	447	459	340	429	199	160	328	262	152	102	126	119	105	130	62	39	35	30	15	35	54	23	17	9	11	16	10	8	8	8	5	3	4	6	4	0	3	3	2	2	5	1	1	2	0	1	0	1	1	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
0.03	north7_active	80	9743	3434	979	894	1482	870	682	274	208	270	175	252	91	88	224	159	83	46	66	67	52	92	36	17	20	13	9	16	30	12	10	2	2	8	6	7	7	4	1	1	1	4	2	0	3	3	0	1	3	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north8_all	80	16425	6195	2228	1754	2549	1572	1119	549	451	454	366	426	200	152	362	286	149	100	139	140	88	133	60	48	40	28	18	31	50	23	22	11	10	14	10	11	6	4	8	2	5	7	3	2	3	4	1	1	7	2	1	1	1	1	0	1	0	2	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
0.03	north8_active	80	10446	3591	1021	889	1605	948	669	265	198	272	207	250	80	91	250	187	81	39	72	80	51	89	32	22	24	11	11	18	25	12	12	3	3	8	7	8	4	2	3	0	3	4	1	1	1	3	0	0	4	1	0	1	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north9_all	80	16675	6285	2306	1805	2570	1512	1109	525	456	467	423	460	213	163	356	271	149	103	130	145	99	144	62	51	38	24	20	33	42	25	25	10	9	10	10	12	3	4	9	2	4	5	7	3	2	5	1	0	4	1	2	1	1	1	0	1	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
0.03	north9_active	80	10632	3686	1074	929	1641	923	650	248	200	257	259	275	91	86	229	176	84	44	70	81	58	97	36	25	21	8	11	16	20	11	12	3	4	6	6	7	1	3	4	0	3	2	3	2	0	3	0	0	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north10_all	80	16839	6167	2347	1785	2654	1539	1112	523	441	464	429	458	197	143	369	251	145	92	142	143	109	137	70	60	39	18	21	40	31	26	27	12	12	6	12	8	6	2	10	2	6	4	6	3	4	3	1	1	4	1	2	0	1	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north10_active	80	10767	3675	1144	899	1721	986	674	236	198	262	260	287	90	76	243	157	80	41	87	97	65	99	38	33	22	7	11	20	19	8	12	3	7	3	7	3	5	1	6	1	5	2	3	2	2	1	1	0	1	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	16697	6072	2338	1765	2878	1594	1155	554	428	443	385	460	190	149	315	266	143	92	98	129	76	135	59	59	36	22	17	22	36	24	33	19	8	16	5	7	10	10	8	2	4	6	7	2	9	6	0	1	3	1	6	2	0	0	0	1	2	1	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
0.03	north11_active	80	10542	3636	1164	910	1955	970	722	279	212	236	211	293	93	61	204	161	91	47	61	86	43	107	36	23	14	9	7	14	26	14	19	10	2	8	4	3	7	3	5	1	3	5	4	1	5	4	0	0	3	1	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	16662	6150	2384	1768	2767	1589	1133	548	427	443	352	446	198	154	320	272	154	103	108	132	65	117	56	59	38	22	11	32	29	23	31	18	5	19	7	10	12	11	4	4	3	8	5	2	8	5	1	3	2	1	5	2	0	0	0	1	1	2	0	1	0	0	0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
0.03	north12_active	80	10561	3676	1167	928	1891	972	679	273	203	253	188	286	97	66	207	149	96	51	70	89	34	86	34	27	20	13	7	14	22	16	16	9	1	8	5	3	10	5	3	1	3	6	3	1	5	3	1	2	1	0	4	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	16751	6196	2387	1763	2723	1589	1118	566	433	435	339	435	194	166	321	297	152	105	119	153	71	114	61	52	39	20	15	28	30	17	27	14	4	21	12	12	11	11	9	5	4	11	5	4	7	2	4	2	2	2	4	1	0	0	0	1	1	3	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north13_active	80	10627	3703	1143	917	1815	953	678	283	202	253	181	274	87	71	204	173	93	50	74	106	38	74	37	27	17	12	8	10	23	9	16	8	0	7	5	6	10	6	6	2	1	7	3	1	4	0	1	2	1	0	3	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	17046	6159	2362	1803	2674	1578	1127	553	445	437	383	466	195	166	359	318	153	97	120	155	64	104	57	43	37	24	16	31	25	24	28	16	5	12	12	9	10	8	9	4	4	11	4	6	4	3	4	2	1	3	1	3	3	0	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north14_active	80	10771	3697	1118	948	1721	924	699	264	205	250	205	293	85	72	235	189	85	51	74	102	31	65	40	22	18	13	8	13	13	14	18	10	1	1	4	4	8	4	5	2	0	7	3	2	1	2	1	2	0	1	1	3	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	16818	6119	2328	1787	2669	1573	1169	573	457	445	415	467	180	163	350	338	137	97	118	144	91	113	52	40	31	22	22	33	35	25	21	16	9	9	11	9	11	6	9	2	5	7	3	10	5	2	4	2	4	4	1	3	6	0	0	0	1	2	0	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	10568	3655	1106	925	1708	939	722	275	216	250	238	276	84	73	238	202	68	47	69	95	46	64	37	20	13	9	10	16	21	12	16	8	1	1	3	5	6	3	6	1	1	4	2	4	1	2	1	2	0	1	1	2	6	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	16736	6020	2286	1765	2630	1525	1167	568	449	442	413	498	187	178	358	342	142	98	127	151	96	125	59	40	29	22	35	31	39	28	15	16	8	11	8	8	13	4	5	2	6	3	3	12	6	2	3	1	6	3	1	3	8	1	0	1	0	0	1	2	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	10528	3610	1083	922	1744	931	694	269	200	237	222	286	86	80	250	197	68	46	71	95	54	67	44	16	14	10	17	20	26	15	12	8	1	4	2	6	8	0	3	0	3	2	2	6	1	2	0	0	3	1	1	2	8	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	16675	6086	2277	1754	2682	1543	1228	568	424	461	431	496	203	167	328	336	131	95	126	123	112	134	54	49	37	25	35	26	33	27	11	17	10	20	13	7	13	5	2	4	5	2	3	13	6	1	3	1	6	2	0	2	8	1	0	1	1	0	2	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	10460	3598	1083	917	1793	981	742	274	178	265	227	287	97	82	224	202	59	41	68	69	68	73	32	23	16	15	18	17	24	14	8	8	3	13	5	5	9	1	2	2	3	0	2	5	2	1	2	0	3	1	0	1	8	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	16900	6253	2270	1772	2737	1583	1275	586	442	470	408	475	208	163	364	309	150	92	124	117	98	122	57	40	42	27	34	28	25	21	13	16	9	22	18	9	8	4	3	4	6	2	3	12	5	2	3	1	3	0	0	1	5	1	0	1	1	0	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	10593	3759	1092	926	1808	1006	795	289	200	267	223	282	97	84	253	193	77	42	74	61	60	61	34	19	20	17	18	14	20	13	6	6	3	16	5	6	5	1	1	3	4	1	1	5	3	1	2	0	3	0	0	0	5	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	16951	6234	2245	1772	2743	1553	1270	574	422	458	397	471	225	143	393	316	149	90	137	106	92	125	59	47	40	27	30	22	34	21	17	13	12	25	20	11	7	5	4	5	7	4	1	10	12	3	2	0	3	4	0	1	5	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	10596	3738	1082	938	1773	991	796	280	188	259	216	292	108	75	259	222	83	41	81	61	61	71	29	27	19	15	18	8	28	11	9	4	4	18	8	8	6	2	1	3	6	1	0	1	10	1	2	0	2	3	0	0	5	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	17006	6220	2277	1756	2725	1602	1242	571	391	446	399	457	225	134	397	316	148	92	145	109	90	124	63	42	33	23	26	31	35	19	17	12	15	16	19	10	8	4	5	5	7	5	4	5	10	3	6	1	3	4	0	1	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	10647	3769	1091	938	1746	1025	796	280	177	244	230	281	108	70	270	222	83	43	96	75	52	80	32	22	18	12	17	13	24	11	8	4	7	12	10	8	7	1	1	3	5	1	0	0	10	1	4	0	2	3	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
