label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50
0.03	north1_all	80	4167	6896	1036	815	427	295	318	1066	177	116	134	64	53	37	35	27	58	49	10	44	23	7	7	4	4	2	6	5	15	1	5	1	1	2	0	0	2	2	1	0	2	0	0	0	1	1	0	0	0	0	0
0.03	north1_active	80	1161	6305	272	452	155	73	187	1013	119	40	99	18	14	21	25	9	50	43	4	41	16	6	3	1	1	0	4	4	15	1	1	1	0	2	0	0	1	1	0	0	2	0	0	0	1	0	0	0	0	0	0
0.03	north2_all	80	4156	6919	1042	821	437	324	305	1081	192	115	151	54	63	47	32	27	79	70	14	49	17	10	6	8	5	3	7	5	17	1	3	1	1	2	0	0	3	2	1	0	2	2	0	0	1	1	0	0	0	0	0
0.03	north2_active	80	1146	6306	262	466	159	90	164	1027	127	40	106	15	19	29	24	5	70	65	10	46	8	8	3	3	2	1	4	4	17	1	1	0	0	2	0	0	1	1	0	0	2	2	0	0	1	0	0	0	0	0	0
0.03	north3_all	80	4131	6765	1031	809	448	326	284	1094	165	121	177	56	60	47	28	30	95	66	14	40	17	14	4	7	5	4	4	2	4	1	1	1	1	2	0	0	2	0	1	0	0	2	0	0	1	0	0	0	0	0	0
0.03	north3_active	80	1141	6147	232	482	162	98	157	1043	105	40	126	13	22	21	22	6	85	62	11	36	10	12	3	4	2	1	0	1	4	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
0.03	north4_all	80	4104	6774	1027	768	443	317	286	1216	163	120	174	51	64	43	46	36	91	65	19	45	18	12	5	10	5	4	7	0	14	1	0	1	2	1	0	0	2	1	0	0	0	2	0	0	1	0	0	0	0	0	0
0.03	north4_active	80	1120	6148	241	448	157	98	164	1163	110	39	132	11	24	19	39	8	82	62	16	42	14	9	2	4	2	1	0	0	14	1	0	0	2	1	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0
0.03	north5_all	80	4153	6713	1009	777	449	336	272	1223	166	131	170	63	60	38	48	30	62	45	16	46	20	13	5	6	2	4	6	0	25	3	1	1	2	2	1	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	1140	6055	242	444	162	103	157	1170	112	45	136	13	21	16	39	6	54	43	13	44	15	9	2	2	1	1	0	0	25	3	0	0	2	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	4126	6704	1018	784	427	325	262	1265	171	121	148	66	60	34	50	30	51	45	19	55	14	6	10	5	3	3	7	0	25	2	2	0	2	3	1	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
0.03	north6_active	80	1122	6033	251	441	148	103	147	1211	105	38	125	12	20	15	41	7	45	42	15	54	11	2	2	1	1	1	1	0	24	2	0	0	2	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north7_all	80	4181	6621	1026	763	413	337	262	1294	186	115	134	75	55	28	59	24	42	63	16	59	11	6	10	6	2	5	5	0	20	2	4	0	2	2	1	2	0	0	0	4	0	0	1	0	0	1	1	0	2	0	0
0.03	north7_active	80	1176	5942	252	437	150	100	150	1234	117	33	109	16	16	12	47	3	36	57	12	57	8	3	2	1	1	1	1	0	19	2	0	0	2	2	0	0	0	0	0	4	0	0	1	0	0	1	1	0	1	0	0
0.03	north8_all	80	4113	6637	1026	787	405	315	257	1376	184	100	153	73	54	29	58	22	71	73	21	74	10	6	9	3	4	7	4	0	4	2	4	0	3	1	1	1	0	0	0	5	0	0	1	0	0	1	1	0	2	0	0
0.03	north8_active	80	1185	5956	226	452	137	98	138	1312	120	32	122	19	15	12	44	4	64	66	12	71	9	3	2	0	1	1	2	0	3	2	0	0	3	1	0	0	0	0	0	5	0	0	1	0	0	1	1	0	1	0	0
0.03	north9_all	80	4173	6803	1062	761	410	322	261	1317	188	101	135	80	58	32	60	24	87	67	21	60	18	4	4	3	4	7	5	1	7	4	2	0	3	4	0	0	0	0	0	5	0	1	1	0	0	1	5	0	1	0	0
0.03	north9_active	80	1200	6161	231	443	142	98	141	1256	133	28	103	18	15	15	48	3	81	61	14	56	14	2	1	0	1	1	2	1	6	4	0	0	3	4	0	0	0	0	0	5	0	0	1	0	0	1	5	0	0	0	0
0.03	north10_all	80	4161	7025	1079	776	416	334	270	1320	198	98	156	76	51	39	53	20	91	49	31	81	18	4	7	3	4	6	3	1	4	4	1	0	4	3	1	0	0	0	0	1	0	1	1	0	0	0	5	0	0	0	0
0.03	north10_active	80	1217	6399	231	448	160	108	150	1257	137	35	123	21	10	18	43	3	86	47	19	77	14	2	2	0	1	1	1	1	4	4	0	0	4	3	0	0	0	0	0	1	0	0	1	0	0	0	5	0	0	0	0
0.03	north11_all	80	4142	7093	978	853	480	336	308	916	197	104	138	59	41	40	47	27	62	90	24	45	29	20	7	5	4	3	2	8	11	4	0	1	18	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	1142	6472	214	484	174	101	176	875	141	33	96	18	13	22	32	8	55	86	19	43	24	11	3	3	1	2	2	5	11	4	0	1	18	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
