label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49
0.03	north1_all	80	20238	3467	1889	1278	752	1439	388	316	247	186	130	137	71	56	39	56	28	21	23	37	16	16	27	7	8	3	4	7	5	1	1	1	6	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	17421	1537	524	635	176	1228	93	149	111	105	68	91	26	27	13	45	11	6	10	32	3	11	24	2	1	0	4	5	3	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	20321	3524	1862	1325	806	1375	381	298	260	200	139	128	87	57	46	63	23	19	18	30	18	19	25	10	9	1	12	4	4	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	17490	1556	535	620	193	1171	98	143	134	107	76	90	26	28	11	46	7	9	9	26	5	14	22	2	1	0	12	1	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	20214	3544	1880	1279	807	1329	384	309	255	197	132	142	74	57	48	60	23	25	13	33	13	14	11	13	7	1	11	6	5	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	17408	1562	538	570	184	1126	101	138	138	110	74	104	17	29	13	42	8	14	8	28	6	10	9	4	1	0	10	3	5	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	20521	3663	1865	1276	838	1323	366	326	258	212	149	140	70	58	46	66	28	27	16	37	12	19	16	13	5	3	15	5	2	1	1	0	6	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0
0.03	north4_active	80	17661	1597	540	583	197	1135	94	143	139	124	87	101	17	26	15	50	13	19	8	30	4	15	13	5	1	0	14	2	2	0	0	0	6	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
0.03	north5_all	80	20778	3685	1886	1320	831	1378	399	339	242	211	165	155	65	62	43	79	24	33	13	27	11	14	20	7	5	2	12	6	2	1	2	0	13	2	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
0.03	north5_active	80	17926	1643	568	614	202	1180	97	145	122	128	90	110	20	23	14	59	12	24	5	22	2	11	17	4	1	0	10	4	2	0	0	0	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
