label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49
0.03	north1_all	80	8521	8308	2995	1207	1133	1426	473	390	375	211	341	91	61	98	59	38	33	25	15	13	28	19	13	12	8	3	2	3	1	3	2	0	2	0	1	0	2	2	0	1	1	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	3727	7137	2113	260	761	1215	204	213	273	103	292	26	24	65	17	9	23	12	7	6	24	10	5	6	2	2	1	2	1	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	8464	8457	2958	1180	1143	1333	470	354	380	204	315	100	81	91	54	37	37	30	18	13	29	15	10	11	9	1	3	2	1	3	2	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	3665	7304	2061	261	763	1130	215	187	279	93	271	30	35	52	13	9	26	16	8	7	22	8	2	7	3	1	1	2	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	8525	9604	3192	1123	1241	1525	474	360	412	194	331	110	89	107	57	36	42	30	21	13	50	15	9	7	10	4	3	4	1	2	1	1	0	0	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	3903	8423	2329	259	871	1335	229	194	319	95	290	37	44	65	12	8	25	17	14	6	38	9	3	5	4	3	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	8837	10699	3362	1148	1302	1744	475	357	435	195	372	125	91	108	60	33	51	29	30	17	45	19	9	6	6	4	2	5	3	1	0	1	0	0	2	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north4_active	80	4248	9543	2548	304	936	1567	228	198	353	99	332	38	48	66	14	8	28	15	22	5	34	14	7	6	3	2	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north5_all	80	8973	11797	3558	1178	1352	2031	489	398	458	195	418	110	93	104	53	32	51	29	38	15	45	17	9	9	6	4	4	5	4	3	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north5_active	80	4407	10634	2766	356	979	1862	245	238	375	96	367	33	51	71	13	8	30	17	30	4	35	12	7	7	5	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north6_all	80	9149	11613	3623	1202	1375	2077	477	406	479	200	453	112	96	89	56	41	58	30	38	13	25	15	10	6	5	3	6	4	3	4	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
0.03	north6_active	80	4574	10425	2854	366	998	1922	241	256	393	102	405	29	45	61	17	10	35	15	28	2	19	10	8	3	5	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
0.03	north7_all	80	9182	11605	3667	1205	1309	2018	452	418	508	221	500	107	103	95	49	45	50	27	29	8	24	15	7	11	7	2	5	3	3	5	0	1	0	1	1	2	1	1	0	0	0	0	0	1	2	0	0	0	0	1
0.03	north7_active	80	4575	10403	2905	369	934	1848	240	265	419	119	457	26	50	71	17	13	34	11	23	2	18	10	3	8	6	0	1	1	0	0	0	1	0	0	1	2	1	0	0	0	0	0	0	1	2	0	0	0	0	1
0.03	north8_all	80	9138	11269	3671	1232	1279	1941	447	391	509	225	451	90	106	106	40	52	46	29	30	10	17	15	9	16	6	5	7	3	0	3	0	1	0	0	1	2	1	0	0	0	0	0	0	0	2	0	0	0	0	1
0.03	north8_active	80	4625	10085	2921	349	923	1760	251	245	425	118	412	24	51	80	11	13	29	12	20	2	12	12	4	12	5	0	4	2	0	0	0	1	0	0	1	2	1	0	0	0	0	0	0	0	2	0	0	0	0	1
0.03	north9_all	80	9091	11473	3666	1219	1329	1850	451	387	520	217	434	88	107	96	41	54	29	26	29	11	15	16	16	15	6	6	5	2	0	3	0	1	0	0	1	2	1	1	0	0	0	0	0	0	4	0	0	0	0	1
0.03	north9_active	80	4596	10305	2926	346	980	1667	222	238	443	119	388	25	51	68	9	11	16	10	20	2	12	14	10	13	5	3	3	2	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	4	0	0	0	0	1
0.03	north10_all	80	9019	11649	3674	1233	1348	1918	461	395	505	204	377	82	95	81	45	48	25	26	37	17	15	18	24	13	4	8	6	3	2	5	0	1	1	0	0	0	1	3	0	1	0	0	0	0	2	0	0	0	0	0
0.03	north10_active	80	4556	10483	2938	362	1003	1723	235	224	433	111	340	29	45	47	9	9	14	11	24	5	12	15	16	11	3	5	3	2	0	2	0	0	1	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0
0.03	north11_all	80	8748	8605	2975	1174	1082	1462	431	357	383	199	336	103	80	86	36	45	35	34	18	13	20	17	7	14	11	8	6	3	2	0	2	1	3	1	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0
0.03	north11_active	80	3687	7361	2073	293	699	1246	180	208	285	101	288	34	37	47	8	10	20	19	13	5	11	14	2	10	7	2	2	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
0.03	north12_all	80	8711	7763	2789	1196	1063	1333	427	343	404	204	307	105	79	86	42	42	35	29	23	18	23	10	10	15	8	4	6	3	4	0	0	1	4	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0
0.03	north12_active	80	3591	6497	1864	277	673	1102	167	191	306	91	257	30	34	46	14	7	17	11	18	5	14	5	5	11	6	0	2	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north13_all	80	8726	8307	2953	1191	1121	1363	420	347	426	209	328	93	68	77	46	39	43	33	30	23	32	19	7	12	10	5	4	2	3	2	0	1	5	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north13_active	80	3775	7056	2059	309	730	1148	169	198	323	96	273	27	26	44	10	6	21	14	22	6	20	15	7	8	8	1	0	1	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	8803	9428	3074	1219	1195	1457	433	358	436	192	387	87	93	85	46	30	33	25	34	19	42	22	8	17	10	5	3	2	4	4	0	0	3	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	4038	8226	2226	330	832	1249	177	208	333	84	338	22	41	57	11	8	15	12	24	5	34	18	8	12	8	3	1	1	1	1	0	0	3	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
