label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47
0.03	north1_all	80	5338	1100	1459	506	506	274	188	222	127	60	46	49	35	24	22	14	32	5	13	12	5	3	11	8	0	3	5	1	4	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	3212	504	907	245	328	154	95	145	77	34	25	25	18	12	11	8	21	5	5	5	4	2	5	8	0	2	4	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	5392	1113	1449	514	535	261	193	212	127	63	47	55	27	25	20	11	36	5	13	14	2	5	11	3	2	4	4	3	4	1	0	0	1	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0
0.03	north2_active	80	3227	531	902	247	346	152	97	138	78	40	25	29	11	12	8	8	25	3	5	7	1	2	6	3	2	4	4	2	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
0.03	north3_all	80	5324	1157	1428	478	564	258	181	210	137	71	49	51	37	26	19	12	39	9	12	15	0	4	10	1	3	5	2	3	2	1	1	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0
0.03	north3_active	80	3185	550	880	226	363	138	100	125	89	41	23	26	15	11	7	8	26	6	4	7	0	1	6	0	3	5	2	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
0.03	north4_all	80	5340	1131	1402	496	542	263	185	185	139	75	59	51	46	23	20	13	46	15	15	10	0	4	4	1	5	8	1	4	1	0	1	0	1	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0
0.03	north4_active	80	3253	537	843	242	346	137	99	100	89	41	29	26	23	9	6	8	28	8	8	6	0	0	4	0	5	8	1	3	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
0.03	north5_all	80	5412	1153	1336	485	535	283	169	175	138	76	65	54	45	22	28	14	52	18	16	5	0	3	6	2	8	5	4	3	2	0	1	0	1	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0
0.03	north5_active	80	3289	531	799	245	330	150	85	84	86	42	38	25	28	8	11	7	31	8	10	4	0	1	5	0	7	5	4	3	1	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
0.03	north6_all	80	5189	1150	1283	491	494	267	169	172	128	67	70	60	47	26	26	15	48	18	16	3	2	4	7	6	6	5	5	3	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north6_active	80	3122	534	780	247	298	146	79	94	74	33	38	30	26	9	13	8	31	7	10	3	0	2	6	0	5	5	4	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	5074	1176	1224	481	469	275	163	187	136	67	62	57	42	23	24	14	38	11	11	4	4	5	5	6	5	4	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
0.03	north7_active	80	3034	532	745	245	268	160	77	106	75	30	30	31	21	11	13	5	22	5	9	2	1	2	4	1	4	4	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north8_all	80	4725	1208	1213	456	431	237	163	192	124	59	67	57	41	28	20	14	35	10	6	5	4	8	6	7	2	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
0.03	north8_active	80	2790	555	747	227	238	142	76	110	64	24	26	34	18	13	11	6	24	6	5	1	1	3	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	north9_all	80	4687	1198	1115	451	407	242	164	188	136	65	65	49	38	25	14	14	31	8	5	11	3	9	5	4	0	2	1	1	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	1	0	0	0	0
0.03	north9_active	80	2806	551	691	233	217	137	82	109	66	29	26	28	15	13	9	4	19	6	4	4	1	4	0	2	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	north10_all	80	4648	1230	1167	461	419	248	157	187	116	64	54	52	38	20	16	17	26	11	7	9	3	9	9	3	1	4	1	1	0	0	1	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	2736	566	734	242	237	135	80	106	54	28	23	26	18	10	11	4	18	5	5	3	2	3	3	2	1	4	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	5426	1181	1390	450	494	291	139	185	125	58	65	52	36	36	25	16	30	11	11	6	5	5	7	2	1	9	1	3	1	1	4	1	1	0	0	4	1	1	6	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	3312	572	858	221	314	146	62	108	79	19	34	30	18	15	16	6	23	6	7	3	4	4	5	1	1	8	0	3	0	1	3	1	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	5311	1126	1359	434	491	306	142	184	114	70	62	62	49	30	26	17	29	8	9	8	5	6	8	2	1	9	1	2	0	1	4	1	1	0	1	4	1	1	6	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	3178	513	820	203	283	157	62	108	68	26	34	34	26	10	14	8	20	2	6	5	4	6	7	1	1	8	0	2	0	1	3	1	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	5304	1104	1324	434	526	290	160	196	116	69	56	66	40	26	28	13	32	6	11	11	3	5	8	4	1	8	2	2	1	1	3	0	0	0	1	4	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	3201	485	796	213	310	151	79	124	64	22	32	37	21	7	13	8	15	0	6	5	3	5	7	3	1	8	0	2	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	5307	1107	1312	443	513	272	166	201	117	71	54	69	42	21	26	12	35	6	7	10	3	9	9	3	1	2	2	2	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	3195	489	820	198	297	143	88	126	61	23	32	41	20	7	11	8	12	1	4	6	3	8	9	3	1	2	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	5329	1124	1326	465	531	259	175	193	109	71	56	64	36	24	28	9	35	7	7	9	2	9	7	4	4	1	2	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	3231	511	835	213	321	136	95	123	49	25	31	39	17	9	13	6	13	2	4	5	0	7	7	4	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
