label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49
0.03	north1_all	80	17364	9829	1875	4130	1567	1438	488	397	888	196	133	160	109	167	138	52	31	21	18	55	20	10	10	3	3	13	4	3	0	5	0	13	1	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	14355	8704	466	3739	1283	1211	224	252	822	74	64	108	66	156	125	37	9	8	10	52	12	2	1	1	2	10	1	3	0	4	0	13	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	17142	9936	1925	4190	1570	1481	472	397	813	184	129	174	113	146	125	46	28	30	23	49	21	12	10	6	9	9	4	2	0	6	0	10	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	14148	8847	488	3786	1287	1259	213	253	752	80	68	123	69	133	108	31	9	11	11	48	13	2	3	2	4	5	1	2	0	4	0	10	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	17154	9935	1948	4298	1578	1496	448	375	808	189	119	182	126	146	102	45	26	24	16	40	19	11	10	5	8	6	4	1	1	6	0	4	5	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	14119	8818	492	3908	1297	1284	208	233	740	80	65	134	73	131	83	30	6	10	9	35	13	4	2	3	3	3	1	1	1	4	0	4	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	17002	9761	1910	4204	1629	1554	448	368	702	171	136	199	124	132	103	42	32	30	14	38	21	11	9	5	8	8	3	2	3	3	1	4	4	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	14017	8645	488	3801	1346	1358	200	225	638	80	82	145	68	115	81	30	6	14	8	32	17	3	2	3	3	5	0	2	1	2	1	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	17421	9698	1913	4117	1634	1451	417	349	661	179	154	185	125	121	117	48	38	20	15	46	29	9	7	5	7	10	3	3	3	2	1	5	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	14390	8568	497	3736	1329	1260	189	203	590	72	88	131	67	99	96	33	6	11	10	40	23	3	2	2	1	6	0	3	1	2	1	5	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	17420	9700	1890	4052	1592	1456	418	368	651	186	151	171	116	129	122	43	41	23	21	40	20	13	2	6	6	10	1	3	3	4	2	7	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	14387	8571	488	3669	1294	1271	195	222	578	68	88	127	66	106	108	29	8	9	14	35	16	4	0	2	3	5	0	3	1	4	1	7	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	17579	9633	1903	4129	1582	1436	437	391	733	179	159	148	115	180	137	45	36	29	23	35	16	10	5	7	11	6	3	3	1	13	2	6	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	14526	8561	505	3764	1282	1240	199	242	652	60	85	106	72	156	119	28	7	9	14	28	12	2	2	2	7	2	0	3	1	13	0	6	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	17253	9718	1920	4154	1562	1523	436	413	803	185	141	138	101	198	129	46	35	25	21	36	16	11	8	7	20	8	4	2	1	15	2	5	2	2	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0.03	north8_active	80	14259	8633	503	3770	1280	1320	188	245	729	65	73	98	62	179	111	24	6	7	14	30	14	4	3	2	16	3	0	2	1	15	0	5	1	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north9_all	80	17181	9667	1893	4044	1642	1554	429	442	801	172	150	149	91	204	123	47	32	29	17	43	22	9	9	5	27	7	4	5	1	13	2	10	2	1	1	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0
0.03	north9_active	80	14155	8573	476	3659	1358	1352	163	276	723	71	78	111	49	192	100	27	5	10	9	33	16	4	3	3	24	3	0	5	1	13	1	10	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0.03	north10_all	80	16977	9492	1892	3922	1675	1489	448	436	746	164	154	149	90	196	121	49	31	29	16	43	23	10	11	2	29	11	6	5	1	3	1	13	1	1	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0
0.03	north10_active	80	13966	8387	460	3532	1415	1308	174	266	678	68	80	107	51	181	90	29	6	11	7	34	17	2	3	2	28	7	1	5	0	3	1	13	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0.03	north11_all	80	16218	9306	1833	3786	1543	1458	402	362	708	199	183	146	92	209	93	47	43	18	21	59	21	10	6	5	13	5	0	8	5	0	2	1	2	2	6	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0
0.03	north11_active	80	13055	8095	456	3405	1230	1232	182	215	630	74	92	111	44	191	79	29	11	8	6	56	14	2	1	3	11	3	0	6	2	0	1	0	2	2	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north12_all	80	15250	8463	1819	3336	1485	1316	396	357	656	191	169	133	92	163	90	44	41	22	15	63	17	14	7	6	8	5	1	6	4	1	2	1	0	0	6	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0
0.03	north12_active	80	11985	7194	433	2931	1154	1084	178	210	570	61	90	96	46	140	74	29	9	9	5	60	13	2	1	3	5	4	1	3	2	0	1	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north13_all	80	14087	7560	1865	3077	1334	1151	423	337	587	192	161	147	86	137	82	35	34	25	14	51	17	12	10	3	10	5	2	7	3	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0
0.03	north13_active	80	10802	6283	436	2654	1025	931	179	192	503	63	87	99	45	120	65	21	5	8	5	47	13	2	3	1	8	3	1	5	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north14_all	80	13471	6949	1861	2688	1280	1036	439	331	574	184	147	144	80	142	84	31	32	29	16	48	16	7	10	2	9	6	3	4	3	1	3	2	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	10140	5657	430	2274	948	802	169	195	498	55	67	90	39	121	63	15	4	7	7	39	12	1	4	0	7	4	2	2	1	0	2	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	13393	7306	1886	2870	1294	1059	430	340	565	177	145	142	82	131	81	46	29	26	21	40	18	4	10	4	13	3	4	6	3	4	3	2	1	2	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	10110	6041	450	2450	956	846	161	193	490	56	61	95	43	109	59	23	5	4	8	32	11	1	5	1	10	1	2	4	1	3	2	2	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	14379	7959	1903	3264	1411	1185	445	348	553	181	145	153	86	114	113	48	27	20	24	34	18	3	8	6	9	4	4	6	3	3	4	4	1	2	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	11174	6771	480	2871	1082	978	176	200	477	65	68	99	46	92	85	27	4	2	11	28	9	1	4	2	8	2	1	4	1	3	3	3	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	15687	8887	1886	3728	1545	1344	441	371	669	159	128	152	97	147	121	49	28	18	27	21	24	1	11	7	8	3	4	5	3	4	4	4	1	2	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	12508	7713	492	3340	1228	1143	179	216	586	61	65	106	60	120	98	26	5	3	14	18	12	0	2	3	6	2	0	4	1	3	3	3	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	16775	9557	1886	3970	1726	1452	430	392	739	167	126	154	95	156	127	48	23	24	26	18	17	5	8	8	6	6	5	3	2	5	1	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	13730	8398	490	3613	1419	1258	174	234	665	76	69	111	62	137	106	29	4	4	12	15	9	0	1	4	4	6	0	2	0	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	17079	9875	1849	3915	1678	1414	439	395	756	143	139	158	104	194	103	48	31	25	22	34	14	9	10	6	9	5	3	4	1	2	3	3	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	13964	8673	476	3560	1367	1228	194	242	686	60	78	119	69	175	87	27	5	6	8	32	9	1	1	3	6	5	0	3	0	0	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	16884	9575	1842	3968	1621	1352	459	404	696	150	149	164	111	229	110	48	40	25	28	41	16	12	9	7	17	5	4	7	2	1	4	3	1	1	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	13795	8391	460	3623	1303	1176	209	264	637	70	79	123	76	208	93	27	10	4	11	37	13	2	0	4	12	5	1	5	1	0	4	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	7978	3419	2564	1147	908	1044	403	334	772	271	399	136	83	60	38	24	54	52	44	8	5	8	7	11	9	20	5	1	1	1	1	0	1	2	2	0	0	2	0	1	0	1	0	0	0	0	1	0	0	1
