label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90
0.03	north6_all	80	6013	2612	1459	1172	786	738	468	476	378	332	202	185	157	140	109	110	107	99	83	54	55	38	52	47	20	24	27	15	15	21	28	18	13	10	7	11	4	3	5	12	7	7	5	5	4	0	6	1	2	2	3	3	2	2	0	0	0	0	1	1	0	2	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	2929	1226	622	526	342	369	235	227	192	159	93	87	75	62	54	54	61	45	47	27	28	16	28	22	7	11	8	6	6	11	13	7	2	6	4	4	3	0	4	5	5	6	1	4	2	0	6	0	2	1	1	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	5930	2583	1435	1151	792	715	474	469	363	305	215	174	157	155	115	96	103	92	81	59	53	45	49	47	25	21	30	11	21	22	25	18	13	8	9	15	3	3	5	7	6	6	4	1	1	0	7	1	2	2	4	4	1	3	0	0	0	0	0	1	0	3	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	2890	1206	589	542	327	377	227	216	184	152	105	82	73	77	55	49	51	41	46	30	25	20	29	19	10	11	10	4	10	9	11	7	3	5	5	6	3	0	4	3	4	5	1	0	0	0	6	0	1	0	2	1	0	2	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	5983	2539	1383	1129	786	716	479	472	382	304	213	172	156	141	116	98	92	75	90	54	51	41	54	49	33	24	28	16	24	20	23	14	4	6	8	14	3	4	5	4	5	8	5	1	4	0	2	1	3	1	3	3	3	4	0	0	0	1	3	0	0	2	1	0	1	0	0	0	0	0	0	1	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	2940	1173	575	521	328	390	217	225	188	156	106	78	77	77	50	51	46	36	45	24	23	16	27	21	13	10	11	8	15	8	12	5	1	4	5	5	2	1	5	1	4	4	2	0	2	0	0	0	1	0	1	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	5986	2490	1365	1137	797	736	472	510	360	301	202	191	166	146	114	106	98	73	85	57	35	49	48	36	30	23	30	18	22	23	19	10	10	11	8	10	6	5	4	2	7	5	3	1	4	0	5	1	3	1	1	1	3	4	0	0	0	1	3	0	0	2	0	0	2	0	0	0	0	0	0	1	0	2	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
0.03	north9_active	80	2930	1148	582	537	336	391	221	272	177	159	98	84	78	79	44	58	51	38	41	29	14	22	25	12	14	12	14	12	10	10	10	4	7	6	3	4	3	1	3	1	4	1	2	1	2	0	1	0	0	0	1	0	2	1	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	1	0	2	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
0.03	north10_all	80	6098	2533	1370	1110	834	777	476	460	356	263	186	192	172	147	113	113	87	104	77	61	40	48	44	30	29	20	27	19	20	22	11	11	14	14	5	7	8	7	5	5	7	5	6	1	4	0	5	5	3	1	2	1	4	3	0	0	0	3	4	0	0	1	0	1	2	1	0	0	0	0	0	1	0	2	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0
0.03	north10_active	80	2970	1161	593	534	376	427	214	239	174	134	80	81	78	83	40	58	47	51	32	31	17	24	15	13	16	10	12	13	8	9	6	5	8	6	1	3	3	2	2	4	4	1	4	1	2	0	1	3	0	0	1	0	2	0	0	0	0	1	2	0	0	1	0	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
0.03	north11_all	80	6018	2464	1524	1160	833	698	463	513	416	320	231	184	165	137	110	104	106	112	84	60	35	42	47	34	27	36	18	20	27	20	17	10	15	12	10	9	12	9	7	6	6	7	0	3	12	5	3	4	1	1	0	5	4	0	3	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north11_active	80	2988	1104	660	571	379	376	208	261	223	155	107	88	88	64	52	43	53	52	43	28	11	23	22	17	10	15	11	10	18	13	8	5	11	7	5	3	7	5	1	4	4	3	0	3	6	5	0	2	1	0	0	3	2	0	3	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north12_all	80	6122	2547	1511	1183	807	681	466	509	421	292	221	169	157	131	100	97	103	102	78	58	37	40	52	28	25	36	26	28	26	18	16	8	16	10	9	9	8	8	6	7	6	7	2	6	11	2	3	4	2	1	0	4	2	1	2	0	1	0	0	5	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north12_active	80	3071	1167	646	599	360	386	206	268	221	149	102	78	76	56	43	45	53	50	36	33	15	25	25	11	11	17	16	16	13	12	9	2	11	6	4	2	3	7	1	5	3	3	0	3	6	2	0	1	1	0	0	3	1	1	2	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north13_all	80	6054	2539	1491	1178	769	723	485	500	419	305	197	178	140	135	98	100	104	83	77	54	44	35	55	31	33	29	29	27	24	17	21	12	16	11	9	4	10	6	8	8	5	7	2	7	6	1	0	3	4	1	0	3	2	1	2	1	1	0	0	3	1	0	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	north13_active	80	2997	1173	614	597	345	399	215	271	217	148	92	86	72	56	39	48	53	41	36	30	20	20	28	14	12	11	15	14	9	13	11	3	9	8	5	0	4	3	2	3	2	3	0	4	2	1	0	0	1	0	0	1	2	1	1	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north14_all	80	6152	2560	1441	1228	781	715	475	490	408	314	201	165	137	149	101	93	106	94	67	53	45	40	54	32	34	25	29	31	16	15	16	14	13	17	7	3	9	7	6	8	4	3	5	6	3	2	1	3	5	0	0	1	1	3	2	1	3	0	1	4	1	0	1	0	1	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0
0.03	north14_active	80	3025	1194	591	616	358	405	224	254	194	148	91	83	67	62	38	37	58	52	32	31	23	25	24	17	14	12	15	20	4	11	8	5	7	10	4	1	4	3	2	3	2	2	2	2	2	1	1	0	2	0	0	0	1	2	1	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north15_all	80	6106	2512	1433	1190	778	712	466	489	387	309	208	170	155	142	112	98	119	103	77	52	60	46	50	31	43	28	25	31	15	16	19	15	15	17	7	5	11	8	5	9	3	2	4	5	4	2	1	4	5	0	0	1	1	2	2	1	2	0	1	4	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	north15_active	80	2988	1188	593	586	352	396	221	246	194	146	95	85	73	61	41	38	70	57	39	27	27	23	24	16	22	13	10	17	5	8	12	9	8	8	3	2	5	4	2	3	2	2	3	2	2	1	1	0	1	0	0	0	1	1	1	1	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	5986	2550	1447	1211	779	717	463	461	366	316	200	174	176	153	107	101	108	99	78	62	61	47	48	35	39	29	22	29	18	20	15	14	10	15	4	5	11	9	1	7	2	2	5	3	5	2	5	4	4	1	2	0	1	2	2	1	2	1	2	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	north16_active	80	2924	1227	611	626	357	394	233	218	186	155	87	83	77	66	39	39	58	50	41	23	30	19	22	15	22	13	7	12	8	9	9	8	6	6	1	4	3	3	0	4	2	1	4	1	2	1	5	0	2	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	6123	2539	1450	1182	796	736	464	427	359	291	204	173	169	143	108	106	114	79	79	57	60	38	50	28	40	27	21	31	26	15	18	16	15	9	5	6	14	7	6	5	3	5	6	6	4	2	5	5	3	1	2	0	2	2	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north17_active	80	3020	1199	616	593	348	390	220	204	196	141	83	77	83	67	44	50	64	40	44	20	30	13	25	14	19	9	5	14	12	7	10	10	9	4	1	4	7	3	3	2	2	2	4	3	2	2	4	2	2	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north18_all	80	6159	2567	1458	1176	758	756	457	419	364	291	195	192	183	150	106	110	115	78	88	63	58	40	49	35	43	29	20	28	26	13	18	17	17	9	7	7	16	5	7	6	4	6	3	7	3	4	5	6	2	1	4	0	4	1	1	1	1	1	1	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north18_active	80	2987	1198	613	582	317	385	224	222	200	144	80	90	90	70	51	64	60	35	50	23	30	15	23	17	15	11	9	15	14	6	7	10	8	4	3	3	7	2	5	3	2	2	2	3	2	2	4	2	1	0	0	0	1	1	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north19_all	80	6243	2570	1477	1130	768	790	448	425	346	265	186	182	164	151	97	107	109	89	75	48	56	42	40	38	40	31	19	32	26	13	17	20	14	11	10	8	18	5	11	6	6	5	2	11	2	3	5	7	2	2	3	0	3	1	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north19_active	80	3028	1165	619	551	339	393	194	220	181	130	79	88	77	69	43	58	51	45	40	20	28	20	16	16	10	13	11	22	14	8	5	10	7	5	7	4	7	3	6	3	2	1	1	5	2	1	3	2	1	1	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north20_all	80	6306	2609	1528	1126	749	739	450	467	366	268	190	187	172	160	94	105	110	96	76	54	54	41	44	39	35	29	25	28	23	17	23	19	15	15	13	7	13	9	11	6	6	1	1	13	3	3	4	6	2	1	3	2	2	1	2	2	1	0	0	0	0	0	1	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north20_active	80	3065	1209	649	548	341	382	190	252	185	128	88	95	81	72	45	54	49	51	38	18	19	21	21	20	7	13	16	18	12	11	13	11	6	5	8	4	3	4	5	3	1	0	0	5	2	1	2	2	0	1	0	1	0	1	2	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	5858	2611	1466	1156	792	767	478	473	399	293	198	197	203	146	138	91	124	100	83	61	45	41	55	39	37	21	29	24	28	21	15	14	14	5	5	8	18	9	7	5	3	4	5	7	1	5	3	4	2	3	3	1	1	1	1	1	1	0	0	0	4	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south21_active	80	2928	1219	620	553	379	403	212	250	203	148	82	88	109	73	69	40	57	43	45	26	21	18	29	17	19	10	18	10	19	9	10	8	3	2	2	3	8	6	3	3	1	2	2	2	0	3	2	3	1	3	1	0	0	0	0	1	0	0	0	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south22_all	80	5812	2629	1447	1201	800	748	476	465	409	286	191	181	219	140	125	101	114	93	64	56	44	47	64	40	31	21	25	20	31	28	15	12	12	9	7	8	14	11	4	8	4	3	4	6	1	4	2	2	1	3	2	0	0	1	2	0	0	0	0	0	0	2	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south22_active	80	2881	1191	617	564	390	377	224	238	219	141	79	84	110	68	60	49	54	42	35	25	22	17	37	17	15	11	13	10	19	10	10	8	3	6	4	4	8	8	3	5	3	2	2	1	0	2	0	2	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south23_all	80	5960	2554	1467	1219	798	741	479	483	397	288	191	176	204	125	106	104	111	89	66	46	42	56	66	36	34	18	23	21	28	26	18	13	8	9	10	4	12	10	9	10	6	2	1	7	2	2	3	3	1	3	2	0	0	1	2	0	1	0	2	0	0	2	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south23_active	80	2958	1150	655	585	402	370	222	254	215	144	87	81	97	57	52	51	59	47	37	20	21	18	40	15	16	7	12	11	17	12	11	7	2	6	7	3	7	6	3	6	3	0	1	2	0	1	0	3	1	3	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south24_all	80	6103	2593	1449	1167	833	698	466	482	397	283	200	165	174	122	108	111	111	92	66	40	47	49	60	33	26	26	22	21	24	21	24	11	10	12	9	2	7	7	8	10	6	2	4	5	2	1	2	3	2	2	0	2	0	2	1	1	1	1	3	0	0	2	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	2989	1145	635	565	413	365	215	264	225	146	99	82	78	53	47	56	57	44	34	19	25	14	34	15	10	10	11	7	12	9	12	6	7	7	7	2	6	5	2	5	2	0	1	4	0	0	0	2	1	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	6055	2523	1423	1123	824	721	437	485	400	306	207	191	179	137	111	117	102	98	84	40	50	50	46	41	21	28	24	22	23	20	29	7	18	12	12	4	3	7	12	9	6	5	4	5	3	3	1	3	3	0	0	2	0	1	1	2	2	1	3	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	2941	1135	614	540	385	391	194	270	212	164	107	87	82	61	52	55	53	55	45	19	25	18	25	24	11	8	12	11	12	9	16	3	8	5	8	3	1	5	2	4	2	3	1	4	1	1	0	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	6025	2514	1412	1110	821	767	407	485	368	289	205	181	172	135	109	116	115	96	91	54	44	42	39	41	22	29	24	26	19	15	30	8	25	13	11	5	5	6	10	5	7	5	5	3	2	4	4	2	7	3	0	3	1	2	0	2	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	2921	1144	589	528	364	437	177	262	192	148	109	80	85	53	47	47	57	49	51	24	21	18	23	26	10	10	11	14	11	8	20	4	14	6	6	3	2	3	3	3	3	3	2	3	1	2	2	1	5	3	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	5888	2487	1399	1110	792	734	424	450	351	271	193	193	166	141	107	118	103	102	87	54	45	39	40	43	28	26	15	28	18	19	21	11	24	12	10	5	8	7	12	5	8	6	5	2	2	4	5	3	9	3	0	2	1	1	1	1	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	2876	1124	599	532	346	404	197	224	171	137	86	80	84	61	48	50	49	51	43	23	17	20	20	21	12	11	6	14	9	7	15	5	12	6	5	2	4	2	4	4	4	3	3	2	1	2	3	2	5	3	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	5844	2464	1446	1124	752	740	437	447	316	253	219	177	153	151	100	109	95	97	77	50	50	38	46	37	28	27	19	31	13	18	12	16	25	11	12	6	11	6	10	5	9	4	3	2	1	1	5	3	7	4	0	3	2	1	1	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	2891	1113	621	539	317	391	206	216	151	116	101	78	71	72	41	51	44	49	36	21	19	20	20	20	14	13	8	14	5	8	10	6	13	7	6	2	5	1	4	4	6	2	2	1	0	1	3	2	4	4	0	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	5858	2407	1411	1102	784	695	457	449	315	257	206	153	151	152	102	105	79	109	69	48	46	35	51	36	37	29	16	30	14	21	13	17	20	15	12	6	13	6	8	5	6	4	3	2	2	2	5	3	2	4	0	2	2	1	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south29_active	80	2894	1063	621	517	330	349	222	210	151	117	86	75	82	74	43	46	32	54	27	20	18	20	20	16	16	13	7	10	8	7	9	4	12	9	7	2	8	1	4	4	5	3	2	0	0	2	3	2	0	4	0	2	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	5848	2373	1435	1109	794	683	459	474	350	275	217	165	164	143	95	102	82	88	66	55	38	30	50	37	28	31	19	24	13	19	22	18	14	12	11	7	12	5	6	4	2	5	3	4	3	1	4	3	0	1	1	2	1	0	0	2	0	1	1	4	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south30_active	80	2844	1053	630	510	331	343	214	226	189	132	101	79	85	76	40	48	36	44	30	20	16	16	22	18	12	12	10	9	6	7	16	5	6	7	6	1	7	1	3	2	2	4	2	0	0	1	3	2	0	1	1	2	1	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	6056	2584	1352	1130	808	737	473	488	362	333	202	183	158	166	104	85	123	89	59	57	43	55	60	41	34	45	29	23	23	16	27	16	15	4	11	4	6	10	9	5	3	6	6	5	0	3	2	5	1	3	3	5	1	2	0	0	1	1	1	2	1	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	2997	1183	581	563	330	359	204	264	189	177	93	73	84	81	55	40	58	46	30	24	21	27	30	21	19	26	12	12	8	11	12	8	7	1	4	1	2	6	4	4	1	2	3	1	0	1	0	2	0	0	0	3	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	6212	2619	1356	1138	782	723	464	493	358	301	211	185	176	159	99	85	115	95	69	58	50	53	53	38	39	37	26	25	23	17	22	13	16	8	15	5	6	11	9	3	4	6	6	11	1	2	2	5	1	4	0	4	0	1	0	0	1	1	1	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	3104	1212	604	546	330	380	195	261	192	156	97	80	94	75	47	46	62	44	37	28	20	27	29	16	20	19	11	13	12	12	10	6	9	2	8	1	3	6	5	3	1	1	4	6	1	1	0	2	1	0	0	3	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	6181	2585	1365	1155	792	734	446	494	357	286	225	187	161	157	104	84	94	89	63	58	56	48	38	31	34	35	23	29	20	23	15	11	17	12	13	4	6	13	11	1	6	6	6	10	2	2	1	3	1	4	3	3	0	1	0	0	1	1	1	0	2	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south33_active	80	3071	1212	601	554	347	389	203	262	181	150	104	82	87	79	45	39	54	42	33	26	26	23	22	17	16	17	8	12	14	11	8	6	7	6	8	2	3	7	3	0	2	1	3	5	1	1	0	0	1	0	2	2	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
