label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92
0.03	north15_active	80	2657	1119	680	701	802	522	237	233	194	137	81	72	39	82	79	80	30	69	30	42	20	16	26	24	9	15	9	18	11	8	7	5	7	7	4	2	4	6	4	2	2	10	1	1	1	3	0	3	2	0	4	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	5839	2589	1591	1279	1086	760	485	434	343	272	221	187	145	163	133	129	93	104	66	66	50	46	45	50	28	31	22	22	18	19	17	16	16	13	13	8	5	4	6	6	6	12	2	4	1	3	2	4	3	0	0	1	3	1	0	2	0	0	3	2	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north16_active	80	2671	1137	678	720	741	517	238	226	170	152	77	70	40	81	84	89	30	78	36	35	20	16	26	20	8	18	8	18	10	11	6	3	9	7	5	3	5	4	3	3	3	9	0	1	1	3	0	4	1	0	0	0	3	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	5818	2587	1583	1269	1015	758	494	440	340	271	221	190	149	170	139	140	96	103	66	69	53	48	50	39	35	30	24	22	19	22	19	16	19	11	12	11	8	4	6	3	4	8	4	3	3	5	1	2	1	0	0	2	3	1	0	1	0	0	2	2	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	2653	1135	672	705	688	517	247	238	174	157	76	75	45	83	91	99	28	77	34	37	23	18	27	10	10	15	8	16	12	10	8	4	12	6	5	4	6	3	1	2	2	5	0	1	2	4	0	2	0	0	0	0	2	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	5992	2651	1566	1254	1020	769	504	469	342	297	221	202	150	160	138	148	89	94	71	65	53	47	54	36	38	28	26	19	15	25	21	13	18	11	9	9	8	2	6	5	3	7	3	2	2	6	2	2	2	0	4	1	4	2	1	1	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	2758	1147	653	717	713	527	272	274	181	163	67	85	51	76	94	108	24	67	38	39	22	21	29	13	13	15	10	15	9	10	9	2	12	7	5	3	4	0	3	3	1	5	0	1	1	4	0	2	0	0	3	0	2	1	1	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	6103	2684	1538	1234	1064	811	565	442	314	318	216	210	149	164	138	146	77	95	77	76	58	49	53	33	33	30	28	23	17	20	16	15	13	13	7	9	11	4	7	5	6	6	3	1	3	6	2	5	2	2	5	2	3	2	2	1	0	1	1	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	2827	1150	618	691	744	568	307	256	156	186	69	96	46	76	84	109	25	63	41	53	17	18	29	15	11	12	11	15	11	6	8	5	10	9	4	2	4	2	4	3	2	5	0	1	2	4	0	5	0	0	4	0	1	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	6180	2689	1514	1223	1099	818	587	458	304	342	234	212	139	150	148	153	84	90	92	71	51	47	56	33	30	29	27	20	19	22	19	12	8	15	6	7	13	4	7	10	5	6	3	5	2	5	2	7	2	3	5	2	1	3	4	1	0	1	0	0	1	0	2	1	0	0	1	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	2888	1172	625	703	785	577	306	262	153	185	75	94	39	71	91	115	34	58	48	51	15	17	38	19	9	13	11	13	10	11	8	4	6	12	5	2	5	3	5	7	1	3	0	3	1	3	0	7	0	0	4	0	0	1	2	0	0	1	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	5351	2477	1848	1465	894	766	455	495	352	259	230	159	142	150	115	106	83	79	78	60	49	45	53	38	35	20	20	30	25	19	12	10	16	7	11	6	15	5	9	5	3	2	2	7	7	7	2	1	1	3	2	3	1	1	2	1	1	2	1	3	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1
0.03	south21_active	80	1591	899	1039	1024	517	530	148	325	203	110	72	43	44	91	48	66	50	29	51	22	21	20	36	13	20	6	3	22	14	8	4	4	4	2	8	2	4	4	3	1	0	0	1	5	2	3	2	1	1	2	2	2	1	1	1	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south22_all	80	5377	2514	1843	1507	888	810	487	488	355	281	228	168	143	141	117	100	102	88	70	58	48	43	61	40	32	26	26	25	26	25	12	22	14	7	10	5	17	5	11	7	1	2	2	4	5	6	3	1	0	3	1	3	1	0	2	1	0	2	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
0.03	south22_active	80	1595	929	1036	1069	517	546	171	320	213	120	69	41	39	91	42	64	70	29	43	26	18	21	46	15	18	8	4	19	17	10	3	9	4	1	7	3	6	4	5	2	0	1	0	2	3	3	3	0	0	2	1	3	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south23_all	80	5281	2514	1796	1438	943	808	499	493	363	296	210	185	137	152	108	96	109	86	78	59	55	41	56	44	33	26	26	27	20	28	8	22	9	10	9	9	16	8	12	5	1	4	1	4	6	2	2	2	2	3	1	2	0	1	2	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
0.03	south23_active	80	1480	929	996	1000	547	551	189	319	214	136	71	50	35	99	44	63	74	25	46	23	19	21	40	17	22	8	3	20	14	10	3	10	4	4	5	3	6	7	6	1	0	1	0	3	3	2	2	1	1	2	1	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	south24_all	80	5267	2518	1721	1367	970	817	484	502	354	286	200	211	145	145	105	96	123	83	82	58	60	35	52	38	28	31	27	38	24	20	10	23	7	10	10	7	10	10	10	6	2	5	2	3	5	0	2	4	2	1	1	3	0	1	1	1	0	0	0	1	0	2	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	1500	923	939	945	549	547	177	309	210	129	66	55	39	83	40	55	83	24	43	19	23	18	36	18	16	8	9	24	17	8	3	13	2	4	5	1	3	6	5	2	0	1	0	2	3	0	2	1	1	1	0	3	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	5259	2507	1665	1331	946	819	450	479	354	281	190	193	145	152	97	91	131	61	89	58	52	37	56	33	32	31	25	33	18	12	11	16	9	17	12	10	8	12	8	4	3	5	1	3	6	0	2	4	2	2	1	3	0	2	1	1	0	0	0	0	0	2	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	1508	884	872	912	508	554	166	287	189	128	58	57	39	77	33	49	82	16	48	16	19	21	33	12	16	5	10	22	13	4	5	10	3	5	5	2	1	5	3	2	0	1	0	1	2	0	2	1	1	2	0	2	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	5331	2510	1646	1347	877	744	455	466	332	301	190	184	134	147	113	92	125	51	89	52	55	39	45	35	39	30	21	28	18	12	13	13	9	16	7	12	8	10	9	4	3	6	3	2	12	0	1	3	2	3	2	4	1	4	1	1	0	0	0	0	0	2	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	1581	827	828	891	445	490	145	268	186	124	55	49	41	67	34	44	71	15	48	13	18	20	24	13	18	6	9	19	12	7	4	9	3	7	2	6	2	3	4	2	0	3	2	0	3	0	0	0	1	3	1	3	1	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	5408	2505	1662	1410	894	712	444	449	366	317	203	165	118	126	124	74	111	61	83	51	55	55	49	34	35	26	20	20	21	19	12	18	11	17	8	11	9	6	7	5	5	4	3	6	12	1	2	1	1	3	1	2	1	3	2	0	0	0	0	0	0	1	0	2	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	1596	848	804	926	433	457	130	263	201	136	59	51	36	51	36	30	55	20	45	14	12	24	21	9	15	5	6	13	15	12	5	14	3	6	3	8	2	2	3	2	1	4	2	3	4	0	0	0	0	3	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	5328	2445	1678	1371	884	719	458	464	339	281	187	180	137	130	136	83	110	70	76	53	66	51	39	34	37	25	22	18	23	19	14	14	11	13	9	12	9	4	7	3	5	5	4	5	12	2	4	1	1	3	1	1	1	3	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	1626	831	832	868	437	452	140	284	198	111	53	56	40	56	43	37	60	28	39	17	13	20	16	10	16	9	4	11	14	14	7	12	5	5	7	8	2	2	2	1	1	4	3	3	4	0	1	0	0	3	1	1	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	5363	2489	1687	1359	910	722	489	482	330	283	205	165	142	135	132	92	99	77	76	54	58	56	49	39	40	25	26	22	20	19	12	14	9	12	7	5	6	5	7	2	4	3	4	4	6	3	5	1	2	4	2	1	1	2	3	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	1632	854	837	864	447	449	152	295	196	130	57	51	38	60	47	45	53	26	39	17	9	27	18	13	19	9	6	15	10	14	5	10	5	6	6	3	0	4	3	0	1	2	3	3	4	1	2	1	1	3	1	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	5319	2480	1618	1380	860	736	508	502	340	271	190	179	141	146	124	96	95	85	76	53	49	50	47	41	33	25	19	28	17	22	13	10	5	7	7	6	5	7	6	5	4	2	4	1	7	3	4	3	1	2	1	2	0	1	3	2	0	1	1	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	1634	847	806	898	404	460	170	311	203	118	55	48	34	68	46	47	52	30	39	12	9	24	17	11	14	11	4	21	9	17	4	6	4	3	6	3	0	4	4	3	1	1	3	0	5	2	2	1	1	1	0	1	0	1	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	5314	2560	1734	1485	893	851	459	486	403	307	224	167	144	163	120	125	96	63	85	59	60	36	42	41	36	29	25	28	22	16	8	14	13	13	20	14	13	10	8	7	5	6	3	3	3	6	2	1	8	8	1	3	1	3	1	0	0	1	0	0	0	0	0	1	1	2	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	1529	929	965	1080	496	597	134	334	228	146	65	46	44	78	52	72	59	14	56	17	25	20	27	18	19	4	6	24	13	9	2	4	6	6	11	10	2	7	2	4	0	3	1	2	2	3	0	0	7	7	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	5424	2616	1770	1482	875	818	489	501	421	289	237	166	137	162	128	143	90	62	80	54	61	45	49	40	31	26	16	32	24	14	9	17	12	14	17	18	14	9	6	7	3	6	4	5	3	4	2	1	2	2	1	2	0	3	3	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	1536	970	987	1086	488	555	150	360	250	122	69	45	40	86	58	85	60	17	47	17	26	21	25	17	18	6	4	26	15	8	2	7	5	6	9	14	3	7	2	4	0	3	1	2	2	1	1	0	2	1	0	0	0	1	1	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	5362	2645	1775	1471	888	816	476	488	423	289	250	171	133	162	129	132	96	71	75	56	71	55	48	44	29	26	13	32	27	17	8	18	15	14	11	16	12	11	4	7	5	6	4	3	3	2	1	3	2	3	1	5	0	2	4	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
