label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50
0.03	north1_all	80	56784	14974	6597	5338	2722	1869	1534	1173	701	726	765	257	326	173	126	160	80	58	33	32	56	14	24	21	16	9	6	10	3	2	7	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	34089	7908	3025	2824	1276	847	766	611	371	407	428	110	203	84	72	91	44	34	16	21	36	5	9	14	12	5	2	6	2	0	6	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	54127	14603	6517	5292	2700	1836	1461	1115	685	685	732	242	315	177	117	163	89	65	37	32	57	16	22	16	17	6	8	10	1	4	15	0	2	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north2_active	80	31980	7617	2956	2827	1260	812	719	579	348	387	408	102	196	87	58	98	44	36	14	19	33	5	11	10	11	2	3	7	0	1	13	0	1	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north3_all	80	53976	14596	6614	5273	2682	1740	1429	1075	696	652	786	240	344	173	121	150	91	59	35	32	49	22	25	21	10	3	5	11	3	4	10	0	5	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north3_active	80	31801	7516	3011	2783	1241	765	690	555	344	357	475	97	212	87	57	88	46	24	16	18	28	10	14	13	8	1	3	8	2	1	9	0	3	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north4_all	80	53798	14815	6694	5214	2660	1709	1427	1037	645	621	871	239	323	176	129	158	79	55	32	31	45	20	24	22	8	2	4	11	3	5	11	2	3	0	0	1	0	1	1	0	0	0	0	2	1	0	0	0	0	0	0
0.03	north4_active	80	31731	7655	3047	2850	1249	770	714	524	307	335	576	100	193	91	64	99	40	18	16	12	26	10	13	11	4	0	3	6	2	2	9	1	2	0	0	0	0	1	1	0	0	0	0	2	1	0	0	0	0	0	0
0.03	north5_all	80	53802	14926	6735	5173	2628	1695	1426	1073	652	595	821	236	338	178	126	160	84	48	41	37	44	18	21	13	6	1	3	5	3	6	9	2	3	0	1	1	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0
0.03	north5_active	80	31964	7689	3097	2797	1225	760	740	552	321	319	557	97	209	97	62	99	52	17	21	17	25	9	10	5	2	0	2	3	2	2	8	1	2	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0
0.03	north6_all	80	53737	14906	6778	5187	2642	1714	1440	1078	656	597	798	229	308	167	126	168	82	52	47	39	68	13	16	9	11	3	1	8	3	2	3	2	2	0	1	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0
0.03	north6_active	80	31971	7737	3082	2789	1238	790	749	560	313	322	526	103	186	91	62	102	46	19	19	16	40	5	6	4	6	1	1	4	3	1	2	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north7_all	80	53384	14734	6707	5155	2626	1792	1458	1107	687	615	743	236	298	175	126	177	78	53	60	36	68	16	17	13	10	5	1	8	4	4	4	3	1	1	2	0	1	1	2	1	0	0	1	1	1	0	0	0	0	0	0
0.03	north7_active	80	31709	7587	3044	2755	1210	845	753	574	330	330	448	115	179	93	67	111	39	24	27	18	37	6	5	7	6	2	1	4	4	3	3	0	1	1	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north8_all	80	53511	14694	6609	5135	2704	1833	1499	1111	669	644	708	242	283	190	136	176	87	56	53	34	74	15	14	17	11	7	1	9	4	4	5	3	1	1	2	0	1	0	2	1	0	0	2	0	0	0	0	0	0	0	0
0.03	north8_active	80	31755	7560	3049	2662	1242	870	745	577	325	340	417	115	164	101	78	116	40	27	24	13	42	7	5	7	7	3	1	4	4	3	3	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north9_all	80	53202	14691	6494	5177	2628	1835	1514	1093	669	668	741	241	293	188	134	203	93	60	43	34	59	17	15	20	9	7	3	7	3	4	5	4	2	3	1	0	1	0	6	1	0	1	1	0	0	0	0	0	0	0	0
0.03	north9_active	80	31672	7599	2976	2712	1210	851	763	570	325	375	437	110	176	99	75	124	42	32	21	12	32	7	6	9	5	2	2	3	3	3	3	0	1	3	1	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	54557	15066	6527	5228	2642	1846	1538	1078	707	687	728	253	310	207	141	191	117	51	48	33	48	17	22	22	8	10	4	6	4	1	7	2	2	2	0	0	0	1	5	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north10_active	80	32762	7918	3042	2782	1234	852	788	573	343	385	439	110	186	102	70	113	55	25	23	13	27	7	14	14	4	3	3	4	2	0	1	0	1	2	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	56938	15327	6845	5254	2915	1853	1547	1125	695	684	797	266	328	208	88	184	86	58	40	31	33	16	27	27	11	11	9	11	8	6	3	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	34174	7952	3188	2755	1416	854	805	583	338	365	493	127	172	106	36	112	42	31	18	18	14	5	14	13	7	6	5	7	5	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	54411	14527	6809	5107	2868	1802	1454	1098	726	669	736	236	321	187	94	176	77	64	42	22	34	15	24	21	7	11	10	7	8	3	2	0	1	5	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	32357	7524	3081	2681	1355	811	731	596	366	332	409	116	168	98	41	116	43	37	22	8	19	5	12	11	4	5	5	3	4	1	1	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	53426	14543	6697	5054	2731	1777	1482	1052	696	623	706	230	323	171	107	183	71	60	44	23	47	14	21	22	8	12	6	4	9	3	1	0	1	9	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0
0.03	north13_active	80	31729	7524	3054	2583	1240	795	766	561	343	318	404	118	189	92	49	125	44	34	28	9	20	4	9	10	6	7	2	2	6	1	0	0	0	9	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	53010	14442	6595	4938	2712	1754	1507	1122	691	646	730	244	337	171	102	187	78	51	38	23	52	17	13	15	5	9	7	2	8	3	1	0	2	9	2	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	1
0.03	north14_active	80	31467	7507	2986	2539	1199	784	791	587	344	321	417	118	199	87	50	122	45	27	20	10	25	6	3	5	3	5	3	2	5	1	0	0	0	9	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	53323	14692	6640	4957	2671	1796	1527	1108	675	662	717	226	319	191	110	187	87	53	33	24	55	15	11	18	5	12	7	2	7	1	1	1	1	4	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	1
0.03	north15_active	80	31647	7596	3008	2512	1167	787	786	548	336	344	410	105	183	95	55	107	46	27	14	11	21	6	4	9	4	6	3	2	5	1	0	0	0	4	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	52745	14806	6632	4978	2654	1742	1533	1124	672	630	733	227	303	228	123	164	95	59	38	25	37	17	14	18	4	8	5	2	5	1	2	1	2	0	2	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1
0.03	north16_active	80	31332	7644	3012	2553	1174	779	774	544	333	328	421	114	157	117	62	78	48	31	11	13	17	9	5	12	1	3	2	1	3	0	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	53185	14772	6718	5111	2576	1807	1469	1115	685	617	790	233	300	240	131	138	85	63	52	27	44	18	22	19	5	5	4	2	12	3	2	1	1	0	0	1	1	0	3	1	0	0	0	0	0	0	0	0	1	0	0
0.03	north17_active	80	31726	7569	3066	2679	1159	805	717	567	332	335	437	104	157	122	70	74	35	31	18	14	15	8	11	10	2	1	1	0	8	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	53203	14689	6730	5196	2603	1801	1444	1116	663	617	772	265	262	243	133	132	86	58	52	25	40	14	22	16	5	7	5	4	11	4	1	0	1	4	0	1	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north18_active	80	31804	7563	3038	2712	1174	830	702	587	306	328	435	120	125	129	66	74	31	29	21	13	15	6	11	5	1	3	0	2	6	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	53744	14742	6675	5267	2590	1854	1442	1089	684	623	832	269	258	210	135	161	81	54	52	26	42	14	22	13	7	7	6	5	10	5	0	1	0	4	0	1	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0
