label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48
0.03	north1_all	80	38624	15154	9006	10882	6495	2718	1934	1057	743	762	542	396	243	475	155	155	136	107	159	50	41	51	8	18	8	12	4	5	1	4	1	5	1	2	10	0	1	0	9	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	18208	6107	4600	9308	5387	1636	1184	338	229	431	342	215	42	378	59	105	77	93	150	27	19	41	2	8	2	9	0	0	1	0	1	5	1	0	10	0	0	0	9	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	38623	15084	9021	10859	6557	2719	1919	1046	726	705	562	392	241	390	141	155	122	155	190	63	44	53	12	15	6	10	5	5	2	3	1	9	1	1	1	0	1	0	9	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	18201	6068	4632	9308	5438	1648	1167	347	226	399	341	203	46	315	57	94	79	138	177	44	23	45	8	8	1	7	0	0	1	1	1	9	1	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	38452	15081	9120	11046	6557	2692	1893	1089	733	674	560	358	232	377	151	154	116	161	175	67	47	54	12	13	7	9	5	3	3	2	1	7	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	18129	6075	4686	9496	5490	1606	1147	368	226	384	338	198	48	302	68	87	62	145	163	49	23	49	9	4	1	7	2	1	1	2	1	7	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	38676	15099	9025	10726	6493	2615	1897	1039	751	658	541	355	227	349	130	134	109	189	121	65	54	33	12	13	11	3	5	5	4	3	2	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	18230	6100	4644	9251	5465	1552	1156	346	218	367	321	191	49	293	53	78	56	174	109	43	31	28	9	6	2	3	3	1	2	2	2	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	38903	15101	8944	10951	6621	2637	1925	1043	731	660	520	358	213	343	148	135	93	170	122	49	54	42	14	17	13	5	6	5	3	5	1	3	12	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north5_active	80	18507	6140	4586	9490	5603	1511	1189	360	222	387	320	197	50	277	65	94	48	150	114	31	37	37	9	5	5	4	4	1	2	1	1	3	9	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north6_all	80	38820	15208	8905	11207	6909	2616	1957	1031	722	649	509	378	227	346	160	160	88	180	158	53	50	38	14	17	16	11	8	6	3	4	2	2	10	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0
0.03	north6_active	80	18377	6295	4548	9652	5858	1516	1216	346	216	394	287	204	54	284	77	113	44	162	145	28	40	33	7	6	5	10	6	1	2	0	1	0	7	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0
0.03	north7_all	80	38876	14994	8890	11466	7004	2605	1909	1062	729	685	492	385	254	353	157	158	91	205	135	50	47	48	19	16	12	14	6	6	5	5	2	2	8	1	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0
0.03	north7_active	80	18273	6173	4540	9829	5869	1490	1172	363	224	419	285	197	63	295	68	112	58	185	120	29	29	43	12	5	3	9	4	1	2	0	0	0	7	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0
0.03	north8_all	80	38706	14920	8830	11569	6861	2573	1892	1049	730	698	509	382	272	327	142	157	97	215	130	56	51	45	23	14	12	15	15	5	4	2	3	2	8	1	1	0	0	0	0	0	0	0	2	0	1	1	0	0	0
0.03	north8_active	80	18031	6107	4527	9874	5659	1507	1146	361	217	429	304	198	69	275	59	98	65	194	116	35	31	39	12	7	2	8	10	2	1	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0
0.03	north9_all	80	38376	14924	8866	11289	6644	2556	1879	1050	761	696	544	362	252	344	135	139	86	173	161	48	40	36	20	18	12	15	17	4	8	2	4	1	8	1	6	0	0	0	1	0	0	0	0	0	1	0	1	0	0
0.03	north9_active	80	17596	6075	4494	9566	5418	1481	1133	331	224	420	340	185	63	286	60	82	60	155	148	33	21	31	11	11	5	8	11	1	2	0	0	0	7	0	5	0	0	0	0	0	0	0	0	0	1	0	1	0	0
0.03	north10_all	80	37595	14707	8726	10331	6083	2526	1841	1006	745	695	526	350	236	363	121	137	88	149	155	50	38	34	22	18	14	16	17	4	7	3	2	1	8	1	7	0	0	0	1	0	0	0	0	0	1	0	1	0	0
0.03	north10_active	80	16356	5645	4201	8590	4844	1378	1046	304	217	408	319	167	55	302	51	83	49	136	147	37	23	26	7	12	5	11	11	2	1	0	0	0	7	0	7	0	0	0	0	0	0	0	0	0	1	0	1	0	0
0.03	north11_all	80	38924	15105	8900	11178	6399	2694	1966	1117	791	624	550	352	256	340	150	141	101	127	171	63	57	47	16	6	7	22	6	6	3	1	1	2	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0
0.03	north11_active	80	18291	6101	4597	9618	5320	1628	1224	355	229	346	325	194	48	276	57	96	74	111	150	48	33	40	8	1	2	9	2	3	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	38984	14935	8924	11284	6458	2620	1918	1090	825	635	553	337	247	300	146	154	81	118	136	56	57	39	20	9	9	7	8	4	2	4	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0
0.03	north12_active	80	18341	6017	4564	9619	5363	1538	1180	357	241	361	343	169	56	251	57	109	60	103	117	40	36	31	11	4	4	3	3	3	0	2	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	38766	15040	8993	10936	6261	2584	1938	1104	797	655	583	332	250	322	146	131	76	155	110	65	50	40	17	7	9	10	11	4	4	3	3	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north13_active	80	18211	6053	4624	9302	5210	1532	1167	368	231	353	357	163	55	269	59	88	52	144	94	44	31	32	8	4	4	6	6	2	0	2	3	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
