label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50
0.03	north1_all	80	58751	14370	8637	5439	3329	2152	1588	1323	804	705	510	325	563	206	163	148	91	83	48	83	34	15	14	38	17	15	7	4	2	3	0	3	4	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	44004	4463	4150	2677	1238	702	745	745	400	453	291	66	487	107	95	107	57	50	36	58	16	8	5	33	7	13	3	3	2	2	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	58569	14310	8790	5337	3306	2140	1512	1232	804	728	507	325	599	209	137	152	97	82	61	83	28	20	20	44	16	14	5	2	2	2	2	1	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	43941	4426	4217	2605	1212	716	692	680	392	463	297	55	513	108	76	110	64	53	49	50	13	11	5	39	9	12	3	2	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	58341	14504	8743	5246	3203	2084	1572	1188	841	767	482	339	590	177	135	151	124	93	64	84	34	29	20	50	13	23	4	3	2	1	10	2	3	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	43642	4566	4250	2542	1134	703	738	655	428	497	281	67	499	83	81	103	83	66	48	49	15	17	6	44	9	21	2	3	2	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	58227	14572	8872	5285	3122	2122	1546	1169	823	758	476	322	507	156	128	151	133	91	102	63	37	34	18	39	8	38	4	6	2	2	10	2	1	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	43846	4571	4342	2590	1088	715	694	652	395	512	275	65	413	64	78	101	89	65	85	44	16	19	7	35	6	37	2	5	2	1	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	58453	14733	8722	5210	3146	2132	1599	1226	824	730	472	297	516	172	141	163	125	102	98	53	48	34	21	54	8	38	8	7	1	4	8	4	1	0	3	2	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	north5_active	80	43997	4656	4311	2596	1099	739	743	682	390	498	268	69	423	70	91	110	86	66	82	36	22	18	11	51	5	35	2	6	1	3	8	1	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	north6_all	80	58413	14560	8810	5305	3185	2225	1604	1257	854	694	485	277	543	151	161	189	123	118	105	53	46	32	20	71	4	35	7	14	3	4	0	4	2	0	1	2	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	north6_active	80	44025	4582	4404	2624	1107	754	718	708	402	460	265	69	454	65	105	132	82	81	87	38	24	18	12	67	1	31	1	10	3	4	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	north7_all	80	58002	14356	8888	5310	3162	2203	1623	1268	855	714	529	303	508	176	184	192	104	115	98	53	47	27	18	57	4	28	10	13	4	4	0	3	4	0	3	1	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0
0.03	north7_active	80	43397	4445	4452	2593	1121	774	722	714	400	469	315	86	435	86	112	131	54	80	83	40	20	15	11	53	0	25	1	8	4	4	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	north8_all	80	55621	14419	8684	5298	3079	2176	1618	1231	858	690	527	299	499	176	178	206	99	102	88	46	38	27	16	45	6	20	7	12	7	2	0	2	4	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	40360	4186	4196	2492	1038	737	679	638	394	444	312	88	420	86	102	143	47	74	70	32	11	16	11	40	2	14	2	6	7	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	53091	14326	8323	5101	3142	2152	1551	1170	801	668	518	293	435	184	159	144	97	82	80	42	41	25	19	29	6	22	7	15	18	1	0	3	2	0	2	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north9_active	80	37266	3874	3719	2264	970	687	613	555	350	419	287	82	368	75	84	100	49	57	63	33	10	13	12	24	2	16	2	7	14	1	0	2	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north10_all	80	50707	14179	8011	4972	3183	2074	1536	1110	780	645	490	287	421	169	160	130	81	56	67	41	38	23	22	18	9	20	5	7	15	0	1	3	5	0	3	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north10_active	80	34241	3570	3290	2096	915	612	584	482	319	374	253	75	341	63	86	84	42	39	48	29	9	12	10	12	4	14	2	3	11	0	1	3	3	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north11_all	80	59301	14377	8710	5445	3202	2197	1612	1271	869	740	549	308	607	209	175	186	87	80	96	63	34	24	15	28	8	17	5	8	8	5	8	3	1	1	0	0	0	0	3	0	1	0	1	0	1	0	0	0	0	4	0
0.03	north11_active	80	44458	4543	4229	2753	1157	753	732	694	438	470	345	63	544	110	97	134	54	63	71	50	15	14	7	24	3	14	0	7	3	5	6	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0
0.03	north12_all	80	59491	14503	8731	5580	3200	2149	1623	1309	872	796	529	302	570	220	179	188	79	80	87	52	28	19	10	28	8	22	4	5	9	5	7	2	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	4	0
0.03	north12_active	80	44843	4562	4193	2842	1132	716	732	743	442	524	318	64	512	121	102	129	55	55	66	39	13	12	3	24	2	21	0	4	3	5	6	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
0.03	north13_all	80	58956	14402	8672	5490	3190	2178	1658	1292	823	814	548	282	572	199	168	197	82	88	86	71	36	13	13	30	10	24	5	2	9	4	7	1	1	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north13_active	80	44465	4480	4143	2764	1156	755	712	733	430	514	321	65	506	105	105	121	49	56	65	58	15	11	4	25	1	24	0	1	2	4	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	58424	14392	8609	5345	3141	2126	1624	1306	841	799	579	271	524	195	152	210	86	84	65	64	34	13	11	35	7	25	4	2	6	3	4	0	0	1	1	1	2	1	1	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north14_active	80	43994	4504	4104	2740	1132	739	702	764	442	518	332	64	430	103	92	145	53	49	49	54	13	7	1	31	2	25	0	1	1	2	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
