label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82
0.03	south23_active	80	1188	868	468	393	219	282	161	88	152	42	82	169	228	53	20	28	31	31	10	28	15	23	41	174	17	6	20	7	4	4	2	26	0	33	21	23	0	1	2	43	2	14	2	3	0	1	3	13	0	4	1	0	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0
0.03	south24_all	80	3663	1753	1111	779	535	471	337	282	260	159	171	209	258	90	58	67	65	54	32	47	31	41	41	168	29	30	34	10	13	12	8	25	7	48	12	12	2	6	4	30	4	18	2	4	3	3	11	8	2	4	3	1	3	0	0	2	1	0	0	11	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0
0.03	south24_active	80	1171	846	463	381	232	267	178	90	155	33	92	139	213	59	17	31	38	30	8	30	12	18	31	155	19	7	24	7	5	3	2	19	0	46	9	11	0	2	2	30	3	16	1	3	0	2	8	8	0	4	2	1	3	0	0	2	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
0.03	south25_all	80	3694	1794	1050	781	554	455	349	275	253	158	172	179	259	104	64	65	64	54	32	53	30	40	29	168	25	33	26	9	10	9	10	19	5	60	14	11	4	7	2	29	3	16	3	5	3	3	10	3	3	14	3	1	1	1	0	2	1	0	0	14	0	0	0	2	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
0.03	south25_active	80	1184	832	425	387	231	253	179	89	147	35	87	127	212	62	19	31	33	32	8	36	11	19	20	158	16	7	17	4	4	4	5	15	0	57	12	10	3	1	2	29	2	15	1	4	0	1	7	3	1	14	1	1	1	0	0	2	0	0	0	14	0	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
0.03	south26_all	80	3633	1808	1022	769	536	447	350	280	275	167	172	152	233	98	70	57	73	58	31	53	28	40	29	120	25	24	22	9	11	11	10	19	5	52	13	16	5	7	3	12	8	16	1	3	2	3	9	3	1	14	3	1	2	1	0	0	1	0	0	14	0	0	0	2	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	1148	770	401	350	225	240	171	84	157	35	85	95	190	51	20	33	36	31	10	33	8	17	19	111	17	5	15	3	4	6	5	13	1	50	11	14	3	1	0	12	7	15	0	3	0	1	7	3	1	14	1	1	2	0	0	0	0	0	0	14	0	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	3660	1852	1009	801	535	435	359	262	260	166	152	142	168	92	81	60	65	58	29	61	24	41	22	102	21	20	16	12	8	13	7	13	5	28	15	11	7	4	4	5	9	10	1	1	0	1	4	4	1	14	2	0	1	1	0	5	0	0	0	3	0	0	0	2	0	0	0	10	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	south27_active	80	1067	716	376	344	205	232	150	76	137	36	61	85	125	44	22	27	27	25	14	39	8	20	12	96	14	4	10	4	2	8	5	8	1	25	13	9	5	1	0	4	8	10	0	1	0	0	4	3	1	14	0	0	1	0	0	5	0	0	0	3	0	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	south28_all	80	3626	1817	1016	790	524	428	348	259	255	167	153	139	164	93	76	54	49	47	34	54	17	38	28	86	24	23	16	14	6	19	6	12	10	12	20	10	5	1	6	7	9	6	2	0	0	1	3	9	2	0	0	0	1	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0
0.03	south28_active	80	993	684	367	321	186	208	134	69	137	33	57	79	121	42	25	15	20	20	13	27	7	16	14	81	15	4	10	4	1	13	2	8	5	9	17	8	2	0	1	5	8	5	0	0	0	0	3	8	1	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	south29_all	80	3631	1804	1045	760	523	432	335	247	235	173	159	137	154	84	72	64	60	44	41	45	29	38	24	84	20	15	20	13	8	15	5	13	9	4	29	8	5	3	5	10	8	5	4	2	0	1	7	7	1	2	1	0	1	0	0	5	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
0.03	south29_active	80	929	688	350	317	181	192	127	67	122	41	60	79	110	42	25	14	32	15	16	20	10	13	12	79	10	2	9	4	1	10	1	10	4	0	26	8	3	0	1	7	6	4	0	2	0	0	7	5	0	2	0	0	1	0	0	5	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south30_all	80	3675	1804	1054	751	571	468	339	256	227	156	155	136	181	89	67	64	56	42	46	44	39	48	30	83	25	14	21	13	6	17	7	14	15	14	26	5	4	3	4	8	9	3	5	2	0	2	5	7	1	10	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0
0.03	south30_active	80	936	683	338	311	198	205	136	73	120	43	66	75	129	42	21	12	28	17	15	20	15	20	16	75	12	2	7	3	0	7	2	13	7	10	23	4	1	0	1	5	6	2	1	2	0	0	5	5	0	10	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	south31_all	80	3784	1901	1170	764	584	495	350	260	280	179	177	206	284	96	76	63	54	60	38	52	39	30	36	155	26	24	22	17	14	11	14	34	9	45	44	24	4	8	2	8	6	9	3	0	1	2	2	9	1	4	1	1	1	1	2	2	2	0	0	1	0	0	2	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	1233	923	510	395	227	286	166	83	166	34	90	146	240	52	30	27	26	24	13	37	17	16	20	145	15	7	12	4	5	6	7	33	2	45	42	23	1	4	1	8	6	9	3	0	0	0	2	9	0	3	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	3749	1851	1130	778	549	483	338	269	304	157	160	183	249	102	79	68	54	52	44	52	26	32	39	136	32	17	18	16	13	12	11	29	11	42	22	22	1	8	3	4	8	9	3	0	1	3	2	8	1	3	3	1	2	1	2	1	2	0	1	1	0	0	1	1	0	2	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south32_active	80	1192	854	467	396	212	266	151	83	183	35	73	124	212	57	28	26	24	17	11	28	10	14	25	126	25	3	12	4	4	3	6	28	3	42	21	22	0	5	1	4	6	9	3	0	0	0	2	8	0	2	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	3779	1799	1093	757	545	481	332	283	287	159	171	169	218	105	77	71	51	51	48	59	26	30	35	109	24	11	16	18	5	13	9	15	8	27	24	17	1	8	6	7	8	15	2	2	2	4	3	4	1	2	3	3	3	1	1	1	2	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south33_active	80	1159	799	406	354	204	259	141	95	161	38	66	115	181	60	28	19	19	19	12	28	6	14	20	98	16	3	8	6	1	2	6	15	2	25	22	17	1	3	1	6	6	15	2	2	1	1	2	4	0	1	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	3722	1822	1076	738	532	466	347	294	284	162	152	156	170	110	79	63	53	55	46	54	22	29	36	124	28	11	16	14	7	14	10	13	6	28	32	18	4	8	5	9	7	9	4	3	1	2	2	3	0	0	2	2	2	1	0	0	0	0	1	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south34_active	80	1102	767	379	328	187	236	156	102	152	35	66	89	137	58	29	21	19	20	12	27	4	11	22	109	18	4	7	5	2	1	6	13	2	26	30	18	3	3	0	7	5	9	3	3	1	1	1	3	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	3725	1863	1119	755	542	457	338	273	265	167	154	160	167	107	88	70	49	59	42	50	25	27	34	145	23	12	20	17	8	13	9	18	6	20	33	16	4	5	4	11	7	10	4	3	2	3	2	6	1	1	1	2	1	1	0	0	1	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	south35_active	80	1085	778	405	343	208	246	156	89	143	37	67	107	133	52	31	28	19	25	11	29	4	11	19	133	12	5	10	10	2	2	5	18	2	17	31	15	3	2	0	9	5	9	3	3	1	2	1	6	0	1	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	3689	1943	1129	817	542	481	342	252	282	171	165	147	197	107	87	68	46	54	33	47	25	32	34	162	28	17	18	14	7	12	9	27	5	50	35	22	5	7	1	10	3	4	4	3	1	2	2	3	3	2	1	0	1	0	0	0	1	3	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	1147	859	428	386	235	273	161	79	167	41	86	98	160	54	27	32	19	22	12	26	10	13	23	151	17	6	9	10	1	4	5	25	2	47	32	20	3	2	0	9	3	3	3	3	0	1	2	3	0	2	0	0	0	0	0	0	1	3	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	3731	1925	1106	847	556	468	379	240	295	185	177	156	219	91	95	59	50	40	32	39	20	32	33	184	28	14	20	14	10	12	18	28	10	55	17	20	4	4	2	9	5	7	4	2	2	2	2	4	3	2	1	0	0	1	1	1	1	3	0	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
