label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47
0.03	north1_all	80	42015	14473	12846	4516	6377	3602	1434	1035	1893	522	356	588	294	316	110	84	58	60	52	48	24	33	29	9	18	7	4	4	3	11	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0
0.03	north1_active	80	23832	5627	9684	1425	5291	2791	495	392	1657	190	105	487	142	248	28	16	10	17	20	40	13	26	25	7	16	3	1	2	3	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north2_all	80	40489	14179	11791	4541	5706	3282	1420	1049	1715	523	343	551	269	350	112	87	66	60	57	47	23	38	24	10	14	5	6	5	5	10	0	2	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	21787	5160	8518	1358	4632	2464	455	380	1485	182	92	442	118	284	26	17	13	14	19	35	10	29	20	7	11	1	2	2	4	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	38772	14073	11026	4497	5278	3019	1411	1008	1548	554	356	479	232	366	122	84	79	60	48	47	25	27	22	9	8	5	5	6	4	11	1	2	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	19750	4842	7641	1245	4181	2184	433	337	1316	171	82	371	94	303	26	22	18	16	13	31	7	18	20	7	5	2	3	3	2	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	37789	13830	10517	4464	5080	2864	1410	1005	1580	562	356	515	218	320	118	91	82	57	48	42	23	23	20	9	6	6	5	3	5	11	2	3	0	0	4	0	2	1	1	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	18451	4553	7040	1193	3916	2020	425	341	1319	178	74	413	82	262	27	29	18	16	14	25	4	11	16	7	3	2	3	1	2	8	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	38058	13812	10446	4463	5169	2936	1387	942	1663	543	366	498	208	267	128	90	69	66	42	46	28	17	24	10	9	7	7	3	8	11	4	3	0	0	4	0	2	2	1	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	18553	4550	7003	1186	4003	2075	415	326	1404	172	68	394	80	211	24	25	18	20	9	29	6	12	21	6	5	3	3	2	4	8	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0
