label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132
0.03	north6_active	80	2942	717	342	334	273	204	130	122	93	83	258	72	53	53	34	75	69	27	27	66	106	37	23	71	15	48	27	15	20	34	12	17	5	10	10	6	8	5	3	8	7	5	8	7	11	5	7	2	2	3	15	4	5	3	2	0	2	0	3	0	11	1	2	1	0	2	2	3	1	3	1	0	1	0	0	0	1	2	2	3	0	1	0	0	0	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north7_all	80	4898	1492	831	662	567	459	295	238	229	194	395	156	120	122	92	132	137	79	60	110	163	89	45	93	37	56	59	29	37	44	22	25	19	15	26	17	11	15	8	19	9	9	8	10	13	7	14	8	7	3	25	10	10	15	3	3	3	3	5	2	13	2	2	1	5	1	2	6	1	4	4	0	5	1	1	1	1	0	1	2	0	0	0	0	1	2	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north7_active	80	2957	717	358	326	283	230	129	122	96	85	240	73	49	58	40	73	70	29	25	66	106	50	23	63	13	37	30	13	19	32	13	13	5	7	12	5	6	7	3	11	6	7	2	7	11	5	7	6	2	1	20	2	6	10	2	0	1	0	3	2	10	0	1	1	1	0	2	5	1	3	2	0	1	0	0	0	1	0	1	2	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north8_all	80	5338	1527	847	674	573	467	329	251	224	186	409	168	116	122	92	146	150	84	56	97	179	97	52	82	31	53	64	22	40	47	23	42	24	17	23	16	16	14	8	16	10	16	7	7	19	7	11	9	10	3	18	13	9	16	3	4	5	3	6	4	11	3	2	0	4	2	1	3	2	3	10	1	4	1	3	2	2	0	1	2	3	3	0	0	1	2	0	0	1	1	0	0	0	1	2	1	0	0	0	2	0	0	4	0	0	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north8_active	80	3257	754	385	321	294	235	139	129	93	79	254	83	51	58	40	88	85	41	26	53	109	63	28	45	8	32	31	10	22	31	13	25	11	10	14	6	6	6	2	11	6	14	3	5	14	5	7	6	5	0	15	4	5	8	2	0	4	1	5	4	9	1	1	0	2	0	1	3	2	2	8	1	1	0	1	1	2	0	1	2	3	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	2	0	0	4	0	0	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north9_all	80	5802	1514	877	682	581	479	337	260	234	166	423	160	130	129	102	162	141	90	52	99	180	117	53	90	29	59	73	22	44	45	25	48	22	21	26	14	21	12	13	19	7	19	7	9	15	8	6	13	7	3	20	10	12	15	2	4	7	5	5	4	8	5	1	0	3	1	2	2	1	2	9	1	5	0	2	1	5	0	0	0	3	3	0	0	1	2	0	1	0	1	0	0	0	0	1	1	0	0	1	3	0	0	4	0	0	0	0	2	0	0	1	0	3	0	1	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north9_active	80	3483	721	414	334	305	253	143	138	103	69	267	86	63	68	43	107	80	42	25	56	127	84	28	54	9	41	37	12	31	24	11	31	11	12	16	7	8	6	7	13	3	16	3	7	11	3	3	7	5	0	14	5	4	8	0	0	5	2	4	4	5	4	0	0	2	0	2	2	1	1	7	1	2	0	1	1	5	0	0	0	3	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	2	0	0	4	0	0	0	0	1	0	0	1	0	3	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north10_all	80	6119	1540	871	678	601	484	357	278	231	157	467	161	132	129	99	179	115	79	53	103	177	127	41	96	26	67	72	23	41	56	22	49	24	27	27	13	24	10	20	20	6	19	10	9	22	9	5	8	7	6	17	14	9	7	5	4	10	4	10	8	4	5	3	0	1	1	2	2	1	2	9	1	5	0	2	1	5	0	1	0	3	3	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	3	0	1	4	0	1	0	0	2	0	0	1	0	3	0	5	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
0.03	north10_active	80	3745	735	412	332	304	255	153	149	112	67	303	82	68	68	37	121	63	39	26	60	125	87	24	54	8	48	40	14	26	31	8	31	15	15	18	8	8	6	13	12	2	16	4	6	13	3	3	4	4	1	8	9	3	3	1	1	6	2	8	6	1	4	1	0	1	0	2	2	1	1	6	1	2	0	1	1	5	0	1	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	2	0	0	4	0	1	0	0	1	0	0	1	0	3	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north11_all	80	6364	1576	948	703	557	494	295	250	241	201	533	145	116	110	99	140	127	70	57	121	194	123	40	82	29	81	47	39	25	45	30	29	23	13	37	22	18	21	15	20	11	29	17	11	10	8	11	21	5	6	17	28	8	13	0	7	5	9	2	5	5	7	3	0	2	4	3	1	2	1	8	1	1	0	2	0	16	1	4	3	0	4	1	4	0	0	2	1	0	1	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	5	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0
0.03	north11_active	80	3941	788	440	346	310	279	140	127	112	105	359	62	58	49	47	89	79	32	23	89	125	90	22	58	14	46	29	19	9	27	17	18	9	6	25	8	9	9	6	13	5	16	12	2	8	5	6	10	3	1	9	14	4	11	0	3	1	6	1	3	4	2	1	0	1	2	2	0	1	1	8	0	0	0	0	0	16	1	4	3	0	3	1	3	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	6388	1601	919	744	556	473	292	277	225	190	528	144	132	107	101	139	132	79	46	121	218	120	43	86	39	80	52	43	28	43	28	27	26	16	31	20	16	20	16	20	12	18	20	14	13	11	10	23	4	6	16	26	10	11	0	9	2	5	2	4	6	8	2	1	1	4	2	1	2	0	7	2	4	0	2	0	0	1	2	3	1	4	2	1	2	1	1	1	0	1	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	5	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	3999	813	423	381	298	268	133	140	106	104	351	73	63	45	50	99	76	35	21	97	149	87	27	67	14	51	29	27	12	32	17	17	9	8	17	8	8	10	8	13	7	7	15	2	9	7	5	7	3	2	9	11	5	10	0	4	1	2	0	2	6	3	0	1	1	2	1	0	1	0	7	0	0	0	0	0	0	1	2	3	1	1	1	0	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	5	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	6158	1587	930	733	566	469	311	294	204	182	521	159	136	99	96	144	120	74	45	122	218	105	49	80	40	71	55	38	25	41	19	21	26	23	33	28	14	17	9	22	10	23	16	14	17	10	5	15	6	3	17	16	7	7	1	6	2	5	2	3	3	6	0	1	0	4	1	0	2	1	6	2	4	0	1	1	0	1	2	3	1	4	2	2	2	1	0	1	0	0	2	1	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0
0.03	north13_active	80	3814	767	409	356	287	259	136	137	106	100	359	81	62	44	45	100	66	35	25	91	159	75	25	58	13	45	28	24	12	36	12	11	8	10	16	11	5	10	3	16	5	9	12	4	12	5	1	7	4	3	13	8	5	6	1	2	1	2	0	2	3	3	0	1	0	2	1	0	1	1	6	0	0	0	0	0	0	1	2	3	1	1	1	2	2	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0
0.03	north14_all	80	5728	1563	900	768	590	437	309	281	207	189	459	150	130	107	89	147	106	71	56	103	212	106	51	79	43	73	51	34	24	54	18	19	22	23	27	30	14	13	13	25	6	19	13	10	13	9	5	15	4	7	17	15	8	4	2	5	3	4	4	2	2	3	1	2	1	1	2	1	1	2	5	2	4	1	0	3	1	1	2	0	1	3	1	2	3	1	0	1	0	0	1	1	0	1	2	0	1	1	0	0	3	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	north14_active	80	3495	764	384	375	292	231	137	138	102	104	308	71	57	50	40	104	62	33	31	65	145	74	24	54	14	53	23	22	11	38	9	10	9	12	12	15	5	8	6	18	5	8	8	5	7	3	1	6	2	3	14	8	5	1	2	2	0	1	2	1	2	2	0	1	0	0	2	0	0	1	5	0	0	0	0	1	1	1	1	0	1	1	0	2	3	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	2	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	north15_all	80	5406	1541	908	710	557	438	303	262	187	179	436	155	127	110	93	136	105	65	62	95	188	109	50	70	40	77	40	36	29	54	23	19	14	19	27	28	15	14	13	26	3	20	10	17	16	8	8	8	4	7	13	19	4	3	5	4	3	4	7	2	6	5	3	2	1	1	2	1	0	2	2	2	1	1	0	5	3	1	3	0	3	2	2	3	3	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	2	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north15_active	80	3247	727	393	338	265	219	137	118	96	95	293	71	47	46	36	91	60	33	36	54	125	75	21	42	12	52	20	21	16	33	12	9	8	9	12	15	6	8	6	15	2	9	3	12	10	2	2	0	2	1	10	9	1	1	3	3	0	1	5	2	1	4	2	1	0	0	2	0	0	1	1	0	0	0	0	2	3	1	1	0	3	0	1	3	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north16_all	80	5137	1531	892	679	540	437	299	240	220	170	393	155	128	119	97	140	101	64	61	87	141	96	50	58	35	67	40	38	32	60	24	22	12	17	22	23	16	13	20	23	3	13	12	20	12	5	7	4	6	8	11	17	5	6	5	3	3	2	6	3	7	5	6	1	2	0	2	1	0	3	3	0	0	1	0	5	3	0	5	1	3	0	2	3	2	0	0	2	0	0	0	0	1	1	1	0	1	0	0	0	4	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north16_active	80	3059	740	377	308	254	238	133	111	105	83	273	69	62	56	37	86	62	32	35	45	90	68	20	29	16	45	20	20	16	34	13	11	8	6	12	15	10	7	10	14	2	11	2	12	6	1	3	0	3	0	8	9	1	3	2	2	0	0	5	1	1	4	5	0	1	0	2	0	0	1	1	0	0	0	0	2	3	0	1	0	3	0	1	3	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	4	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north17_all	80	5118	1545	887	659	531	436	290	251	215	159	379	144	132	117	91	143	112	65	60	87	139	108	45	60	31	70	41	33	33	57	30	28	17	17	18	16	16	19	14	23	4	14	8	21	15	9	10	6	8	8	11	19	2	6	6	5	1	2	5	5	8	5	6	1	2	4	3	1	2	1	3	0	1	0	0	2	4	0	3	1	3	0	2	3	1	0	0	2	0	0	0	2	1	1	0	1	0	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	3033	747	381	297	259	232	110	118	103	76	258	62	55	51	36	80	72	35	31	49	90	77	17	36	13	43	22	17	16	33	16	16	8	7	9	10	9	8	7	13	3	10	1	13	8	5	4	1	4	0	8	6	0	4	3	3	0	0	4	3	2	5	5	1	2	3	2	1	2	0	1	0	1	0	0	1	4	0	0	0	3	0	1	3	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	5049	1550	906	663	527	447	293	234	217	159	373	147	134	121	99	133	111	64	52	99	126	99	41	66	34	59	47	30	30	55	35	25	15	19	18	17	20	18	18	18	6	12	7	20	15	11	7	7	10	5	13	17	4	12	3	4	3	2	2	5	2	2	4	1	3	6	2	2	3	1	5	0	3	0	0	1	1	1	2	1	0	2	2	2	2	0	0	2	0	1	0	2	1	1	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	3009	738	382	300	265	246	118	101	100	76	247	65	65	53	44	68	75	34	30	59	86	69	18	40	17	36	27	14	14	36	16	12	6	9	13	6	11	10	10	10	3	8	4	12	9	5	4	1	6	1	6	7	2	9	1	2	0	0	1	3	1	1	4	1	3	4	1	2	3	0	3	0	2	0	0	0	1	0	0	0	0	2	1	2	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	5040	1559	855	653	541	440	276	253	223	159	373	126	126	125	94	140	120	62	49	108	124	91	41	75	31	64	48	26	35	54	33	22	18	15	20	14	15	20	16	16	6	23	6	6	11	12	7	10	8	7	12	15	3	19	4	4	5	5	1	4	5	2	2	1	4	7	1	4	3	0	8	1	3	0	0	2	2	1	1	1	1	3	3	3	1	0	0	0	0	1	0	2	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	2984	737	366	310	268	233	107	99	96	86	250	59	51	54	44	70	75	32	27	65	85	58	20	45	16	37	24	12	18	37	15	13	9	6	14	3	9	10	9	8	2	17	4	5	6	6	3	3	5	1	6	8	2	14	1	1	0	1	1	2	4	1	1	1	4	5	0	3	3	0	3	1	2	0	0	1	1	0	0	0	1	2	1	3	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	5143	1523	862	652	558	452	279	255	205	165	412	144	128	125	103	141	112	67	54	104	150	108	41	85	29	84	53	32	38	48	37	28	17	14	22	21	12	13	15	20	7	23	7	10	14	13	7	13	6	5	12	16	4	16	3	5	7	5	2	4	5	6	2	1	3	6	0	6	1	0	7	2	3	1	0	2	1	1	0	1	1	4	3	3	1	0	0	0	0	1	0	2	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	3107	712	380	325	262	239	118	103	96	90	289	72	58	51	51	77	68	26	26	61	106	64	22	53	15	53	30	16	21	35	17	20	7	3	13	5	6	6	8	13	2	15	3	9	10	6	3	6	3	2	6	12	3	12	1	2	1	1	2	2	4	3	1	1	2	5	0	4	1	0	3	1	2	1	0	1	0	0	0	0	1	3	1	3	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	5161	1473	894	666	585	481	302	265	188	200	456	146	155	115	93	106	123	60	61	90	118	100	60	69	45	68	46	25	28	38	20	37	21	21	22	16	18	8	20	20	7	22	8	18	8	5	7	10	4	3	7	15	4	12	4	4	6	5	2	4	2	7	2	5	1	1	2	2	1	1	5	1	1	1	1	1	1	3	1	0	0	1	1	0	4	0	3	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1
0.03	south21_active	80	3044	734	418	290	307	254	129	123	87	99	265	63	75	54	42	65	59	38	31	53	83	63	24	39	20	45	23	12	16	27	9	22	14	7	8	5	12	3	9	10	4	13	4	9	2	3	3	5	1	2	7	13	4	9	2	1	3	2	2	4	1	6	2	3	1	1	0	2	0	1	2	0	1	0	0	1	1	1	0	0	0	1	1	0	3	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	south22_all	80	5160	1475	889	697	591	478	314	253	195	199	438	152	150	110	109	120	118	71	61	95	142	107	62	64	38	69	55	33	34	34	20	42	26	19	28	15	22	10	14	15	11	22	10	14	11	8	9	11	6	5	11	24	2	13	6	3	2	6	2	6	1	0	1	7	3	1	3	2	10	3	5	1	1	1	1	0	2	3	2	0	0	1	0	0	0	0	3	2	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0
0.03	south22_active	80	3077	731	397	309	309	260	133	122	92	97	258	65	78	52	47	78	64	41	36	51	104	60	28	38	15	39	30	14	18	22	10	29	16	8	14	5	13	3	7	7	3	16	6	3	3	3	3	6	3	3	9	21	2	10	3	1	2	3	1	6	0	0	0	4	2	1	0	2	10	1	2	0	1	0	0	0	2	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	south23_all	80	5557	1493	875	690	568	502	332	275	191	212	465	148	131	109	113	134	127	81	66	116	163	100	55	69	32	87	66	36	43	37	22	44	24	19	30	18	22	15	6	20	16	23	11	14	10	8	6	7	8	5	15	18	4	9	7	4	2	6	2	6	5	1	1	7	5	1	3	1	10	3	5	1	2	0	0	1	2	1	1	3	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
