label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136
0.03	north7_all	80	4708	2040	1386	857	706	515	552	637	285	283	250	577	249	160	240	176	124	94	97	88	82	275	138	64	115	48	33	44	40	127	46	49	91	25	17	29	80	23	14	25	11	12	14	44	11	34	8	15	9	12	8	11	33	10	7	1	9	11	11	4	7	2	5	3	11	2	4	5	2	7	3	1	4	1	1	1	8	2	4	2	1	3	1	13	2	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north7_active	80	2579	830	700	263	313	209	329	472	57	81	99	520	176	46	186	108	32	23	34	20	37	253	107	33	108	8	11	15	29	117	24	27	80	9	2	8	71	12	4	16	6	1	3	41	0	30	4	11	0	2	1	4	25	4	2	1	3	7	7	4	6	0	2	2	11	1	1	2	1	4	1	1	4	0	0	0	7	1	1	1	0	3	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	4849	2046	1402	835	721	498	578	636	276	273	256	646	255	151	271	195	111	94	94	81	89	358	132	67	117	48	44	40	45	141	46	46	85	32	17	25	66	21	15	35	8	14	12	49	11	29	8	12	6	11	8	11	21	7	3	2	6	10	8	5	7	3	7	2	13	1	3	3	5	5	2	2	4	2	1	2	7	2	3	1	1	3	0	13	2	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	2	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north8_active	80	2688	866	732	280	306	216	368	473	56	83	105	585	188	42	214	132	23	32	29	22	46	337	105	37	107	10	17	14	30	131	30	27	72	9	3	9	60	16	5	28	3	2	3	47	0	26	3	7	0	3	1	4	15	4	2	2	0	6	4	4	7	0	4	2	12	0	1	1	3	3	0	2	4	0	0	0	6	1	1	0	0	3	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	4943	2008	1424	818	727	509	579	636	275	244	237	662	245	161	279	194	107	104	87	73	98	365	119	67	123	46	45	26	44	146	40	41	112	29	22	17	87	25	17	31	14	14	13	44	13	28	11	13	5	11	8	10	13	2	3	4	5	10	13	7	9	4	6	2	5	2	2	2	4	4	5	2	1	2	1	3	1	2	2	1	1	2	0	13	3	0	2	0	1	0	0	1	0	1	0	1	0	1	0	1	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north9_active	80	2815	871	720	279	282	220	364	469	63	69	99	597	178	43	229	134	26	39	25	21	54	341	95	43	107	8	17	10	26	138	28	19	101	8	6	8	82	20	10	25	6	4	3	42	0	24	6	8	1	4	1	2	9	0	2	3	0	9	11	4	8	0	3	1	4	0	1	1	2	4	1	1	1	0	0	0	1	1	1	0	0	1	0	13	0	0	2	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	5007	2008	1407	830	726	555	587	631	300	236	215	765	246	166	237	196	116	103	85	57	95	391	105	77	148	43	51	31	36	138	44	44	128	28	23	13	81	26	18	28	19	11	7	56	13	54	14	15	8	9	4	10	36	6	1	5	1	8	11	4	11	6	6	2	3	2	2	1	3	1	4	3	1	3	1	3	1	1	0	1	1	2	0	8	2	0	2	0	1	0	0	1	0	1	0	1	0	1	0	1	2	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
0.03	north10_active	80	2887	885	709	288	301	225	382	471	75	66	98	681	173	44	196	141	25	39	22	13	54	365	78	52	126	8	19	16	16	127	30	24	116	7	6	6	76	17	11	25	7	4	1	53	1	52	7	13	2	3	1	4	33	3	0	4	0	8	11	0	10	0	3	1	2	0	0	1	2	1	1	1	0	0	0	1	1	1	0	0	0	1	0	8	0	0	2	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
0.03	north11_all	80	4764	2030	1365	885	686	544	632	570	281	269	234	623	259	154	271	164	86	106	92	96	76	274	100	80	123	56	34	41	40	148	40	30	147	23	23	9	81	25	16	21	18	15	9	48	11	38	13	15	9	5	7	12	29	4	5	6	3	7	9	9	12	1	1	1	10	2	2	3	3	1	2	7	5	1	1	1	1	2	0	0	2	2	8	5	1	3	2	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	2652	858	714	328	301	212	436	441	64	82	86	549	169	55	222	110	15	41	27	21	35	254	77	46	108	13	8	16	26	139	24	18	137	7	10	3	80	12	7	16	4	2	6	46	1	38	7	10	2	1	2	5	28	0	2	3	2	5	7	8	9	0	1	0	8	1	2	2	1	1	1	4	3	0	0	1	0	0	0	0	1	2	8	5	0	3	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	4619	2028	1376	866	672	533	617	574	279	264	241	537	273	153	269	162	90	110	96	104	93	239	91	61	109	70	33	32	43	141	37	29	105	23	21	7	90	27	18	20	17	16	5	46	7	33	14	10	8	6	8	9	21	5	4	7	3	7	10	10	12	1	0	0	7	4	2	2	4	2	2	5	3	1	1	3	3	2	0	1	0	2	8	1	1	3	2	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	2464	802	700	286	273	187	395	433	65	73	88	469	170	53	224	102	21	41	25	25	50	219	70	31	98	17	10	11	32	130	23	15	93	9	9	3	88	14	11	14	4	3	1	44	0	32	6	9	2	0	2	3	21	1	2	4	2	5	9	7	10	0	0	0	6	1	1	2	1	2	1	3	2	0	0	1	2	0	0	0	0	2	8	0	0	3	2	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	4509	1972	1382	850	658	538	564	553	286	265	224	481	240	153	224	180	96	92	83	88	102	242	88	50	103	56	36	22	48	116	42	29	102	22	23	11	50	22	17	19	16	12	5	25	7	29	16	15	9	9	9	6	17	4	4	5	2	3	21	6	10	1	2	1	3	5	2	0	1	5	2	5	4	1	1	3	3	3	0	1	0	2	8	1	0	1	2	0	0	0	12	0	0	0	4	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	2273	740	679	236	250	175	326	396	71	72	72	407	141	50	175	106	24	31	20	20	58	224	64	24	91	12	7	8	33	103	25	15	93	8	9	6	43	10	10	13	5	4	0	22	0	27	7	11	3	0	4	1	17	1	2	3	2	1	19	3	9	0	2	0	2	1	1	0	0	4	1	3	2	0	0	1	2	1	0	0	0	2	8	0	0	1	2	0	0	0	12	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	4356	1993	1272	871	670	523	557	533	296	279	223	433	221	167	206	167	104	100	80	73	90	201	79	48	91	55	41	29	41	107	37	39	57	25	21	14	58	23	18	16	16	19	12	30	7	17	13	17	8	8	12	4	6	4	8	9	0	4	20	4	7	0	2	2	2	5	3	0	2	6	1	5	4	1	3	3	2	2	0	1	0	2	4	3	0	1	2	0	0	0	11	0	0	0	4	0	1	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north14_active	80	2068	723	594	235	235	167	316	360	74	73	66	355	112	47	142	91	32	30	21	18	52	184	54	20	76	14	5	10	26	93	19	21	50	9	7	6	49	13	11	8	4	7	0	26	1	14	4	10	3	0	3	0	6	1	3	5	0	2	19	2	7	0	2	0	1	1	1	0	0	5	1	3	2	1	2	1	2	2	0	0	0	2	4	2	0	1	2	0	0	0	11	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north15_all	80	4310	2002	1240	887	682	531	508	519	283	283	225	389	196	165	214	154	112	101	75	61	85	209	75	44	84	54	45	43	44	74	38	42	67	24	22	15	44	21	19	18	15	19	15	20	9	25	11	16	5	11	12	4	2	2	6	8	5	6	21	2	9	0	3	3	5	5	5	4	1	7	1	1	2	1	4	0	0	3	0	0	0	1	0	2	1	3	2	0	1	0	7	0	0	0	3	0	1	0	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north15_active	80	2035	704	556	242	225	162	293	334	67	71	65	307	100	43	143	77	32	21	20	13	48	192	45	22	68	12	5	11	28	64	21	22	58	8	9	6	33	12	10	7	4	8	0	16	1	21	6	8	1	3	2	0	2	0	3	4	2	2	18	1	7	0	2	0	3	0	1	1	0	3	0	0	0	1	4	0	0	2	0	0	0	1	0	2	0	3	2	0	0	0	7	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north16_all	80	4362	2019	1252	859	672	526	518	534	296	268	218	390	208	154	217	154	114	114	74	72	82	253	70	55	120	54	41	47	37	66	41	42	68	26	17	20	45	20	18	20	14	20	16	25	12	22	11	18	3	10	11	4	0	2	7	7	8	7	13	3	14	0	4	5	6	5	4	7	2	5	1	2	4	1	4	0	0	4	0	0	2	3	0	2	1	3	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north16_active	80	2074	720	566	249	228	165	318	364	64	64	60	309	117	37	152	90	37	29	21	14	47	235	40	29	96	12	4	12	23	60	27	20	56	9	7	7	36	12	9	4	2	7	1	21	2	19	6	7	0	4	1	0	0	0	4	4	2	4	9	2	11	0	3	2	3	1	1	3	1	1	0	1	0	1	4	0	0	2	0	0	0	2	0	2	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north17_all	80	4508	2077	1348	868	699	539	525	556	298	268	212	460	205	147	247	147	108	113	80	85	78	258	75	62	139	55	38	43	42	111	45	38	88	19	18	20	53	20	19	18	16	16	16	31	18	29	12	13	6	9	12	6	10	2	7	7	9	7	6	7	15	0	4	5	6	4	3	9	1	3	1	1	3	1	3	0	1	3	0	0	2	3	1	1	1	3	2	0	2	0	0	2	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	2295	820	672	258	284	181	328	399	78	66	69	392	131	43	190	85	33	32	19	15	36	241	49	32	117	11	10	10	25	105	29	17	76	6	5	4	44	13	11	4	1	5	4	27	1	27	6	7	2	5	2	0	9	0	4	4	2	2	3	6	11	0	2	2	3	1	0	3	1	0	0	1	1	1	3	0	0	1	0	0	0	2	1	1	0	3	2	0	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	4743	2081	1413	898	682	562	576	589	330	256	213	515	226	154	273	146	124	100	81	84	91	313	77	59	169	53	41	40	47	140	45	37	106	17	19	18	57	30	17	16	18	15	12	41	18	41	16	17	10	6	8	9	10	4	8	7	5	5	5	7	16	1	4	4	6	3	0	6	1	3	4	1	3	0	0	1	1	3	0	1	2	2	1	1	0	5	2	0	1	0	0	2	0	0	2	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north18_active	80	2541	860	738	305	277	208	375	446	92	71	82	449	154	44	230	89	39	30	19	15	43	293	54	30	142	14	11	14	30	135	28	19	97	4	6	4	49	24	8	3	0	1	5	38	2	40	9	12	4	3	3	1	9	3	4	3	1	2	3	6	11	0	2	2	3	1	0	2	1	1	3	1	1	0	0	0	0	2	0	0	0	1	1	1	0	5	2	0	1	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north19_all	80	4921	2099	1433	931	721	579	627	607	309	266	229	519	251	152	332	148	107	81	78	84	98	361	93	53	161	52	47	32	44	176	43	35	138	17	20	24	52	26	20	16	16	17	14	42	19	42	18	16	10	6	9	8	17	5	10	12	4	5	5	9	14	3	1	2	6	0	1	3	1	7	4	2	2	1	2	3	2	3	1	1	2	4	3	1	0	3	1	0	1	0	0	4	0	0	2	1	1	0	0	0	2	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north19_active	80	2780	917	809	308	310	238	434	475	87	76	92	448	180	47	280	99	28	27	25	17	50	335	70	26	142	14	16	15	31	170	29	19	133	3	5	9	45	19	15	6	1	2	6	40	5	40	10	13	5	4	3	1	15	4	6	7	0	2	3	8	9	0	0	1	5	0	1	0	1	6	4	1	1	0	2	1	1	2	0	0	0	4	1	1	0	3	1	0	1	0	0	4	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north20_all	80	4856	2055	1414	948	703	561	649	615	316	256	218	559	257	153	336	159	109	85	72	80	114	340	101	50	136	47	50	30	40	166	52	33	143	20	21	22	68	19	25	27	15	17	13	38	15	48	13	16	11	5	7	6	18	5	9	12	4	4	9	8	9	5	1	1	6	1	1	2	2	9	5	1	1	1	2	3	1	1	1	3	0	6	4	2	0	3	1	0	1	0	9	4	0	1	2	1	4	0	0	0	2	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north20_active	80	2714	913	766	315	306	229	440	473	90	72	82	476	184	39	274	109	28	28	28	18	66	310	71	27	120	13	14	15	28	158	36	18	138	6	5	9	59	13	16	18	3	3	5	36	7	45	7	12	5	3	2	1	16	4	6	7	0	1	7	7	6	0	1	0	5	1	1	0	1	8	5	0	1	0	2	1	1	1	0	0	0	6	2	2	0	3	1	0	1	0	9	4	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south21_all	80	5275	1941	1221	2112	650	1112	469	382	375	415	696	399	207	282	459	175	170	120	153	95	329	117	49	166	70	56	39	53	77	30	32	133	20	71	50	80	26	26	19	24	13	22	34	10	80	35	30	8	4	8	4	8	12	10	6	10	8	18	5	0	9	1	8	2	2	4	7	1	0	1	4	4	2	0	1	4	0	1	1	1	2	1	0	1	1	2	0	4	1	1	2	0	1	1	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	3175	625	316	1763	235	909	196	148	213	303	618	327	96	233	411	122	127	63	114	46	302	94	20	143	43	32	10	21	61	8	7	124	8	66	34	73	5	9	17	16	4	15	29	4	78	30	27	2	0	1	1	3	12	4	1	4	1	18	3	0	9	0	6	1	1	1	5	0	0	0	2	3	1	0	0	1	0	1	0	0	1	1	0	1	0	2	0	3	0	1	1	0	1	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	5027	1938	1207	1990	645	1011	449	369	362	401	615	390	208	273	385	161	148	103	153	100	256	105	45	136	62	59	45	48	65	37	27	122	21	80	47	76	29	26	14	29	11	21	18	8	52	31	32	9	7	7	3	9	13	11	5	7	6	20	8	2	5	1	6	2	4	4	2	2	1	5	4	4	2	0	1	4	2	2	2	2	1	1	2	0	1	1	0	4	1	0	2	0	1	2	0	0	0	1	0	0	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
