label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62
0.03	north1_all	80	240	209	100	56	21	26	21	17	27	26	5	18	7	2	7	12	2	0	2	2	8	2	16	0	0	3	7	1	7	1	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	117	132	59	35	12	14	9	8	21	15	1	8	4	1	4	11	2	0	2	1	3	1	8	0	0	3	4	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	242	222	98	60	22	23	21	14	24	25	2	20	6	5	8	16	2	0	1	3	12	2	17	0	0	3	5	2	6	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north2_active	80	113	147	53	34	11	12	8	7	16	16	0	9	3	3	6	14	2	0	1	1	6	1	11	0	0	3	2	2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	247	208	80	65	25	25	21	16	16	19	4	14	6	7	10	7	3	1	1	2	10	3	14	0	3	0	6	3	6	2	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north3_active	80	115	135	40	35	11	11	8	7	10	12	0	5	5	4	8	4	3	0	1	0	6	1	9	0	2	0	4	2	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	244	176	86	50	31	26	15	14	14	16	4	14	5	6	7	9	3	3	1	2	15	3	10	1	3	3	7	5	1	4	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0
0.03	north4_active	80	113	114	44	22	7	11	7	8	7	11	0	8	5	3	6	4	3	2	1	0	12	1	9	0	2	3	5	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north5_all	80	254	179	80	55	33	24	15	16	13	13	3	13	4	4	8	11	2	5	1	1	8	1	15	1	3	3	6	6	15	5	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north5_active	80	128	99	44	33	12	11	6	9	6	7	0	10	4	2	6	3	2	3	0	0	7	0	12	0	2	3	6	4	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
