label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90
0.03	north1_all	80	4683	7462	1993	1713	736	768	559	350	582	231	523	164	171	169	173	120	134	92	45	53	48	50	33	32	50	127	21	13	19	71	12	22	12	20	15	19	4	5	2	7	3	6	11	3	0	1	2	6	2	2	0	1	4	2	2	2	1	1	2	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	5	2	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north1_active	80	1095	6741	1302	1340	369	539	354	149	496	67	449	60	72	113	135	75	101	53	22	22	8	17	9	7	37	120	9	6	17	70	3	16	1	17	13	16	4	5	0	5	3	2	10	1	0	0	0	5	2	0	0	0	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	5	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north2_all	80	4783	7483	1997	1741	745	738	575	341	590	237	569	171	171	167	176	121	118	89	58	59	38	41	37	37	44	139	19	15	21	73	16	25	13	20	30	26	9	7	4	7	3	4	18	6	0	2	4	4	3	1	0	2	4	2	2	2	1	2	2	0	1	1	1	0	0	0	1	0	0	2	0	0	1	0	0	0	5	2	0	0	0	0	1	0	0	0	0	0	1	0	0
0.03	north2_active	80	1169	6742	1327	1358	364	516	369	135	491	67	483	63	76	110	136	72	83	49	25	30	8	17	10	10	32	131	9	8	16	69	4	19	2	13	27	23	8	6	2	4	3	0	17	1	0	1	1	4	3	0	0	1	1	1	0	1	0	1	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	5	1	0	0	0	0	1	0	0	0	0	0	1	0	0
0.03	north3_all	80	4813	7283	1897	1749	708	721	572	356	597	221	547	187	170	175	157	113	143	88	65	56	46	34	36	33	44	111	22	19	17	69	13	19	10	21	30	34	9	14	4	15	3	3	14	5	0	2	3	4	25	1	0	1	1	2	1	2	3	2	3	1	1	2	2	0	0	0	2	0	0	2	2	0	1	1	0	0	5	1	0	0	0	0	1	0	0	0	0	0	1	0	0
0.03	north3_active	80	1174	6561	1267	1347	340	514	384	129	500	61	462	58	73	116	115	66	102	48	25	28	12	13	10	13	34	104	9	9	10	62	3	15	3	11	29	29	8	8	2	8	3	0	13	0	0	1	1	3	24	0	0	1	0	1	0	1	1	1	2	0	0	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	5	1	0	0	0	0	1	0	0	0	0	0	1	0	0
0.03	north4_all	80	4894	7176	1804	1764	702	783	563	353	582	217	498	170	155	156	166	109	159	73	63	62	47	38	32	29	53	101	19	16	20	48	12	15	12	16	40	31	17	15	4	11	4	5	20	6	3	2	3	3	28	2	1	1	0	0	1	1	2	1	3	1	0	2	2	0	0	0	2	0	0	0	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
0.03	north4_active	80	1201	6430	1202	1354	328	567	365	136	492	64	411	52	62	90	114	67	117	41	26	30	12	9	12	15	43	93	8	8	12	40	3	11	4	7	38	28	15	7	2	6	3	2	19	1	3	1	1	2	27	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
0.03	north5_all	80	4927	7328	1832	1655	731	787	563	367	582	216	442	185	146	162	152	109	159	72	63	57	55	40	35	29	60	103	24	13	17	33	11	17	12	18	44	35	21	13	3	11	5	6	23	3	4	1	4	2	27	1	2	2	0	1	1	0	4	1	2	1	0	1	2	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	1197	6556	1214	1268	335	573	385	131	480	67	360	52	58	94	101	70	117	41	30	21	12	10	12	15	50	94	9	6	10	25	2	13	6	11	42	32	19	5	0	5	3	2	21	1	3	0	2	1	26	0	1	2	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	4921	7160	1826	1642	735	805	569	350	568	208	445	174	148	153	154	109	148	80	60	59	50	36	39	36	70	116	25	14	22	28	11	18	13	21	40	27	26	6	4	7	4	9	19	3	6	2	3	0	4	2	2	1	2	1	0	1	3	0	4	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	1189	6405	1209	1245	342	584	385	130	470	71	358	54	61	87	104	74	108	49	27	22	10	14	9	20	60	107	7	5	13	20	3	13	7	13	38	25	24	3	1	3	2	2	17	1	3	1	2	0	3	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0
