label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46
0.03	north1_all	80	45081	14869	14068	7647	3049	2164	1368	1280	723	509	388	513	242	149	167	69	82	76	37	25	22	14	15	9	8	11	3	3	6	3	6	4	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north1_active	80	27796	5575	11123	5746	1087	925	297	776	279	167	82	393	149	38	119	25	54	46	15	3	8	11	3	7	3	8	1	2	5	3	5	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	45464	14802	13874	7546	3084	2235	1324	1269	736	542	393	454	267	163	154	74	81	76	32	29	16	18	18	13	9	6	1	5	3	0	6	3	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	27919	5512	10954	5665	1118	978	300	739	286	173	87	332	167	44	103	31	51	52	17	3	6	13	6	9	4	4	1	3	2	0	5	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	45524	14683	13520	7502	3160	2222	1349	1304	717	541	390	461	268	153	165	81	89	71	31	34	15	22	18	20	8	6	2	3	3	0	4	2	4	2	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north3_active	80	27856	5419	10604	5657	1119	951	315	742	280	166	78	347	171	35	114	34	48	48	18	5	5	14	5	16	3	3	1	2	2	0	4	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	45626	14695	13322	7620	3045	2226	1391	1267	712	574	397	445	277	157	139	72	83	72	36	29	16	23	20	23	9	6	2	4	6	0	4	1	4	1	0	1	0	2	0	2	0	0	0	0	0	0	0
0.03	north4_active	80	27788	5554	10389	5779	1086	982	313	729	290	180	86	342	179	38	97	29	37	48	16	5	8	12	5	18	4	2	0	1	5	0	4	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	45437	14818	13544	7687	2990	2189	1366	1226	722	576	396	420	267	146	118	71	89	64	38	30	21	28	15	24	8	10	4	3	7	1	1	1	1	2	0	1	0	2	0	2	0	0	0	0	0	0	0
0.03	north5_active	80	27799	5527	10608	5881	1066	940	305	703	295	185	85	332	166	36	81	25	37	42	16	6	10	15	4	19	5	6	0	1	6	1	1	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	45552	14826	13776	7630	2958	2086	1385	1222	751	528	388	428	269	150	133	67	96	55	43	28	27	26	14	22	14	7	5	2	5	3	1	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	28098	5591	10873	5852	1030	914	313	702	296	162	85	324	160	39	94	17	47	36	12	7	8	18	2	19	8	5	0	0	5	2	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	45737	14686	14067	7649	2980	2079	1328	1233	762	521	362	446	267	151	139	76	99	51	39	29	27	27	16	21	15	9	8	2	4	3	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	28255	5430	11115	5829	1029	881	295	725	297	150	75	318	159	31	99	22	54	34	13	10	6	18	3	17	8	7	1	2	4	2	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	45685	14708	13786	7550	3105	2082	1329	1255	738	490	384	434	286	154	148	95	102	53	41	31	31	22	12	27	12	3	8	4	2	3	4	1	2	1	0	1	0	0	1	0	0	1	0	0	0	0	0
0.03	north8_active	80	28092	5454	10932	5655	1089	890	272	726	287	134	77	304	168	28	107	27	62	33	16	8	5	16	2	24	5	3	1	4	2	2	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	44090	14517	12984	7394	3091	2149	1327	1200	704	526	389	397	285	165	157	97	95	54	35	30	28	18	17	27	8	3	7	4	3	1	4	1	2	1	1	1	1	0	1	0	0	1	0	0	0	0	0
0.03	north9_active	80	25837	5098	9934	5357	1064	872	287	672	265	137	88	268	164	34	109	24	58	30	13	11	4	12	4	23	2	3	2	4	3	1	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	42632	14558	12311	6985	3047	2190	1343	1153	703	540	391	401	281	165	139	95	91	61	37	33	26	22	11	22	7	3	6	5	4	4	4	0	2	2	1	1	1	0	1	0	0	1	0	0	0	0	0
0.03	north10_active	80	23846	4855	9100	4838	1025	819	299	627	241	128	87	275	158	42	93	24	58	35	16	10	7	17	4	19	1	2	1	4	4	2	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	45275	14917	13609	7884	3177	2170	1378	1222	677	548	348	425	283	167	151	80	82	65	45	29	14	20	16	16	8	10	5	8	0	2	0	2	0	0	0	1	0	1	0	0	1	6	0	0	0	0	0
0.03	north11_active	80	27967	5654	10711	5971	1122	915	320	722	256	152	69	319	175	41	87	27	45	36	21	8	3	11	0	11	2	6	0	3	0	0	0	2	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0
0.03	north12_all	80	45534	14751	13494	7866	3172	2158	1346	1183	700	528	366	460	304	149	151	79	64	57	41	31	11	22	19	13	13	13	6	9	5	5	4	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0
0.03	north12_active	80	27978	5671	10592	5954	1105	904	313	694	272	158	70	347	194	41	97	30	32	33	12	7	2	12	2	8	5	10	1	4	5	5	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	45803	14908	13817	7812	3132	2150	1321	1132	703	528	377	438	281	153	161	85	70	51	41	24	19	19	15	32	10	16	5	4	5	5	5	1	2	0	1	1	0	3	0	0	1	0	0	0	0	0	0
0.03	north13_active	80	27984	5674	10869	5914	1070	930	309	673	275	176	67	336	183	47	95	35	36	30	12	5	6	13	2	29	5	12	2	2	5	5	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	45856	14731	13865	7720	3113	2158	1332	1218	746	552	403	437	269	158	165	80	77	45	46	25	18	17	16	33	9	12	7	2	5	7	5	1	4	0	1	1	0	2	0	0	1	0	0	0	0	0	0
0.03	north14_active	80	28041	5620	10915	5860	1073	926	302	745	278	199	75	318	174	47	104	33	38	28	16	6	6	9	2	30	5	11	3	2	5	7	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	45817	14706	13887	7688	3100	2146	1373	1203	740	529	392	444	264	155	160	89	83	59	51	26	23	15	20	31	5	9	6	1	5	4	9	1	3	0	1	1	0	1	0	1	0	0	0	0	0	0	0
0.03	north15_active	80	28061	5553	10968	5747	1094	930	307	713	258	210	77	331	165	48	97	37	42	40	20	4	6	9	4	28	3	8	2	0	5	4	8	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north16_all	80	45678	14505	13889	7675	3066	2222	1407	1233	761	511	389	448	255	151	168	90	88	73	47	23	22	16	17	35	4	13	5	2	5	4	8	13	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north16_active	80	28035	5573	11016	5730	1090	987	302	728	259	192	77	324	161	38	105	33	46	51	23	5	4	13	3	29	1	10	2	1	5	4	7	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north17_all	80	45840	14616	13989	7638	3123	2271	1424	1171	731	510	377	405	255	146	177	93	102	92	39	30	20	31	16	21	8	10	4	6	5	2	8	13	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north17_active	80	28084	5623	11063	5708	1142	972	294	687	247	175	78	295	159	31	112	34	63	61	20	5	2	29	3	16	3	7	1	2	5	2	7	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north18_all	80	44760	14535	13412	7241	3109	2281	1387	1157	736	519	369	411	254	140	172	87	87	99	34	27	23	32	11	19	10	11	3	5	6	4	6	13	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north18_active	80	26353	5332	10305	5252	1058	921	316	645	248	150	79	305	145	34	98	30	62	58	19	5	6	27	2	16	4	8	1	2	6	2	5	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north19_all	80	43371	14635	12785	6857	3063	2189	1390	1124	703	527	368	384	252	132	171	92	94	87	37	40	27	33	10	5	10	4	2	5	2	4	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	24589	4953	9583	4852	1005	839	344	603	241	143	91	269	143	32	88	35	66	43	20	9	7	26	2	4	5	2	1	2	2	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	41676	14507	11883	6590	3071	2129	1350	1082	747	506	370	385	263	119	152	81	84	70	46	34	29	18	8	4	9	4	4	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	22225	4477	8596	4463	986	726	343	554	248	123	104	261	137	30	78	32	59	30	20	10	9	8	2	4	3	3	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	82711	14582	7937	10203	6572	1959	1404	1503	781	517	954	304	389	133	234	82	68	54	49	50	29	17	15	17	8	16	4	3	7	1	2	2	0	2	0	0	0	2	0	0	0	0	1	0	0	0	2
0.03	south21_active	80	71270	5280	2788	8808	5489	695	288	1058	414	186	851	79	282	28	168	17	19	29	30	38	23	8	3	12	6	14	0	0	6	1	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	2
