label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46
0.03	north1_all	80	47367	35798	15683	4640	3110	2281	1386	975	744	543	962	278	391	207	142	83	89	67	66	38	18	55	31	14	6	10	9	8	4	0	2	0	0	0	2	2	0	0	1	0	1	0	0	0	0	0	1
0.03	north1_active	80	30234	31366	13091	1324	1259	1149	474	373	336	150	841	98	317	146	93	31	68	32	51	24	4	51	23	11	3	6	6	1	4	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1
0.03	north2_all	80	46958	34815	15450	4613	3139	2271	1355	1003	770	497	902	287	342	195	148	95	96	64	93	29	15	51	30	9	12	3	4	6	6	4	2	4	1	2	1	1	0	0	0	1	1	0	0	0	0	0	1
0.03	north2_active	80	29501	30373	12763	1312	1238	1154	454	387	328	130	787	107	270	131	96	32	65	31	74	18	4	44	22	5	4	1	2	1	5	3	1	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1
0.03	north3_all	80	45248	33079	14601	4583	3099	2271	1332	991	749	494	832	291	344	196	139	96	84	60	88	31	18	37	17	11	15	6	2	7	5	4	3	4	1	2	1	1	0	0	0	1	2	0	0	0	0	0	0
0.03	north3_active	80	27318	28402	11820	1213	1229	1091	419	338	316	125	705	105	266	127	85	26	54	29	68	19	5	29	13	5	4	4	2	1	3	3	1	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north4_all	80	43781	30748	13493	4696	3107	2211	1370	1001	724	435	860	277	322	196	129	86	113	42	92	30	15	30	17	15	12	6	2	2	4	4	3	5	1	2	0	1	0	0	0	1	1	0	0	0	0	0	0
0.03	north4_active	80	25400	25830	10620	1152	1184	999	406	320	274	105	713	95	236	123	70	20	66	18	74	17	4	22	13	7	2	5	2	0	2	3	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	41924	28667	12673	4767	2990	2086	1347	987	710	464	812	275	349	185	136	91	107	47	71	39	19	30	16	16	7	10	4	6	1	1	4	3	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
0.03	north5_active	80	23215	23629	9757	1080	1057	893	371	286	268	109	671	87	255	117	72	19	65	15	57	20	6	23	13	9	2	8	2	1	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	41890	28651	12936	4819	3007	2023	1343	1009	694	471	812	254	381	166	121	77	123	43	75	43	21	42	16	20	5	10	8	4	1	3	4	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	23072	23594	9880	1084	1058	863	348	270	242	109	679	82	279	105	67	18	81	14	63	19	5	32	12	12	3	7	3	1	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
