label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134
0.03	south22_active	80	12206	7329	2875	2008	3297	4248	2609	766	2102	623	720	837	954	296	269	591	382	487	146	158	155	161	420	164	155	221	73	181	48	73	103	146	47	48	83	63	56	112	188	38	39	47	24	35	10	16	34	35	15	16	16	18	6	7	7	8	6	9	6	4	2	6	12	17	4	3	6	1	4	7	2	2	1	4	7	1	4	1	2	0	0	2	0	1	0	1	0	0	0	1	4	0	1	0	1	0	0	2	1	0	1	0	0	0	0	0	0	2	2	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	24025	13145	6298	4496	5447	6426	4141	1740	3209	1279	1297	1335	1510	690	626	990	641	807	375	329	335	301	694	307	283	345	170	292	116	140	178	207	86	93	146	119	88	145	215	56	66	65	44	62	33	29	39	62	22	29	17	33	24	10	12	10	9	14	17	5	6	10	14	20	12	3	5	7	6	11	4	4	3	8	7	2	5	0	2	1	1	4	1	0	1	4	1	0	0	1	6	1	1	1	1	1	0	0	2	0	1	0	0	0	0	1	0	0	4	5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	11625	6939	2852	2018	3127	4030	2438	782	1984	593	688	754	923	321	270	577	371	463	168	146	148	146	417	174	161	224	73	164	47	75	101	132	40	47	83	69	47	91	155	25	38	39	21	36	11	15	23	33	11	21	10	17	14	4	6	6	6	8	5	2	4	5	13	18	3	2	5	1	6	6	2	2	0	4	3	1	3	0	2	0	0	3	0	0	1	1	0	0	0	1	4	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	23538	12697	6230	4512	5307	5999	3908	1765	3076	1257	1240	1258	1483	661	609	940	647	773	358	318	319	303	644	297	266	342	172	261	123	136	163	184	74	90	127	97	82	126	148	50	53	72	45	54	31	31	43	70	22	27	16	25	28	14	16	9	5	15	13	7	6	13	16	22	9	2	3	7	8	9	5	8	3	3	9	1	6	1	2	1	1	5	2	2	2	0	1	0	0	1	4	1	1	0	3	1	0	0	1	0	5	0	0	0	0	1	0	2	4	5	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	11182	6603	2832	2001	2956	3710	2264	802	1895	569	620	701	894	318	253	541	365	444	158	149	135	145	403	159	141	225	78	144	53	72	95	113	31	42	75	48	40	83	95	25	28	53	21	26	12	18	25	44	13	18	10	14	19	8	5	5	1	7	3	3	4	5	14	17	5	1	3	2	6	6	2	6	0	1	5	1	3	0	2	1	0	4	1	0	1	0	0	0	0	1	3	0	1	0	1	0	0	0	1	0	5	0	0	0	0	0	0	2	2	5	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	23026	12585	6254	4440	5115	5836	3879	1753	3022	1255	1257	1194	1319	649	580	903	619	760	361	325	288	312	600	297	292	307	158	257	131	125	188	193	78	80	115	89	89	152	121	51	34	91	45	43	35	31	47	64	17	31	15	21	28	20	22	17	14	18	12	5	11	9	13	24	10	3	1	8	7	4	3	5	2	2	9	2	5	2	2	2	0	5	2	2	3	0	1	0	0	2	1	1	0	0	4	0	1	1	1	0	5	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	10774	6573	2805	1984	2866	3635	2242	802	1815	571	616	658	801	293	239	519	345	446	159	155	128	155	379	152	161	194	75	153	55	70	113	106	42	36	72	42	43	106	74	28	15	67	22	22	15	17	27	42	12	24	7	13	18	8	14	4	5	9	7	3	5	2	11	20	5	1	1	5	4	2	1	5	0	1	5	2	2	0	2	1	0	4	1	0	2	0	0	0	0	1	0	0	0	0	2	0	1	0	1	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	23177	12405	6182	4507	5116	5742	3776	1725	3046	1248	1226	1278	1276	631	585	863	600	725	365	326	279	331	550	277	284	288	152	243	131	124	215	200	90	85	117	77	92	173	128	58	36	103	45	53	33	29	46	66	22	24	14	18	25	17	30	18	20	13	13	7	10	9	7	25	9	4	1	6	7	7	4	9	3	5	8	5	3	2	0	2	0	5	1	5	2	0	0	0	1	3	2	0	0	1	3	0	1	2	1	0	4	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south26_active	80	10876	6452	2808	2011	2849	3586	2207	813	1821	569	585	709	788	277	230	504	312	452	167	150	127	170	333	143	149	176	72	141	57	69	128	115	43	37	70	39	49	121	73	31	22	74	23	27	14	16	27	43	13	17	4	11	15	6	15	6	10	8	9	4	4	3	5	18	5	2	0	4	3	3	1	5	1	1	7	3	0	0	0	1	0	4	1	2	1	0	0	0	0	2	0	0	0	0	1	0	1	1	1	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south27_all	80	23049	12492	6241	4588	5053	5891	3861	1732	3047	1207	1213	1322	1216	662	566	871	623	749	373	332	263	342	589	271	284	299	140	250	111	120	209	196	96	81	126	83	108	155	120	57	44	104	44	47	28	26	47	66	17	39	15	17	19	23	27	18	23	6	15	4	9	6	4	27	13	3	4	6	8	6	3	6	6	4	6	4	3	3	1	3	2	0	0	4	1	0	0	0	2	3	1	0	0	1	1	0	1	2	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	1	0	0	0
0.03	south27_active	80	10829	6437	2819	2095	2823	3675	2275	806	1829	542	609	733	755	285	232	515	305	446	166	144	111	185	341	140	151	182	59	159	40	66	129	124	46	42	84	45	56	105	72	27	28	78	20	25	12	13	32	44	8	23	6	10	10	9	15	6	13	5	8	2	5	2	3	21	6	1	1	4	3	2	1	1	4	1	5	2	1	0	1	2	2	0	0	2	1	0	0	0	1	2	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0
0.03	south28_all	80	23048	12354	6132	4649	5092	5903	3734	1719	3072	1209	1198	1345	1244	673	567	906	607	736	389	332	276	325	665	288	252	311	136	240	111	140	214	176	110	87	140	89	102	128	106	62	55	90	49	52	29	26	43	63	24	38	20	20	28	19	27	17	17	8	18	4	8	10	4	21	7	2	6	8	6	7	4	7	7	8	4	5	4	3	1	2	2	0	0	3	3	0	0	0	2	2	1	0	0	1	0	1	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	1	0	0	0
0.03	south28_active	80	10925	6336	2767	2119	2842	3683	2199	787	1887	542	614	782	728	293	245	547	309	433	175	150	123	163	393	141	119	180	50	153	44	68	132	106	56	48	91	49	54	83	61	33	30	58	26	27	13	10	26	46	13	22	9	13	17	9	14	8	11	6	10	1	8	4	3	15	3	2	3	4	3	1	1	1	4	3	3	3	2	0	1	1	2	0	0	2	3	0	0	0	1	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0
0.03	south29_all	80	23039	12269	6151	4528	5023	5905	3748	1726	3049	1200	1231	1336	1304	657	557	937	619	752	385	325	275	330	668	268	250	315	141	231	103	133	195	171	119	95	139	87	105	100	112	54	57	115	43	47	31	23	42	52	29	54	20	22	34	21	25	11	22	13	20	7	10	13	7	14	8	5	7	7	5	6	7	13	6	6	3	4	5	3	2	1	2	0	0	2	2	1	0	0	2	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	1	0	0	0
0.03	south29_active	80	10967	6257	2690	2095	2777	3641	2276	791	1899	538	631	763	762	282	251	541	337	427	177	154	128	166	415	123	135	190	54	143	42	62	122	101	69	54	72	48	58	56	69	30	27	84	26	24	13	8	23	40	18	29	11	14	21	10	16	8	12	6	9	2	7	5	6	11	4	4	4	3	2	1	1	1	3	3	2	3	3	1	1	1	2	0	0	2	2	1	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0
0.03	south30_all	80	22583	11957	5920	4469	4857	5772	3558	1690	3064	1210	1222	1298	1305	663	548	866	634	744	355	309	287	297	591	261	237	290	158	235	108	119	204	146	106	92	131	89	87	116	124	55	55	104	36	60	31	30	41	53	29	49	26	26	37	27	20	15	31	18	20	7	12	10	8	9	5	6	9	5	6	4	4	9	7	7	3	2	4	1	2	1	2	0	0	0	2	2	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0	9	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	10804	6040	2582	2061	2732	3495	2130	770	1974	531	633	726	744	295	253	496	365	436	173	143	140	148	367	117	135	164	61	132	48	49	112	74	62	48	65	51	49	63	64	28	24	75	24	28	12	13	21	30	19	26	16	14	22	13	12	10	20	9	9	2	7	5	5	8	3	4	4	2	5	0	0	1	3	3	2	2	2	1	1	1	2	0	0	0	2	2	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	24153	13319	6256	4148	5424	6776	4254	1596	3505	1286	1328	1415	1413	680	582	1030	685	796	340	312	343	293	646	302	286	373	145	322	128	146	191	205	107	83	153	85	125	107	164	72	51	102	35	61	34	28	42	36	21	51	16	23	28	21	28	15	17	25	20	6	7	11	16	17	5	10	9	6	7	6	7	9	3	4	8	2	3	5	5	2	1	1	1	1	1	3	2	0	1	2	2	0	0	3	3	1	2	1	1	0	0	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	12052	7119	2863	1875	3134	4289	2628	731	2252	619	673	865	853	329	285	586	377	489	154	132	174	177	458	156	169	224	65	197	63	81	118	139	55	39	102	51	73	65	121	48	24	55	17	46	16	18	22	23	9	40	6	11	20	9	17	6	8	8	2	3	4	4	4	11	3	2	7	4	2	3	5	5	1	1	2	0	1	1	3	2	0	1	1	0	1	2	1	0	0	1	0	0	0	0	3	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	23686	12961	6153	4312	5348	6558	3980	1611	3190	1259	1286	1387	1345	660	587	1003	651	776	363	303	319	298	625	310	303	402	160	314	123	130	195	178	112	76	142	89	110	119	168	70	54	126	38	56	44	41	29	35	18	59	12	21	27	23	28	18	13	19	19	10	7	19	16	22	3	8	10	7	5	2	3	6	4	3	10	3	3	2	5	1	2	0	1	1	1	3	3	1	1	2	7	0	0	1	4	2	3	1	1	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	11698	6928	2821	1939	3134	4156	2449	727	2042	605	662	840	806	298	273	589	357	457	168	138	151	165	436	160	179	243	72	190	62	70	130	114	56	40	93	49	62	68	115	47	32	68	21	37	15	28	13	20	8	46	4	8	17	12	17	7	5	9	3	4	3	11	6	11	2	2	9	4	2	0	3	5	1	1	4	0	1	1	4	1	1	0	1	0	1	2	2	0	0	1	0	0	0	0	3	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	23197	12569	6040	4270	5203	6291	3805	1632	3008	1235	1184	1343	1298	670	602	937	622	713	352	332	285	287	565	318	307	344	149	292	125	115	162	164	101	79	138	82	94	128	173	63	41	126	43	55	42	45	29	39	22	54	10	25	33	20	19	18	27	24	7	10	9	23	13	23	4	11	6	6	3	4	4	3	4	1	7	3	3	3	9	1	2	2	1	0	0	4	2	1	1	3	6	0	0	0	1	5	3	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	south33_active	80	11273	6615	2721	1913	3018	3981	2319	734	1937	573	617	757	787	291	285	579	308	409	159	165	133	154	360	164	179	208	68	184	63	60	105	98	52	44	88	38	47	68	122	40	25	73	21	28	17	27	20	25	8	45	5	12	22	13	13	8	20	15	3	5	3	9	5	10	2	5	4	2	1	1	2	3	1	0	5	1	2	1	7	1	1	0	1	0	0	4	2	0	1	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	22442	12183	5895	4431	4963	5939	3671	1674	2804	1145	1113	1302	1275	654	611	845	598	714	383	337	270	309	565	307	283	297	143	282	146	115	180	150	110	82	133	86	88	129	138	68	49	125	42	65	37	45	38	41	27	43	12	24	41	21	15	15	27	24	10	10	10	22	20	17	5	6	6	5	2	4	4	1	2	4	8	3	3	1	5	1	3	3	2	2	0	2	2	2	1	3	6	0	0	0	1	4	2	0	0	0	1	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south34_active	80	10614	6341	2623	2028	2797	3719	2186	759	1787	495	564	685	778	300	281	512	305	416	183	162	129	156	334	157	153	164	61	195	70	58	117	92	52	45	93	40	46	65	94	42	29	87	21	23	15	22	25	25	8	34	6	14	31	17	8	7	20	17	5	4	5	11	11	4	3	4	4	1	1	2	2	0	0	3	7	2	2	0	4	0	2	1	0	0	0	2	2	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	22207	11819	5830	4417	4813	5850	3644	1674	2726	1109	1117	1239	1252	680	588	797	598	683	372	357	260	310	540	277	281	301	147	261	136	112	202	159	102	89	117	84	72	131	109	60	48	130	43	62	38	35	36	43	34	30	16	34	42	22	11	17	29	26	17	11	12	19	15	17	9	5	5	3	4	4	4	5	6	5	6	2	3	1	6	1	3	3	2	2	1	2	0	1	1	3	1	1	1	0	0	4	0	0	0	0	1	0	1	0	0	0	3	1	2	0	1	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south35_active	80	10389	6102	2582	2049	2644	3632	2107	788	1758	460	581	668	749	310	266	460	308	388	176	174	130	170	331	147	149	177	72	173	64	57	107	104	51	51	83	47	37	68	68	33	26	103	25	20	19	14	24	25	11	23	9	24	29	15	5	10	23	17	12	5	5	7	9	7	4	4	2	0	3	2	1	3	1	3	6	2	3	0	4	0	1	1	0	0	0	2	0	0	1	0	1	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	22188	11793	5841	4401	4814	5896	3708	1722	2779	1114	1193	1236	1259	664	581	821	582	686	356	327	267	315	579	285	255	298	139	247	134	113	236	182	92	84	113	78	74	94	93	64	50	117	46	60	36	24	34	42	31	45	15	38	34	28	13	17	16	22	15	7	8	13	12	12	10	2	3	2	3	2	4	8	4	6	5	1	3	2	3	2	5	2	2	2	1	0	1	1	1	4	2	2	1	0	0	3	0	0	0	0	1	0	1	0	0	0	2	1	2	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south36_active	80	10461	6087	2613	2080	2626	3760	2112	825	1772	461	617	658	737	300	266	481	301	414	176	162	131	170	352	151	140	177	65	165	55	58	134	120	40	45	85	46	32	50	53	32	20	91	22	26	15	10	20	25	11	38	7	28	19	17	6	10	10	14	11	4	4	7	9	9	5	1	2	0	2	1	2	4	1	4	5	1	3	1	1	1	2	1	0	0	0	0	1	0	1	1	1	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	22249	11811	5897	4346	4815	5918	3592	1718	2906	1177	1239	1263	1248	664	569	848	568	671	357	319	262	307	590	283	262	274	158	262	134	127	230	211	95	78	123	71	91	111	103	63	45	111	46	65	36	29	32	36	21	42	18	47	29	20	14	14	9	22	24	9	9	13	5	11	6	0	3	3	4	3	6	9	7	4	5	0	3	2	2	1	5	1	3	2	2	0	1	2	1	4	3	2	1	0	0	1	0	0	0	1	1	0	1	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	10604	6040	2654	2001	2694	3686	2070	825	1802	498	636	682	715	292	260	502	291	389	158	156	129	166	396	150	144	174	67	160	56	66	125	144	37	38	87	45	46	55	61	33	18	78	24	31	13	10	17	23	10	34	8	34	13	10	6	9	5	9	9	4	3	7	4	8	2	0	2	1	3	2	3	4	2	2	5	0	2	1	1	1	2	0	2	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	22243	11952	5917	4273	4819	6024	3628	1677	3044	1242	1213	1264	1257	646	584	878	594	663	350	314	265	301	633	301	242	292	153	226	128	128	234	187	89	66	148	70	81	103	131	75	40	101	41	52	33	27	33	37	18	44	13	39	28	23	12	15	9	23	19	7	11	8	5	14	4	1	4	1	2	3	7	4	6	3	3	1	3	2	1	1	3	1	2	0	1	3	2	1	1	2	3	2	0	1	0	1	0	0	1	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	10550	6098	2631	1930	2735	3729	2120	767	1868	542	622	681	732	277	262	520	309	386	157	150	128	144	409	156	136	187	68	124	52	69	130	117	38	26	90	45	44	53	85	45	16	60	18	29	11	10	17	20	7	37	6	26	16	13	6	10	5	11	3	2	5	5	3	9	1	0	2	1	1	2	4	1	4	1	2	1	1	1	0	1	1	0	2	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	22106	11906	5805	4210	4809	5935	3457	1678	3091	1232	1228	1229	1286	650	576	871	634	674	383	308	280	311	620	285	255	261	147	247	137	138	174	204	94	58	155	81	77	110	118	64	42	101	39	55	29	31	27	34	21	40	14	30	34	19	13	17	9	16	21	6	10	5	6	9	7	3	5	3	2	4	7	10	8	4	2	3	3	4	0	1	2	2	2	2	1	3	1	1	1	1	4	0	0	1	0	1	0	1	1	3	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	10571	6070	2576	1912	2746	3741	2067	746	1916	547	614	672	758	283	252	526	346	391	183	145	141	152	395	150	139	159	68	157	58	77	106	124	42	26	92	45	48	65	74	37	19	65	20	30	14	13	12	19	10	33	7	16	20	11	5	10	4	5	4	1	5	3	2	5	2	2	4	1	1	3	2	6	6	2	1	2	1	1	0	0	1	1	2	2	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	21598	11700	5715	4179	4744	5782	3460	1636	2978	1181	1268	1143	1232	648	579	842	604	693	396	303	300	312	588	276	284	279	151	265	133	125	158	161	84	65	124	91	81	91	107	70	37	94	36	56	28	24	21	50	24	42	16	31	30	24	13	19	8	12	14	4	10	5	8	7	8	7	5	2	2	5	6	8	5	4	1	4	1	4	1	1	0	1	2	2	0	3	2	1	0	0	5	0	0	1	0	0	0	1	2	2	0	3	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	10354	5973	2563	1903	2692	3689	2030	736	1870	527	612	653	733	286	262	520	338	397	188	135	148	152	381	143	155	176	72	160	56	61	94	93	37	30	69	48	50	56	68	41	18	55	16	31	15	11	7	32	10	33	7	16	21	13	5	13	4	9	5	1	5	3	3	3	2	4	4	0	0	3	2	6	5	2	0	2	0	1	0	0	0	1	2	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
