label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135
0.03	south22_all	80	36641	12316	7684	8399	6549	3197	2796	3741	3971	1645	1251	1105	1067	1144	721	687	539	975	403	477	720	343	277	298	272	238	223	267	172	287	143	139	156	120	81	139	90	68	66	145	61	39	55	38	53	83	46	28	27	18	42	35	21	22	22	24	14	14	21	17	10	18	9	9	6	11	10	5	4	10	3	16	2	5	2	1	5	0	9	2	3	2	0	1	0	1	1	3	0	1	0	2	2	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south22_active	80	24064	3457	1605	6032	4869	626	1239	2887	3358	631	290	291	557	725	161	184	113	770	75	268	605	142	63	152	128	100	107	199	33	222	30	49	117	34	20	111	21	26	14	123	23	17	32	17	24	66	36	8	16	9	33	33	4	15	2	20	1	5	13	11	4	17	5	3	3	8	4	3	3	4	2	14	0	5	0	0	5	0	9	0	2	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	38649	12196	7733	8714	6987	3217	2839	3892	4247	1651	1270	1111	1128	1225	735	669	567	986	430	475	762	348	266	304	286	264	221	301	173	249	149	140	170	107	86	143	81	67	77	187	59	73	51	45	45	86	55	26	25	20	29	32	21	30	20	17	11	14	20	18	12	17	9	8	7	15	18	5	6	8	9	16	3	4	2	1	6	0	7	1	3	2	1	1	1	2	1	2	0	1	1	2	2	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
0.03	south23_active	80	26408	3660	1762	6504	5408	699	1298	3058	3667	672	312	308	590	831	159	200	124	793	97	286	651	137	58	149	136	112	114	241	43	193	31	54	131	28	19	119	21	23	16	160	31	37	22	18	23	70	47	6	18	13	22	29	7	24	4	12	1	6	10	10	3	16	5	3	5	13	11	2	5	6	7	14	1	4	0	0	6	0	7	0	2	1	0	1	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	40461	12241	7710	8944	7285	3164	2820	4085	4408	1680	1269	1083	1189	1240	722	684	558	1012	455	483	801	327	264	316	277	261	221	295	172	246	125	136	187	95	99	156	71	66	82	170	59	72	59	44	41	99	97	26	41	24	23	51	21	38	19	23	13	14	30	16	13	21	6	9	10	14	17	4	4	9	7	15	2	0	2	1	5	15	7	4	2	0	1	3	3	1	3	2	3	0	1	2	2	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0
0.03	south24_active	80	28682	3849	1882	6828	5804	744	1378	3299	3854	726	341	331	635	888	144	203	127	809	113	316	691	131	65	169	139	127	124	230	41	194	28	52	155	26	18	135	20	19	18	148	34	39	28	20	26	83	85	6	27	18	18	47	6	32	5	18	3	3	18	9	5	18	5	3	6	13	12	1	4	6	6	14	1	0	0	0	5	14	6	2	2	0	0	2	2	0	2	2	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	41779	12238	7793	9268	7710	3131	2891	4167	4634	1640	1301	1074	1190	1291	740	687	560	1061	440	496	834	346	282	300	255	257	208	321	158	234	121	144	186	95	100	181	65	63	74	182	67	67	51	52	31	93	129	23	42	30	32	52	21	44	16	24	11	12	31	15	13	19	7	8	11	11	14	3	2	10	8	7	3	1	1	4	7	17	11	4	2	0	1	5	3	2	2	0	3	0	2	3	1	2	0	0	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	2	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0
0.03	south25_active	80	30493	4051	2067	7158	6247	799	1477	3401	4112	745	377	356	673	980	144	202	127	876	120	335	716	146	73	173	127	130	110	252	45	185	33	67	150	26	20	160	24	16	10	165	36	39	21	28	21	82	115	5	24	20	30	45	6	34	6	20	3	3	21	10	6	16	5	2	8	11	11	1	2	4	7	6	1	1	0	2	7	16	10	2	1	0	0	2	2	0	2	0	0	0	1	3	1	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	41767	12221	7799	9231	7499	3148	2928	4283	4636	1621	1327	1065	1161	1284	746	689	542	1009	429	516	823	339	280	321	251	235	199	312	157	233	119	127	188	98	93	207	72	69	69	178	67	55	56	55	35	77	137	27	50	28	27	46	22	37	15	30	12	15	28	12	13	23	6	4	9	12	12	6	6	9	9	11	3	2	2	3	4	17	13	6	4	1	1	6	3	2	6	0	3	0	2	3	1	0	1	0	2	1	0	1	0	0	0	0	0	1	0	0	2	0	0	1	2	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south26_active	80	30497	4022	2066	7061	6037	806	1519	3538	4101	732	383	337	686	943	141	207	113	835	120	348	706	140	83	197	116	120	84	234	46	179	40	56	150	33	21	176	27	20	8	166	32	32	27	28	28	63	127	11	27	18	25	40	6	30	6	26	4	4	23	7	6	21	4	0	6	11	10	3	4	3	9	10	0	1	0	2	4	16	12	2	3	0	0	3	2	0	6	0	0	0	1	3	1	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	41775	12173	7776	9338	7474	3149	3027	4306	4576	1579	1314	1075	1186	1242	707	661	554	1017	403	534	790	362	296	333	258	229	196	321	163	230	137	116	166	97	89	212	88	81	60	110	77	55	49	48	37	81	107	32	42	22	37	27	18	46	12	27	10	12	29	8	10	23	4	5	6	15	7	6	6	10	5	9	4	3	2	3	6	14	12	6	4	1	0	5	0	1	6	0	0	0	2	3	3	0	1	0	2	2	0	1	0	0	0	0	0	1	0	0	2	2	0	1	2	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	south27_active	80	30408	4053	2017	7133	5990	818	1598	3572	4012	703	379	341	700	891	143	218	122	847	93	378	656	158	89	199	123	104	77	240	54	185	46	53	129	31	31	182	36	25	6	98	30	30	25	28	25	68	98	12	16	11	34	21	4	40	4	22	4	3	26	4	5	20	2	0	5	13	4	4	3	3	4	8	0	2	0	2	6	14	12	2	3	0	0	2	0	0	6	0	0	0	1	3	2	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	40440	12296	7715	8993	7276	3193	3047	4086	4196	1562	1314	1123	1167	1236	699	635	539	925	429	561	791	349	304	334	263	218	221	292	171	242	141	112	186	107	86	198	87	83	55	110	73	61	52	46	40	76	98	34	44	26	37	28	14	42	11	27	18	14	15	11	10	19	7	5	3	13	9	6	12	6	12	6	3	5	2	0	6	2	10	2	3	1	2	3	1	0	6	0	0	0	2	0	4	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	south28_active	80	28888	3989	1915	6783	5781	732	1600	3358	3625	690	369	328	667	879	155	201	120	745	94	376	656	147	94	200	121	100	90	219	48	194	46	47	141	37	28	162	33	25	5	98	33	36	30	29	21	63	93	14	22	16	35	24	3	37	2	21	8	3	12	7	4	17	3	1	1	10	7	3	8	3	9	5	0	3	0	0	6	2	10	0	3	0	1	2	0	0	6	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	38445	12276	7533	8721	6922	3218	2898	3921	3850	1548	1287	1108	1134	1127	693	610	562	885	415	543	836	340	291	339	261	212	230	264	150	234	149	108	197	99	87	186	86	80	64	106	81	57	49	50	36	52	59	27	40	28	32	45	11	38	12	29	17	15	18	17	8	14	7	7	6	13	8	8	15	5	11	1	4	7	2	1	4	2	5	0	3	0	2	1	1	0	3	1	0	1	3	1	3	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	2	3	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	south29_active	80	26582	3781	1776	6533	5361	680	1425	3129	3294	647	338	300	618	760	164	176	109	693	87	348	688	140	82	185	119	95	99	204	46	187	44	45	145	33	26	155	28	20	12	90	30	31	26	28	14	43	53	10	19	18	30	40	2	36	4	23	7	3	15	13	3	11	3	1	3	10	7	6	9	4	7	0	0	6	0	1	4	2	5	0	2	0	1	0	0	0	3	1	0	0	2	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	35962	12095	7424	8047	6532	3143	2785	3787	3684	1518	1257	1084	1075	1045	702	619	530	768	429	516	826	316	266	318	258	220	202	269	153	245	141	108	187	99	95	165	65	69	60	99	59	49	48	50	38	37	62	24	36	35	35	63	13	25	15	30	19	16	21	15	7	22	6	5	8	5	11	7	12	6	11	2	2	6	2	1	1	13	11	2	1	1	2	2	2	1	8	1	0	1	2	1	2	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	south30_active	80	24012	3528	1642	5875	4926	638	1284	2951	3072	598	330	288	551	668	176	158	95	584	91	319	690	114	69	174	113	101	85	204	43	192	43	41	131	34	25	136	18	16	10	84	17	28	19	23	14	29	54	8	22	21	30	55	1	20	4	23	8	4	18	13	2	20	2	2	3	3	9	4	8	5	7	0	0	5	0	1	1	12	10	1	0	1	1	2	0	0	8	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	39320	11897	7288	8926	7466	3034	2802	4151	4300	1562	1216	1078	1158	1185	724	621	516	975	427	450	786	327	321	321	224	253	186	302	154	209	122	121	205	110	97	136	67	70	56	135	54	74	55	37	39	89	166	17	27	39	64	43	27	24	18	18	18	8	18	12	14	18	4	8	7	17	22	9	6	4	7	11	6	6	4	2	1	2	9	3	3	0	0	4	0	2	2	4	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	28266	3905	1859	6953	5845	751	1459	3462	3763	643	341	361	667	857	139	195	117	791	104	298	679	133	110	207	96	123	83	241	42	159	39	61	167	39	39	112	20	19	10	119	21	52	26	26	25	76	162	4	17	28	56	39	5	19	0	16	4	2	13	9	6	13	4	4	3	12	21	4	3	1	5	9	1	6	2	1	1	2	9	2	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	39342	12069	7417	9003	7419	3074	2912	4079	4210	1550	1192	1106	1174	1192	689	639	558	955	438	489	748	338	297	318	239	241	190	316	153	231	115	132	199	109	97	146	61	77	63	132	62	82	63	43	40	108	104	24	36	37	72	76	22	30	18	21	19	10	22	11	9	20	5	8	4	13	25	10	5	4	5	12	9	4	3	3	4	8	23	1	5	0	1	4	0	1	2	3	0	0	0	0	0	0	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	28204	3997	1876	7034	5809	780	1534	3346	3680	665	330	373	680	852	129	197	122	788	100	329	646	145	98	209	100	121	84	247	43	180	38	62	161	38	37	121	22	23	9	116	30	57	35	27	30	95	98	8	28	26	68	72	3	27	0	16	4	3	21	8	3	16	4	3	1	12	18	3	2	1	4	9	3	4	1	2	4	7	23	1	2	0	0	3	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	39277	11964	7382	9214	7306	3125	2921	4055	4089	1572	1203	1114	1154	1165	681	610	543	848	444	479	858	339	294	296	244	220	215	325	153	232	117	140	193	103	104	162	54	80	65	162	55	79	61	42	46	107	113	27	38	36	74	64	20	29	19	13	22	12	23	18	15	23	5	8	1	10	17	7	4	4	3	10	6	0	4	4	4	8	26	1	4	0	1	3	0	1	2	3	0	0	1	1	1	0	2	2	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south33_active	80	28167	3929	1887	7192	5756	785	1492	3355	3561	688	347	396	657	823	140	183	105	697	93	303	757	155	96	193	97	109	103	252	40	177	42	64	161	42	38	131	14	24	9	150	25	54	30	25	32	91	104	11	30	22	74	58	3	23	2	8	8	4	22	8	6	16	3	4	0	10	10	3	1	2	2	7	3	0	1	2	3	6	26	1	2	0	0	2	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south34_all	80	39729	11907	7498	9275	7380	3171	2883	3958	4113	1551	1239	1095	1124	1226	696	619	587	883	457	510	868	357	296	273	254	221	207	382	147	248	111	137	211	92	101	179	49	81	78	138	59	78	54	47	45	88	85	27	31	30	101	76	13	32	20	19	21	13	28	15	17	23	7	2	6	8	10	6	2	2	4	8	6	1	4	5	12	7	22	2	5	0	1	1	0	0	2	2	0	1	1	5	2	0	2	3	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south34_active	80	28640	3935	1976	7217	5806	812	1500	3253	3571	702	352	389	658	858	147	191	123	745	109	332	751	163	103	167	113	113	107	306	42	200	33	57	185	38	33	152	14	22	15	127	30	52	30	29	29	76	75	11	26	19	99	68	1	25	3	15	8	5	27	6	8	18	3	1	3	8	2	2	1	1	4	6	3	1	1	3	11	5	22	1	2	0	0	0	0	0	2	1	0	1	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south35_all	80	40015	11932	7579	9139	7318	3093	2872	4051	4217	1577	1235	1105	1115	1267	692	612	554	931	437	474	833	370	309	278	231	210	210	392	155	223	119	122	238	78	91	146	56	61	70	148	63	71	45	41	43	73	62	31	24	29	96	66	16	20	24	27	19	10	35	22	15	25	5	3	11	3	6	6	2	2	5	5	2	3	3	3	10	7	21	1	2	0	1	2	2	1	2	2	1	1	1	6	2	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south35_active	80	29106	3907	1958	7089	5739	780	1498	3349	3658	724	349	361	654	917	141	179	126	772	107	317	719	159	110	165	104	111	110	320	44	174	38	59	212	31	26	121	19	17	16	134	32	50	23	23	28	62	52	13	18	18	92	55	3	12	7	23	8	3	33	14	8	21	0	1	4	3	1	0	2	2	5	4	0	3	0	1	9	6	21	0	0	0	1	2	1	0	2	1	0	1	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south36_all	80	40103	12065	7604	8984	7383	3043	2871	4029	4152	1606	1264	1098	1071	1217	682	639	547	929	445	481	794	373	306	316	225	198	204	417	161	228	132	125	247	72	90	185	63	64	71	100	72	62	45	49	56	84	46	30	26	27	53	77	19	32	20	49	19	9	28	14	12	44	7	3	12	7	3	6	3	3	9	1	2	3	2	5	11	1	8	2	2	0	2	3	2	1	2	2	2	1	0	5	1	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	29161	3957	1939	7024	5776	778	1471	3305	3618	754	341	369	607	887	137	192	142	767	107	319	668	168	105	186	108	98	104	347	48	185	40	56	214	26	23	166	23	13	19	88	35	42	20	28	39	68	38	10	22	17	49	66	4	26	7	42	6	2	26	10	7	42	1	1	5	6	2	0	3	2	9	0	0	3	0	1	11	1	8	1	0	0	2	2	1	0	2	1	0	1	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	39568	12186	7576	8969	7268	2976	2938	4035	4025	1605	1264	1061	1043	1163	672	620	527	912	452	507	804	362	313	338	226	209	197	379	159	224	136	121	265	79	81	207	71	63	69	111	75	48	37	36	58	106	55	31	33	19	23	74	22	37	17	44	14	7	17	15	16	33	7	6	11	7	4	9	4	6	8	6	4	7	0	5	5	3	7	1	2	0	2	6	2	1	2	2	2	0	0	5	1	1	0	2	5	0	0	2	0	0	0	0	1	1	0	0	0	2	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	28561	3940	1854	6983	5708	774	1496	3310	3483	735	343	354	602	832	143	187	140	746	104	338	694	158	104	216	119	103	93	316	53	177	43	61	226	20	21	188	29	14	11	98	34	33	20	19	42	92	49	10	26	11	16	63	5	32	8	36	6	0	15	13	9	31	1	2	5	6	3	1	3	5	8	5	0	7	0	2	5	2	7	1	1	0	2	4	1	0	2	1	0	0	0	4	0	1	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	38186	11991	7481	8557	7089	2971	2898	3773	3696	1538	1224	1090	1051	1072	673	609	507	896	457	509	782	336	298	330	213	214	202	336	169	232	148	121	304	82	76	200	73	67	72	85	52	50	47	37	54	86	60	30	35	25	20	43	27	41	12	43	14	7	22	20	15	32	8	6	9	12	5	6	5	10	7	5	3	5	1	5	14	2	2	2	4	0	3	6	1	3	3	2	1	0	0	0	1	2	0	0	6	0	0	2	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	26775	3776	1755	6435	5453	728	1435	3032	3134	678	327	364	582	728	160	170	117	713	92	311	663	143	97	203	95	90	94	280	49	176	48	58	251	18	19	175	30	17	11	72	21	32	22	22	39	71	54	8	30	15	15	36	4	41	5	37	7	0	21	13	6	30	2	2	2	10	4	2	4	8	7	5	0	4	0	1	14	1	2	1	2	0	2	4	0	0	3	1	0	0	0	0	0	1	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	36131	11720	7326	8360	6746	2961	2788	3765	3429	1510	1231	1029	1055	1073	684	588	497	878	454	516	768	312	276	327	238	220	185	295	164	244	140	106	292	99	75	169	66	71	75	94	46	61	46	33	44	67	76	32	39	24	29	31	23	28	12	25	18	7	18	12	20	20	10	8	9	11	5	6	6	9	6	5	6	5	2	3	14	4	2	2	3	0	1	3	0	2	2	1	0	0	0	0	1	2	0	0	6	1	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	24497	3437	1645	6105	5097	678	1368	2961	2818	627	307	327	592	697	168	155	104	682	91	303	645	127	84	205	101	103	75	249	40	178	44	46	233	27	18	140	31	23	12	76	14	35	27	19	24	56	67	6	31	14	22	25	4	28	4	22	8	1	17	5	8	20	2	2	1	9	4	3	4	8	6	5	0	4	0	1	14	3	2	1	2	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	33967	11449	7192	7841	6216	2987	2709	3385	3255	1458	1168	984	1031	1054	698	581	502	820	445	486	711	305	272	296	234	208	197	316	160	253	125	95	249	101	77	161	64	70	67	77	52	61	49	42	42	41	66	40	33	27	29	31	24	28	11	23	17	8	22	20	13	12	8	8	13	10	10	5	5	10	3	0	5	4	2	2	15	4	0	2	3	0	1	1	0	2	2	1	1	0	0	0	0	2	0	0	11	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south40_active	80	22150	3155	1532	5560	4521	650	1267	2593	2654	564	281	287	547	650	178	145	91	622	86	260	586	111	78	175	94	92	76	265	38	178	35	35	187	29	20	125	26	20	13	57	19	34	26	23	23	31	53	6	24	16	19	25	4	28	4	20	8	1	19	8	5	12	1	1	2	9	8	3	4	8	3	0	0	2	0	0	14	4	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
