label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58
0.03	north1_all	80	672	329	270	97	117	51	63	65	125	139	125	55	44	22	13	9	9	5	9	16	4	2	9	2	3	3	2	6	1	2	0	2	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
0.03	north1_active	80	319	169	145	48	53	26	35	40	80	81	91	34	29	12	9	5	5	4	8	10	2	1	7	2	0	1	1	5	1	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north2_all	80	662	317	268	92	103	57	63	59	121	155	131	54	44	21	12	9	11	6	10	18	5	2	10	4	4	4	3	7	1	1	1	2	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
0.03	north2_active	80	300	156	155	46	53	28	30	34	85	86	89	34	31	14	8	6	5	4	6	13	2	1	8	2	3	2	2	6	1	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north3_all	80	657	318	241	108	113	64	75	61	106	152	121	50	26	26	12	12	14	8	11	14	4	3	10	5	4	3	5	3	0	1	4	3	2	1	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north3_active	80	302	158	130	56	61	33	34	33	74	92	73	28	16	18	5	8	7	5	6	13	2	0	9	2	3	2	3	3	0	0	1	1	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north4_all	80	643	322	220	117	120	68	64	51	106	162	117	55	34	31	10	10	12	13	12	14	3	3	9	4	5	2	6	6	1	0	4	2	4	1	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
0.03	north4_active	80	296	156	107	56	64	37	30	24	77	95	65	28	21	21	4	6	6	5	6	13	1	0	8	1	3	2	2	6	1	0	1	0	3	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north5_all	80	624	361	207	130	135	61	57	53	98	144	121	57	29	38	11	15	15	14	12	13	3	2	8	2	3	2	6	9	1	1	4	1	3	1	0	1	0	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north5_active	80	282	170	100	62	75	33	26	28	62	71	78	31	17	27	6	9	9	6	7	13	1	0	6	0	2	1	2	8	1	0	1	0	3	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	636	354	211	129	149	62	55	58	108	126	121	63	36	41	9	13	12	13	16	25	3	2	5	0	4	2	8	15	1	2	0	1	3	1	1	1	0	0	2	0	2	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north6_active	80	299	160	107	60	89	30	27	31	61	72	84	44	20	32	7	8	9	5	9	25	1	1	4	0	3	1	5	14	1	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	660	366	214	126	158	63	51	66	92	117	129	59	33	50	10	12	12	12	17	27	4	3	4	3	4	2	6	11	0	2	2	1	2	0	1	2	0	0	2	0	1	1	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north7_active	80	316	166	110	54	110	32	26	33	49	77	95	44	18	42	7	7	9	4	11	27	2	2	2	1	3	1	5	10	0	0	2	0	0	0	1	1	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	668	332	227	116	153	66	51	66	101	131	90	69	34	35	10	11	9	9	21	28	6	4	3	3	5	4	7	7	0	1	2	1	2	0	1	1	1	0	2	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	321	155	121	43	105	37	28	32	59	95	63	48	20	31	6	7	6	5	14	26	2	2	2	1	4	2	6	6	0	0	2	0	0	0	1	1	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	709	332	219	121	140	60	57	59	101	121	96	73	28	32	10	9	14	6	22	10	4	4	6	4	6	2	3	5	0	2	2	1	3	0	1	1	1	0	0	2	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	331	162	113	49	91	35	33	34	62	92	69	53	17	29	4	6	9	3	11	6	1	1	2	1	3	1	1	4	0	2	2	0	0	0	1	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	700	310	216	115	138	65	62	58	106	113	99	78	22	29	10	12	12	9	21	9	3	3	7	3	12	2	4	3	0	2	2	0	3	0	0	1	1	0	0	6	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	325	143	103	55	83	39	34	35	62	78	62	55	13	13	6	5	8	6	10	5	0	1	4	0	8	1	1	1	0	2	2	0	0	0	0	1	1	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	650	367	212	114	113	61	40	68	75	94	71	43	21	29	13	9	14	3	18	7	4	3	2	3	8	2	5	5	2	1	1	1	0	1	3	2	0	1	0	1	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	291	173	105	51	64	34	17	45	49	71	41	34	17	20	7	2	10	2	13	5	3	1	2	1	8	1	5	1	1	0	1	0	0	0	1	2	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	659	347	232	129	108	61	52	68	76	98	75	43	27	27	14	9	12	4	15	7	3	2	4	2	11	2	3	4	1	1	0	1	0	1	3	2	0	1	0	0	2	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
