label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78
0.03	north6_all	80	12638	11477	2000	1364	1518	949	590	435	335	283	375	330	182	353	260	78	323	52	98	105	49	95	43	23	60	39	33	29	11	10	11	17	11	18	24	3	8	3	4	11	1	3	1	6	2	3	1	2	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	9607	10443	680	351	1104	604	241	82	89	68	270	242	112	318	218	14	304	14	78	88	24	80	24	4	52	29	29	26	6	3	3	14	5	16	21	2	3	0	1	8	1	3	1	6	1	1	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	12422	11902	1947	1329	1486	921	552	469	340	270	396	316	187	345	266	93	301	59	86	98	43	93	47	21	67	40	30	24	21	11	13	19	15	29	14	4	5	2	5	10	2	4	0	6	2	1	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	9462	10872	647	353	1093	568	232	90	94	63	297	238	117	307	231	16	282	12	71	83	20	79	28	5	60	25	27	20	8	6	4	15	7	27	11	3	1	0	1	6	2	3	0	6	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	12564	11999	1900	1353	1529	959	554	440	324	261	376	299	193	342	282	90	288	57	82	94	49	100	47	22	77	36	29	24	21	14	9	13	11	25	11	5	2	2	7	7	2	9	0	3	2	1	1	2	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	9627	10978	645	365	1124	623	229	88	93	60	280	223	123	286	247	19	269	14	62	80	24	83	28	5	65	24	26	20	8	9	2	8	7	24	10	4	1	0	3	5	2	8	0	3	1	1	0	2	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	12496	11817	1886	1364	1543	967	527	408	313	252	387	305	182	369	275	105	291	63	81	102	57	87	43	26	87	39	40	18	23	15	8	20	16	20	8	8	2	3	8	4	1	7	0	4	6	1	1	2	0	0	1	0	1	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
0.03	north9_active	80	9567	10781	644	374	1155	632	219	86	96	57	280	229	112	308	245	25	262	13	55	86	33	76	28	10	78	28	36	13	12	10	1	13	11	18	8	5	2	0	3	1	1	6	0	4	4	1	0	2	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
0.03	north10_all	80	12432	11882	1956	1334	1583	992	512	364	322	248	371	309	184	361	268	93	297	64	86	104	47	72	52	21	98	33	29	22	17	18	8	15	12	13	19	7	3	3	7	4	1	5	2	3	6	0	1	2	0	0	2	1	1	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
0.03	north10_active	80	9578	10783	656	369	1194	658	202	82	83	57	257	238	111	293	230	26	265	20	61	86	31	60	32	9	87	24	24	18	12	10	1	9	8	10	19	5	2	1	2	2	1	5	1	3	5	0	0	2	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
0.03	north11_all	80	12581	11302	2008	1293	1560	920	577	454	328	282	391	286	196	347	276	86	296	59	114	121	53	81	39	23	56	27	31	22	21	19	11	24	9	13	45	3	8	1	2	7	1	12	1	3	1	3	2	2	0	2	3	1	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
0.03	north11_active	80	9619	10291	712	350	1143	566	208	111	91	75	288	212	111	295	233	13	272	12	96	98	22	69	31	5	44	20	25	14	11	12	1	19	5	8	42	1	0	0	0	6	0	10	0	3	1	3	0	2	0	1	1	0	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north12_all	80	12617	11427	1989	1267	1486	959	577	434	339	276	370	287	167	353	250	90	295	60	106	109	53	85	43	23	54	22	33	29	25	16	10	20	9	11	54	3	6	3	5	4	3	14	1	5	0	6	4	1	1	1	2	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north12_active	80	9648	10394	682	358	1060	597	211	113	90	78	262	214	89	295	202	14	269	13	91	92	25	70	33	7	45	19	28	22	17	10	2	16	6	6	52	1	0	1	2	4	2	12	0	4	0	4	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	12617	11209	1979	1265	1512	993	568	455	355	284	378	303	169	352	277	101	299	67	88	115	41	91	38	28	59	25	35	38	27	14	6	21	8	14	24	3	5	4	5	4	3	4	1	2	0	6	3	2	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north13_active	80	9588	10164	705	375	1051	626	219	110	103	72	277	224	92	292	235	17	270	21	75	99	19	75	26	7	52	21	29	30	20	9	2	19	5	10	23	1	0	1	2	4	2	4	0	1	0	4	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	12538	11413	1970	1288	1516	932	569	432	346	293	354	295	202	332	261	99	256	69	73	119	48	107	41	26	89	33	32	33	21	13	10	21	8	17	22	4	4	5	4	2	2	5	1	3	0	3	2	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	9530	10341	686	375	1065	577	225	105	105	74	260	213	103	277	218	17	229	21	59	98	23	91	24	8	85	25	28	25	17	6	4	19	4	14	22	1	0	2	2	1	2	5	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	12532	11267	1923	1353	1542	919	530	422	360	288	368	306	212	309	230	105	264	77	71	109	40	113	40	32	90	37	52	24	15	14	9	14	7	27	8	5	7	3	1	3	2	3	3	2	6	1	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	9	0	0	0	1	0	0	0	0	0	0	0
0.03	north15_active	80	9512	10198	669	396	1112	551	219	94	112	70	281	220	108	252	194	24	232	20	54	88	24	98	23	11	85	27	47	18	10	7	3	13	3	25	8	1	2	1	0	1	1	2	2	1	6	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	12417	11316	1913	1337	1525	935	553	415	362	289	351	281	203	315	238	99	259	67	80	119	38	140	32	23	90	43	55	21	13	14	9	24	6	21	14	5	8	1	1	3	2	3	4	4	8	2	1	3	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	1	1	0	1	9	0	0	0	1	0	0	0	0	0	0	0
0.03	north16_active	80	9441	10234	653	380	1113	574	225	90	102	81	255	196	92	261	198	25	227	14	57	95	22	124	17	5	81	32	50	13	6	8	3	22	2	19	14	2	3	1	0	1	0	2	3	3	6	1	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	12495	11157	1881	1351	1507	949	568	419	375	294	363	270	204	362	258	97	290	66	102	103	44	121	32	28	79	31	47	28	16	11	6	33	6	29	17	6	6	1	3	1	3	1	3	5	8	2	1	2	0	2	1	1	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	1	0	0	0	0	0	0	0
0.03	north17_active	80	9465	10094	644	383	1081	591	233	98	97	80	254	186	98	301	216	22	260	13	77	82	25	106	19	6	66	20	43	18	8	5	2	32	3	27	14	3	3	1	1	0	1	0	2	4	6	1	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	12557	11349	1891	1324	1555	991	619	450	357	269	362	293	182	377	271	82	302	53	105	100	51	106	35	29	52	35	23	28	16	9	10	32	7	20	15	6	5	2	4	3	3	2	3	7	7	1	1	4	0	2	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	9539	10279	647	377	1127	629	259	104	92	72	249	201	94	325	228	18	283	13	85	81	32	94	19	8	41	24	19	18	7	3	3	30	4	19	12	3	2	1	2	1	2	1	3	6	5	1	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	12415	11247	1876	1352	1566	965	621	438	357	278	350	306	179	371	286	91	288	61	113	105	59	89	36	35	60	33	36	30	19	10	12	24	10	19	10	6	3	3	5	2	4	11	3	7	3	4	0	3	0	2	2	0	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	9385	10216	634	377	1117	598	249	102	82	65	240	208	99	323	237	21	272	15	90	87	39	80	19	11	48	21	28	18	9	5	3	21	7	19	6	1	1	1	4	1	3	10	3	7	1	1	0	3	0	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	12407	11507	1896	1317	1605	950	603	431	335	269	346	328	194	373	268	92	276	70	103	108	49	91	27	32	83	40	50	24	19	15	13	27	12	12	9	6	3	3	4	2	3	11	3	4	4	4	0	6	1	2	2	0	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	9398	10472	645	383	1169	620	229	94	88	63	249	238	114	324	219	18	258	13	79	91	32	80	13	10	73	28	42	14	11	10	3	23	8	12	5	0	1	1	3	1	2	10	2	4	4	0	0	6	0	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	12688	11367	1858	1295	1571	927	529	377	373	258	327	301	176	346	310	93	249	68	106	123	43	96	31	21	75	46	23	24	21	12	9	23	11	29	11	3	2	3	4	3	5	6	2	6	0	6	1	0	3	4	0	0	0	0	0	0	1	0	0	0	1	0	0	2	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0
0.03	south21_active	80	9625	10319	598	377	1140	594	216	92	101	75	233	229	89	303	274	26	227	22	82	111	21	87	14	7	68	36	18	15	12	4	0	21	5	29	7	1	1	1	3	1	2	5	2	5	0	6	1	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
0.03	south22_all	80	12470	11808	1913	1289	1554	963	530	370	329	255	339	292	175	349	298	90	248	63	110	116	38	118	24	21	65	33	39	18	21	17	12	26	9	35	23	2	2	4	4	5	6	6	2	8	3	6	1	0	3	3	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	12	0	1	0	0	0	1	0	0	0	0	0	0
0.03	south22_active	80	9488	10774	619	364	1109	638	209	81	89	71	240	221	85	301	260	23	225	21	82	101	20	111	12	8	58	26	34	12	12	11	1	23	4	33	18	0	1	3	4	3	5	5	1	8	3	6	1	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south23_all	80	12420	12015	1979	1293	1554	923	526	376	313	262	323	289	189	362	314	87	266	66	102	81	45	104	28	25	96	38	42	21	20	20	12	26	11	28	30	6	3	7	6	6	4	6	1	9	3	3	3	0	1	4	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	12	0	1	0	0	0	1	0	0	0	0	0	0
0.03	south23_active	80	9468	10935	674	359	1124	631	221	74	84	57	232	208	92	318	275	19	244	20	74	66	22	99	18	9	86	28	37	15	12	14	1	23	5	24	26	3	1	4	5	4	3	5	0	8	3	3	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south24_all	80	12390	11802	1999	1273	1529	907	541	380	332	250	332	296	186	343	291	92	273	56	86	87	45	113	33	26	92	38	43	21	14	20	10	20	8	20	31	6	5	9	6	5	9	1	1	10	5	0	2	0	1	4	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	12	0	1	0	0	0	1	0	0	0	0	0	0
0.03	south24_active	80	9413	10740	687	342	1117	609	215	82	90	59	249	208	103	304	250	19	251	18	62	69	23	103	19	10	84	24	38	15	9	15	1	16	4	16	27	4	2	3	4	4	8	1	0	9	5	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south25_all	80	12513	11572	1995	1243	1426	890	555	417	319	259	364	293	184	383	294	94	287	52	110	84	46	97	32	36	96	48	28	20	28	16	13	19	7	12	20	8	4	9	6	4	7	4	0	5	5	2	2	0	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south25_active	80	9591	10510	697	312	1064	551	226	91	82	56	274	214	104	337	252	21	260	16	80	68	23	83	14	9	88	32	25	14	20	11	2	14	4	10	18	6	1	2	2	4	6	3	0	4	5	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south26_all	80	12406	11421	1983	1237	1462	872	587	390	319	270	378	292	175	374	306	94	246	58	114	90	53	82	35	40	87	52	26	31	33	13	10	15	3	8	25	12	5	6	3	2	12	4	0	1	5	2	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	9455	10351	671	316	1089	538	247	85	86	61	291	220	96	329	258	18	220	11	81	76	30	68	12	8	80	38	20	23	27	7	1	11	2	8	22	8	2	1	0	2	11	3	0	1	5	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	12393	11282	1978	1232	1492	891	575	400	320	293	391	285	167	346	327	86	268	56	124	106	55	100	38	44	77	40	25	28	42	8	9	10	6	16	16	15	4	4	2	4	11	3	1	0	3	2	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	9426	10228	678	309	1100	549	248	92	76	70	292	219	99	299	276	14	244	11	97	87	28	86	15	12	69	33	20	21	34	2	1	5	2	16	14	9	1	0	0	3	10	2	0	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	12486	11126	1982	1246	1493	924	524	393	310	300	401	298	164	344	341	92	285	65	109	101	64	102	36	42	71	33	31	31	32	7	7	9	7	29	16	18	3	4	1	6	8	1	1	1	1	0	2	3	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	9478	10080	669	328	1078	591	212	90	85	69	297	220	103	300	278	13	264	13	87	88	34	86	16	10	63	26	27	20	24	2	2	3	2	29	15	10	1	0	1	4	8	1	0	1	1	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	12546	11146	1986	1219	1496	991	551	405	318	299	387	282	181	332	286	98	312	59	99	106	65	91	40	35	60	29	47	26	29	13	10	12	9	27	12	11	2	3	4	8	7	1	2	2	1	0	4	2	4	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	9568	10116	683	303	1070	658	214	95	91	80	272	202	121	298	222	15	288	12	77	93	35	77	20	11	48	22	42	18	24	6	4	7	3	26	11	6	0	0	1	6	7	1	0	2	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	12462	11167	1949	1253	1525	984	558	411	350	280	392	244	174	364	308	104	315	69	106	130	59	80	34	28	60	28	61	25	21	12	12	15	4	18	32	8	2	3	5	6	4	2	3	3	1	2	4	2	4	1	2	1	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	9534	10143	673	320	1091	647	217	84	103	78	279	174	109	331	243	22	291	16	80	114	36	68	20	9	48	20	55	15	15	7	5	13	2	17	30	3	0	0	2	5	4	1	0	3	0	2	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	12200	11605	1880	1305	1508	921	569	458	329	296	390	308	161	362	298	89	302	68	130	101	41	66	36	27	76	37	62	17	22	17	12	22	7	24	21	9	4	1	9	2	2	3	2	7	1	5	1	0	1	1	0	2	1	2	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south31_active	80	9279	10562	607	360	1094	605	237	85	90	95	288	216	97	311	251	29	276	15	105	86	29	55	16	9	73	29	56	13	14	8	4	20	7	23	20	2	2	0	7	2	1	2	1	7	0	0	0	0	1	0	0	1	1	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south32_all	80	12312	11575	1965	1362	1550	952	601	460	353	301	382	304	178	360	314	91	306	57	134	102	43	77	37	22	61	31	68	11	24	14	11	20	11	29	22	7	3	3	7	5	2	3	2	7	3	6	1	0	0	0	0	2	1	1	0	0	1	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south32_active	80	9354	10543	610	363	1143	632	230	97	104	94	263	220	110	317	267	25	270	11	106	85	30	63	19	7	56	22	64	9	17	7	3	15	9	27	21	2	1	1	5	2	1	2	1	6	2	1	0	0	0	0	0	1	1	1	0	0	1	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south33_all	80	12331	11511	1936	1376	1549	969	583	480	364	286	365	298	188	356	305	88	320	60	126	89	42	77	38	19	69	31	48	11	26	16	13	17	8	35	13	7	3	3	2	5	0	1	1	8	4	7	1	0	0	0	0	2	1	0	0	0	1	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	9416	10471	591	376	1131	638	213	106	101	83	242	221	109	316	261	19	284	13	91	70	28	63	18	4	63	23	44	6	20	7	2	9	6	31	12	3	1	1	1	1	0	1	1	7	3	1	0	0	0	0	0	1	1	0	0	0	1	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	12450	11432	1946	1349	1601	947	565	456	352	281	361	277	188	365	281	85	284	64	117	88	61	91	43	19	55	29	31	19	22	11	13	20	10	29	25	7	5	3	3	6	1	1	2	5	10	7	0	0	0	1	0	1	2	1	0	0	2	0	0	2	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	9457	10361	638	356	1199	616	217	121	96	70	238	202	103	328	235	18	247	13	80	72	30	77	20	5	47	21	28	10	12	5	3	13	8	25	23	4	1	2	0	2	1	1	1	4	9	2	0	0	0	0	0	1	2	1	0	0	2	0	0	2	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	12565	11444	1899	1308	1570	970	572	449	332	270	346	287	192	375	292	83	277	64	100	102	58	86	39	24	49	29	50	22	22	9	14	21	14	21	25	7	7	2	2	5	2	2	2	3	9	3	1	0	0	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	9669	10411	617	334	1163	606	227	120	86	65	240	211	94	333	245	18	255	10	68	82	25	75	20	5	39	23	45	12	9	4	3	16	12	18	24	5	2	1	0	3	1	2	1	2	8	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	12657	11258	1903	1286	1531	939	557	450	345	275	375	313	190	415	265	77	275	60	90	101	65	122	34	31	60	24	51	27	18	5	13	18	15	12	27	7	6	2	4	5	2	2	2	3	10	4	1	0	0	1	0	2	1	1	0	1	1	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	9771	10207	612	331	1120	574	215	116	94	62	274	238	93	374	220	19	245	11	66	78	29	110	21	5	53	21	46	20	10	2	5	15	12	11	26	5	2	1	0	4	1	2	1	3	9	2	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	12596	11089	1871	1280	1585	997	577	466	339	275	411	332	182	376	294	81	289	49	91	111	50	120	29	31	55	28	59	25	13	8	11	18	15	20	13	4	2	1	6	7	1	4	0	1	2	4	1	1	2	0	0	2	1	1	0	1	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	9685	10058	596	333	1171	609	221	108	101	67	308	256	97	327	249	19	264	8	71	90	23	110	20	6	50	26	55	19	7	3	3	16	9	19	12	2	1	0	1	6	0	3	0	1	2	2	0	1	2	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	12455	11259	1913	1271	1581	990	577	444	348	279	441	345	177	367	277	77	258	53	75	124	33	134	34	26	58	25	40	24	12	14	11	25	13	25	13	4	5	3	7	4	1	3	0	1	9	4	0	4	3	0	2	1	0	0	0	0	0	1	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	9529	10184	603	334	1143	604	222	101	103	70	334	259	92	319	241	21	233	11	62	101	17	121	27	4	53	18	34	20	6	8	3	23	7	23	12	2	1	1	2	3	1	2	0	1	9	3	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
