label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92
0.03	north7_all	80	12711	5482	2158	1438	1149	944	808	683	530	409	429	349	255	181	249	124	115	100	180	138	171	109	95	46	66	37	28	54	28	61	15	14	28	16	19	11	22	9	6	12	5	14	5	9	2	9	4	7	2	4	5	2	0	6	6	3	1	2	1	0	1	1	0	0	0	1	1	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	7922	3244	850	531	490	444	360	385	242	185	229	163	106	71	154	47	40	46	141	78	142	67	68	16	32	20	7	39	16	42	4	4	25	8	12	1	18	7	2	5	0	10	1	7	1	6	3	7	0	1	3	0	0	3	3	3	1	1	1	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	12641	5514	2158	1413	1123	930	762	725	499	401	415	336	233	167	229	135	102	99	170	129	174	116	99	51	65	47	29	70	21	60	16	13	30	21	18	10	34	11	7	13	5	9	6	8	2	7	4	11	4	4	1	1	3	2	5	3	0	1	4	0	1	1	0	0	0	1	1	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	7923	3261	874	505	494	433	340	410	215	181	224	175	88	67	138	49	35	38	131	76	152	77	73	21	35	28	9	53	10	38	7	6	27	13	9	0	28	7	3	7	0	5	1	7	1	5	3	10	3	1	0	0	1	1	3	3	0	1	4	0	1	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	12694	5500	2157	1414	1129	930	753	713	500	428	410	336	210	162	227	138	101	107	196	115	170	122	94	54	48	43	31	72	21	79	14	11	40	25	14	10	34	12	15	12	2	8	9	6	3	8	2	9	8	3	2	0	5	2	3	2	0	1	4	0	1	0	1	0	1	1	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	8023	3273	874	517	502	438	352	394	236	190	229	187	78	56	141	50	38	37	153	68	144	82	66	22	20	31	11	53	10	54	7	5	35	18	5	1	27	8	6	9	0	6	2	5	1	5	1	8	7	1	0	0	1	1	3	2	0	1	4	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	12688	5533	2105	1391	1111	922	733	718	502	414	419	308	203	153	245	150	109	114	209	110	191	134	93	48	39	46	33	63	24	86	10	13	49	27	14	12	44	9	15	12	7	5	9	5	6	9	4	9	9	2	1	0	5	1	4	1	0	0	7	0	1	0	3	0	2	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	7987	3307	817	490	504	434	345	403	237	188	229	162	72	43	156	47	42	37	164	69	160	94	67	17	15	30	12	47	8	67	5	7	42	23	9	1	37	6	5	10	2	4	1	3	4	5	1	8	8	1	0	0	1	1	3	0	0	0	7	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	10971	4646	2004	1343	1125	976	686	702	493	358	373	304	194	163	219	112	112	122	147	104	127	110	93	48	38	51	21	42	25	37	19	15	31	17	10	9	14	9	11	10	8	3	7	4	3	5	3	4	3	2	0	2	1	2	2	2	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north11_active	80	6226	2477	733	482	395	384	271	340	225	140	184	135	87	63	111	38	51	42	94	63	88	54	59	22	18	23	5	31	10	26	7	5	18	11	3	1	10	5	2	4	3	2	2	4	2	3	3	1	2	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	10475	4443	2031	1339	1131	939	646	666	440	366	327	278	184	158	211	132	114	122	127	89	122	100	92	46	38	40	20	39	28	29	16	14	30	13	17	7	9	11	10	8	8	4	7	6	4	6	2	2	3	2	1	3	0	2	2	3	1	1	2	1	2	2	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north12_active	80	5729	2293	704	470	401	374	242	329	181	156	149	118	81	60	96	56	42	39	81	55	82	55	50	18	16	16	6	25	9	16	3	6	16	8	7	1	6	5	2	2	0	3	2	4	1	2	2	1	2	1	0	1	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	10105	4370	2045	1379	1090	887	626	658	425	354	311	258	181	159	206	135	120	108	137	83	115	89	94	48	38	42	29	43	27	20	21	15	29	12	20	10	7	6	10	6	10	3	3	6	5	4	4	3	3	3	2	5	1	3	3	1	0	2	2	1	3	1	0	0	0	2	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	5280	2183	727	471	390	338	242	323	165	142	149	107	73	67	93	58	49	39	88	44	74	47	49	17	11	14	8	24	6	5	5	7	15	5	11	1	4	2	2	2	0	2	1	2	1	1	3	2	3	0	0	1	0	0	1	0	0	1	0	0	2	0	0	0	0	2	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	10002	4285	2051	1385	1098	843	659	647	422	360	304	247	197	159	199	147	123	95	143	76	108	84	88	48	40	40	28	33	25	26	24	13	29	23	24	9	9	9	7	9	9	4	5	4	5	5	4	3	2	7	4	4	1	2	2	1	0	1	2	1	3	1	1	0	0	3	0	1	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	5238	2122	720	469	420	333	265	326	156	147	146	89	74	62	91	58	47	34	82	39	76	49	48	10	15	14	6	13	6	11	7	8	20	11	11	3	6	3	3	2	0	4	2	0	0	1	3	2	2	2	1	1	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	10697	4522	2092	1374	1061	882	694	659	400	377	370	246	211	155	195	140	117	89	198	93	117	97	98	53	40	35	33	30	23	29	27	13	37	21	20	10	12	7	8	12	4	7	8	4	5	4	6	7	1	9	4	5	1	4	1	3	0	1	2	1	2	0	2	0	0	4	6	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
0.03	north15_active	80	5945	2361	752	493	415	366	296	345	147	165	187	92	83	57	112	56	43	41	134	52	88	61	60	14	16	14	7	11	6	18	6	8	29	12	10	3	11	2	3	4	0	6	3	0	0	3	2	5	1	2	2	1	0	2	0	2	0	1	0	1	1	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
0.03	north16_all	80	11726	5018	2084	1392	1119	911	723	691	443	392	389	294	221	166	203	112	116	97	218	112	145	108	97	52	36	34	34	43	27	36	30	14	33	25	19	14	21	12	7	14	3	11	10	1	5	8	5	8	1	9	4	3	0	2	0	3	0	0	0	1	1	0	2	0	0	2	6	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
0.03	north16_active	80	7074	2799	778	523	462	397	326	366	177	178	199	122	88	53	124	38	41	49	156	64	116	71	59	17	15	18	8	24	10	27	12	6	28	16	9	4	20	4	1	5	1	7	4	1	1	5	2	5	1	2	2	0	0	2	0	2	0	0	0	1	0	0	0	0	0	1	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
0.03	north17_all	80	12735	5413	2140	1347	1151	975	748	698	480	376	444	310	208	163	202	114	107	106	245	125	170	136	107	55	36	29	32	53	29	85	29	12	38	26	27	12	35	9	5	13	3	14	11	7	5	7	7	6	1	6	4	4	1	2	1	3	0	0	0	1	1	0	1	1	0	2	6	0	0	0	2	1	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
0.03	north17_active	80	8077	3236	842	507	521	441	353	364	194	174	249	142	84	56	125	40	36	50	193	78	149	96	64	24	14	16	11	34	11	66	11	4	31	19	19	4	34	2	0	4	1	6	5	7	1	5	3	4	1	2	3	0	1	2	0	2	0	0	0	1	0	0	0	0	0	1	6	0	0	0	2	1	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
0.03	north18_all	80	12797	5358	2119	1357	1122	989	731	705	497	358	415	325	211	178	203	118	121	103	256	120	185	130	96	51	38	31	37	63	37	87	24	14	39	25	28	13	31	10	2	12	4	12	6	8	3	8	11	6	1	3	2	3	1	1	1	3	1	0	0	2	1	0	1	1	0	1	5	1	0	0	2	1	1	0	0	2	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0
0.03	north18_active	80	8139	3204	850	514	510	450	338	357	217	154	231	149	91	60	132	47	42	51	205	69	157	90	55	26	15	15	17	42	19	68	12	3	31	18	21	3	30	3	0	4	1	5	3	7	1	4	5	4	1	3	1	0	1	1	0	2	0	0	0	1	0	0	0	0	0	1	1	0	0	0	2	1	0	0	0	2	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0
0.03	north19_all	80	12774	5368	2161	1353	1091	981	752	725	506	356	407	322	215	175	206	131	116	95	248	118	174	139	100	47	43	29	40	51	29	103	20	20	46	28	27	10	42	11	2	12	8	10	4	15	5	4	7	2	1	3	2	2	1	1	3	2	1	0	1	1	4	0	1	1	0	0	6	1	0	0	0	1	1	0	0	2	2	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	7979	3193	873	511	495	436	353	367	223	147	223	152	104	64	126	50	44	34	190	75	144	92	55	19	18	9	18	34	15	85	9	7	37	16	19	3	38	3	0	6	1	3	2	13	1	0	4	1	1	3	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	12831	5434	2116	1423	1120	968	791	722	496	367	407	314	219	167	198	133	127	97	251	108	181	136	101	43	44	34	35	47	30	73	13	20	60	21	16	14	27	11	2	11	9	6	4	20	7	2	12	5	2	2	2	2	1	2	3	2	2	0	2	1	4	0	1	1	0	0	6	1	0	1	0	1	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	7957	3242	825	536	484	436	364	363	224	154	213	144	99	61	123	55	44	37	184	73	155	100	60	18	18	11	14	31	15	64	5	8	54	13	13	7	24	5	0	6	1	4	1	16	4	0	8	4	2	2	2	1	0	1	0	0	1	0	2	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	11053	3990	2968	1612	1143	873	1250	793	460	336	682	309	207	230	147	207	152	126	90	77	60	68	71	39	30	49	30	26	57	29	32	30	39	25	20	8	7	12	12	14	8	7	3	7	7	2	7	5	1	3	2	0	0	8	1	0	1	3	3	4	0	0	1	0	1	3	6	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south21_active	80	6269	1832	1700	677	486	391	823	461	181	136	487	132	79	126	58	134	64	70	39	43	25	20	40	17	10	25	10	13	34	15	17	13	22	15	9	3	5	5	7	6	3	4	1	5	4	1	3	1	0	1	1	0	0	7	1	0	1	0	2	1	0	0	0	0	1	1	5	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south22_all	80	11863	4044	3127	1644	1191	909	1379	812	486	353	764	314	209	217	151	244	148	154	87	104	65	71	78	41	33	47	28	27	57	34	26	26	54	25	17	9	11	13	10	11	10	7	5	6	8	4	13	7	1	3	2	0	1	10	0	3	0	3	1	1	0	0	1	0	1	3	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south22_active	80	7065	1885	1821	688	494	418	957	505	178	139	572	143	79	108	54	176	61	90	38	63	29	22	46	18	16	25	9	12	39	20	8	9	37	13	8	3	8	5	8	5	4	3	1	4	5	2	2	3	0	2	1	0	1	8	0	2	0	1	1	1	0	0	1	0	1	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south23_all	80	12430	4194	3190	1624	1254	926	1431	848	474	335	864	306	216	221	146	272	142	173	92	115	66	74	76	51	33	36	28	25	45	34	31	28	52	28	19	12	19	13	11	8	9	7	6	5	11	2	14	9	1	7	3	0	1	9	0	3	2	3	2	0	0	0	1	0	0	2	6	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south23_active	80	7533	1985	1892	699	529	415	1031	522	189	136	657	159	69	100	46	187	56	104	39	71	32	24	45	18	18	13	11	8	29	22	15	12	37	13	9	7	12	3	11	5	3	3	2	2	7	1	4	6	0	2	1	0	1	7	0	2	1	1	1	0	0	0	1	0	0	1	5	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south24_all	80	12337	4215	3103	1597	1239	900	1510	870	482	322	880	286	235	238	153	307	116	170	99	130	74	63	70	52	39	34	38	29	41	26	32	27	48	23	17	14	20	9	10	6	8	7	7	8	10	4	14	10	3	8	1	1	3	6	0	5	3	3	2	1	0	0	1	1	0	2	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south24_active	80	7398	1999	1828	714	522	387	1121	543	200	120	668	139	85	101	52	217	48	101	41	74	32	23	38	15	19	11	18	12	29	18	18	11	35	14	8	6	12	1	9	5	3	3	2	3	6	2	4	7	1	3	0	0	2	5	0	4	1	2	1	0	0	0	1	1	0	1	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south25_all	80	12125	4283	3118	1558	1209	881	1516	848	467	312	812	270	222	249	155	307	122	171	88	115	84	53	70	57	43	32	36	32	45	22	32	37	40	28	17	18	30	8	13	8	10	7	5	7	6	4	9	11	3	6	1	1	3	4	2	3	3	3	1	1	0	1	0	2	0	1	0	8	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	south25_active	80	7220	2003	1833	682	544	363	1114	526	204	118	628	127	83	109	45	217	51	101	43	63	33	17	36	18	20	8	16	12	30	14	20	21	28	19	7	11	16	2	9	6	4	2	2	2	4	2	7	9	1	1	0	0	2	3	2	3	1	1	0	0	0	0	0	1	0	1	0	8	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	south26_all	80	12082	4287	3138	1610	1156	912	1519	841	459	309	812	277	210	252	170	298	125	165	102	110	85	55	69	61	42	41	30	31	43	21	34	28	34	29	13	15	24	6	11	9	9	5	4	8	6	4	8	10	2	7	0	2	7	3	2	3	2	2	1	1	0	1	0	2	1	0	0	0	1	1	0	0	0	2	0	0	2	1	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0
0.03	south26_active	80	7257	2015	1847	701	528	363	1088	520	194	115	640	123	78	126	53	206	57	100	49	55	32	18	35	23	20	14	14	15	26	15	20	18	27	20	6	9	13	2	7	5	3	1	1	3	3	1	6	8	1	1	0	1	5	3	2	3	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0
0.03	south27_all	80	12079	4358	3194	1638	1136	903	1420	816	431	318	810	266	197	235	160	241	120	166	89	114	89	63	84	56	36	38	28	22	43	20	24	32	25	29	18	12	18	7	10	12	9	7	2	6	4	3	6	8	2	2	0	1	6	1	3	4	6	1	0	0	0	1	0	1	1	0	0	2	1	1	0	0	0	2	0	0	2	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
0.03	south27_active	80	7436	2090	1864	702	510	380	1001	475	180	124	640	120	72	128	51	158	51	101	42	60	34	21	45	25	19	16	14	9	25	12	10	21	20	19	9	6	9	4	5	7	5	0	1	2	3	1	5	6	1	1	0	1	4	1	2	4	5	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	south28_all	80	12165	4304	3119	1720	1125	911	1394	803	436	334	837	284	196	235	152	253	138	160	95	81	82	65	79	56	33	42	23	19	33	24	24	26	31	23	20	7	18	7	9	10	8	6	3	6	4	3	6	11	0	3	0	3	6	2	3	1	5	1	0	0	0	1	0	0	7	0	0	2	1	1	0	1	0	2	0	0	3	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
0.03	south28_active	80	7436	2117	1817	694	510	406	1033	461	195	127	665	137	58	130	48	173	60	98	39	46	34	22	50	24	19	19	11	5	19	14	8	15	27	10	11	2	9	3	6	5	5	1	1	3	3	2	5	5	0	1	0	3	4	1	2	1	5	0	0	0	0	0	0	0	7	0	0	2	1	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	south29_all	80	12144	4381	3128	1727	1132	891	1494	835	434	343	744	297	202	234	133	298	142	152	97	89	73	62	85	51	39	43	29	24	35	17	30	28	35	30	15	9	14	10	12	10	6	10	2	3	6	3	4	5	0	3	1	2	5	5	3	1	6	1	1	4	0	0	0	0	6	0	0	2	1	0	0	1	1	2	0	0	1	0	0	0	1	0	0	3	0	1	0	0	0	0	0	0	1
0.03	south29_active	80	7311	2180	1787	693	494	405	1143	491	171	137	572	153	65	131	41	212	64	85	38	49	28	19	56	24	21	21	14	10	20	10	16	16	29	18	9	4	12	3	9	7	4	5	1	2	4	3	3	1	0	2	1	2	3	4	1	1	6	0	0	2	0	0	0	0	6	0	0	2	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south30_all	80	12268	4265	3150	1663	1106	940	1526	817	443	340	723	316	193	228	129	316	142	144	90	84	68	59	80	46	47	47	33	34	29	15	33	33	34	34	15	7	15	10	10	14	7	11	4	5	4	5	6	6	0	5	1	2	4	5	3	2	1	2	1	4	0	0	0	0	7	0	0	0	1	0	0	2	1	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1
0.03	south30_active	80	7316	2118	1804	660	491	449	1157	494	186	138	553	167	61	124	41	224	68	88	41	53	27	21	51	21	23	19	14	15	17	8	20	20	25	24	7	4	12	2	7	11	4	6	1	3	2	3	5	2	0	2	1	2	1	4	1	1	1	0	0	2	0	0	0	0	6	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south31_all	80	12224	4309	3280	1582	1163	1001	1483	814	478	336	755	322	206	273	162	256	118	153	108	107	75	66	77	57	35	35	28	28	35	32	32	24	39	16	20	9	21	6	15	13	4	10	4	8	6	2	1	10	2	8	4	5	2	2	11	1	0	0	0	1	1	1	0	3	0	1	0	0	1	1	0	1	0	0	0	2	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south31_active	80	7439	2166	1867	673	509	443	1067	508	198	125	586	141	73	164	54	182	60	93	40	59	35	19	44	21	20	10	14	12	14	15	19	12	33	9	10	5	14	3	12	8	0	6	0	3	4	2	1	4	1	6	2	2	0	2	11	1	0	0	0	0	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	12275	4230	3190	1668	1193	1012	1553	764	466	350	717	303	202	273	144	276	125	151	112	95	68	60	74	64	27	31	27	25	43	25	29	23	36	14	22	11	28	6	16	14	6	10	6	8	6	1	3	6	2	6	5	4	4	1	10	3	0	0	0	1	0	1	0	2	0	0	0	0	1	1	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south32_active	80	7491	2069	1808	708	538	452	1127	461	209	140	552	127	71	161	48	196	59	89	50	51	27	17	46	29	10	9	16	10	23	12	16	11	31	10	12	8	21	3	13	8	1	6	1	3	4	1	3	0	1	5	3	2	1	1	10	3	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
