label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93
0.03	north1_all	80	11102	4775	1846	1260	1076	906	713	631	466	383	364	293	189	161	196	109	105	128	130	130	125	102	79	39	50	47	30	52	24	65	27	14	34	10	26	10	19	8	7	15	5	13	2	4	5	9	3	8	5	3	3	1	1	2	7	0	0	3	0	1	2	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	5742	2486	793	561	533	402	345	316	207	186	182	118	79	67	94	46	52	50	65	72	72	65	41	16	24	21	7	21	10	35	12	4	19	6	15	4	9	2	2	10	0	9	1	1	3	2	1	5	5	1	2	0	1	0	4	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	11012	4842	1860	1240	1023	886	692	623	471	376	357	269	170	157	217	106	101	119	134	126	134	88	70	53	52	50	31	49	28	63	25	10	36	13	17	7	22	4	6	17	5	13	3	4	6	6	12	9	3	2	1	1	1	2	8	0	0	3	1	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	5683	2507	804	543	506	397	353	323	210	184	189	112	81	70	101	47	41	51	71	69	74	47	35	23	24	23	8	21	12	38	11	3	21	7	8	3	13	1	2	10	1	8	1	2	3	0	9	5	3	1	1	0	1	0	5	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	10979	4820	1863	1232	1029	879	711	632	474	379	367	275	184	150	218	96	95	99	154	120	138	85	64	52	46	41	29	40	36	56	19	10	35	18	14	9	29	4	4	13	5	13	4	4	6	7	13	7	3	2	1	2	2	2	6	1	0	1	2	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	5624	2510	818	506	489	388	355	330	215	182	191	121	82	70	101	43	37	46	90	67	72	47	31	23	19	22	11	18	14	34	6	2	21	11	5	3	15	1	1	7	1	7	3	3	4	1	9	4	3	1	1	0	1	1	5	0	0	0	2	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	11155	4831	1874	1251	1014	901	700	676	511	388	324	268	186	126	229	101	101	96	172	114	153	86	72	54	43	40	29	45	33	48	19	12	36	17	15	8	24	5	6	13	6	13	4	3	7	5	13	3	3	2	1	2	2	3	4	2	0	1	4	0	1	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	5645	2539	815	508	474	427	351	341	239	187	161	124	79	55	104	46	43	46	110	64	88	46	33	25	20	20	11	22	14	28	6	4	22	11	10	2	12	4	2	6	2	9	2	3	3	3	8	1	3	1	0	1	0	1	1	0	0	0	3	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	11189	4820	1887	1301	1034	897	727	687	525	412	341	274	200	125	235	104	102	92	168	122	149	91	67	52	45	40	24	43	44	37	14	9	27	20	16	11	17	8	8	13	6	10	4	6	5	7	3	2	0	3	1	2	3	2	4	2	0	2	3	0	1	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north5_active	80	5705	2498	814	521	470	430	353	346	258	196	177	133	92	55	120	43	44	45	105	65	80	45	39	25	18	23	9	19	17	17	4	2	15	14	12	5	7	5	2	6	1	7	3	5	2	6	0	1	0	1	0	1	1	1	1	0	0	0	2	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
