label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90
0.03	north1_all	80	12648	5388	2206	1451	1159	979	758	704	507	379	379	324	225	173	232	118	111	123	238	117	234	128	80	42	51	49	33	58	28	53	20	19	46	20	29	13	17	9	6	7	7	11	5	5	2	5	8	3	2	3	2	3	2	3	1	2	0	1	2	1	2	1	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	7368	3023	770	496	473	410	339	358	258	171	196	172	80	52	138	41	40	57	158	65	143	94	40	14	17	24	9	39	11	35	10	5	21	11	17	4	8	6	0	3	4	7	3	1	1	2	6	3	1	1	2	0	1	2	0	1	0	0	1	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	12603	5440	2195	1467	1109	935	747	698	479	394	398	323	225	168	266	111	113	119	231	118	199	127	86	49	58	55	34	44	32	55	24	19	42	23	31	9	24	8	5	11	8	8	4	2	2	6	15	7	3	2	1	2	3	1	1	2	1	1	1	1	2	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	7349	3051	769	495	447	402	347	352	250	187	199	165	75	40	164	39	40	48	156	61	131	84	44	17	24	35	9	25	14	35	13	5	20	10	17	5	11	4	0	6	5	5	2	0	2	1	11	5	1	1	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	12537	5405	2153	1437	1084	929	747	712	470	377	391	315	234	188	273	121	104	114	252	104	186	119	87	52	49	60	34	44	32	51	23	16	37	25	26	9	28	8	5	13	8	8	2	8	2	5	11	11	3	2	2	3	5	1	4	2	2	0	1	2	2	0	1	0	1	2	1	2	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	7266	2967	770	482	437	392	357	356	239	193	196	158	80	45	173	44	39	50	160	47	123	69	45	14	17	36	10	28	11	35	15	5	16	10	19	3	17	2	0	8	4	5	0	3	2	0	8	9	1	2	2	2	2	0	1	1	0	0	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	12402	5443	2115	1464	1096	906	718	729	502	373	391	340	227	176	262	128	102	119	231	122	157	103	84	52	52	55	32	42	26	46	21	18	37	25	32	6	39	13	4	16	7	6	2	9	4	6	8	12	2	3	2	4	4	2	3	2	2	0	5	2	2	0	1	0	1	0	1	3	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	7237	3021	748	482	432	387	350	382	261	190	199	163	81	44	154	44	36	56	135	59	113	63	40	12	23	32	9	30	7	31	12	4	21	9	19	2	23	3	0	7	3	3	0	4	3	1	6	9	0	1	2	2	1	0	1	1	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	12427	5480	2140	1454	1092	916	726	734	477	381	403	345	196	182	242	141	108	125	236	123	148	101	81	50	47	49	32	44	21	44	18	16	33	22	41	6	28	11	5	11	6	5	4	11	5	10	5	13	3	3	3	5	2	2	3	0	2	0	6	2	1	1	2	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	7212	3057	733	505	440	387	330	409	232	180	209	174	75	49	131	39	38	56	142	61	102	61	44	9	23	28	9	33	6	29	8	3	24	11	21	1	17	3	1	3	2	3	1	4	4	5	4	9	0	1	2	2	1	0	1	0	1	0	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
