label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96
0.03	north6_all	80	14027	5758	2301	1518	1227	961	806	794	531	399	419	315	253	179	260	158	119	127	239	122	257	165	84	52	48	52	32	54	32	48	22	20	41	56	30	10	42	5	4	12	6	12	2	9	7	9	4	7	3	2	1	0	3	2	5	0	4	1	6	1	0	1	2	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	1	0	0	0
0.03	north6_active	80	9606	3791	769	448	506	434	386	444	262	148	228	154	91	44	161	32	40	43	186	71	227	127	59	20	16	27	9	40	15	40	4	8	30	47	24	2	42	1	0	8	2	9	0	7	7	6	3	6	0	1	0	0	0	2	5	0	0	0	5	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.03	north7_all	80	13942	5717	2300	1531	1216	995	784	777	554	387	424	304	249	182	286	149	129	131	239	119	260	150	85	53	66	45	31	61	31	45	23	18	44	49	34	10	23	9	8	11	7	11	1	11	9	7	4	8	3	1	2	0	2	1	6	0	2	0	7	0	2	1	2	1	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north7_active	80	9542	3716	781	429	499	441	368	425	263	146	233	146	91	41	175	31	43	46	190	73	232	116	61	18	27	26	11	47	11	35	7	7	35	38	29	2	21	4	2	7	3	8	0	10	8	3	3	7	0	0	0	0	0	1	5	0	0	0	5	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north8_all	80	13698	5858	2294	1530	1210	1023	751	759	588	384	423	298	239	178	301	143	124	126	211	110	277	171	89	55	53	45	35	71	33	62	22	15	45	57	38	10	37	11	13	9	5	11	2	13	9	5	3	11	3	1	4	0	2	2	5	2	2	0	4	0	2	1	1	2	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	9362	3805	795	413	482	470	327	416	272	152	237	150	86	38	195	34	38	53	161	63	249	134	62	19	26	21	12	51	13	56	5	9	35	41	33	0	35	5	5	6	2	7	1	11	5	2	2	11	1	0	1	0	0	0	4	2	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	13505	5866	2328	1504	1258	1028	809	750	575	374	400	315	224	183	294	149	123	120	230	111	278	152	98	57	54	52	34	65	33	66	23	17	33	32	30	10	34	9	15	13	5	8	4	15	5	6	2	12	2	0	6	0	1	4	5	2	1	0	3	0	2	1	1	2	0	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	9243	3839	788	374	500	440	349	410	254	157	210	173	81	41	188	35	30	54	189	64	251	125	67	19	26	25	9	47	14	60	7	8	25	19	25	1	32	6	7	7	1	6	3	14	1	3	1	10	1	0	1	0	0	2	4	2	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	13702	5910	2348	1533	1274	1011	802	774	532	384	383	317	214	192	272	148	111	104	250	116	262	161	102	61	45	62	38	44	34	72	22	18	25	36	32	16	28	15	14	12	5	13	5	13	8	9	2	12	3	0	7	1	0	4	4	3	0	0	5	0	1	0	0	3	0	1	1	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	9385	3869	772	402	498	414	350	441	231	159	209	165	81	47	169	30	29	45	214	73	231	137	67	26	19	34	13	31	14	67	5	8	19	20	27	2	27	7	5	6	1	7	4	12	4	7	1	9	2	0	2	0	0	2	4	3	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	13785	5849	2312	1535	1271	967	742	732	542	414	396	303	202	203	232	124	124	107	237	92	244	149	105	59	50	44	30	56	31	70	28	17	52	21	11	14	42	13	6	12	7	5	13	6	7	4	5	13	0	1	2	1	4	0	4	2	0	2	0	3	1	0	0	2	0	1	0	0	0	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
0.03	north11_active	80	9313	3797	754	439	507	438	378	424	262	174	222	161	61	47	139	25	31	43	194	59	212	112	76	18	25	27	2	49	13	57	10	5	47	18	8	2	39	10	2	6	1	3	8	6	7	1	4	12	0	0	1	0	1	0	3	2	0	1	0	3	1	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north12_all	80	13856	5969	2320	1551	1248	940	729	751	540	423	405	294	224	185	229	140	124	108	223	97	239	165	112	60	48	45	27	47	28	86	26	22	45	25	21	12	32	15	10	15	8	4	14	7	8	6	8	11	0	2	5	0	4	0	5	3	0	1	0	3	1	0	0	1	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2
0.03	north12_active	80	9321	3853	755	443	518	417	354	448	265	183	212	159	73	45	139	26	31	39	195	62	208	124	87	19	24	28	2	39	11	76	5	6	36	23	15	1	29	11	2	6	3	2	9	6	8	2	7	10	0	1	3	0	1	0	4	2	0	1	0	3	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north13_all	80	13877	5867	2267	1572	1236	960	752	766	551	416	408	337	224	171	244	144	116	117	217	100	262	173	109	52	44	46	35	52	23	65	26	25	36	33	22	10	25	9	10	10	7	4	9	7	12	5	6	10	8	2	5	1	4	0	4	1	1	2	0	2	2	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
0.03	north13_active	80	9385	3762	728	451	509	449	341	447	272	169	215	169	79	42	145	26	32	42	193	60	235	133	86	17	23	28	3	43	10	55	6	8	25	29	17	0	21	6	2	3	4	2	5	5	11	2	4	7	4	1	2	0	1	0	3	0	0	2	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north14_all	80	13797	5892	2288	1576	1219	954	793	756	537	405	423	350	239	167	240	142	103	119	206	108	251	154	117	51	47	43	28	41	26	67	25	25	32	38	29	10	25	7	11	11	6	6	9	5	10	6	11	6	8	3	5	2	1	1	5	1	1	2	2	0	2	0	0	0	0	2	0	0	1	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	9418	3863	687	438	487	414	360	445	241	175	233	174	80	38	146	21	32	43	178	68	226	121	91	14	25	25	2	27	13	61	7	9	22	29	23	1	21	3	2	7	3	1	6	3	9	4	9	3	4	1	2	0	0	0	4	0	0	2	2	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	13910	5962	2295	1575	1197	984	787	769	522	395	397	355	252	151	245	153	113	109	188	117	281	140	103	50	42	35	21	45	28	52	27	19	21	30	25	12	20	6	6	10	4	7	9	7	6	5	10	13	8	3	3	3	0	2	3	2	1	1	4	0	1	0	0	0	0	2	0	0	1	4	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	9572	4003	701	468	450	443	369	428	218	172	225	177	88	34	157	24	33	41	160	80	256	104	77	15	26	15	2	26	15	46	8	8	18	20	20	2	18	1	1	8	2	2	5	4	5	3	9	9	4	0	1	1	0	0	2	0	0	1	4	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	13729	5859	2318	1544	1218	994	780	747	506	409	386	355	236	177	225	154	123	110	207	122	236	117	96	51	40	37	33	37	35	63	28	21	29	31	25	13	22	11	8	9	7	6	6	3	3	5	9	17	2	3	1	4	0	5	4	1	0	1	4	0	1	0	1	2	0	2	1	0	1	4	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	9395	3949	721	467	425	428	377	415	223	175	204	190	74	40	140	30	35	46	178	93	217	92	62	12	26	14	7	19	15	51	11	8	24	22	20	3	21	5	2	7	2	2	4	2	3	3	8	10	1	0	1	1	0	2	3	0	0	1	4	0	0	0	0	1	0	0	1	0	1	4	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	13762	5975	2323	1568	1216	971	791	762	506	404	359	340	236	182	203	162	117	99	242	119	229	137	95	50	37	35	38	36	41	65	27	21	38	18	20	12	25	12	10	10	6	11	4	7	3	2	9	18	2	3	1	2	0	7	4	1	0	2	3	1	1	0	2	2	0	2	1	1	0	4	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
0.03	north17_active	80	9432	4009	735	481	417	428	367	419	236	169	180	185	78	42	130	39	32	41	206	84	210	108	61	17	23	7	7	22	15	39	11	8	32	12	16	3	23	5	2	5	2	11	3	6	2	1	8	10	1	0	1	1	0	4	3	0	0	1	2	0	0	0	1	1	0	0	1	0	0	4	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	13767	5937	2320	1545	1235	955	810	769	516	415	361	348	247	189	220	146	107	101	268	117	180	134	99	57	40	40	44	41	45	68	27	20	45	15	26	15	19	13	11	8	9	13	5	10	7	11	6	15	3	2	0	2	0	6	4	1	0	2	3	2	1	0	2	2	0	0	1	2	0	2	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
0.03	north18_active	80	9378	3923	752	437	440	434	354	432	248	165	191	203	77	40	140	41	32	44	235	85	158	105	65	21	18	12	10	28	18	40	10	8	38	10	23	4	17	5	2	3	2	12	4	8	3	8	5	7	1	0	0	0	0	4	3	0	0	1	2	0	0	0	1	1	0	0	1	1	0	2	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	13717	5954	2307	1585	1201	977	794	769	545	409	369	333	236	161	247	143	88	113	246	103	206	136	115	60	46	45	39	49	36	62	22	17	62	21	30	13	28	6	10	10	8	24	8	10	9	11	7	13	4	2	1	1	0	6	18	0	0	2	7	2	0	0	1	0	0	0	1	2	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
0.03	north19_active	80	9376	3929	728	435	457	452	357	422	280	168	213	198	72	34	154	47	28	46	197	66	175	101	77	25	21	16	6	38	18	34	6	6	53	14	24	4	25	1	1	4	1	22	5	8	3	9	6	6	1	0	0	0	0	3	17	0	0	0	6	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	13748	5877	2244	1561	1225	992	757	759	529	412	372	306	222	164	272	131	101	115	230	135	223	126	98	56	47	45	39	43	24	61	18	18	70	13	31	10	32	11	7	6	12	28	8	10	7	12	10	9	2	1	1	3	1	2	16	1	1	3	9	2	0	1	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north20_active	80	9443	3899	711	442	461	461	353	424	267	169	212	172	71	39	161	35	25	47	184	84	194	89	66	19	20	22	8	34	13	41	3	5	64	10	26	3	29	3	1	4	2	23	5	8	2	10	10	8	0	0	0	0	0	0	15	0	0	0	9	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	12802	4394	3407	1719	1190	951	1612	826	477	389	787	279	219	271	176	297	140	154	118	109	71	59	107	61	44	43	36	19	58	25	28	19	36	39	17	16	18	10	8	9	10	7	4	2	9	7	17	11	2	4	2	2	3	6	8	2	0	1	1	1	0	1	1	1	1	0	3	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
0.03	south21_active	80	8432	2258	2081	691	465	424	1287	529	201	124	649	143	66	152	43	229	61	108	44	53	24	11	73	28	20	10	11	6	35	16	21	9	31	29	8	6	13	4	2	6	1	2	2	0	6	2	16	8	1	2	2	1	1	6	5	1	0	1	0	1	0	1	0	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
0.03	south22_all	80	12188	4261	3297	1767	1231	966	1496	761	456	384	732	299	236	253	163	286	154	142	131	98	73	67	95	55	44	42	35	25	54	37	19	20	55	32	16	9	15	9	14	12	10	11	5	3	11	8	12	7	1	4	1	1	3	9	6	1	1	0	1	3	0	2	0	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0
0.03	south22_active	80	7824	2100	1936	679	450	398	1176	466	183	124	603	156	71	140	31	222	68	100	43	47	25	16	60	22	21	9	8	6	25	22	12	11	39	27	9	3	13	4	4	7	1	4	1	0	7	4	11	6	0	2	1	1	1	8	4	1	0	0	0	1	0	1	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0
0.03	south23_all	80	11816	4235	3157	1743	1162	949	1457	751	465	385	744	300	211	252	177	287	168	156	125	91	74	71	74	49	43	35	43	28	50	29	32	19	58	29	22	10	22	9	14	16	12	8	4	4	9	7	5	8	1	4	2	4	2	6	6	1	2	0	2	3	0	1	0	1	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0
0.03	south23_active	80	7386	1984	1790	676	428	390	1127	446	173	119	616	138	56	132	38	207	72	107	38	43	27	17	44	18	20	9	10	4	23	14	21	12	43	23	10	2	15	1	4	10	2	2	0	1	7	3	4	6	1	2	2	3	1	5	3	1	1	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0
0.03	south24_all	80	11834	4237	3190	1720	1153	959	1372	834	488	371	748	318	235	260	180	275	153	165	106	83	84	73	83	51	33	35	49	29	39	31	37	18	55	22	18	12	19	5	14	25	11	11	3	4	7	6	8	4	4	2	1	5	3	9	3	4	2	0	2	3	0	2	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	7408	1972	1854	667	431	381	1030	505	193	120	616	145	60	149	40	186	62	124	34	42	33	15	50	17	12	15	17	7	19	13	22	9	40	16	7	1	10	0	4	15	3	3	0	1	5	3	7	2	1	2	1	3	1	5	0	4	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	11953	4238	3234	1746	1146	971	1449	842	516	390	782	303	233	295	187	280	145	174	92	106	82	74	87	45	30	31	49	28	40	29	47	19	44	22	15	10	25	9	11	22	12	10	3	3	5	3	7	2	5	3	1	6	1	6	2	4	1	0	1	2	1	1	1	1	0	1	0	0	0	1	0	0	0	0	3	0	0	1	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	7506	1959	1887	686	420	381	1110	519	213	117	651	129	57	164	45	197	62	126	34	52	34	12	59	18	6	16	17	9	19	13	31	8	28	18	3	2	13	0	4	14	4	2	0	1	4	1	6	1	2	2	1	3	0	0	0	3	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	11831	4264	3137	1735	1163	1013	1391	860	513	382	746	299	246	277	175	267	135	162	79	106	70	70	82	39	43	41	44	31	33	29	43	19	42	29	14	10	25	11	6	22	11	8	4	4	5	2	6	2	4	3	1	3	1	6	2	4	2	1	0	1	3	2	1	2	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	7382	1985	1823	673	414	420	1034	531	211	114	606	121	48	161	46	190	61	116	30	49	28	11	55	16	9	18	17	10	14	12	27	5	32	23	3	1	13	2	1	15	4	3	1	3	4	1	6	2	1	1	1	1	0	1	1	3	1	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	11161	4173	2989	1661	1232	986	1253	754	490	385	638	286	250	248	163	236	122	146	85	110	64	58	83	42	55	42	31	33	27	30	32	19	35	21	9	9	21	8	5	14	10	5	3	5	2	2	2	7	2	4	2	4	2	3	1	6	2	1	0	1	3	2	2	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	6637	1887	1664	618	414	393	871	439	187	96	493	118	44	132	48	158	53	93	34	42	19	11	53	16	12	18	9	10	10	11	20	6	28	17	2	2	7	2	3	7	3	3	1	3	1	1	2	5	2	2	0	0	0	1	1	5	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	10478	4070	2789	1606	1251	967	1140	684	453	372	544	277	224	223	154	195	124	148	91	92	64	50	72	43	61	40	31	29	26	27	22	18	36	18	10	12	18	8	5	13	9	10	4	4	3	1	0	10	3	6	3	3	1	2	1	6	2	1	2	2	2	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	5921	1773	1504	557	420	370	745	370	155	88	390	110	49	123	45	119	54	83	34	35	16	8	48	14	15	14	9	9	11	9	9	9	28	12	4	2	6	2	3	6	3	6	1	3	1	0	0	7	1	4	0	0	0	2	1	5	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	10305	4007	2776	1570	1245	915	1169	668	467	382	514	283	222	217	166	183	125	153	100	97	63	59	70	41	57	44	34	34	25	25	20	24	27	19	17	14	13	7	6	12	10	12	5	1	6	3	1	9	3	5	3	3	5	2	0	6	3	0	2	2	0	0	2	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	5781	1699	1507	536	428	330	777	339	162	79	361	116	48	121	44	107	53	84	45	35	15	12	44	15	15	14	7	10	14	7	9	15	22	13	7	3	4	0	4	4	4	6	1	0	3	0	0	6	1	5	0	0	1	1	0	6	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	10412	4068	2804	1606	1191	907	1200	687	448	370	562	277	212	217	165	188	122	167	95	104	74	57	67	43	47	39	35	31	22	23	16	24	28	22	17	14	9	8	8	14	9	10	5	3	6	3	1	6	5	8	1	0	5	2	1	6	3	0	3	1	0	0	1	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	5894	1710	1527	518	398	329	789	347	157	80	399	116	50	118	40	113	58	99	41	47	20	11	36	14	14	13	8	12	12	5	8	15	23	11	7	3	4	2	2	6	3	6	1	0	3	1	0	4	1	7	0	0	1	1	0	6	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	11119	4079	3007	1668	1152	983	1181	759	482	375	690	276	222	232	156	249	115	158	102	91	67	63	68	46	56	46	26	23	18	27	18	30	38	30	24	16	13	11	8	17	6	8	10	4	7	8	26	5	2	6	0	0	1	0	2	0	2	3	1	2	0	1	1	0	2	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	6625	1818	1626	612	415	387	845	422	185	89	515	112	52	113	36	158	37	86	49	53	20	18	40	17	9	14	9	3	9	7	13	13	29	23	8	6	8	3	5	12	3	4	5	3	4	3	23	3	0	4	0	0	0	0	1	0	2	0	1	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
