label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93
0.03	north6_all	80	14724	4058	2624	1991	2155	1025	1815	1071	480	392	370	364	261	202	213	133	332	137	117	84	74	80	81	63	50	93	43	33	30	36	55	14	30	24	15	14	11	33	6	17	28	9	25	11	8	10	6	5	3	1	3	1	1	3	0	2	1	1	5	3	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north6_active	80	10339	1509	1056	1021	1479	461	1541	758	198	98	131	210	119	64	97	61	267	70	61	22	22	19	45	34	12	64	25	13	5	24	43	0	16	20	8	3	3	23	1	14	25	2	22	10	6	8	4	3	0	0	2	0	1	1	0	2	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	14831	4044	2661	1962	2140	1021	1785	1115	496	398	376	362	267	210	233	164	328	132	111	91	61	68	96	67	58	91	44	40	32	34	57	16	23	13	14	12	11	27	6	15	29	10	20	10	9	7	10	5	5	4	2	0	1	2	1	2	1	2	5	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	10448	1519	1096	1004	1501	459	1508	811	192	104	143	209	111	66	100	71	269	75	59	31	16	14	53	39	13	65	26	20	8	24	42	3	11	12	7	2	2	18	1	15	24	4	17	9	2	5	7	3	1	3	1	0	1	0	0	2	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	14747	4013	2676	1959	2081	1020	1723	1143	511	419	389	358	260	207	224	160	295	132	114	96	59	61	99	71	71	84	49	52	34	28	64	18	23	19	15	8	12	19	6	12	24	9	20	13	8	8	8	6	5	6	3	0	1	3	1	2	1	1	1	3	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	10427	1516	1093	1017	1479	467	1437	806	194	110	159	194	100	79	103	75	239	72	62	40	13	9	59	42	17	57	23	33	10	18	47	5	11	17	8	2	2	17	0	11	20	5	18	11	1	4	5	4	1	5	2	0	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	14846	4127	2593	1959	2098	1027	1836	1113	503	393	398	351	250	197	225	175	275	137	104	96	72	61	115	77	59	59	49	53	35	29	61	18	26	22	15	11	15	12	11	9	14	9	12	12	7	6	7	8	5	7	3	1	2	3	1	2	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	10381	1531	1069	1029	1481	460	1540	782	179	103	168	201	97	67	105	88	228	75	56	44	16	18	68	40	16	38	21	38	7	20	45	6	12	20	10	0	2	12	3	6	10	3	10	7	1	2	4	5	2	6	3	0	0	2	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	14629	4130	2593	1986	2053	997	1786	1043	523	381	373	351	227	183	202	165	286	128	118	94	74	72	90	66	60	75	52	53	33	27	43	15	24	21	18	15	13	13	11	13	13	8	7	13	8	9	8	9	2	4	5	2	2	3	1	3	0	0	0	1	0	2	3	1	1	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
0.03	north10_active	80	10129	1546	1080	1035	1421	443	1506	717	187	91	158	207	92	66	104	82	243	60	67	37	16	22	63	35	17	45	21	35	7	15	30	5	10	18	9	0	4	12	4	8	9	3	6	8	3	4	6	6	1	4	3	1	0	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
0.03	north11_all	80	14350	4059	2674	1997	1989	1068	1810	1121	522	375	343	346	238	213	199	153	267	125	107	93	50	57	91	81	39	62	47	44	31	29	46	26	16	30	19	15	11	27	8	25	6	3	4	15	5	12	4	7	1	3	2	2	3	3	0	1	1	0	1	2	1	0	0	1	1	2	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	10006	1548	1191	1070	1317	463	1528	824	183	88	142	190	110	64	91	65	205	61	55	44	11	15	70	48	4	44	32	25	10	8	39	10	10	26	10	7	5	23	5	23	2	1	4	9	1	12	4	1	0	2	1	0	0	2	0	1	0	0	1	1	1	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	14409	4072	2684	1934	2005	1040	1933	1064	524	385	338	351	218	200	214	165	274	120	113	90	56	57	96	85	38	65	50	34	32	33	42	26	18	14	23	19	11	29	7	22	15	4	7	15	5	17	3	6	1	3	5	3	2	3	0	2	0	0	1	2	1	0	0	1	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	10117	1598	1169	1031	1320	443	1627	774	183	105	149	185	106	67	97	74	210	58	62	44	8	14	70	52	5	48	37	15	8	12	37	10	9	10	12	8	4	26	5	20	11	1	7	10	3	16	3	2	0	2	1	2	0	2	0	2	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	14476	4077	2621	1993	1900	1040	1959	1122	511	380	340	337	237	187	205	162	286	111	114	95	62	58	105	71	43	67	47	36	28	34	52	24	24	22	19	12	11	18	5	19	19	3	14	3	5	11	4	5	0	3	6	4	2	1	0	1	0	0	0	2	0	1	0	0	0	1	0	0	2	0	0	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	10033	1584	1127	1024	1281	464	1644	849	170	112	148	175	106	66	101	72	217	53	67	43	8	14	73	39	11	54	34	17	8	13	40	8	12	16	9	4	2	15	5	19	16	0	14	1	2	9	4	2	0	2	0	2	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	14649	3972	2539	2027	1968	1027	1960	1083	518	386	351	353	233	161	198	150	301	119	108	112	64	58	98	65	45	63	52	37	27	42	48	20	23	19	18	15	12	26	8	10	26	4	21	4	6	10	3	3	1	4	7	4	2	3	1	3	0	1	0	0	0	2	0	0	0	1	0	0	2	1	0	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	10270	1519	1072	1027	1355	467	1664	806	170	120	151	179	94	56	96	71	234	63	61	47	13	17	60	35	14	51	32	22	7	17	34	5	9	13	10	5	3	21	6	10	23	0	19	1	2	8	3	2	0	4	1	3	2	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	14853	3991	2551	2063	1910	1022	1870	1074	502	380	358	355	237	156	202	147	343	119	102	110	61	60	94	53	46	59	52	38	26	32	38	17	24	25	17	12	10	28	7	15	21	5	33	3	5	16	3	1	1	4	6	2	2	2	1	4	0	3	2	0	0	2	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	1	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north15_active	80	10389	1491	1079	1008	1337	472	1581	802	162	115	158	187	102	58	114	70	278	59	56	47	13	17	61	20	11	46	33	24	6	11	25	5	7	20	9	5	3	24	5	11	20	1	30	0	2	14	2	0	0	4	2	1	2	0	1	4	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	14917	4071	2561	2057	1982	1012	1847	1082	482	411	337	329	230	171	210	167	317	130	108	109	62	64	93	57	41	65	47	33	32	32	51	16	18	24	14	15	5	32	9	15	20	3	42	7	5	17	4	3	2	7	3	1	2	2	1	4	0	7	2	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north16_active	80	10512	1462	1058	1021	1369	454	1549	789	156	107	140	184	99	59	109	91	256	70	56	46	13	20	62	24	5	47	24	22	10	16	34	7	3	20	8	8	2	27	5	10	17	1	38	2	3	14	1	2	0	7	2	1	2	0	1	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	14841	4110	2568	1959	1981	1020	1728	1093	487	400	341	335	238	190	220	193	340	120	111	101	73	71	98	60	37	75	52	38	35	26	47	15	24	27	21	17	6	26	7	11	14	4	37	9	8	15	5	7	2	7	2	2	1	3	3	4	1	6	2	2	1	0	0	0	4	1	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
0.03	north17_active	80	10481	1486	1064	979	1351	458	1421	812	154	99	151	183	102	69	118	93	279	66	57	40	12	18	67	29	3	52	26	20	11	11	32	7	5	18	12	8	2	20	5	6	12	1	35	4	7	12	1	6	0	6	1	2	0	2	1	4	0	0	2	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	14897	4093	2610	1939	1943	1006	1791	1095	481	408	343	325	239	199	214	203	311	119	136	92	68	71	104	59	45	82	45	39	27	22	70	24	24	28	24	15	6	25	7	8	25	4	32	13	8	17	7	9	2	12	1	2	1	3	3	2	1	4	0	2	1	0	0	0	5	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north18_active	80	10459	1480	1118	975	1290	463	1482	811	165	95	150	171	87	76	98	98	252	64	66	35	9	19	67	31	5	60	21	18	8	9	55	10	5	17	17	6	2	19	4	6	23	2	29	8	6	14	3	7	0	9	0	1	0	2	1	2	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	14972	4010	2641	1949	1986	1015	1789	1094	501	405	391	321	251	198	227	200	328	130	124	100	76	71	114	63	42	66	51	44	25	20	71	20	26	28	29	12	10	22	6	16	31	8	8	11	9	16	9	9	2	11	2	3	1	3	4	2	1	0	0	2	1	0	0	0	5	2	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north19_active	80	10469	1516	1157	973	1312	485	1485	818	172	105	173	166	101	64	103	102	267	78	67	38	11	17	76	34	6	52	21	18	9	9	56	8	7	16	20	4	3	16	3	12	31	3	7	8	6	14	7	6	0	8	0	1	0	2	1	2	0	0	0	1	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north20_all	80	14952	3924	2665	2001	2014	1013	1918	1108	499	382	380	330	251	195	215	184	301	132	135	92	69	68	122	67	44	66	50	37	20	20	68	22	24	30	19	13	11	15	6	18	37	6	14	9	11	18	8	4	2	11	2	7	4	2	3	2	2	1	1	3	0	0	0	0	4	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north20_active	80	10354	1504	1145	1008	1357	482	1619	844	178	105	160	167	107	67	95	90	250	74	74	37	12	21	76	34	5	45	24	17	9	10	55	8	6	21	11	4	2	11	4	13	36	3	13	5	8	15	7	1	0	8	0	3	1	2	1	2	0	1	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south21_all	80	13597	4048	2496	1974	1898	969	1708	1038	493	384	344	324	271	209	172	175	320	148	88	94	75	77	105	75	42	81	43	41	31	28	53	23	16	22	15	17	10	20	7	16	39	7	10	11	8	7	15	4	1	5	1	3	1	1	3	1	4	1	1	3	2	0	0	2	5	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	9214	1401	1064	934	1200	437	1340	745	172	92	129	170	122	65	72	77	264	71	46	33	20	22	78	37	7	54	23	19	11	17	42	6	8	20	8	6	4	16	2	9	37	1	7	8	4	4	6	2	0	4	1	2	1	0	1	1	0	0	0	3	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	12674	3954	2512	1892	1741	988	1499	903	482	409	331	301	259	199	167	156	308	131	85	91	76	67	98	71	41	72	34	31	21	25	43	18	14	15	11	19	11	13	9	9	18	8	8	10	8	5	5	4	3	1	2	3	0	2	2	2	4	1	1	1	0	0	2	2	6	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	8146	1312	990	850	1038	405	1118	601	152	102	118	134	101	56	68	67	248	57	40	30	23	20	74	30	8	39	17	12	6	15	28	3	6	12	8	9	3	8	2	5	16	2	5	7	5	4	3	2	0	1	1	2	0	1	0	1	1	0	0	1	0	0	2	1	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	11781	3909	2498	1854	1616	940	1345	830	474	383	327	300	249	203	160	161	242	133	87	86	73	58	88	68	41	60	34	26	23	20	41	14	13	9	11	17	13	9	5	8	8	8	4	8	7	5	4	3	3	2	3	3	1	7	2	5	3	1	1	0	0	0	2	2	3	0	0	0	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	7063	1247	914	806	899	339	962	512	135	110	129	127	82	51	65	60	183	54	43	28	25	21	66	30	9	31	18	9	8	10	24	2	4	7	7	9	3	5	1	4	6	3	3	5	4	4	1	2	0	1	1	2	1	4	1	1	2	0	0	0	0	0	2	1	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	11647	3817	2489	1797	1612	947	1293	812	489	375	325	315	242	216	159	154	234	121	97	82	77	68	79	70	43	60	29	27	25	21	35	13	11	16	16	16	11	9	9	9	8	12	4	10	6	7	5	2	5	2	2	1	1	7	1	4	3	2	1	1	0	0	2	1	2	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	6834	1165	873	773	890	336	911	465	131	106	117	132	74	53	66	59	168	47	49	22	28	24	57	30	10	28	12	11	12	7	16	0	3	11	9	7	1	6	1	3	6	4	2	8	3	6	2	1	1	1	0	0	1	4	1	0	2	0	0	1	0	0	2	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	11763	3802	2517	1808	1656	913	1349	845	495	371	312	321	237	218	174	158	211	123	103	77	79	69	75	75	52	41	37	33	25	28	26	19	14	21	13	15	10	8	14	9	10	9	5	6	6	13	5	1	3	3	1	3	1	6	1	3	2	2	2	1	0	0	2	0	2	0	0	0	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	6951	1181	899	778	928	320	934	495	143	102	114	142	67	55	74	57	142	53	51	19	29	23	47	39	16	23	19	15	12	12	14	2	4	16	6	5	1	7	1	3	9	3	2	6	3	12	2	0	1	1	0	1	1	3	1	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	11946	3823	2534	1764	1728	951	1323	883	496	378	320	317	231	227	186	151	217	120	116	80	71	71	81	69	48	39	41	34	26	29	27	22	19	30	15	16	7	17	18	10	6	13	5	9	7	17	4	2	3	3	1	3	2	5	0	1	1	3	2	1	0	0	4	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	7277	1184	914	747	985	356	929	551	146	99	110	135	69	63	86	63	157	56	62	22	25	18	51	33	13	24	17	14	12	12	13	5	8	25	4	7	0	16	2	5	5	2	2	9	4	16	3	1	1	2	0	1	2	3	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	12077	3849	2492	1729	1692	946	1307	913	482	396	304	306	223	218	204	150	192	114	113	82	81	63	82	70	52	41	46	40	23	32	21	23	16	34	10	11	10	23	13	5	7	16	11	10	5	15	7	3	2	3	1	5	1	1	0	4	2	3	2	0	0	0	4	1	0	0	0	0	2	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	7438	1196	901	741	967	362	906	580	132	91	94	125	71	63	94	49	138	52	59	27	30	19	52	32	14	24	19	20	7	16	10	6	7	25	3	4	0	22	1	3	6	1	8	9	5	13	5	2	0	2	0	2	1	0	0	1	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	12511	3869	2480	1751	1694	936	1350	910	466	393	324	299	231	211	195	167	245	124	121	74	78	61	72	65	43	55	43	30	22	28	23	24	14	34	16	11	11	23	11	8	5	13	14	11	9	22	7	3	3	2	2	2	2	3	1	5	2	1	1	0	1	1	2	1	0	0	0	0	1	1	0	3	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	7917	1210	897	775	1008	367	979	611	132	99	108	130	82	65	85	60	193	60	64	26	30	19	42	31	14	34	21	16	8	11	13	6	6	27	6	5	1	22	2	4	2	1	13	9	8	20	6	2	1	2	0	1	1	1	0	2	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	13193	3936	2493	1801	1793	979	1586	962	467	407	322	323	264	223	199	176	248	110	127	83	83	63	95	67	52	52	34	37	18	27	26	17	14	28	19	8	11	27	12	11	5	11	13	14	12	13	5	3	6	4	2	3	3	6	1	4	1	4	1	0	2	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	8606	1334	975	858	1149	418	1256	658	148	106	120	143	96	76	79	68	197	55	66	26	25	21	60	36	14	32	19	22	6	11	15	4	6	21	11	2	1	24	2	8	2	1	12	12	9	12	4	3	2	3	0	2	1	3	0	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	13899	4039	2486	1900	1910	981	1739	1050	475	383	341	326	245	217	193	158	333	114	138	85	82	75	105	75	57	62	32	42	23	30	22	21	14	35	22	11	11	40	11	12	5	6	14	10	14	12	8	3	7	4	1	4	3	6	2	4	2	7	0	0	2	1	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	9376	1407	1007	943	1292	410	1427	753	169	108	139	145	88	73	73	69	281	51	69	28	29	23	61	43	12	42	19	23	7	13	15	4	5	27	16	7	1	36	4	8	1	1	13	9	10	12	6	3	3	2	0	1	0	4	0	3	1	7	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	14603	4136	2652	1948	2111	979	2043	1110	506	386	353	368	256	227	217	148	287	161	148	85	75	67	93	65	51	70	43	37	23	31	43	31	24	28	17	14	7	30	8	20	14	6	15	6	14	5	4	2	2	8	3	3	0	1	3	0	1	2	1	1	4	0	3	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0
0.03	south31_active	80	10288	1570	1104	966	1420	445	1721	797	198	76	147	206	100	78	98	74	241	85	63	24	21	21	71	38	13	50	27	19	4	17	31	6	6	24	11	8	0	26	2	17	14	1	14	5	8	4	2	1	1	6	2	1	0	0	2	0	0	0	1	1	2	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0
0.03	south32_all	80	14745	4084	2608	1948	2122	1032	1898	1162	505	349	359	355	249	231	212	124	322	145	143	89	76	62	99	74	46	59	44	37	24	27	33	23	24	26	19	16	7	41	12	25	19	9	13	9	15	7	3	0	3	10	5	3	1	1	2	0	1	2	2	1	4	1	2	2	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
