label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183	Otu184	Otu185	Otu186
0.03	north16_active	80	4239	1352	525	470	734	762	403	334	229	258	207	255	125	114	218	107	103	109	54	119	53	53	52	51	30	42	69	51	22	60	23	73	23	16	40	43	18	36	36	15	27	12	18	22	11	6	3	12	15	9	6	7	6	6	16	13	6	3	7	3	4	13	4	6	2	4	4	2	3	2	7	6	13	3	2	2	4	0	2	5	2	0	5	3	2	4	1	1	0	0	6	2	1	0	0	2	3	0	0	3	2	0	0	0	0	1	1	2	3	0	1	0	0	2	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	2	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north17_all	80	7365	2648	1149	961	1268	1328	682	582	435	434	358	446	234	219	361	167	179	211	120	223	101	110	100	88	80	100	142	77	51	82	38	95	53	33	67	62	32	63	72	38	54	25	53	35	29	17	19	21	31	15	13	9	9	13	21	15	18	16	13	8	8	11	8	15	5	6	6	6	4	5	22	6	17	5	6	11	9	3	3	10	6	4	8	3	6	5	0	2	0	0	6	5	2	1	1	3	6	0	2	5	2	2	5	0	0	4	1	4	4	0	1	0	1	2	0	0	0	0	1	1	1	0	4	0	0	2	0	0	0	1	0	2	2	1	1	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	4504	1442	524	505	795	841	414	326	238	263	204	279	116	122	213	93	101	127	52	135	53	59	57	49	34	49	80	45	23	57	18	71	28	16	42	44	16	37	49	22	40	13	24	22	10	11	9	12	19	11	9	4	9	8	17	10	10	4	7	3	4	5	2	10	4	4	4	1	2	3	13	4	13	2	3	7	8	0	0	5	1	0	5	3	2	2	0	1	0	0	6	1	1	0	0	1	5	0	1	3	2	1	3	0	0	1	1	2	3	0	1	0	0	2	0	0	0	0	1	0	0	0	3	0	0	1	0	0	0	1	0	2	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	7550	2751	1143	995	1297	1398	683	628	453	470	395	466	247	222	393	160	178	217	139	244	106	106	85	109	78	109	147	67	53	76	40	109	53	38	66	52	27	72	77	34	71	28	40	28	26	19	22	20	30	17	21	9	11	10	20	12	14	21	13	8	10	9	11	15	10	6	9	6	6	4	30	4	10	5	6	10	7	4	4	11	7	5	5	4	8	5	0	2	0	0	6	3	0	1	2	2	6	0	3	3	2	1	4	0	0	1	0	5	4	0	1	0	1	3	0	0	0	0	0	2	1	0	3	0	0	1	0	0	0	1	1	1	2	1	1	1	5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north18_active	80	4669	1527	532	524	818	891	423	344	270	280	233	298	134	115	246	89	105	129	71	156	58	54	52	62	35	57	93	34	26	46	15	82	29	19	43	35	12	46	54	18	49	16	22	17	11	12	10	10	17	10	12	5	10	4	14	8	8	8	7	2	3	3	6	10	8	2	5	1	3	2	18	3	7	3	3	6	6	1	0	5	2	0	3	3	3	2	0	0	0	0	6	1	0	0	1	1	5	0	2	2	1	1	3	0	0	0	0	2	3	0	1	0	0	2	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	1	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north19_all	80	7598	2706	1164	972	1305	1487	699	619	415	487	383	444	249	214	362	172	178	217	147	222	110	101	80	111	77	104	161	80	46	66	49	101	58	40	75	55	27	59	72	37	72	27	40	32	22	16	18	23	26	24	27	16	13	14	16	10	17	24	10	6	16	8	11	11	9	9	14	5	6	6	22	3	5	6	5	11	8	5	5	7	7	5	2	2	13	2	3	2	2	0	1	5	0	0	3	5	3	1	3	4	3	1	5	0	1	0	2	5	2	1	0	0	1	2	0	0	0	0	0	3	1	0	3	0	0	1	0	0	0	1	1	1	2	0	0	1	4	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north19_active	80	4671	1533	549	511	821	985	416	326	243	278	234	269	135	106	251	88	101	133	76	137	60	46	44	58	41	60	103	41	23	40	27	73	29	21	54	35	13	36	51	20	47	15	23	20	7	11	12	14	17	12	16	12	9	5	11	7	10	11	7	3	5	4	7	6	7	3	8	1	4	5	15	2	2	3	2	7	7	1	1	2	2	0	0	1	7	2	2	1	2	0	1	2	0	0	1	4	2	0	3	2	1	1	3	0	0	0	1	2	2	1	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north20_all	80	7268	2610	1161	929	1229	1464	697	573	379	458	384	437	249	212	356	173	183	194	150	210	104	94	74	96	76	99	147	84	47	76	52	117	46	44	73	50	28	53	65	42	73	30	35	26	30	10	16	20	24	25	32	15	20	12	16	10	16	17	9	11	14	10	14	12	9	9	13	5	4	7	12	4	4	4	3	15	8	3	6	3	6	3	3	4	10	4	7	3	3	0	1	4	2	5	3	8	1	2	4	1	4	0	2	0	2	1	2	2	0	2	0	0	1	4	0	0	0	0	0	2	1	0	3	0	0	2	0	0	0	2	1	1	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	3	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north20_active	80	4430	1471	538	450	764	971	411	302	228	256	230	266	133	101	242	84	108	118	86	133	51	46	40	53	42	63	104	44	21	50	28	82	24	18	50	22	13	33	45	17	51	20	19	14	12	6	14	12	18	9	20	11	12	5	9	7	8	10	7	5	3	4	9	5	6	3	8	2	3	5	7	1	2	1	1	11	5	1	2	1	1	0	0	1	7	2	5	1	3	0	1	2	2	4	1	5	1	0	4	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	3	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	south21_all	80	7839	2778	1116	1003	1266	1486	697	570	442	503	377	481	231	194	403	181	186	211	120	247	111	113	84	87	92	97	189	67	48	92	53	114	54	44	66	53	21	56	53	30	64	31	30	33	35	14	20	25	31	22	25	16	19	13	20	11	11	16	20	7	16	18	10	8	11	8	13	5	3	8	17	10	1	11	4	3	8	3	7	5	1	3	5	2	6	4	9	5	0	1	7	11	3	3	3	3	2	2	3	1	2	2	1	0	3	1	0	2	3	0	1	2	0	0	0	0	1	1	1	1	1	0	3	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south21_active	80	4844	1583	507	507	771	993	387	339	234	313	220	286	114	107	262	89	114	134	49	161	67	43	43	44	50	52	117	34	19	49	27	61	27	28	41	29	9	34	31	17	44	20	16	22	22	10	14	15	18	9	12	11	7	9	12	9	9	12	12	1	6	13	5	5	7	6	10	4	3	0	10	7	1	7	3	0	2	0	6	3	0	1	4	1	6	0	7	3	0	1	5	9	2	1	1	2	2	1	1	0	1	0	1	0	1	0	0	1	1	0	0	2	0	0	0	0	1	0	1	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	7721	2685	1117	977	1283	1433	730	564	465	484	384	460	218	195	384	176	198	205	128	224	106	107	83	89	92	108	170	84	56	92	44	86	51	40	75	46	17	61	63	36	64	29	25	37	32	12	20	26	32	20	26	19	13	14	17	7	12	12	23	7	12	11	7	7	14	9	15	7	3	11	16	11	6	13	4	14	3	2	7	7	4	5	3	3	7	2	13	4	0	1	11	3	3	4	3	3	3	1	3	2	4	2	0	0	3	1	1	3	2	0	0	3	0	3	1	0	0	0	1	1	1	1	3	1	0	0	0	2	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south22_active	80	4781	1537	503	500	759	952	416	324	260	300	221	288	111	99	251	87	121	130	50	154	59	42	43	41	50	52	105	46	27	51	18	53	26	25	49	27	7	39	42	17	40	18	10	23	20	11	14	15	17	9	14	6	6	9	9	5	9	5	12	2	7	6	2	5	10	7	10	3	2	2	8	9	3	10	2	11	1	1	6	6	0	3	3	1	7	0	10	3	0	1	6	1	2	3	1	2	2	0	1	0	2	0	0	0	1	0	1	1	1	0	0	2	0	2	0	0	0	0	1	0	1	1	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	7620	2691	1119	980	1311	1460	794	608	467	464	372	438	222	196	396	191	205	194	150	200	104	99	93	102	94	109	169	69	52	102	45	124	64	42	71	51	18	67	76	32	54	28	37	25	21	16	19	25	31	16	33	18	11	14	13	8	12	20	21	11	9	12	6	6	9	9	16	7	6	10	18	8	10	15	4	19	3	2	4	7	6	3	3	2	8	5	9	4	0	2	15	4	2	5	4	5	3	0	3	2	3	2	0	0	1	1	1	3	1	0	0	2	0	3	1	0	0	1	0	2	0	1	3	1	0	0	0	2	1	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south23_active	80	4766	1564	511	514	786	946	480	363	262	286	212	258	111	99	262	101	122	123	72	138	56	40	53	49	51	51	112	39	29	68	18	77	33	23	49	23	7	49	52	14	38	16	23	13	10	14	10	15	20	8	19	4	6	8	5	8	9	12	13	6	5	5	3	3	8	7	11	2	3	2	12	8	7	10	2	16	1	1	3	6	2	3	3	0	4	1	7	2	0	1	10	2	2	4	1	2	1	0	1	1	2	0	0	0	0	0	1	1	1	0	0	1	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	2	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	7498	2651	1140	949	1298	1475	806	594	437	464	402	418	227	199	429	186	218	172	155	216	118	93	95	99	97	125	157	80	49	92	36	148	61	37	79	62	33	67	66	27	50	32	37	25	16	19	18	20	28	15	28	22	10	15	13	7	11	33	15	12	4	11	5	4	7	7	11	7	7	5	8	15	13	13	3	18	4	1	2	11	6	3	4	3	7	8	6	4	3	2	15	5	1	5	2	2	2	0	3	3	3	2	2	1	0	1	1	2	1	0	0	2	0	5	1	0	1	1	0	2	0	2	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	4637	1529	528	487	773	945	494	336	238	291	233	257	121	104	282	96	130	98	80	150	67	49	59	52	49	65	107	42	27	67	14	99	29	16	48	40	15	51	47	14	35	17	24	14	7	14	7	11	15	9	17	7	7	7	6	5	7	21	9	6	3	4	1	2	5	5	8	3	3	2	7	14	8	7	1	16	3	1	2	8	2	3	3	1	3	4	4	2	1	1	11	2	0	5	0	0	0	0	1	2	1	1	0	1	0	0	1	0	1	0	0	1	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	7517	2675	1128	949	1302	1458	808	623	447	467	384	456	223	207	413	186	230	187	155	203	115	91	96	94	88	112	177	74	49	98	43	159	61	32	71	70	40	92	61	29	52	32	40	20	22	23	13	30	21	12	30	17	10	8	15	9	11	33	20	13	5	11	5	7	3	6	6	8	4	3	11	18	11	7	2	14	6	1	2	12	7	2	3	4	5	9	4	3	3	2	10	7	1	3	2	2	1	1	2	4	2	2	3	1	0	3	1	1	0	0	1	0	0	3	0	0	1	1	0	3	1	1	1	0	3	0	0	1	1	0	1	1	0	0	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	4648	1534	521	485	801	967	507	355	243	284	230	289	120	113	282	99	136	98	84	121	62	53	56	55	46	68	124	45	26	70	16	103	29	14	42	48	20	63	49	18	38	18	29	10	11	14	5	17	12	6	22	6	6	3	8	4	8	24	9	6	3	4	2	3	2	2	5	6	1	1	9	16	9	3	1	12	4	0	0	8	3	2	2	2	1	4	4	2	1	1	9	5	0	3	0	0	0	1	1	2	1	1	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	3	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	7638	2754	1149	934	1257	1476	754	627	423	492	387	454	225	201	438	175	224	198	145	233	106	93	102	85	91	128	153	84	42	104	42	147	59	26	76	78	34	84	55	34	41	27	28	25	28	22	13	30	35	16	31	17	14	8	17	13	14	37	21	9	6	18	6	8	7	6	10	10	3	5	9	19	7	8	3	10	5	2	8	5	5	1	3	6	5	9	3	1	7	1	10	5	1	4	3	3	2	2	1	2	2	2	4	1	0	4	0	2	0	0	1	0	0	2	0	0	1	6	0	2	3	1	1	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	4720	1576	527	474	749	1030	450	363	234	288	226	287	120	110	296	83	135	101	82	140	62	53	53	50	44	84	103	48	18	73	18	99	31	12	45	55	20	52	42	21	32	12	19	12	16	11	4	18	24	6	21	10	7	3	9	4	8	26	9	4	4	6	2	3	4	2	8	7	1	1	5	17	5	5	2	8	3	1	4	2	2	1	2	2	1	6	3	1	5	1	9	4	0	2	2	2	1	1	1	1	1	1	0	1	0	2	0	1	0	0	0	0	0	2	0	0	0	4	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	7654	2763	1157	920	1299	1519	724	632	448	478	379	454	242	182	418	169	203	206	144	223	98	109	101	77	90	130	177	87	49	105	46	129	51	27	61	70	29	77	60	34	37	23	30	42	30	22	16	29	42	18	32	21	13	6	16	13	8	18	25	8	8	16	9	11	6	6	9	10	2	6	13	12	5	9	6	8	7	2	8	6	4	3	2	6	7	12	4	0	5	3	3	4	1	7	4	2	1	2	1	1	2	0	8	0	1	4	1	1	0	0	1	0	1	2	1	1	0	6	1	1	4	0	0	0	3	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	4743	1602	529	444	788	1041	425	363	243	274	213	274	134	109	297	85	123	111	78	132	54	57	49	44	40	85	118	56	20	67	18	82	32	16	33	49	20	45	45	16	29	12	18	24	17	11	8	20	32	9	25	13	6	1	10	4	4	11	12	2	5	8	3	6	3	1	8	7	1	1	8	10	2	7	5	5	5	1	4	5	1	3	2	2	1	8	3	0	4	0	2	4	0	2	2	2	1	1	1	0	1	0	6	0	0	2	0	1	0	0	0	0	0	2	0	0	0	4	1	1	2	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	7572	2752	1177	924	1282	1527	723	643	441	474	398	456	229	196	414	174	196	216	152	215	114	128	90	91	96	120	175	86	51	97	46	105	40	27	56	71	26	73	62	35	44	22	33	46	35	18	18	26	39	16	27	16	16	11	12	12	12	16	24	10	11	13	9	9	5	5	12	6	3	6	18	12	6	8	7	6	8	2	8	10	2	3	3	5	7	9	3	0	4	5	3	5	2	9	3	2	2	1	1	1	2	0	7	0	2	3	1	4	0	1	0	0	1	0	2	1	0	6	1	0	3	2	0	0	0	1	2	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	4747	1585	550	461	769	1030	415	385	238	271	222	276	122	109	280	91	109	131	80	129	67	65	40	55	43	72	124	54	23	63	21	78	27	17	30	46	16	45	45	14	22	10	22	24	22	10	9	18	33	6	17	10	8	3	7	5	6	8	16	3	7	7	2	6	3	1	10	2	1	1	10	10	1	6	6	3	7	2	4	9	0	2	2	1	1	6	1	0	4	0	2	5	1	4	2	2	2	0	1	1	1	0	6	0	0	2	0	4	0	1	0	0	0	0	1	0	0	4	1	0	2	2	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	7700	2672	1160	915	1291	1525	739	620	437	443	403	488	227	209	424	181	211	204	141	196	122	121	82	93	84	103	170	72	65	92	44	93	58	27	73	70	32	69	72	28	58	25	38	45	25	17	17	18	40	13	35	21	18	11	13	10	13	18	26	10	12	19	8	9	2	12	10	5	6	6	12	7	8	6	7	7	17	2	6	11	3	6	2	5	9	7	3	0	1	5	1	2	2	9	2	0	1	2	0	2	1	1	7	3	2	3	1	4	0	1	0	0	1	1	2	1	0	2	1	0	3	3	0	1	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	4779	1539	542	460	788	980	419	361	232	251	225	301	115	114	292	97	121	132	72	116	68	65	39	54	39	66	111	40	29	57	19	58	39	13	41	47	20	42	51	12	31	14	27	23	16	10	8	12	33	4	22	15	9	3	7	3	7	9	18	2	6	14	4	6	0	7	8	2	2	0	6	6	1	3	5	3	14	1	4	9	0	4	1	2	2	3	1	0	1	0	1	2	1	4	1	0	1	0	0	2	0	0	7	1	0	2	0	4	0	1	0	0	0	0	1	0	0	0	1	0	2	3	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	7668	2671	1154	948	1301	1496	737	620	445	429	434	493	236	218	436	193	215	196	129	183	122	115	70	98	85	95	160	70	62	76	43	104	51	31	66	74	35	64	59	29	59	29	39	35	29	22	21	21	37	14	36	21	18	12	15	6	18	19	27	14	11	18	9	13	2	12	8	5	7	6	12	6	7	7	10	7	16	4	3	10	5	6	1	4	5	3	4	1	1	4	0	2	2	6	0	1	2	4	2	2	0	1	2	3	1	1	0	3	0	2	0	0	1	1	2	1	0	0	0	0	0	3	0	2	0	2	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	3	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	4729	1519	536	480	811	970	421	357	248	263	253	327	117	112	295	95	124	122	69	120	70	68	35	56	48	57	104	40	29	45	22	59	33	14	31	49	23	42	41	16	29	14	29	14	19	10	9	13	26	6	18	16	12	3	8	1	11	9	18	4	5	15	4	8	1	8	6	3	2	1	7	3	2	3	6	3	12	3	1	7	0	3	0	3	2	1	2	0	1	1	0	1	1	2	0	1	1	3	1	2	0	0	1	1	0	0	0	3	0	2	0	0	0	0	2	0	0	0	0	0	0	3	0	1	0	2	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	7715	2758	1130	940	1407	1543	691	547	420	470	354	419	242	230	423	169	200	202	133	238	95	101	81	79	80	90	193	90	40	84	50	111	44	28	64	52	31	84	53	37	58	24	30	21	34	21	21	17	38	12	37	20	13	14	14	13	13	23	9	7	13	12	8	9	5	10	9	9	5	4	19	10	10	10	6	13	12	4	2	19	3	1	2	7	17	1	1	1	2	1	5	1	1	1	1	1	2	2	0	0	0	2	2	1	2	0	1	0	1	1	0	2	2	0	0	1	5	0	0	4	4	1	2	0	1	0	0	0	1	0	0	0	0	0	1	3	2	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south31_active	80	4766	1600	546	466	866	980	424	325	241	273	209	273	123	110	275	85	108	110	66	151	53	61	36	41	45	48	121	47	21	54	25	79	22	14	41	31	14	53	33	20	42	12	17	14	20	8	11	11	15	6	13	9	5	4	8	4	6	12	7	4	8	7	5	8	3	7	2	4	3	3	15	5	6	6	5	13	10	3	0	15	2	1	2	4	7	1	1	0	1	0	4	1	1	1	0	1	1	2	0	0	0	1	0	0	0	0	0	0	1	0	0	2	1	0	0	0	3	0	0	4	2	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	7659	2662	1139	971	1409	1540	714	527	438	453	363	481	261	217	379	178	219	207	135	223	102	107	69	78	71	101	163	85	38	83	41	101	37	29	70	67	28	81	56	37	54	24	27	25	32	11	25	13	35	16	34	21	11	14	19	12	11	18	10	8	12	11	9	8	5	12	9	9	4	4	19	12	8	9	7	21	11	3	2	18	4	1	2	5	15	2	1	2	3	1	6	3	1	1	1	1	3	2	0	0	1	1	2	0	0	0	0	1	1	1	1	1	2	0	0	0	3	1	0	2	4	1	2	1	0	0	0	0	0	0	0	1	0	0	1	4	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south32_active	80	4715	1510	540	468	840	987	441	320	257	265	210	322	135	108	227	97	118	129	69	138	56	63	36	39	38	59	98	45	22	55	19	68	15	15	46	43	14	49	41	17	36	12	12	16	21	4	14	7	21	9	18	11	3	4	10	4	6	11	7	5	7	8	6	7	2	6	1	4	2	2	14	6	4	5	6	17	9	3	2	15	4	1	2	2	7	2	1	1	1	0	4	2	1	1	0	1	2	2	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	2	1	0	2	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
