label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44
0.03	north1_all	80	4572	5191	1373	935	1081	475	242	1009	107	108	68	52	40	35	23	76	14	15	40	4	7	1	6	0	0	4	10	12	1	0	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	1269	4461	811	607	937	334	146	973	24	59	39	28	16	16	14	70	5	12	38	0	5	0	5	0	0	3	10	11	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	4566	4572	1391	880	947	446	262	878	106	110	69	49	39	33	28	75	11	13	31	5	4	2	6	3	0	3	9	4	1	0	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	1180	3840	800	549	792	295	158	838	25	62	38	22	14	15	17	69	5	12	31	1	3	1	4	1	0	3	9	2	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	4587	4050	1381	852	833	442	291	747	115	110	70	48	42	31	29	62	12	19	22	8	3	4	5	4	0	2	10	5	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	1067	3296	746	499	651	268	160	703	22	63	29	22	15	13	17	52	6	17	21	1	2	2	2	2	0	2	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	4566	3645	1326	852	783	432	258	516	123	114	74	46	49	30	30	53	11	20	21	6	4	5	8	7	1	2	2	6	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	966	2840	700	479	588	230	134	462	27	55	33	19	20	14	19	44	4	17	19	1	1	3	5	4	0	2	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	4521	3925	1300	852	871	455	259	590	103	113	72	52	59	31	32	83	11	13	25	8	5	8	7	6	1	4	3	7	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0
0.03	north5_active	80	995	3132	709	494	675	264	146	532	21	56	34	26	25	17	25	73	3	10	22	1	1	5	6	5	0	4	2	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
0.03	north6_all	80	4510	4394	1353	867	907	454	248	779	86	112	83	52	54	26	32	88	12	7	33	6	6	8	5	6	2	5	4	8	0	1	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0
0.03	north6_active	80	1063	3558	796	531	740	292	139	725	22	54	49	30	21	13	26	74	5	5	31	0	1	5	4	4	1	4	3	8	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
