label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42
0.03	north1_all	80	6167	6766	1500	802	936	410	414	198	150	114	75	89	47	41	31	130	38	13	13	38	5	18	13	13	2	2	3	1	1	2	0	7	2	0	0	1	0	0	0	0	0	0	0
0.03	north1_active	80	2690	5883	812	203	720	165	285	66	39	46	33	71	29	8	10	119	29	4	5	32	1	16	10	13	1	2	2	1	1	2	0	7	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	6163	6778	1535	786	906	426	404	196	142	100	80	137	43	41	35	96	34	14	12	32	2	23	10	28	2	2	4	1	0	2	0	7	2	0	0	1	5	0	0	0	1	1	0
0.03	north2_active	80	2750	5916	828	204	680	169	259	67	35	43	34	109	23	11	7	86	27	5	3	28	1	21	7	28	1	2	3	1	0	1	0	7	1	0	0	0	5	0	0	0	0	1	0
0.03	north3_all	80	6008	6673	1621	811	928	437	446	216	142	106	73	140	42	35	36	97	33	8	17	22	4	12	7	30	6	2	1	1	0	2	0	1	0	0	0	2	5	0	0	0	1	1	0
0.03	north3_active	80	2694	5822	849	208	711	158	311	83	35	53	32	107	24	10	5	90	24	3	6	16	3	11	5	29	2	2	1	1	0	1	0	0	0	0	0	0	5	0	0	0	0	1	0
0.03	north4_all	80	6050	6450	1600	761	955	431	432	219	141	100	73	135	47	29	29	74	28	10	17	25	8	13	7	27	7	1	1	1	0	2	0	1	0	0	0	1	5	0	0	0	1	1	0
0.03	north4_active	80	2687	5594	819	193	725	139	309	80	32	46	32	106	25	9	6	72	19	2	8	22	6	11	6	26	3	1	1	1	0	1	0	0	0	0	0	0	5	0	0	0	0	1	0
0.03	north5_all	80	5829	5836	1548	803	883	402	437	188	152	114	65	113	50	31	28	63	24	14	14	18	8	8	7	20	8	1	1	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0
0.03	north5_active	80	2394	4932	732	187	668	121	318	66	35	52	28	88	21	6	7	61	17	1	7	16	5	7	6	18	4	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	5840	5172	1505	809	842	377	400	180	170	116	71	87	60	34	21	65	29	16	13	19	10	11	5	9	5	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	2303	4233	678	173	623	106	270	45	44	46	31	64	21	6	7	61	23	3	5	16	7	10	4	8	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	5841	5245	1470	830	844	389	369	152	173	116	76	83	65	36	28	55	24	20	10	21	7	8	9	5	2	6	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	2320	4290	658	199	607	127	238	42	48	46	35	59	19	8	10	49	20	5	4	20	4	7	8	4	2	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	5971	5835	1553	825	892	394	364	159	169	116	84	97	70	34	37	71	38	18	8	27	4	28	9	5	2	6	2	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	2528	4910	750	203	649	136	248	55	42	47	37	73	22	11	16	65	35	4	2	25	3	28	9	5	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	6016	6549	1577	821	938	402	384	182	166	112	89	107	57	32	40	112	33	20	9	25	6	31	12	3	5	5	3	1	1	1	0	3	0	1	0	0	3	0	0	0	1	0	0
0.03	north9_active	80	2693	5677	830	224	697	146	284	74	31	49	40	85	19	11	16	104	31	4	2	24	5	30	12	3	3	1	2	0	0	0	0	2	0	1	0	0	3	0	0	0	0	0	0
0.03	north10_all	80	6064	6665	1553	787	963	386	402	184	160	113	81	128	41	38	34	129	40	19	12	44	6	40	6	8	5	6	2	1	1	2	1	1	0	1	0	0	3	0	0	0	1	0	0
0.03	north10_active	80	2723	5804	806	215	735	134	294	77	31	51	33	107	12	16	15	122	38	2	3	43	3	38	6	8	3	2	1	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0
0.03	north11_all	80	5919	6550	1581	857	1090	369	457	216	126	133	85	97	67	36	33	118	44	20	4	23	5	24	10	8	4	4	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	2606	5724	869	238	846	130	335	79	17	64	43	80	23	6	12	115	36	2	0	22	2	22	8	7	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	5897	6670	1589	870	1108	355	446	205	129	136	79	84	60	37	26	125	47	17	6	26	4	23	10	13	0	4	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	2633	5855	863	229	831	130	327	76	18	67	38	65	19	7	8	119	42	3	0	24	1	21	8	11	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	6003	6800	1538	833	1088	379	442	186	122	141	77	96	60	39	32	110	54	14	7	22	5	32	6	19	0	3	5	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	2692	5942	824	231	842	136	327	59	17	73	32	77	21	9	7	106	48	3	2	20	3	31	5	16	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	6102	6794	1559	799	1013	383	404	181	128	127	76	109	59	38	29	95	51	17	8	28	3	35	5	24	0	4	6	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0
0.03	north14_active	80	2778	5931	831	222	768	138	290	65	24	66	36	84	26	11	7	92	44	3	4	24	2	34	5	21	0	1	5	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north15_all	80	6124	6811	1499	806	1023	398	428	196	133	127	78	112	53	46	28	145	45	15	7	34	6	32	2	26	0	4	8	1	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0
0.03	north15_active	80	2778	5953	817	238	805	142	310	64	20	64	32	91	23	15	10	143	38	3	4	29	4	32	0	23	0	1	6	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	north16_all	80	6028	6642	1512	812	1028	383	428	199	138	107	77	123	43	42	26	143	38	19	13	30	10	18	4	18	3	1	8	1	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0
0.03	north16_active	80	2653	5760	806	249	797	131	302	70	23	53	34	90	17	21	15	140	30	5	4	22	5	18	2	16	2	1	7	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0
0.03	north17_all	80	6038	6283	1446	837	1033	380	420	205	142	102	77	107	30	44	26	136	44	20	14	27	12	11	5	13	4	0	6	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	2655	5426	749	255	775	127	301	75	35	46	31	73	7	22	15	129	36	6	3	21	3	11	3	11	2	0	5	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	6007	6263	1421	784	1013	391	422	201	142	109	81	106	30	43	29	129	42	17	10	16	11	29	4	6	5	0	5	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north18_active	80	2595	5407	720	234	744	130	291	77	42	53	33	68	9	21	14	122	30	4	1	11	4	29	3	4	3	0	4	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north19_all	80	6097	6235	1442	801	956	398	381	197	146	115	81	128	38	43	30	118	39	14	9	17	11	29	6	7	3	0	5	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0
0.03	north19_active	80	2636	5440	732	236	699	136	267	77	43	58	35	96	13	18	15	110	25	2	2	14	5	29	5	7	2	0	3	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north20_all	80	5996	6520	1440	790	950	400	370	199	137	107	98	147	43	42	33	123	32	11	7	24	9	27	10	7	2	0	5	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0
0.03	north20_active	80	2627	5686	740	239	712	147	267	80	38	53	39	114	17	11	13	116	20	2	3	23	6	27	9	7	2	0	3	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
0.03	south21_all	80	6127	6931	1436	758	871	338	422	181	147	109	85	117	40	27	40	164	57	19	13	14	3	24	8	26	6	4	2	3	0	0	1	1	3	0	0	0	0	0	0	0	0	0	1
0.03	south21_active	80	2663	6100	730	242	645	126	292	56	25	68	33	91	19	9	13	151	50	7	5	13	3	22	4	26	4	4	0	1	0	0	1	1	3	0	0	0	0	0	0	0	0	0	1
0.03	south22_all	80	6004	6736	1473	779	850	349	404	163	143	109	77	130	49	33	37	128	40	15	15	13	9	27	8	7	6	2	2	3	0	1	2	1	4	0	0	0	0	0	0	0	0	0	1
0.03	south22_active	80	2662	5922	763	239	633	125	269	48	26	57	35	103	17	12	12	120	37	5	6	12	6	23	6	7	5	2	0	1	0	0	1	1	4	0	0	0	0	0	0	0	0	0	1
0.03	south23_all	80	5892	6632	1435	789	893	352	425	157	140	124	81	130	48	42	31	107	36	14	15	26	13	30	8	4	6	2	0	3	1	1	2	1	4	0	1	0	0	0	0	0	0	0	1
0.03	south23_active	80	2583	5777	745	238	676	132	304	51	24	57	33	102	14	19	10	96	34	3	7	23	9	27	5	4	4	2	0	1	0	0	1	1	4	0	0	0	0	0	0	0	0	0	1
0.03	south24_all	80	5830	6727	1455	796	905	360	430	174	144	126	73	118	41	45	25	121	13	11	17	30	14	51	9	7	3	1	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
0.03	south24_active	80	2626	5850	765	229	671	127	302	57	31	60	30	91	11	20	12	113	11	1	8	27	8	49	6	6	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	5966	6884	1460	806	974	369	457	182	143	127	84	102	40	39	25	119	21	12	15	33	14	67	9	9	4	1	2	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0
0.03	south25_active	80	2704	6000	766	221	726	133	323	59	34	61	35	75	12	17	12	109	18	0	5	30	9	67	7	5	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	6050	7061	1517	821	943	406	487	193	132	131	80	95	42	37	29	142	27	10	12	34	9	65	6	9	6	1	6	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0
0.03	south26_active	80	2698	6140	813	229	707	130	345	62	35	68	35	72	14	12	16	134	22	1	4	32	6	65	5	5	5	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	6048	6738	1504	827	920	442	496	207	140	129	71	98	56	30	37	101	35	13	10	39	8	48	2	10	6	3	6	1	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	south27_active	80	2601	5813	783	240	688	147	340	67	37	65	31	71	20	9	21	96	31	2	3	37	6	48	2	6	5	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	5823	5559	1448	828	803	416	424	215	139	128	80	92	52	34	32	78	39	12	12	30	6	28	2	9	5	2	4	1	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	2240	4544	672	224	560	126	273	66	41	61	29	57	17	10	15	70	31	3	3	28	4	28	2	7	4	0	2	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	5768	5224	1403	784	768	415	394	206	144	121	92	114	58	34	32	98	37	10	10	34	5	17	1	17	7	3	0	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	2148	4212	614	221	521	124	258	58	35	55	27	77	20	14	12	84	28	4	3	32	2	17	1	16	7	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	5805	5265	1389	785	746	396	362	196	156	110	94	115	58	33	19	116	47	12	8	16	4	5	1	13	7	5	0	1	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0
0.03	south30_active	80	2257	4245	589	209	495	118	248	56	36	54	28	77	18	12	2	100	39	5	2	15	2	5	1	11	7	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	6030	6859	1553	793	981	350	375	209	150	108	78	139	52	32	28	103	54	11	8	40	12	26	12	11	3	2	1	4	2	0	0	2	0	0	0	1	1	1	0	0	0	0	0
0.03	south31_active	80	2700	6038	821	221	703	152	270	65	22	53	39	109	22	8	5	93	50	4	2	37	8	25	10	11	3	2	1	2	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0
0.03	south32_all	80	6084	6901	1579	811	989	364	404	183	134	112	76	142	52	31	24	105	39	17	9	42	12	26	14	11	6	2	2	3	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0
