label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100
0.03	north6_active	80	2616	1923	858	602	490	315	367	258	266	328	250	247	73	167	62	68	117	56	35	41	34	47	58	54	15	33	9	39	16	32	19	2	13	32	2	12	12	22	17	1	17	10	7	5	4	4	5	0	1	6	1	0	1	1	3	2	1	1	4	0	1	1	0	1	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	5544	3393	1672	1266	949	691	651	476	458	511	453	416	162	260	118	152	210	116	63	85	80	92	105	71	33	56	21	62	36	49	35	13	31	42	10	18	13	29	26	4	27	17	11	7	4	7	8	5	3	5	6	1	4	0	3	2	1	1	4	2	1	3	2	1	0	2	1	1	0	0	0	2	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0
0.03	north7_active	80	2670	1866	848	630	519	332	352	261	261	309	287	256	79	163	55	72	119	64	28	39	36	46	77	49	15	36	9	32	16	30	20	2	12	30	2	12	3	24	18	2	20	10	6	4	2	6	6	1	0	3	2	1	2	0	2	1	1	0	2	1	1	2	2	1	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north8_all	80	5612	3417	1673	1219	966	707	641	475	445	462	481	445	152	245	118	141	215	113	65	93	76	88	115	65	42	71	20	46	38	55	37	13	28	28	12	18	13	28	23	7	30	8	9	8	9	3	8	4	3	6	4	1	5	0	3	2	1	0	3	3	0	3	4	1	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0
0.03	north8_active	80	2707	1876	844	615	533	346	360	256	241	259	309	288	73	155	48	63	127	64	30	42	34	47	85	40	21	50	6	21	18	35	17	4	12	19	7	10	2	23	17	3	24	4	6	5	5	2	7	1	2	5	1	1	3	0	3	1	1	0	1	2	0	2	4	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north9_all	80	5607	3396	1746	1235	998	699	655	481	426	460	462	480	148	243	111	137	225	120	81	93	78	76	116	62	49	66	21	47	29	57	33	13	29	26	15	15	10	21	25	10	23	12	11	2	13	6	4	2	4	6	5	3	4	1	2	1	1	0	2	2	0	4	4	4	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
0.03	north9_active	80	2711	1880	875	616	539	369	373	248	231	255	285	300	70	149	47	61	137	67	36	47	36	35	82	40	24	45	9	26	15	38	17	5	13	16	9	5	1	16	20	5	18	8	8	1	9	5	3	1	3	2	3	2	3	1	1	1	1	0	0	2	0	3	4	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north10_all	80	5573	3439	1760	1241	1012	679	647	492	438	474	422	457	145	255	117	123	223	122	83	84	67	79	93	76	49	60	25	57	21	50	33	19	31	31	13	14	12	39	13	15	26	9	9	6	11	5	3	2	4	6	5	4	2	1	3	1	1	1	2	2	0	1	2	4	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	2664	1939	860	620	541	330	349	262	247	273	259	304	68	161	51	51	146	68	40	40	35	40	59	42	25	38	12	38	10	31	20	10	14	21	8	6	4	25	11	7	18	7	7	5	8	4	3	1	4	2	2	3	2	1	1	1	1	1	2	1	0	1	2	3	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	5658	3214	1728	1186	1053	699	623	475	430	593	403	535	153	255	141	115	203	135	94	101	72	118	72	62	44	76	29	47	25	57	24	29	27	32	24	11	9	15	13	11	13	13	5	5	4	12	3	1	14	4	3	2	0	1	4	3	2	1	3	2	2	5	1	7	0	0	4	0	1	0	0	2	1	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1
0.03	north11_active	80	2695	1761	860	600	557	375	327	244	247	391	250	350	63	140	65	51	136	69	45	46	36	71	45	38	19	40	18	34	14	31	16	15	17	23	16	7	5	6	3	9	7	6	4	2	3	7	2	0	8	4	1	0	0	0	4	1	2	0	3	1	1	5	1	2	0	0	3	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1
0.03	north12_all	80	5625	3262	1771	1196	1045	706	593	484	418	594	434	541	148	258	135	120	195	127	99	96	66	101	79	60	39	69	27	51	22	58	27	28	23	41	23	15	11	15	11	9	11	11	3	7	4	11	6	2	15	13	3	2	0	2	5	4	2	3	4	2	2	3	1	5	0	0	3	0	1	0	1	2	0	1	0	1	0	0	0	0	1	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	2658	1815	892	608	580	377	312	269	227	387	260	354	66	148	57	48	120	64	49	50	35	60	50	35	18	34	16	41	10	35	20	12	16	31	15	9	6	6	5	8	7	4	3	5	2	6	4	0	7	9	1	0	0	1	5	1	2	2	3	1	1	3	1	0	0	0	2	0	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	5682	3350	1763	1218	1061	720	589	460	403	587	422	516	148	251	134	119	227	121	88	85	65	96	88	65	37	70	28	50	25	57	26	25	24	37	19	10	11	8	14	7	15	6	5	9	6	21	5	2	9	11	1	4	0	2	1	3	0	4	5	2	2	3	1	7	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	2683	1869	900	603	581	392	307	264	221	378	263	343	63	140	57	43	143	65	51	44	30	57	47	40	19	36	15	37	11	37	20	9	14	27	12	5	8	3	10	5	7	2	2	5	5	15	3	0	1	6	0	2	0	1	1	2	0	3	4	1	2	3	0	2	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	5640	3456	1801	1244	1062	734	603	469	395	505	437	543	158	260	123	128	243	110	90	90	66	90	93	78	33	53	18	58	26	65	25	17	28	36	15	9	18	20	14	7	13	5	4	11	8	23	7	5	9	16	0	4	0	1	2	3	0	4	2	2	2	0	1	7	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	2691	1951	931	610	590	388	302	261	210	308	257	358	76	156	50	52	151	59	55	46	37	57	51	53	20	27	6	39	11	44	19	6	20	27	10	4	13	11	9	3	6	3	1	8	7	16	3	1	2	10	0	2	0	1	2	2	0	4	1	2	2	0	0	2	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	5654	3341	1750	1263	1029	704	596	449	420	502	421	524	152	267	129	121	273	107	82	90	75	78	90	88	29	46	22	60	29	85	29	12	28	42	15	12	17	18	23	9	14	5	5	9	8	22	9	5	7	11	0	5	0	3	2	3	0	3	2	1	2	0	2	2	0	0	0	0	0	0	0	1	2	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	2738	1886	901	637	548	378	286	236	228	295	240	337	67	168	51	53	177	60	50	45	37	49	53	62	21	25	10	37	13	58	22	5	21	34	9	4	11	11	14	4	9	4	2	5	6	16	5	1	5	8	0	2	0	0	2	1	0	3	1	1	2	0	0	2	0	0	0	0	0	0	0	1	2	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	5666	3333	1692	1309	1019	695	625	471	435	510	409	528	176	253	122	108	250	113	77	91	67	81	82	74	30	47	24	61	33	78	30	16	30	39	10	14	25	25	23	10	10	5	6	10	5	16	8	5	8	12	0	4	1	4	2	3	3	1	1	1	2	0	1	2	0	1	0	0	0	0	0	0	2	1	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north16_active	80	2762	1844	859	642	544	362	306	251	248	326	238	349	84	166	58	49	163	58	44	44	32	43	48	48	21	26	10	38	18	54	22	8	23	33	3	5	20	15	13	4	10	3	4	6	2	10	2	1	6	9	0	1	1	0	1	1	3	1	1	1	2	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north17_all	80	5744	3283	1682	1322	988	704	605	504	425	548	417	542	168	238	117	112	243	118	71	89	67	80	94	60	40	36	31	58	35	75	34	15	28	37	10	16	30	18	19	7	15	6	7	7	5	11	8	2	7	8	1	3	1	6	3	7	3	2	5	0	0	1	1	0	0	1	0	0	0	0	0	1	2	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north17_active	80	2790	1809	865	673	503	353	301	257	244	347	271	357	81	153	60	62	163	69	42	36	32	40	51	37	23	22	15	40	19	53	21	7	24	31	3	6	25	12	13	2	15	3	7	4	1	6	4	0	5	7	1	1	1	1	2	4	3	1	5	0	0	1	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north18_all	80	5687	3393	1732	1307	990	690	627	510	454	557	415	548	181	271	102	100	218	109	76	96	66	72	109	65	36	43	31	54	29	58	30	15	31	31	8	10	26	17	13	4	13	12	7	7	2	11	7	2	5	8	1	1	1	4	3	6	3	2	5	1	1	1	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north18_active	80	2760	1868	891	649	524	352	341	266	253	342	273	354	88	174	55	55	151	68	37	54	31	34	63	43	16	30	16	36	14	44	19	8	23	24	3	4	23	11	12	2	13	8	7	4	0	7	3	1	2	7	1	1	1	1	2	4	3	1	5	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north19_all	80	5723	3363	1710	1236	965	715	624	485	477	525	422	589	176	262	109	98	203	118	77	98	77	70	102	77	38	42	32	53	30	50	33	17	24	34	13	10	23	17	13	7	17	14	8	6	4	10	7	3	5	5	1	1	0	2	2	6	0	2	6	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0
0.03	north19_active	80	2704	1849	858	622	500	357	341	251	266	329	278	397	90	155	48	43	131	82	36	54	48	39	62	49	19	30	17	35	15	40	19	8	14	20	8	5	18	11	9	5	15	8	6	4	0	7	4	2	1	5	1	0	0	1	2	5	0	1	6	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north20_all	80	5552	3392	1718	1225	953	707	632	444	470	541	409	552	168	280	118	102	189	105	78	94	77	68	99	94	33	42	32	53	22	62	28	22	26	25	15	9	13	15	17	9	13	16	7	7	3	8	7	5	7	11	0	1	1	1	1	3	2	4	6	1	1	3	0	0	0	2	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north20_active	80	2644	1867	881	602	496	355	361	229	247	335	259	378	82	169	46	38	118	69	43	56	49	43	60	62	16	30	13	36	11	50	16	10	16	11	11	5	9	10	10	6	10	8	3	4	1	5	5	2	3	8	0	0	0	0	1	2	2	3	6	0	0	2	0	0	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	10272	5455	3596	2873	1472	1108	688	383	312	548	347	258	221	177	146	147	156	124	216	131	68	93	45	31	61	32	28	23	39	13	42	29	18	8	33	15	16	10	8	6	8	2	7	6	1	6	9	6	1	3	4	2	3	1	4	2	3	2	2	0	0	1	2	2	4	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	1	1	0	0	0	0
0.03	south21_active	80	6383	3452	2389	1865	909	655	371	174	143	337	177	157	118	94	70	85	75	77	124	82	33	58	11	10	38	20	13	14	27	8	32	19	10	5	19	10	9	6	4	1	3	1	1	0	0	4	7	1	0	1	3	1	1	0	4	2	2	2	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	10532	5593	3710	2988	1482	1166	704	412	324	555	355	275	217	165	145	158	143	125	231	113	80	83	40	34	57	34	31	24	28	16	38	20	19	8	39	17	19	7	8	6	10	0	8	6	2	8	8	5	3	4	2	2	7	1	4	2	1	2	6	0	0	0	1	6	3	0	1	0	0	2	0	1	0	1	1	0	0	0	2	1	0	0	0	0	1	0	0	2	0	0	3	0	0	0	0	0	1	0	0	0	0
0.03	south22_active	80	6590	3585	2439	1949	949	702	377	189	158	347	196	158	109	87	71	94	70	74	137	68	37	55	10	14	36	17	16	15	18	8	28	13	11	5	21	11	12	4	4	1	5	0	2	1	1	6	6	1	1	1	2	1	4	0	2	2	1	2	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	1	0	0	0	0	1	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	10701	5615	3714	2899	1497	1158	736	424	327	539	326	295	214	165	121	142	120	129	204	99	83	74	35	30	58	41	34	26	34	19	30	23	17	7	23	15	24	13	8	6	8	1	8	4	1	7	13	4	5	6	4	0	8	2	5	3	1	2	6	0	0	0	1	6	3	0	1	0	0	2	0	1	0	1	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south23_active	80	6678	3569	2442	1902	955	717	420	194	159	342	202	177	108	82	51	82	64	73	130	57	35	43	16	18	32	19	19	17	21	11	20	15	10	5	10	9	16	8	5	1	5	0	3	1	1	7	11	1	2	2	3	0	4	1	3	3	1	2	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	10718	5629	3749	3009	1556	1147	751	446	309	579	315	306	228	149	130	125	124	115	159	101	83	75	36	42	59	45	37	25	34	22	24	23	14	10	36	17	22	11	10	3	7	4	6	6	4	7	12	4	5	4	4	0	9	1	10	5	2	0	5	1	8	0	2	6	0	0	1	0	1	1	0	1	0	1	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south24_active	80	6663	3601	2455	1965	1001	732	433	211	148	374	189	178	124	70	52	71	70	55	101	60	39	36	17	29	30	23	24	14	21	14	16	15	7	6	21	12	14	7	7	1	4	0	3	1	4	6	8	2	2	1	2	0	5	1	8	5	1	0	3	1	7	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	10559	5597	3832	3034	1595	1125	778	436	315	581	330	300	233	161	135	143	153	113	151	107	71	69	44	41	58	45	36	26	30	16	28	25	16	11	31	12	16	17	14	6	7	5	6	5	8	7	11	5	8	3	5	1	6	2	7	3	2	0	1	1	8	0	3	1	0	0	1	0	1	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south25_active	80	6526	3515	2488	1968	1007	716	461	206	145	368	205	180	133	73	62	84	89	56	96	56	32	34	24	27	33	25	23	13	20	11	20	20	8	5	17	10	12	13	11	3	3	1	4	1	5	5	8	3	4	1	3	0	1	2	7	3	1	0	0	1	7	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	10494	5580	3795	3138	1659	1173	739	416	301	632	365	291	246	184	150	157	155	124	166	111	72	82	45	50	53	44	28	23	27	13	28	25	16	12	31	12	18	14	14	7	11	8	5	5	8	6	6	5	7	1	5	1	3	2	7	4	2	1	0	3	9	0	3	1	0	0	1	0	2	0	0	0	0	2	0	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south26_active	80	6516	3474	2445	2056	1028	722	454	206	137	395	207	164	143	92	77	96	82	63	100	62	34	43	23	27	35	24	17	12	18	6	17	18	7	6	21	8	9	9	9	4	7	3	3	1	5	3	3	3	4	1	3	0	1	1	7	4	1	0	0	3	7	0	3	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	10344	5447	3680	3032	1642	1119	746	401	309	590	363	307	252	207	159	147	156	135	187	116	72	84	48	52	54	44	28	28	26	13	31	30	20	14	20	13	16	18	17	7	8	5	5	3	12	6	7	5	11	3	3	3	2	3	6	2	1	1	2	3	1	0	4	0	0	1	1	0	1	0	0	0	0	2	1	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south27_active	80	6344	3432	2358	2029	983	685	451	198	154	365	207	179	133	103	94	92	82	78	115	64	37	45	23	25	39	26	19	11	18	6	17	23	12	10	12	8	6	13	13	3	6	3	2	2	8	2	3	2	7	2	2	2	0	2	6	2	1	0	2	3	0	0	4	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	10323	5472	3600	2911	1650	1143	727	392	304	619	375	272	258	220	158	152	137	142	210	108	72	87	45	52	50	42	30	27	28	18	36	37	22	17	25	12	10	18	13	10	7	6	7	3	8	6	3	4	10	3	2	3	2	5	0	4	1	1	3	2	2	0	1	0	0	1	1	0	1	0	0	2	0	2	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	6267	3472	2327	1931	973	703	423	183	150	370	217	162	134	114	101	95	79	85	133	61	30	50	21	23	32	26	22	9	13	7	21	22	15	14	18	6	2	10	7	5	7	4	2	2	6	4	0	1	6	2	2	2	0	4	0	4	0	0	2	2	0	0	1	0	0	0	1	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	10193	5516	3651	2814	1658	1121	729	411	308	589	352	263	234	199	157	141	127	133	204	102	71	84	39	51	54	43	35	34	30	25	35	35	17	17	29	12	15	16	11	8	7	3	3	2	10	9	9	5	11	2	2	2	2	4	0	4	2	0	3	3	1	0	1	0	2	2	1	0	1	0	0	3	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	6241	3552	2384	1830	1005	700	425	188	148	344	197	172	120	98	99	80	76	80	144	68	38	46	13	26	37	23	23	10	10	12	21	22	11	13	17	7	3	10	6	4	4	2	0	2	7	5	1	2	7	1	2	2	0	3	0	4	1	0	2	2	0	0	1	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	10389	5531	3658	2859	1662	1188	741	381	309	566	356	209	209	183	169	142	138	119	204	90	73	78	37	44	48	44	37	32	28	27	36	32	14	14	34	12	21	11	9	5	10	5	6	2	10	8	10	4	11	2	2	2	2	2	0	6	4	0	4	1	1	0	0	0	2	2	1	0	2	0	1	3	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
