label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100
0.03	north1_all	80	5529	3284	1810	1192	993	730	597	463	431	499	434	477	155	246	104	138	223	129	84	101	83	93	97	57	43	68	40	46	10	59	24	17	19	25	27	9	10	26	26	6	28	11	10	10	7	13	2	3	19	3	4	3	4	3	6	1	0	3	5	2	0	2	3	2	1	1	0	0	1	0	0	0	1	0	0	3	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north1_active	80	2691	1754	915	587	523	384	326	246	263	302	269	293	74	157	48	68	145	65	42	48	42	67	67	37	19	36	21	22	4	47	12	6	10	15	17	5	5	23	19	2	25	9	2	6	5	9	2	1	11	2	1	0	3	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	5544	3311	1769	1206	1015	704	596	472	459	501	459	521	150	275	102	131	233	126	90	89	83	98	97	69	45	59	40	50	17	47	35	21	23	24	23	9	6	20	24	7	31	13	7	4	11	16	3	4	18	3	4	5	5	2	5	1	1	3	6	3	0	2	0	2	1	1	0	0	0	0	0	0	1	0	1	3	0	2	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north2_active	80	2722	1795	935	601	538	371	328	252	271	312	293	312	71	173	48	67	157	72	43	49	49	74	66	40	19	36	21	23	8	35	15	8	14	12	15	6	1	18	19	2	21	10	0	3	5	13	2	3	12	2	2	1	1	1	1	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	5545	3414	1707	1178	1012	697	587	461	456	537	467	529	163	292	112	111	225	115	92	96	74	90	74	75	50	43	33	39	28	61	36	19	19	32	22	12	14	29	23	3	38	9	9	4	6	14	2	4	8	6	3	4	4	2	1	1	1	2	7	3	0	3	1	2	0	2	0	4	1	0	0	0	1	0	1	1	0	2	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north3_active	80	2718	1841	907	582	529	366	333	237	259	335	302	337	69	176	57	57	144	66	43	54	41	60	50	42	19	23	17	24	14	43	16	6	11	20	16	6	9	25	15	1	27	7	2	2	1	11	1	3	6	5	2	1	0	1	1	0	1	1	1	1	0	2	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	5493	3410	1659	1231	987	678	620	464	457	560	446	496	183	288	118	105	202	104	95	95	80	89	70	78	41	40	23	48	36	63	28	19	32	32	14	14	17	30	38	5	34	11	9	4	7	12	1	3	7	8	5	3	4	1	3	2	1	2	5	3	0	3	1	0	1	3	0	4	1	0	0	0	0	0	1	0	0	2	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	2636	1871	885	600	511	333	357	236	262	347	276	304	74	176	61	58	130	55	48	57	48	46	42	49	20	22	9	30	16	39	12	5	16	21	8	8	12	27	26	2	22	7	3	3	2	9	0	2	4	6	2	1	0	1	2	1	1	1	3	1	0	2	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	5514	3500	1622	1264	956	680	627	479	476	564	421	450	177	274	121	112	214	109	80	92	73	100	62	73	33	47	22	57	40	61	27	16	29	38	14	18	19	27	37	4	24	16	11	3	7	12	2	2	5	9	3	3	1	1	4	2	1	2	4	3	1	2	1	0	1	3	0	4	1	0	0	2	0	0	0	0	1	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	2659	1928	835	599	480	315	360	257	278	351	254	296	76	169	65	58	127	58	47	48	42	50	44	48	18	29	9	35	20	34	17	3	14	31	5	10	14	22	24	2	17	11	7	2	2	9	0	0	1	7	1	1	0	1	3	2	1	1	3	0	1	2	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	5490	3439	1676	1264	943	668	641	473	462	564	412	406	166	276	128	126	221	112	71	87	74	90	81	80	29	48	20	63	40	56	32	13	27	40	7	17	19	28	29	3	26	18	9	7	6	5	6	3	5	8	4	0	3	1	4	3	1	2	4	2	1	1	1	1	1	3	1	4	0	0	0	2	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
