label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176
0.03	north1_all	80	4090	1760	1904	2021	656	1170	459	318	352	228	337	265	171	181	397	135	212	156	73	93	275	138	57	156	60	198	64	76	73	47	108	102	68	38	144	67	17	24	25	53	58	22	19	22	14	47	14	31	47	9	6	7	12	7	23	6	28	7	7	4	11	16	14	14	6	4	5	3	2	1	14	4	3	0	2	2	5	34	2	2	2	13	1	2	1	4	0	0	2	1	2	1	4	1	39	0	7	0	17	0	1	5	1	0	0	0	4	12	0	1	3	1	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	2521	963	1468	1763	374	1014	269	93	195	48	271	190	84	103	349	79	144	93	22	19	251	110	19	130	33	180	41	59	43	28	83	88	54	17	134	56	4	8	11	41	52	11	4	13	8	42	9	26	43	6	3	2	8	1	21	1	24	4	5	3	9	15	8	11	2	1	0	1	2	0	12	2	1	0	1	0	3	32	0	2	1	9	0	2	1	4	0	0	2	0	1	1	2	1	38	0	7	0	17	0	0	5	1	0	0	0	4	12	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	4098	1789	1896	2014	679	1162	441	318	332	233	389	312	176	182	345	143	212	133	72	100	314	140	56	134	69	187	59	87	57	40	99	95	83	42	124	53	22	18	23	34	71	17	24	34	11	34	18	35	63	12	6	11	14	3	16	7	25	5	6	4	12	19	16	8	4	6	3	2	3	3	13	4	3	4	2	2	4	20	2	4	1	4	1	1	1	4	1	0	2	1	1	2	5	2	41	0	6	2	16	0	0	4	1	0	2	0	1	12	0	1	1	1	0	1	1	0	3	1	1	1	0	0	1	1	2	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north2_active	80	2506	990	1504	1761	395	1000	250	99	187	51	321	218	88	106	297	84	140	74	22	20	290	109	20	113	39	171	36	64	30	25	79	81	66	21	117	45	5	8	11	25	63	9	8	22	4	33	9	28	57	8	3	5	12	2	13	2	21	3	5	4	7	18	10	7	1	1	0	0	3	3	11	2	1	4	1	0	3	18	0	4	0	1	0	1	0	4	0	0	2	0	0	2	2	1	40	0	6	2	16	0	0	4	1	0	0	0	1	12	0	1	1	0	0	1	1	0	3	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north3_all	80	4045	1720	1850	2078	739	1163	431	298	330	222	402	285	178	190	371	137	181	117	70	96	352	156	60	132	70	161	61	92	46	36	91	102	76	44	117	65	20	17	21	32	72	19	25	30	9	50	15	35	56	11	7	14	25	4	14	8	26	2	5	4	11	16	14	17	8	6	2	2	8	6	16	3	4	4	3	2	4	12	1	2	1	12	3	0	2	4	3	0	6	1	0	1	5	2	14	0	6	2	0	2	0	2	1	0	4	0	1	13	0	2	1	1	0	1	1	0	3	1	1	1	0	0	2	1	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north3_active	80	2502	952	1461	1822	426	1006	239	99	194	48	329	194	91	117	314	84	116	64	18	18	331	117	24	114	36	148	42	69	26	19	67	89	65	26	112	56	5	8	10	24	65	8	9	23	3	49	3	28	50	7	3	9	23	2	10	2	22	2	4	3	6	13	7	15	4	1	0	0	8	4	13	2	2	4	1	0	3	11	0	2	0	10	0	0	0	4	0	0	6	0	0	1	2	1	13	0	6	2	0	0	0	2	1	0	1	0	0	13	0	2	1	0	0	1	1	0	3	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north4_all	80	4051	1780	1864	2019	721	1159	408	294	363	224	404	283	161	188	334	135	161	113	67	84	388	117	67	121	73	170	64	81	38	32	94	108	56	36	105	62	25	20	22	35	76	19	19	27	10	58	15	28	78	12	8	14	24	4	11	6	19	5	6	7	5	15	9	24	8	6	2	5	8	7	6	9	2	4	6	1	3	12	2	3	0	14	2	2	4	1	3	1	8	0	0	1	1	2	19	0	1	5	0	2	1	2	0	0	4	0	1	13	2	2	0	0	1	0	1	0	3	1	0	1	0	0	2	1	2	0	1	1	0	0	1	0	0	13	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north4_active	80	2444	983	1481	1775	426	1002	206	95	218	46	327	194	88	125	286	77	103	72	19	18	373	83	27	103	44	158	40	61	24	12	70	95	45	24	98	55	5	8	10	26	71	9	10	20	2	54	4	22	73	9	4	8	21	2	7	2	16	5	3	3	2	12	5	22	3	0	0	3	8	4	2	7	2	4	5	0	3	12	1	3	0	13	0	0	2	0	0	0	7	0	0	1	0	1	18	0	1	3	0	0	0	2	0	0	1	0	0	13	2	1	0	0	1	0	1	0	3	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north5_all	80	4094	1807	1855	2045	713	1162	393	303	367	208	411	263	171	185	326	136	147	126	71	93	415	115	64	136	66	156	69	73	41	37	103	109	57	37	126	73	26	23	19	48	61	18	14	29	15	58	14	25	73	15	8	11	26	5	15	7	11	4	12	8	7	12	8	26	11	4	3	7	7	5	5	8	3	5	6	3	5	19	4	4	2	17	2	2	4	1	3	1	6	1	0	1	2	1	8	1	1	3	2	3	2	1	0	0	4	0	1	1	2	2	1	0	1	0	2	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	1	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	2466	1013	1459	1796	419	997	202	97	214	38	325	179	98	124	284	83	96	77	18	18	401	82	22	120	38	147	44	56	30	17	81	95	46	26	119	65	6	8	9	37	54	7	6	20	4	51	5	25	68	11	5	6	21	0	11	1	10	4	8	3	4	10	5	21	6	0	0	5	5	2	2	7	2	4	5	0	4	19	2	3	1	15	0	0	2	0	0	0	5	0	0	1	0	0	7	0	1	1	2	0	0	1	0	0	1	0	0	1	2	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	3976	1803	1856	2014	667	1115	412	293	340	216	380	278	166	171	275	152	151	155	82	86	400	126	73	143	63	176	71	68	38	47	97	96	52	39	103	60	26	25	19	52	48	10	10	26	18	55	9	34	100	16	8	13	24	6	13	6	10	6	13	6	9	8	3	22	6	6	5	10	9	3	6	8	3	2	5	3	6	19	6	3	3	16	0	5	4	4	1	2	3	2	0	0	2	2	15	1	1	3	4	1	2	1	0	0	1	0	0	1	2	1	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	2	1	0	0	13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	2401	1005	1442	1761	381	959	209	100	196	46	290	191	99	104	232	99	97	104	23	15	383	90	27	125	40	163	48	56	27	26	85	82	39	22	94	47	7	8	8	38	42	4	3	18	8	47	7	34	95	11	5	5	16	0	10	0	9	5	9	1	7	8	3	17	3	1	0	8	4	0	5	7	2	0	5	0	5	19	3	1	1	12	0	3	2	3	0	0	1	0	0	0	1	0	14	0	1	1	4	0	0	1	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	3992	1810	1899	2005	656	1083	420	322	340	210	382	296	168	166	302	150	160	160	91	84	372	145	56	144	75	167	54	67	51	49	85	91	55	41	115	81	28	19	19	44	34	9	13	33	17	41	10	38	87	22	8	14	30	9	15	6	12	8	16	9	9	8	8	17	5	5	5	13	7	3	9	5	4	3	5	3	9	21	4	6	3	13	0	3	1	3	2	1	5	2	0	1	2	2	13	2	4	0	4	1	1	1	3	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	2	0	0	0	2	0	0	0	13	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	2464	979	1481	1744	371	914	214	104	202	51	292	204	96	101	252	99	106	107	23	16	358	108	18	124	47	155	33	57	33	30	75	77	43	20	110	68	8	8	7	31	26	2	2	22	8	36	5	36	83	13	3	7	22	0	12	1	10	5	12	1	7	8	7	13	4	1	0	13	1	1	8	5	2	1	5	0	6	21	2	4	1	9	0	3	0	3	1	0	3	0	0	0	1	0	13	1	4	0	4	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	2	0	0	0	13	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	3975	1817	1937	2052	666	1048	411	319	341	216	392	300	175	175	359	148	171	154	94	75	325	154	65	129	84	200	72	59	48	51	79	100	53	44	111	69	29	20	20	34	20	10	14	34	14	36	14	33	89	16	7	22	26	11	13	3	9	12	10	7	7	7	7	21	4	7	8	12	6	3	8	3	4	2	4	1	6	17	6	9	2	11	3	4	2	3	2	2	5	2	0	2	2	1	8	1	4	0	3	1	1	3	3	0	1	0	6	0	1	0	0	0	1	0	1	2	1	1	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	2438	975	1501	1793	365	880	227	104	194	62	304	208	96	106	300	98	119	96	24	14	313	124	22	107	49	185	50	48	29	32	72	85	42	24	106	54	10	10	6	20	15	4	2	22	5	32	8	30	86	8	3	11	20	1	11	1	7	6	7	1	4	6	4	19	4	2	1	11	2	1	8	3	3	1	3	0	4	16	2	8	0	8	1	4	0	3	1	0	3	0	0	0	1	0	8	1	4	0	3	0	0	3	3	0	0	0	5	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	4041	1828	1998	2127	674	1048	430	299	344	231	396	275	192	186	354	145	122	147	88	81	369	139	60	126	90	201	84	62	52	50	95	92	69	37	135	71	26	20	20	32	26	12	17	28	18	32	17	23	62	21	6	18	17	8	12	3	7	13	6	6	3	13	12	25	4	10	6	10	6	4	8	9	4	1	3	2	7	9	3	9	2	3	3	3	1	1	2	4	7	0	0	2	1	1	1	2	4	0	2	0	0	4	3	0	1	0	6	0	1	0	0	0	1	0	0	3	1	2	7	0	0	0	1	0	0	2	0	0	1	3	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	2446	970	1546	1870	383	898	247	99	192	71	316	187	93	113	302	86	94	94	19	17	356	118	20	105	50	183	57	46	31	27	84	79	58	20	121	57	10	11	4	20	21	6	3	18	3	29	9	20	60	9	2	9	13	1	9	1	5	6	4	1	1	10	9	24	3	4	1	9	4	2	8	8	3	1	2	0	5	8	0	9	1	2	1	3	0	1	1	0	6	0	0	0	1	0	1	2	4	0	2	0	0	3	3	0	0	0	5	0	0	0	0	0	1	0	0	0	1	1	7	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	4139	1831	1985	2245	661	1083	452	316	324	229	388	265	196	193	332	145	140	138	83	86	380	128	62	134	69	215	103	76	50	45	114	83	65	41	155	56	25	19	19	37	34	20	16	25	26	31	16	14	47	14	6	16	13	10	13	3	10	9	5	3	4	10	7	23	6	8	4	10	5	3	3	11	4	2	4	2	5	3	2	7	3	4	4	2	1	2	1	3	7	0	2	1	1	1	1	1	1	0	6	0	0	4	4	0	1	0	6	0	0	0	0	0	1	0	0	3	1	2	7	1	0	0	1	1	0	2	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	2517	968	1557	1959	384	932	266	101	179	55	309	175	87	125	278	86	107	83	24	19	363	97	20	113	36	198	73	55	27	23	101	72	53	22	140	42	9	11	5	26	29	7	6	15	8	27	9	12	46	8	2	8	10	2	9	1	8	4	4	1	1	7	5	21	3	3	1	9	4	1	2	10	3	1	2	0	4	2	0	7	2	4	1	2	0	0	0	0	6	0	1	0	0	0	1	1	1	0	6	0	0	3	4	0	0	0	5	0	0	0	0	0	1	0	0	0	1	1	7	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	4208	1739	1858	2071	603	1092	460	313	310	225	372	245	177	164	382	146	158	142	78	75	401	134	72	152	67	223	77	64	43	41	82	75	51	32	70	60	21	17	22	42	62	12	27	25	22	40	13	31	44	19	11	11	13	17	16	9	22	10	11	11	4	7	13	7	4	2	5	7	2	5	3	2	7	6	6	7	2	30	3	1	1	17	0	2	0	3	4	2	5	2	1	0	0	0	3	0	7	1	1	2	1	0	1	1	0	1	5	7	0	1	0	1	0	1	1	3	1	0	6	0	0	0	0	2	0	0	0	0	0	0	2	0	0	1	0	4	0	1	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
