label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176
0.03	north11_active	80	2496	974	1444	1827	330	941	264	86	177	51	276	165	87	102	343	85	108	96	22	18	388	108	21	124	39	197	54	40	27	21	70	65	37	21	65	54	8	7	4	31	51	3	8	18	14	40	6	24	39	13	4	6	6	3	13	4	18	7	8	4	3	5	9	7	3	0	1	7	1	2	3	2	5	1	2	2	1	30	1	0	0	17	0	1	0	3	0	1	4	1	1	0	0	0	3	0	7	1	1	1	0	0	0	1	0	0	5	7	0	0	0	1	0	1	0	1	1	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	4103	1713	1711	1858	578	1024	459	313	293	218	356	214	198	166	394	138	141	148	73	77	346	115	67	161	67	197	77	62	41	45	80	78	44	26	74	48	24	19	26	46	63	18	22	24	20	41	14	44	49	15	7	12	19	15	19	12	25	11	14	7	4	6	12	5	4	2	5	9	5	4	8	2	7	3	4	3	0	26	3	1	0	14	0	1	0	1	3	1	6	1	2	0	1	1	3	1	5	1	1	2	1	0	1	1	0	3	1	7	0	0	0	1	0	1	0	1	0	0	6	0	0	0	0	1	1	1	0	0	0	0	2	0	1	0	0	5	0	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	2344	906	1278	1611	301	849	262	78	166	64	261	134	97	93	341	75	90	94	23	23	327	87	23	132	39	172	54	41	25	23	63	71	35	10	68	43	9	8	7	36	51	6	7	18	10	41	6	30	46	11	3	6	13	4	17	4	21	6	10	1	4	5	10	5	2	0	1	8	2	1	7	1	4	1	2	0	0	26	1	1	0	14	0	1	0	1	0	0	5	0	2	0	0	0	3	0	5	1	1	1	0	0	0	1	0	0	1	7	0	0	0	0	0	1	0	1	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	3919	1713	1649	1756	573	991	440	308	320	213	342	195	183	170	371	130	144	135	75	72	314	117	76	123	66	160	59	57	35	45	76	99	48	32	84	54	22	18	22	42	41	18	11	21	17	30	16	38	48	11	8	9	24	17	21	9	18	12	16	8	6	6	10	17	5	3	3	7	7	3	9	3	5	3	6	3	0	15	1	3	3	6	1	2	2	2	2	2	6	2	2	0	2	1	3	1	1	1	0	2	0	0	1	1	0	2	0	10	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	2219	874	1262	1518	308	806	236	89	167	60	250	122	80	97	315	72	91	80	18	18	295	84	21	96	36	139	41	35	22	21	59	90	37	11	78	48	7	5	8	27	30	7	5	12	7	27	7	25	45	8	4	5	15	4	18	2	14	6	13	3	5	5	9	17	3	0	0	6	3	1	8	2	3	1	3	0	0	14	0	2	0	6	0	1	1	1	1	0	5	1	2	0	0	0	3	0	1	1	0	1	0	0	0	1	0	0	0	10	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	3962	1778	1693	1734	625	1014	438	324	313	222	359	214	169	180	349	135	158	134	80	72	328	116	86	151	63	145	61	55	37	44	80	91	43	34	75	64	20	14	23	27	54	20	15	37	17	44	14	34	42	12	8	10	23	6	23	9	16	9	14	13	5	4	5	16	6	3	3	9	8	1	9	4	4	1	6	1	1	11	0	6	5	7	1	6	2	4	2	2	2	2	3	0	2	1	5	1	3	1	2	1	0	0	1	0	0	3	0	7	0	0	1	3	1	0	1	0	0	1	3	0	1	0	0	0	1	1	0	0	1	0	1	0	1	0	0	1	1	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
0.03	north14_active	80	2241	900	1270	1482	348	828	235	95	166	54	265	138	77	103	295	74	99	69	19	17	307	82	20	128	36	125	45	36	29	22	64	80	32	9	70	54	7	5	10	15	47	7	6	29	5	39	7	20	41	7	4	6	14	1	17	1	15	4	11	4	4	3	4	15	3	0	0	7	2	0	8	3	2	1	3	0	1	10	0	5	2	6	0	5	1	3	1	0	2	2	3	0	0	0	5	0	2	0	2	1	0	0	0	0	0	1	0	7	0	0	0	2	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	3984	1798	1867	1817	646	1038	439	291	330	236	380	216	160	191	357	143	166	137	75	73	351	134	76	171	62	162	61	59	47	46	81	92	46	35	78	67	22	20	17	31	64	16	16	41	14	52	17	26	57	11	10	9	16	7	24	7	24	18	15	12	5	5	3	16	5	6	5	9	5	0	12	5	5	2	6	1	1	12	1	5	5	3	2	6	5	5	1	1	2	2	2	1	3	0	6	3	3	1	2	1	0	0	1	1	1	2	0	7	0	1	1	3	1	0	1	0	0	1	3	0	1	0	0	0	2	1	0	0	1	3	0	0	1	0	0	3	1	0	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1
0.03	north15_active	80	2397	966	1455	1566	378	849	235	91	172	45	295	139	77	112	308	79	113	84	24	21	326	102	14	152	30	141	42	39	40	29	67	80	35	11	75	58	7	9	6	18	58	6	7	33	6	44	9	17	56	5	6	6	7	1	17	1	22	10	13	4	4	4	3	14	3	1	0	8	2	0	11	5	2	2	4	0	1	11	0	4	2	2	0	5	4	4	1	0	2	2	2	1	1	0	6	0	2	0	2	1	0	0	0	0	1	1	0	7	0	1	0	2	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	4158	1799	1946	1979	681	1028	433	311	339	231	393	223	170	193	341	153	168	151	74	86	412	132	71	166	61	165	68	80	58	49	84	92	53	31	89	70	24	22	24	41	79	17	20	39	13	59	13	24	49	8	10	9	14	12	12	9	20	15	10	13	9	6	4	14	6	6	8	9	8	1	7	6	6	1	5	1	2	1	1	6	4	5	2	6	3	7	0	0	1	3	2	2	1	0	5	3	3	1	3	1	2	0	1	1	1	1	0	8	0	1	1	3	1	1	1	0	0	1	3	0	0	0	0	0	1	0	0	3	1	3	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1
0.03	north16_active	80	2582	969	1522	1726	406	851	236	92	195	44	305	143	82	112	298	89	119	90	24	27	386	103	13	148	29	149	46	55	44	29	72	83	42	17	84	58	10	10	6	32	74	6	8	32	3	53	7	20	47	4	6	6	4	3	7	1	18	10	10	5	8	3	2	12	3	1	0	7	5	0	6	6	3	1	5	0	1	1	0	5	2	3	0	6	3	7	0	0	1	1	2	1	1	0	5	1	2	0	3	1	2	0	0	0	1	1	0	7	0	1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	4126	1784	1938	1961	643	1098	424	339	343	218	415	228	177	185	320	162	179	141	85	86	422	116	68	165	66	157	64	85	66	42	72	95	51	26	102	58	20	22	25	42	66	14	14	37	12	53	20	22	53	8	12	8	14	10	16	10	23	21	10	10	17	5	5	10	5	7	10	6	10	4	9	7	3	1	9	2	3	18	1	2	2	13	1	6	4	6	0	0	0	3	1	3	1	1	4	3	0	0	1	0	3	3	1	2	1	1	0	1	0	1	0	3	1	1	0	0	0	1	1	4	0	0	0	0	1	0	0	3	0	3	0	0	1	1	0	2	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
