label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141
0.03	south21_active	80	2218	2803	1159	516	214	241	753	219	249	106	844	210	47	599	92	59	95	43	33	24	157	248	20	57	138	155	116	28	41	60	8	18	17	7	3	34	6	26	5	6	7	26	6	11	3	5	7	37	9	5	6	3	3	4	3	6	2	7	3	4	3	6	0	3	1	15	3	2	2	1	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	5555	4079	2072	1239	787	645	1068	501	459	313	1034	357	205	843	195	155	188	145	109	99	211	295	86	88	154	183	150	57	71	78	39	48	38	31	26	35	23	41	21	16	22	42	13	23	9	17	9	46	16	11	12	7	6	9	5	11	5	13	3	10	6	4	2	0	1	20	5	3	3	2	0	1	4	2	0	1	0	1	7	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	2	1	0	0	1	0	1	0	0	1	0	0	2	1	0	2	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south22_active	80	2444	3068	1292	583	227	251	840	247	280	116	960	234	46	781	102	47	117	55	37	27	177	267	21	55	144	163	129	37	45	62	10	24	18	8	3	25	6	34	8	6	7	35	6	15	2	5	6	41	9	4	9	5	3	6	2	9	2	12	3	6	5	3	0	0	1	16	4	2	1	2	0	1	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south23_all	80	5606	4288	2102	1218	779	659	1167	511	524	320	955	381	213	895	188	155	180	149	112	84	170	281	86	85	165	184	171	53	64	75	26	41	37	27	24	37	24	45	20	16	21	35	15	26	10	14	9	34	17	13	10	6	6	10	4	18	5	11	5	10	8	10	2	0	3	22	5	2	6	2	0	4	5	1	0	1	0	2	11	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south23_active	80	2488	3249	1351	570	235	256	937	267	338	111	877	244	53	841	96	48	114	49	35	27	140	255	23	52	147	163	156	33	41	57	8	18	20	5	4	29	6	37	9	8	7	28	8	18	2	6	3	30	8	6	6	5	4	6	3	16	2	11	5	7	7	8	0	0	2	12	4	1	4	2	0	3	3	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south24_all	80	5529	4332	2101	1252	803	667	1186	528	530	310	986	368	213	901	185	145	199	130	115	87	200	350	86	86	147	208	173	55	58	64	28	46	42	33	26	42	21	52	22	17	28	40	19	25	17	13	11	36	13	15	10	4	5	7	7	23	5	13	11	9	8	7	4	1	4	27	4	3	5	1	1	4	4	1	0	2	1	1	10	0	2	0	0	0	3	0	0	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south24_active	80	2434	3265	1308	578	234	247	960	280	351	113	896	232	49	852	98	43	120	39	32	29	155	321	28	51	128	182	156	34	40	46	12	26	21	8	5	36	5	47	13	8	8	34	11	18	5	5	3	33	4	5	6	4	3	4	5	20	2	13	8	5	8	6	1	0	3	16	3	1	3	1	1	3	2	0	0	1	1	0	9	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south25_all	80	5468	4319	2157	1247	817	716	1237	531	558	313	1014	341	205	830	176	152	210	119	101	85	224	309	92	93	187	223	181	49	59	62	36	41	39	28	21	48	17	56	22	18	28	27	15	21	15	11	13	41	13	13	9	4	4	4	12	25	5	9	13	4	4	9	5	1	4	21	1	3	5	0	1	3	7	1	0	2	1	1	7	0	2	1	0	0	3	1	0	1	0	0	0	0	0	3	0	2	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
0.03	south25_active	80	2383	3266	1343	589	234	262	1008	281	362	110	911	212	50	773	83	47	130	32	28	29	172	286	33	61	158	201	164	25	37	42	12	23	17	6	4	39	4	51	13	10	9	21	10	17	4	4	4	40	5	6	2	4	3	1	7	22	2	8	7	1	4	7	1	0	3	11	0	2	3	0	1	2	2	0	0	1	1	0	6	0	0	1	0	0	3	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
0.03	south26_all	80	5427	4325	2166	1262	822	729	1208	531	544	303	1025	317	183	770	176	149	196	113	97	91	255	325	94	101	204	240	189	46	50	70	44	40	36	28	22	36	23	51	25	21	27	41	14	14	16	13	10	33	11	19	10	3	4	7	12	26	4	10	9	1	2	2	6	1	3	8	1	5	7	1	1	3	6	2	0	1	1	0	5	0	2	1	0	0	3	2	0	1	1	0	0	1	0	4	0	2	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south26_active	80	2370	3255	1349	636	219	262	988	277	343	114	928	208	47	705	84	44	125	31	22	35	205	307	34	63	177	215	167	25	32	51	16	20	16	6	6	29	6	47	11	10	10	32	9	13	4	4	3	33	3	9	3	2	2	2	5	22	2	9	3	0	2	1	2	0	2	7	1	4	4	0	1	2	0	0	0	1	1	0	3	0	0	1	0	0	3	1	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south27_all	80	5450	4348	2127	1271	829	690	1261	529	527	321	1090	294	197	842	179	141	206	117	116	95	238	344	82	100	219	256	158	48	47	70	55	43	33	29	17	29	21	52	21	19	27	43	12	11	13	14	11	32	11	10	9	4	6	9	11	24	5	11	4	0	1	3	5	2	2	7	1	4	3	2	1	3	6	3	2	0	1	0	5	0	0	1	0	0	2	2	0	1	1	0	0	1	0	1	0	0	0	3	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south27_active	80	2392	3285	1369	667	226	242	1028	279	329	123	983	195	53	773	89	43	129	28	24	33	203	325	32	61	186	235	138	25	30	51	17	22	13	8	3	20	6	43	5	8	13	35	6	9	5	5	4	31	4	5	3	2	3	4	5	21	3	9	1	0	1	1	2	1	1	6	1	4	1	1	1	2	0	0	0	0	1	0	4	0	0	1	0	0	2	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south28_all	80	5421	4340	2073	1280	809	686	1223	519	530	314	1115	306	215	791	181	141	191	109	126	100	256	304	86	99	215	249	167	48	49	61	43	42	36	29	21	25	21	42	18	18	20	45	12	11	11	15	12	16	9	12	9	10	8	10	6	18	4	12	2	2	2	5	5	2	3	6	1	4	3	2	0	3	6	4	2	1	2	0	4	0	1	0	0	0	0	3	1	0	2	0	0	1	1	1	0	0	0	3	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south28_active	80	2403	3290	1328	673	234	248	1002	267	337	132	1008	204	53	721	91	40	117	32	25	34	219	282	34	53	188	229	143	25	32	47	13	21	16	5	5	16	6	32	1	9	8	38	5	7	5	5	4	15	3	5	6	5	3	4	3	13	3	11	1	2	2	3	1	1	1	6	1	3	2	1	0	2	1	1	0	0	1	0	3	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south29_all	80	5547	4348	2139	1300	825	707	1183	529	523	300	1115	309	236	764	173	143	205	120	130	102	213	317	79	72	176	207	167	56	52	62	45	40	36	34	29	24	18	27	16	14	23	49	17	21	10	15	13	15	11	11	8	16	8	11	3	19	3	9	4	3	3	6	4	3	2	5	2	2	2	1	0	4	3	3	2	2	2	0	7	0	2	0	0	0	0	3	1	1	1	0	0	0	1	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	2457	3277	1401	665	250	262	964	278	341	115	1014	207	49	707	91	40	128	41	28	28	180	299	34	38	150	187	145	26	37	46	12	21	16	8	5	16	5	19	3	8	7	43	9	14	6	5	5	13	5	3	5	11	4	8	2	15	2	7	2	2	3	5	1	2	1	5	1	1	1	1	0	4	1	1	0	1	1	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	5472	4421	2114	1251	843	665	1157	509	554	309	1096	321	251	797	188	146	210	120	114	102	234	271	80	78	170	191	165	53	60	59	38	49	38	38	32	24	15	28	20	13	17	49	18	36	10	15	17	25	7	7	9	25	7	7	4	13	2	9	3	6	3	5	2	4	1	2	2	2	1	1	1	2	2	1	0	3	2	0	3	0	2	0	0	0	1	3	1	1	2	0	0	0	2	0	0	1	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	2392	3336	1396	614	250	260	942	262	359	121	996	202	47	741	99	44	139	45	30	24	196	253	29	47	149	169	149	26	39	43	8	24	16	11	7	15	4	21	9	9	5	44	10	25	5	3	6	21	5	2	6	15	1	4	1	9	1	8	1	2	3	5	1	2	0	2	1	0	1	1	0	2	1	1	0	2	1	0	3	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	5502	4242	2065	1196	829	720	1151	533	467	338	890	354	240	692	204	130	176	121	105	96	220	286	78	89	189	158	153	58	78	62	42	45	30	22	23	37	19	23	32	18	12	29	16	24	7	16	17	33	14	12	7	12	10	6	6	17	4	13	5	11	3	6	1	1	2	1	3	2	1	3	2	1	1	2	0	1	2	0	1	0	2	2	2	0	1	0	2	1	0	0	0	3	1	0	0	0	1	0	1	0	2	0	0	1	2	0	0	0	0	1	1	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
0.03	south31_active	80	2310	3166	1277	525	238	229	907	289	299	110	806	234	47	649	102	26	107	36	25	31	196	254	19	59	170	139	136	25	62	47	12	26	10	6	6	27	5	7	10	7	5	24	7	19	3	2	10	31	8	9	2	11	5	3	3	17	3	11	4	7	1	4	1	1	1	1	3	1	1	0	0	1	0	1	0	1	0	0	1	0	1	1	1	0	1	0	2	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	south32_all	80	5580	4416	2178	1197	828	707	1291	508	511	350	984	355	224	876	210	125	202	122	107	101	224	299	75	83	214	193	153	54	77	64	39	53	30	20	34	30	20	25	29	12	16	30	13	26	9	14	21	34	11	13	8	13	8	5	5	21	3	17	5	8	5	11	0	1	3	0	3	2	0	4	1	1	1	1	0	2	4	0	1	0	2	2	1	0	1	0	2	1	0	0	0	2	1	0	0	0	1	0	1	0	2	0	1	1	2	0	0	0	0	1	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	2465	3353	1445	569	246	254	1033	270	332	115	900	231	49	826	114	29	135	38	29	32	193	269	22	50	196	179	142	25	59	46	12	33	11	6	9	24	6	13	11	4	8	25	5	19	5	5	12	33	7	9	2	12	5	3	3	20	3	15	3	5	3	8	0	1	1	0	3	1	0	2	0	0	0	1	0	1	1	0	1	0	1	1	0	0	1	0	2	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	5558	4494	2122	1196	830	700	1259	505	500	333	975	376	211	931	211	139	199	127	99	103	166	292	65	86	210	181	126	62	68	61	37	54	34	19	31	31	23	32	21	19	16	32	15	19	11	14	17	29	7	9	9	17	6	6	6	18	4	13	3	8	6	12	1	1	6	2	1	2	1	2	1	1	1	1	3	2	3	0	4	0	2	1	3	0	0	0	2	1	0	0	0	2	2	0	0	2	0	0	1	0	2	0	1	1	1	0	1	0	0	1	1	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	2465	3390	1410	592	258	270	1014	263	327	116	886	247	46	874	102	37	128	37	24	32	141	265	22	50	189	167	115	31	47	46	11	33	12	8	5	22	5	20	9	7	7	25	9	14	7	5	9	28	6	6	3	17	4	4	4	16	2	11	2	7	3	10	1	1	2	1	1	1	1	2	0	0	0	0	1	1	1	0	4	0	1	1	1	0	0	0	2	1	0	0	0	0	2	0	0	2	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	5460	4493	2104	1167	820	718	1236	500	515	311	926	368	192	991	199	144	191	112	103	104	162	277	62	73	195	202	150	68	46	66	37	53	36	18	34	47	22	41	21	24	15	32	13	21	10	10	13	27	7	13	11	16	3	4	7	17	5	20	3	9	5	9	2	1	7	2	3	2	3	3	1	2	0	1	3	2	5	0	4	0	3	1	3	0	0	1	1	0	0	1	1	0	2	0	0	2	0	0	1	0	0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	2430	3347	1379	588	256	277	991	246	309	107	833	237	48	934	94	48	121	37	28	35	130	253	17	43	172	190	135	36	30	52	12	30	18	7	11	38	6	29	9	9	8	25	7	17	6	5	8	27	4	10	4	16	2	2	4	15	1	19	2	9	3	8	1	0	2	1	3	2	3	3	0	0	0	0	1	0	1	0	4	0	2	1	1	0	0	0	1	0	0	1	1	0	2	0	0	2	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	5372	4426	1994	1193	843	725	1184	493	501	322	967	350	196	973	184	154	183	111	104	85	167	292	60	77	162	213	120	71	69	70	39	46	41	22	28	49	24	42	24	24	9	41	16	34	12	9	15	35	7	19	10	13	3	5	12	19	6	23	5	11	3	12	4	2	7	4	3	1	4	1	1	1	1	1	3	1	3	0	4	0	2	1	2	0	0	1	0	0	0	1	1	0	1	1	0	3	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	2391	3293	1251	587	271	286	972	240	292	104	875	225	44	918	77	52	112	34	23	23	133	263	13	43	137	203	105	40	56	58	14	25	22	8	10	39	9	28	10	9	5	35	8	30	5	3	5	35	3	12	5	13	0	3	5	17	0	22	4	10	2	9	2	0	4	1	3	1	4	1	0	0	1	0	1	0	0	0	4	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	5432	4377	2038	1159	857	716	1157	502	501	336	959	332	212	954	197	147	179	114	119	85	191	351	68	74	186	179	149	71	77	75	37	45	46	25	24	54	22	32	21	23	6	42	13	46	15	8	14	55	8	20	9	20	4	5	10	11	7	20	6	8	3	9	5	3	5	2	5	1	4	1	2	1	2	2	0	2	3	0	4	1	3	4	1	0	0	2	0	0	1	2	1	0	0	1	0	2	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	2427	3290	1268	548	271	290	953	241	290	103	875	212	50	901	96	44	120	33	27	18	153	327	15	40	161	170	134	38	61	64	11	24	22	9	12	43	6	25	8	10	3	37	6	40	8	3	3	55	4	11	4	18	0	3	4	11	2	19	5	7	3	5	1	1	3	0	3	1	4	1	0	0	1	0	0	1	0	0	3	1	1	4	1	0	0	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	5584	4407	2021	1185	878	714	1099	520	498	326	944	308	223	979	213	137	188	116	118	88	216	343	72	79	209	194	145	65	83	78	35	40	41	26	27	44	21	28	21	21	7	38	19	47	11	9	9	47	7	19	9	28	6	13	10	6	9	15	6	10	4	10	9	3	5	7	4	0	2	2	2	4	3	2	1	1	0	1	10	1	3	4	0	1	1	1	0	0	1	1	1	0	0	2	0	2	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	2490	3332	1272	568	277	279	902	260	296	105	874	188	51	927	109	39	123	33	27	19	176	316	15	43	182	181	131	34	68	62	6	20	20	8	13	36	6	23	10	7	4	36	6	43	6	4	1	47	5	10	4	24	0	7	3	6	4	14	4	7	3	6	1	1	3	1	2	0	2	1	0	0	1	0	0	1	0	0	9	1	0	3	0	0	1	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	5687	4374	2043	1211	859	727	1152	518	534	337	947	311	214	881	207	126	208	108	106	100	199	323	78	76	209	215	152	64	64	71	34	44	32	25	26	44	24	20	21	21	14	27	20	32	12	10	10	84	7	14	10	39	7	12	7	4	10	11	8	8	5	5	7	3	5	11	4	1	1	3	3	4	4	2	1	1	0	3	10	1	4	4	0	1	3	3	0	0	2	1	1	0	0	1	0	1	0	1	0	1	1	0	5	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	2493	3284	1306	591	257	285	966	263	324	120	866	184	51	830	114	34	138	27	23	29	160	304	22	39	185	201	138	31	51	55	5	24	14	5	9	33	8	15	11	7	3	21	12	28	6	5	3	82	7	9	4	35	1	7	3	3	6	10	5	5	3	2	1	1	3	6	1	0	1	1	1	0	2	0	0	1	0	1	9	1	2	3	0	0	1	2	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	5625	4394	2046	1254	885	713	1162	525	530	334	879	343	215	879	199	125	206	121	87	98	178	349	64	74	190	254	186	65	54	76	42	43	27	21	30	36	28	17	22	23	17	32	16	21	9	8	6	98	9	11	9	34	8	12	6	5	8	15	7	6	4	6	5	3	4	10	2	2	0	3	2	5	4	0	2	1	0	6	7	1	4	2	0	2	3	2	1	0	2	0	1	1	0	1	0	0	0	0	0	0	1	8	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	2464	3287	1306	642	275	287	970	268	316	127	807	215	47	825	105	39	134	36	18	37	141	324	15	37	167	236	172	33	43	58	6	27	16	3	10	28	9	14	9	8	3	27	8	18	3	4	5	95	7	8	3	31	3	6	3	4	5	13	5	4	2	5	0	2	3	6	1	0	0	1	2	0	2	0	0	0	0	1	7	1	2	0	0	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	5602	4425	2013	1200	878	714	1175	519	556	330	855	358	219	831	196	126	192	116	97	101	179	329	59	78	186	231	192	62	43	92	44	39	22	18	31	39	27	23	27	25	20	46	19	15	11	11	6	83	8	10	7	24	7	13	6	9	7	18	5	1	4	9	4	4	6	8	3	2	2	2	2	6	2	2	1	1	0	5	5	1	2	5	0	1	2	3	1	0	2	0	2	1	0	1	0	1	0	0	0	0	0	8	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	2433	3365	1287	618	292	287	980	257	342	114	780	233	48	771	107	45	127	34	22	43	144	300	22	40	164	213	177	36	34	80	8	28	16	4	5	28	9	18	5	10	4	37	13	10	2	5	6	80	4	6	3	24	4	8	3	8	2	13	3	1	2	7	0	2	4	7	1	0	0	1	2	0	2	2	0	0	0	1	5	0	2	3	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
