label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101
0.03	north6_all	80	6798	6342	3725	1511	1102	776	672	544	420	509	585	224	395	185	212	245	115	94	84	99	65	60	56	61	80	46	52	51	31	33	28	27	32	28	11	23	25	4	13	5	5	20	10	6	7	6	3	5	5	5	2	6	3	4	1	0	1	1	2	1	2	0	2	1	1	1	0	7	0	1	5	1	0	1	1	4	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	2446	5193	2977	804	505	329	336	235	113	380	467	53	318	79	139	190	27	24	24	47	24	21	20	35	65	17	42	38	4	18	9	15	14	17	4	16	13	0	3	1	1	16	10	0	2	2	1	1	2	1	0	4	0	1	1	0	0	0	1	1	2	0	1	1	0	0	0	7	0	1	5	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	6811	6539	3613	1483	1047	821	672	544	424	508	628	243	433	182	204	243	106	93	88	103	68	62	61	57	100	48	54	57	33	29	24	25	27	26	14	21	20	3	14	8	7	18	11	5	8	6	4	4	6	5	3	5	2	2	0	0	0	2	2	2	1	0	2	1	0	1	1	5	0	1	4	1	0	2	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	2369	5365	2873	764	488	366	327	250	105	374	527	58	342	70	130	193	23	20	22	49	27	27	21	31	83	22	40	44	6	19	5	14	12	16	5	16	8	0	3	2	2	16	11	0	3	2	1	1	2	2	0	4	0	1	0	0	0	0	1	1	1	0	1	1	0	0	1	5	0	1	4	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	6782	6548	3594	1556	997	844	706	545	432	516	681	247	448	180	209	236	108	82	104	105	60	58	63	63	109	45	59	61	40	34	16	24	32	21	14	17	15	3	12	7	11	17	8	5	7	5	6	3	5	5	3	6	2	2	0	1	2	2	3	2	1	0	1	1	0	1	1	5	1	1	4	0	0	2	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	5	1	1	0	0	0	0	0	0	0
0.03	north8_active	80	2388	5341	2843	833	457	365	365	250	116	386	576	62	351	71	132	187	21	23	22	54	19	22	21	36	90	20	44	45	8	17	3	17	20	9	5	13	4	1	1	2	1	15	8	0	4	3	3	1	2	2	1	6	0	1	0	0	0	0	1	1	1	0	1	0	0	0	1	5	1	1	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	6782	6661	3697	1488	968	822	717	528	415	488	620	248	506	182	240	219	109	86	99	87	60	55	63	59	118	48	54	44	39	34	13	17	30	17	17	24	16	4	11	6	13	15	5	5	7	4	8	3	7	3	2	4	0	3	0	2	3	2	2	1	1	0	1	1	0	0	1	5	1	0	2	0	1	2	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	5	1	1	0	0	0	0	0	0	0
0.03	north9_active	80	2383	5428	2946	795	442	373	387	234	118	349	531	60	398	74	149	180	23	29	26	48	20	22	22	38	103	20	40	36	8	14	1	10	20	5	7	20	5	1	1	2	2	13	5	1	4	3	3	1	2	1	1	3	0	2	0	0	1	0	0	0	0	0	1	0	0	0	1	5	1	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	6777	6598	3727	1485	983	782	725	534	385	475	604	238	467	165	240	247	113	90	87	76	68	60	58	54	123	48	48	41	38	32	21	19	46	21	15	27	11	5	10	4	10	13	7	5	6	4	6	1	5	1	2	5	1	2	0	3	5	3	2	1	1	1	1	2	0	1	1	5	1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	5	1	1	0	0	0	0	0	0	0
0.03	north10_active	80	2377	5360	2932	804	430	344	374	225	109	332	502	58	378	79	149	191	25	30	24	37	26	23	21	31	104	17	37	30	9	10	3	11	31	7	7	23	6	2	1	1	3	12	6	1	3	2	2	0	0	0	1	3	1	1	0	1	2	0	0	0	0	0	1	0	0	1	0	5	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	7012	8378	4719	1693	1092	848	783	536	410	665	828	238	533	215	251	345	110	122	80	90	88	65	47	58	128	38	41	52	22	31	15	29	43	16	19	36	17	15	10	3	15	15	6	5	8	5	6	2	1	6	1	2	1	2	0	1	2	1	3	1	11	0	2	0	0	2	1	0	0	1	3	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	2921	7278	4003	1009	555	390	450	265	108	526	732	83	449	96	183	297	39	35	25	48	47	29	18	25	111	16	33	45	5	16	8	22	34	7	14	32	12	4	6	1	2	12	3	0	1	0	1	0	0	4	1	1	0	0	0	0	1	0	2	0	11	0	0	0	0	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	6953	8309	4739	1725	1107	787	750	554	417	632	813	256	494	222	242	355	117	121	90	81	92	70	54	55	136	39	47	66	21	32	16	35	56	17	12	35	14	9	10	5	14	14	9	6	9	5	8	2	0	7	1	1	1	3	1	3	2	0	0	2	10	1	2	0	0	2	2	0	0	1	3	1	0	1	0	0	0	1	0	0	1	0	0	0	0	6	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	2912	7224	4024	1035	552	367	443	270	123	500	719	82	413	104	174	305	36	37	26	42	58	30	18	29	121	16	36	59	6	17	5	26	47	11	8	31	9	2	6	2	2	11	6	1	0	0	1	0	0	5	1	0	0	1	1	0	0	0	0	1	10	1	0	0	0	1	1	0	0	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	6987	8231	4798	1644	1086	775	736	565	425	643	825	258	517	201	237	387	111	107	94	77	98	61	55	51	129	34	51	73	25	36	21	37	40	17	15	27	18	7	9	7	8	24	9	5	12	5	9	1	1	5	1	1	1	3	1	5	2	0	0	3	10	2	2	1	0	1	2	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	1	0	2	0	0	0	0	0	0	3	0	1	0	0
0.03	north13_active	80	2903	7160	4090	988	533	366	423	278	113	493	733	87	450	97	181	339	32	36	29	39	55	27	15	31	123	13	38	67	5	20	6	28	33	10	12	26	14	1	4	3	2	22	6	1	2	1	2	0	0	5	1	0	0	2	1	0	0	0	0	1	10	2	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	3	0	1	0	0
0.03	north14_all	80	7042	8296	4800	1640	1073	771	741	584	404	621	812	252	576	190	225	389	96	109	95	85	86	62	52	55	114	32	47	82	27	31	26	34	32	16	14	27	20	5	8	11	4	27	12	4	12	5	7	2	1	8	0	3	1	3	1	4	3	0	0	2	4	2	0	1	0	1	3	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	6	0	0	1	0	2	0	0	0	0	0	0	3	0	1	0	0
0.03	north14_active	80	2862	7220	4114	981	533	352	413	278	108	486	714	83	512	89	163	348	27	36	30	46	46	27	17	31	107	14	34	69	4	22	5	29	27	8	10	25	17	2	3	7	2	24	8	1	4	1	2	1	0	7	0	1	0	3	1	0	1	0	0	1	4	2	0	0	0	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	3	0	1	0	0
0.03	north15_all	80	7003	7863	4501	1543	1076	831	739	591	393	585	735	255	605	194	226	373	99	96	97	90	88	63	57	47	98	38	50	83	29	32	31	32	20	18	14	20	20	9	7	12	4	23	18	5	10	6	7	4	4	7	1	2	0	3	0	3	5	0	0	1	4	2	0	3	0	1	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	3	0	1	0	0
0.03	north15_active	80	2734	6762	3784	871	528	364	408	270	98	446	624	76	546	85	162	330	27	30	29	46	39	26	20	27	89	13	33	71	5	22	8	28	16	9	10	16	17	3	0	6	2	21	10	1	4	2	2	1	2	6	0	1	0	3	0	0	1	0	0	0	4	1	0	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0
0.03	north16_all	80	7010	7383	4154	1541	992	856	764	561	381	604	678	258	614	176	217	346	98	93	85	98	70	76	53	48	98	42	48	79	30	38	28	28	23	14	23	19	15	12	12	11	5	6	23	3	6	6	6	3	5	7	3	3	1	3	0	1	5	2	1	1	4	3	0	3	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	2643	6265	3397	857	467	346	417	242	103	451	556	77	540	80	147	311	29	30	27	49	32	29	21	24	82	11	34	65	5	24	9	21	18	4	17	16	10	3	4	5	2	4	13	0	3	2	1	1	2	5	1	1	0	2	0	0	1	1	1	1	4	0	0	2	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	6752	6892	3859	1489	1036	861	759	522	386	546	648	259	528	176	222	299	123	90	81	85	68	69	51	53	89	42	54	70	33	36	19	24	23	15	22	20	11	13	14	10	8	11	21	1	6	4	6	3	4	5	4	3	1	2	0	1	4	3	2	1	2	4	0	3	1	1	1	2	1	0	0	0	0	0	2	1	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	2415	5696	3061	783	465	333	409	233	114	396	522	72	458	75	147	255	38	30	23	42	28	22	18	26	73	10	39	59	9	20	7	14	18	5	16	16	8	3	5	2	4	10	11	0	3	2	1	0	2	4	1	1	0	1	0	0	0	1	2	1	2	0	0	2	0	1	1	2	1	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	6698	6575	3568	1500	1014	821	735	513	388	530	599	270	488	164	190	257	121	99	88	88	74	60	55	47	88	46	67	75	43	36	20	28	22	15	28	16	15	12	17	11	12	15	16	2	7	3	5	2	3	3	5	3	2	2	0	4	4	3	5	2	7	6	1	2	1	0	0	11	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	2320	5337	2764	757	487	316	376	211	128	371	494	74	410	68	112	211	36	35	32	36	32	19	16	26	73	14	52	67	12	18	6	16	18	5	20	12	8	1	5	0	5	14	10	2	3	1	2	0	1	2	2	1	0	1	0	2	0	1	4	1	7	1	0	1	0	0	0	11	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	6565	6665	3557	1481	1073	808	699	497	394	542	585	252	420	176	206	233	128	102	97	84	79	55	51	52	75	46	70	68	41	34	18	33	27	14	16	24	18	9	16	11	11	15	10	5	6	2	2	1	3	1	4	2	2	1	0	5	1	2	6	2	9	4	1	1	3	0	0	11	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	2296	5418	2782	757	508	319	347	204	115	406	493	73	350	64	131	183	38	34	39	34	32	16	12	28	64	17	54	63	12	19	4	20	20	3	11	19	12	1	6	1	4	14	8	4	3	0	1	0	0	0	2	1	0	1	0	2	0	0	4	1	9	1	0	0	0	0	0	11	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	6624	6602	3560	1476	1114	753	695	518	411	548	606	263	439	160	208	245	116	97	110	78	87	58	59	46	90	41	69	51	40	36	19	24	34	21	16	26	21	8	11	11	9	18	8	7	4	3	4	0	5	3	4	2	2	3	0	6	2	0	4	2	7	3	2	0	4	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	2328	5428	2812	779	524	303	357	205	108	413	521	72	356	59	128	189	35	29	42	28	34	19	12	25	76	13	51	46	12	21	4	17	28	7	8	22	15	1	2	1	2	15	6	6	2	2	1	0	1	2	2	1	0	1	0	2	1	0	2	1	7	1	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	6885	8253	4554	1645	1107	821	737	551	332	609	921	256	562	182	248	349	116	93	109	89	69	62	59	67	94	30	67	57	23	28	20	25	40	18	29	49	19	6	9	8	7	18	17	3	11	2	5	6	5	4	1	0	3	3	2	6	1	0	2	2	5	0	0	1	0	2	1	0	0	0	1	1	0	1	0	0	0	2	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	2798	7165	3856	1001	561	399	418	258	95	482	813	77	483	69	188	306	29	23	41	59	25	24	22	44	80	7	62	47	2	12	5	19	32	11	18	42	11	2	0	5	1	17	16	2	5	2	1	2	2	1	0	0	1	0	1	2	0	0	2	2	4	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	6882	7821	4343	1558	1108	857	750	534	371	546	848	242	508	182	243	338	108	93	109	81	73	55	59	70	99	33	63	60	29	20	16	28	44	17	29	36	11	7	9	8	7	16	15	8	8	4	6	5	6	6	1	2	1	3	3	2	1	2	4	1	2	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south22_active	80	2663	6699	3649	897	565	403	397	250	104	432	747	69	435	70	183	283	27	15	42	50	25	22	22	47	82	8	54	50	3	8	6	22	36	11	21	27	5	3	1	4	0	14	14	2	3	2	2	1	4	2	0	1	0	0	2	0	0	1	4	1	2	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	6876	7832	4448	1584	1139	827	736	520	367	560	783	233	507	193	250	347	114	106	104	90	72	64	53	74	86	39	53	62	28	25	18	26	45	21	24	40	14	8	13	6	9	37	13	9	9	7	7	4	7	4	3	3	1	3	4	2	2	2	7	1	2	1	0	2	0	5	3	0	0	0	0	1	0	0	2	0	0	0	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south23_active	80	2656	6724	3761	913	590	376	382	241	105	438	691	63	444	82	192	296	33	19	36	56	28	24	24	45	73	16	43	51	4	16	7	21	33	10	16	32	8	3	1	1	0	35	13	2	3	4	5	1	4	2	2	1	0	1	3	0	0	1	7	1	2	0	0	1	0	4	3	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	6924	7681	4484	1549	1131	803	751	489	369	594	807	225	508	195	252	292	107	118	92	93	77	60	57	61	94	40	55	69	34	32	23	19	49	15	23	38	16	13	11	6	13	30	16	9	9	9	6	0	6	7	4	6	0	3	2	2	3	3	6	1	8	3	0	3	0	5	3	1	0	0	0	0	0	0	2	0	0	1	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1
0.03	south24_active	80	2668	6592	3773	895	560	374	391	232	102	465	715	65	450	79	194	247	30	21	32	51	32	21	24	36	78	18	41	57	8	22	8	13	34	5	18	32	9	4	2	3	1	29	16	0	3	3	5	0	4	5	3	2	0	2	2	0	0	2	6	1	8	0	0	1	0	4	3	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
0.03	south25_all	80	6852	7812	4396	1579	1104	784	745	502	376	596	751	240	516	202	247	272	105	127	79	99	78	69	48	57	84	34	57	66	29	34	28	23	40	19	28	33	17	12	13	8	15	27	14	9	9	11	6	1	8	5	5	4	1	5	2	2	4	3	4	1	8	3	0	2	0	4	3	1	0	0	0	0	0	1	2	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1
0.03	south25_active	80	2665	6697	3694	919	547	359	401	240	98	470	660	67	456	85	178	231	34	26	32	54	38	26	22	30	67	16	45	54	8	26	8	18	27	6	19	26	8	3	3	4	3	27	14	0	3	5	5	1	3	4	3	1	0	3	2	0	1	1	3	1	8	0	0	0	0	4	3	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
0.03	south26_all	80	6777	7065	4007	1543	1082	807	717	523	393	564	691	239	406	206	246	236	98	122	78	97	80	64	50	54	78	34	58	55	34	37	32	24	40	18	25	27	17	12	16	9	15	11	10	8	5	14	4	2	10	6	6	5	1	6	1	3	3	2	3	1	8	4	0	1	0	3	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0
0.03	south26_active	80	2516	5923	3285	832	505	346	364	235	109	439	589	67	335	82	166	184	34	33	32	49	35	23	16	29	62	17	40	44	9	23	9	17	22	7	17	24	10	2	4	3	5	8	10	0	2	5	1	1	4	4	2	2	0	4	1	1	1	1	1	1	8	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0
0.03	south27_all	80	6639	6432	3669	1535	1082	821	665	534	413	524	585	236	398	202	231	234	105	111	80	94	72	67	54	57	70	31	54	48	29	34	28	29	31	17	23	25	14	12	16	8	12	17	9	6	7	8	5	2	12	7	6	3	1	4	1	3	2	1	3	0	3	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south27_active	80	2327	5216	2892	767	468	342	314	229	115	384	486	65	313	82	145	177	32	33	27	49	29	22	13	28	56	15	39	35	4	21	8	18	21	7	11	19	7	3	5	1	6	13	8	0	2	3	0	1	6	3	2	1	0	2	1	1	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south28_all	80	6644	5975	3445	1522	1092	803	627	521	421	539	582	218	393	193	220	254	102	105	91	89	67	62	60	57	62	38	40	54	31	29	28	30	24	14	22	16	8	12	15	9	10	13	9	5	6	6	7	3	9	7	4	3	2	3	1	2	1	1	3	0	3	2	0	3	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south28_active	80	2197	4722	2643	766	490	334	288	211	124	390	479	65	306	83	139	196	32	30	25	44	29	19	10	30	53	14	24	38	5	18	7	20	16	6	10	11	4	2	6	3	5	7	8	0	2	1	0	1	3	1	1	1	0	2	1	1	0	0	2	0	3	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south29_all	80	6798	6855	3840	1581	1141	790	640	523	424	559	633	231	463	194	221	300	107	98	97	81	76	56	54	68	69	37	46	67	30	33	22	30	21	17	22	31	8	12	14	11	7	13	6	5	7	3	8	1	6	7	3	5	2	2	0	0	1	1	2	3	2	2	1	3	1	1	3	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south29_active	80	2450	5613	3060	836	551	347	322	237	123	408	540	76	371	85	141	247	30	26	25	40	32	17	11	39	55	11	32	48	6	20	4	20	16	8	10	20	4	2	4	3	3	9	4	0	2	1	0	0	3	3	2	4	1	1	0	0	0	0	2	3	2	0	0	1	1	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	6993	7752	4150	1614	1155	811	653	531	409	585	767	239	515	203	233	297	114	95	97	84	82	57	54	70	81	38	56	72	30	27	25	39	32	14	27	26	12	12	11	14	4	11	5	6	7	0	10	1	4	6	1	5	3	1	0	1	2	1	2	3	1	1	1	3	2	0	3	2	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
