label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103
0.03	north1_all	80	6713	4008	1844	1299	1518	1003	1478	442	1089	741	715	267	188	212	171	379	109	93	231	142	73	90	102	185	74	52	67	43	57	82	28	24	17	16	29	11	11	49	8	9	9	24	7	7	2	4	5	3	7	9	5	2	9	3	1	2	1	2	0	3	2	0	3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	2670	2512	592	447	1121	633	1291	102	951	633	600	137	57	114	114	335	36	32	195	91	44	58	77	163	55	22	50	36	54	72	9	13	5	6	20	5	4	47	2	2	1	20	2	4	0	1	3	1	4	4	2	1	6	1	1	1	1	1	0	3	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	6693	3997	1885	1319	1581	977	1573	460	1007	730	681	257	177	189	181	348	103	109	216	150	72	78	93	208	72	45	61	42	83	82	24	17	15	17	26	13	12	25	10	11	10	25	5	8	3	6	3	6	10	10	5	0	5	3	4	2	2	3	0	2	3	0	3	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	2609	2517	605	449	1181	616	1372	97	884	606	564	141	44	104	116	303	36	34	174	100	44	55	64	190	56	18	46	31	78	73	12	7	5	8	20	5	4	23	3	3	1	21	2	4	1	2	3	2	6	4	2	0	3	1	3	1	1	1	0	2	3	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	6502	4009	1900	1303	1589	1010	1624	480	996	729	654	235	191	200	194	335	107	126	195	134	68	99	78	203	75	40	62	42	112	80	20	20	13	15	27	12	12	30	10	10	11	20	6	10	4	5	3	7	6	10	1	1	5	1	5	1	3	2	0	9	4	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north3_active	80	2534	2530	602	494	1161	617	1436	98	887	609	558	124	52	115	126	293	33	36	160	88	37	74	50	189	61	15	52	29	110	69	10	12	4	8	21	7	4	27	4	4	1	16	1	5	2	1	3	2	4	6	0	0	4	0	3	0	2	1	0	8	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	6619	3913	1910	1306	1556	1012	1636	469	1087	746	643	251	191	194	193	337	99	127	155	116	77	83	75	213	90	39	69	46	110	72	18	34	15	19	25	12	11	34	16	10	10	15	6	9	10	7	4	6	3	9	2	3	8	2	6	2	3	2	1	8	6	0	3	2	0	1	2	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north4_active	80	2593	2429	588	478	1150	621	1449	89	975	611	540	126	49	102	122	295	25	36	119	73	43	67	49	206	74	15	58	31	107	59	10	21	5	11	19	8	4	30	6	5	1	11	2	4	8	5	2	2	2	5	0	2	7	1	4	1	2	1	1	7	6	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	6601	3974	1868	1306	1560	1013	1612	455	1121	697	631	238	203	195	169	313	103	120	155	99	94	105	94	183	83	32	74	58	101	73	20	34	23	18	26	15	14	40	13	11	8	10	9	6	12	7	6	6	3	7	1	4	7	3	2	4	3	1	1	8	5	1	2	2	0	1	3	0	0	2	0	0	0	0	1	1	0	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north5_active	80	2584	2467	572	481	1139	635	1438	92	994	573	530	121	54	97	105	274	28	36	118	62	48	79	72	175	66	10	60	45	97	65	9	20	3	9	22	10	8	37	5	5	0	7	3	4	9	4	4	1	3	4	0	3	6	1	1	2	1	1	1	7	5	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
