label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101
0.03	south36_all	80	7409	4470	3550	1265	1632	1296	1295	488	326	409	677	188	170	159	130	146	132	186	138	199	73	54	137	65	32	93	44	28	26	42	22	40	16	28	11	28	22	7	13	9	8	4	7	7	9	1	7	12	3	8	5	2	1	1	4	1	1	2	3	0	1	1	1	0	0	0	3	0	0	2	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	4115	2688	2279	677	1019	797	874	260	157	239	446	87	93	80	65	77	78	121	74	149	37	24	81	45	16	58	23	14	11	32	11	31	9	16	10	18	13	1	2	4	6	3	5	2	5	0	2	8	1	2	1	1	0	1	3	0	0	2	1	0	1	0	0	0	0	0	3	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	7418	4621	3687	1259	1688	1289	1246	531	330	411	700	197	176	149	128	170	146	214	136	188	70	55	146	62	41	75	50	29	28	52	30	41	19	29	18	24	24	9	14	12	11	6	5	6	16	2	2	7	4	8	3	2	1	2	5	1	0	2	2	0	1	0	0	4	0	0	4	0	0	1	0	0	1	0	1	0	2	0	0	0	0	1	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	4067	2740	2349	677	1084	794	823	283	159	220	456	92	98	76	70	96	93	143	72	132	38	24	83	43	19	54	28	17	8	35	19	29	10	19	11	14	15	3	4	6	7	4	4	4	9	1	2	5	1	2	1	1	0	2	4	0	0	2	1	0	1	0	0	4	0	0	4	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	7488	4627	3681	1292	1732	1279	1184	554	334	403	672	193	189	143	127	169	153	208	134	169	73	56	148	59	46	86	57	34	30	65	33	49	16	21	14	22	28	9	11	11	10	4	5	5	12	5	1	8	6	5	3	1	1	3	4	2	1	1	2	0	3	0	1	5	0	0	4	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	4109	2764	2393	689	1126	768	749	295	172	203	426	88	98	75	61	98	89	137	76	104	39	26	84	41	25	67	29	20	9	41	23	29	7	13	7	16	19	6	8	6	5	2	3	4	7	4	1	6	3	1	1	0	1	3	3	0	0	1	1	0	1	0	0	5	0	0	4	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	7333	4696	3699	1273	1798	1272	1185	573	337	408	666	197	214	127	146	178	173	216	128	169	68	48	162	55	45	98	46	40	21	70	31	42	11	14	16	17	26	17	16	8	10	7	6	7	17	5	1	7	6	1	2	1	3	2	4	1	3	1	0	0	3	0	1	6	1	0	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	4035	2837	2383	676	1150	758	722	311	171	202	429	87	110	65	68	111	102	139	71	110	45	20	97	31	26	64	30	24	5	39	24	22	5	11	7	13	19	12	12	4	4	3	2	4	7	5	1	6	3	0	1	0	3	2	3	0	1	1	0	0	1	0	0	5	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	7330	4738	3626	1288	1832	1246	1257	524	324	405	660	187	210	139	146	174	191	193	132	180	67	44	150	63	40	95	44	32	20	50	26	43	13	21	11	18	26	24	13	6	11	8	6	11	17	7	1	9	5	3	1	0	4	1	2	1	3	1	1	1	3	1	1	4	1	1	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	4045	2896	2361	691	1167	756	794	286	166	214	432	82	94	66	59	114	104	127	79	127	48	19	84	36	19	62	28	18	8	30	22	19	5	12	6	13	22	14	10	2	3	4	2	5	9	6	0	7	4	1	0	0	3	1	0	0	1	1	1	0	1	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
