label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183
0.03	north1_all	80	1974	1108	1149	1050	371	431	241	1016	235	174	145	137	144	99	104	94	62	60	68	94	60	153	43	43	121	32	32	34	24	28	17	94	62	54	17	34	14	16	24	11	20	10	10	10	85	31	11	20	14	14	40	2	9	5	5	9	4	4	9	32	15	6	16	5	9	21	25	5	1	31	1	0	4	1	2	2	2	9	1	2	8	2	2	5	1	2	1	1	1	2	1	3	4	0	1	5	7	0	2	2	2	0	0	1	1	0	1	0	0	6	2	1	0	0	0	1	1	1	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north1_active	80	718	523	838	860	104	267	89	947	142	65	76	54	87	39	51	59	11	15	29	74	15	140	11	11	102	11	4	10	7	15	1	91	53	42	4	26	4	10	19	4	12	1	7	2	78	27	7	18	8	7	37	2	1	2	1	2	2	1	2	32	9	1	12	1	7	21	21	1	0	29	0	0	4	0	1	1	1	6	0	1	7	0	2	1	0	0	0	1	0	0	1	3	3	0	0	5	6	0	0	0	2	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north2_all	80	1961	1088	1118	997	356	388	247	1021	257	171	156	114	142	97	96	102	60	61	82	105	54	157	42	44	115	33	33	36	27	26	21	130	74	34	14	39	16	15	22	9	22	12	11	9	71	23	9	15	10	12	36	5	8	7	3	6	3	3	7	28	9	7	28	2	6	27	29	4	2	36	2	2	9	2	4	3	2	4	2	3	4	2	13	5	2	2	1	2	1	1	3	3	4	0	1	3	7	0	0	1	1	1	0	1	0	0	1	0	0	6	2	1	0	0	1	1	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	739	503	819	814	91	233	99	951	165	56	84	47	84	31	43	67	12	15	35	82	14	142	10	11	96	10	7	10	7	12	6	126	64	21	4	29	4	9	15	4	12	0	5	2	64	22	4	12	6	6	32	2	1	2	0	0	1	2	1	27	5	1	23	0	3	26	25	0	0	34	1	1	9	1	3	1	1	0	0	1	4	0	13	1	0	0	0	1	0	0	2	3	3	0	0	3	6	0	0	1	1	0	0	0	0	0	0	0	0	6	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	1969	1051	1177	1006	344	371	239	1117	285	160	158	123	128	97	85	96	57	65	71	123	47	171	35	49	119	40	30	39	25	32	24	175	82	38	16	44	22	21	21	8	26	14	12	10	87	14	5	20	10	9	27	7	10	8	6	7	5	3	7	33	9	8	23	3	8	34	17	4	4	23	6	3	15	4	6	2	1	4	3	3	1	2	21	2	3	3	1	2	1	3	3	1	5	0	1	1	6	1	0	1	1	2	0	2	2	0	0	0	0	0	2	0	0	0	1	1	1	2	0	0	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	754	502	875	828	91	240	101	1049	191	59	87	61	76	28	34	64	11	10	32	97	12	155	13	15	96	12	8	10	7	14	7	170	73	25	7	34	5	13	14	4	16	1	6	4	82	13	1	17	4	6	24	2	3	3	1	2	3	2	3	31	7	2	20	0	6	33	15	1	1	20	4	2	15	1	3	0	1	0	0	1	1	0	21	1	1	0	0	1	0	0	2	1	5	0	0	0	5	0	0	1	1	0	0	1	2	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	2017	1074	1229	1084	339	362	230	1382	276	151	184	131	140	100	98	97	63	65	49	168	53	164	44	53	118	42	32	37	26	29	21	260	104	34	26	43	25	16	19	10	29	13	14	9	98	22	10	24	7	6	30	9	9	6	7	8	9	4	7	53	7	7	28	2	12	25	42	3	3	26	7	3	24	4	6	2	1	3	3	2	10	2	20	0	4	1	1	2	2	2	2	0	3	0	3	1	4	1	0	1	1	2	1	1	3	1	0	1	0	0	0	0	3	0	2	0	0	1	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	798	534	945	912	91	241	115	1323	196	63	109	75	84	34	34	59	8	8	24	145	11	149	22	17	96	13	9	11	7	12	8	252	97	23	14	30	3	10	14	4	21	1	6	5	94	18	2	20	3	6	28	3	3	2	1	5	7	3	4	50	6	3	27	0	8	24	42	2	1	25	5	2	23	1	2	1	1	1	0	1	10	1	20	0	2	0	0	1	1	0	1	0	3	0	1	0	4	0	0	1	1	0	1	1	3	0	0	1	0	0	0	0	3	0	2	0	0	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	2078	1108	1210	1112	334	375	229	1499	227	148	165	135	144	100	93	114	65	59	44	188	49	170	47	46	120	35	34	36	35	27	18	278	105	37	27	36	27	20	15	13	26	13	18	13	93	29	10	27	9	12	42	6	6	4	8	11	9	2	5	57	6	5	26	2	14	30	48	5	3	13	5	2	20	4	6	2	2	2	2	2	10	3	14	1	4	1	2	3	1	2	0	1	4	0	2	2	3	1	0	0	0	2	3	1	3	2	0	1	0	0	0	0	3	0	1	0	0	1	0	0	3	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	788	553	942	935	101	249	109	1439	157	64	94	72	80	39	38	74	4	10	19	164	8	156	22	14	98	12	8	12	10	13	5	268	99	23	14	26	3	11	11	4	20	2	9	8	90	25	3	22	3	11	41	2	2	2	2	7	8	2	4	55	4	3	25	0	9	28	48	3	2	11	4	2	19	1	3	1	1	1	0	1	10	1	14	1	4	0	1	3	1	0	0	0	4	0	1	1	3	0	0	0	0	0	3	1	3	0	0	1	0	0	0	0	3	0	1	0	0	1	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
