label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165
0.03	north1_all	80	1015	651	523	219	282	438	144	105	103	130	288	49	41	70	81	38	110	55	23	28	33	35	40	12	21	17	29	17	19	12	34	18	19	8	19	12	9	21	32	33	12	12	11	4	5	8	9	12	1	6	2	5	2	3	6	2	8	3	8	2	5	3	8	3	12	1	3	3	0	4	0	4	1	0	0	5	2	3	1	2	1	0	4	0	2	20	0	0	0	0	4	0	2	0	1	3	0	0	3	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north1_active	80	498	368	290	109	166	281	84	49	54	71	182	27	17	46	42	17	79	34	8	12	20	17	24	5	13	8	20	8	7	8	23	11	8	5	5	10	5	14	23	31	8	10	6	1	1	5	2	8	0	3	1	1	1	1	4	0	4	0	5	1	1	0	5	0	11	1	2	1	0	3	0	2	1	0	0	3	1	3	0	0	0	0	3	0	1	20	0	0	0	0	4	0	2	0	1	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	992	675	547	238	240	446	163	88	97	138	318	51	51	58	74	37	116	52	23	25	37	39	45	19	18	25	33	17	15	15	33	23	18	9	16	14	11	18	27	27	7	11	12	1	3	10	9	8	2	6	3	2	0	4	8	2	12	1	8	2	3	3	8	1	26	1	3	2	0	3	2	1	1	0	0	6	3	3	0	2	0	0	4	0	1	18	0	1	1	0	1	0	1	0	1	2	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0
0.03	north2_active	80	488	378	290	121	137	276	94	37	52	76	204	24	23	37	39	16	80	27	13	12	20	21	32	9	11	14	20	7	8	8	22	18	9	5	5	8	6	14	24	21	3	9	8	0	1	4	1	4	0	4	2	0	0	1	5	1	6	0	4	1	0	2	5	0	21	0	2	1	0	3	2	1	1	0	0	3	1	3	0	1	0	0	3	0	1	18	0	1	0	0	1	0	1	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north3_all	80	995	688	569	219	262	439	176	85	87	121	309	61	54	58	71	35	122	57	32	23	39	39	39	24	16	24	31	17	12	18	30	27	14	7	24	16	12	15	24	22	11	9	12	3	4	6	13	10	4	7	5	3	1	4	7	1	24	2	5	2	2	3	5	3	34	2	3	1	0	3	2	2	1	2	0	5	3	2	0	2	1	1	1	0	1	1	0	1	1	0	1	2	0	0	0	2	5	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0
0.03	north3_active	80	505	389	329	105	163	293	107	35	50	66	202	33	22	32	39	14	91	27	16	14	26	17	28	9	10	12	20	8	7	10	19	21	10	3	13	10	7	11	21	18	8	8	7	2	1	2	1	7	0	6	3	2	0	1	5	1	21	1	2	1	0	2	3	2	22	1	2	0	0	3	2	0	1	2	0	3	1	2	0	1	0	1	1	0	1	1	0	1	0	0	1	0	0	0	0	1	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north4_all	80	987	685	562	241	249	451	172	86	91	113	252	59	55	58	72	37	123	56	39	22	37	43	29	24	13	23	30	24	12	25	25	31	11	9	22	16	12	21	14	32	12	10	8	3	8	8	9	8	4	8	4	2	2	4	5	3	23	4	7	1	3	3	5	2	29	4	0	1	1	4	3	3	1	3	0	3	2	2	0	1	1	2	1	1	1	2	0	1	1	0	0	2	0	0	1	2	5	0	0	1	2	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
0.03	north4_active	80	515	386	338	115	157	298	102	44	54	59	149	33	24	25	44	16	88	25	19	11	24	22	19	10	8	14	17	14	7	14	16	26	9	4	14	9	7	17	11	19	9	8	3	2	5	3	1	7	1	6	2	2	0	2	3	3	20	2	3	0	1	2	4	2	18	2	0	0	0	4	2	1	1	3	0	2	1	2	0	1	0	2	1	0	0	1	0	1	0	0	0	0	0	0	1	1	5	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
0.03	north5_all	80	981	685	527	239	275	453	163	92	85	102	244	60	54	61	63	35	129	58	37	21	39	39	30	24	12	28	27	35	16	22	23	25	12	8	25	15	15	25	28	24	14	9	8	4	12	7	7	12	4	6	5	5	6	3	1	4	22	3	19	2	3	1	6	3	23	5	0	1	1	3	2	3	0	4	1	5	2	1	1	1	1	4	0	1	1	4	0	0	1	0	0	2	1	1	1	1	5	0	0	0	2	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north5_active	80	503	394	338	119	183	300	91	47	48	54	161	35	23	26	40	16	96	28	18	9	25	22	21	9	6	16	15	25	9	12	11	17	9	3	18	12	10	22	19	13	10	6	4	2	8	3	2	8	1	4	3	3	2	3	0	3	21	2	5	1	2	1	4	2	16	3	0	1	0	2	1	1	0	4	0	3	1	0	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	1	1	1	5	0	0	0	2	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north6_all	80	1040	671	536	240	276	475	134	114	100	106	240	65	36	69	69	34	116	52	40	20	43	36	32	19	18	23	24	40	15	25	23	21	10	6	16	13	15	32	34	33	14	6	7	3	11	10	4	13	4	4	7	4	6	3	1	5	6	2	31	3	3	1	5	5	3	5	0	1	1	6	2	7	1	3	4	9	1	2	1	1	1	4	1	2	1	4	0	0	0	0	0	3	2	2	1	1	1	0	0	0	2	2	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north6_active	80	523	392	343	118	164	297	77	57	56	57	155	42	16	35	39	16	78	28	21	8	29	25	23	8	9	13	11	31	8	15	13	13	6	2	9	10	9	22	25	13	10	2	5	2	9	8	2	8	1	2	4	1	3	3	0	2	5	1	18	1	2	0	3	3	2	3	0	1	0	5	1	6	0	2	1	3	1	1	0	1	0	2	1	1	0	2	0	0	0	0	0	3	0	2	1	1	0	0	0	0	2	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north7_all	80	1022	645	529	242	303	506	139	122	92	98	245	63	37	63	81	32	126	45	40	19	37	36	39	21	22	18	25	35	14	25	25	19	14	4	13	8	10	32	41	35	10	14	9	4	9	11	3	11	3	4	8	6	8	2	2	7	13	2	34	4	1	1	2	17	2	6	1	1	0	5	2	8	2	2	5	9	0	2	1	1	3	2	2	1	0	5	0	0	0	0	0	4	2	2	0	2	2	0	0	0	0	2	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
