label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72
0.03	north1_all	80	2649	1279	549	1150	401	233	169	395	338	90	98	53	70	42	41	64	39	27	29	12	15	7	10	19	6	8	5	10	4	1	7	2	7	2	3	3	2	1	1	2	0	1	2	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
0.03	north1_active	80	1448	715	252	719	210	116	74	237	228	51	54	18	42	25	21	37	27	21	18	5	10	3	5	17	3	2	4	4	2	0	5	2	2	0	1	2	1	1	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
0.03	north2_all	80	2654	1232	568	1152	427	240	174	398	336	101	88	63	74	41	37	60	40	27	24	13	17	7	9	20	6	8	7	7	6	2	14	4	4	3	2	3	0	0	1	2	1	3	2	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
0.03	north2_active	80	1443	677	264	753	230	120	75	246	225	56	45	30	39	28	18	31	23	18	11	6	10	2	5	17	2	2	5	2	3	1	11	3	0	1	1	2	0	0	0	1	1	3	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
0.03	north3_all	80	2712	1243	552	1162	424	240	173	399	329	98	85	68	70	40	34	62	32	26	19	9	21	13	10	12	8	8	9	5	5	3	15	6	4	5	3	0	0	0	2	2	2	4	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0
0.03	north3_active	80	1477	676	245	768	243	127	82	254	200	55	45	39	42	24	15	37	14	17	9	2	10	3	5	9	2	2	6	2	3	2	12	3	0	3	1	0	0	0	0	0	2	4	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
0.03	north4_all	80	2743	1250	543	1154	424	233	172	368	337	98	85	84	70	39	29	50	34	26	19	12	21	15	9	13	5	5	14	7	6	5	13	8	5	4	2	1	0	2	2	1	2	4	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	1462	680	246	770	238	117	78	243	202	54	38	55	38	20	12	31	13	14	9	6	8	3	4	9	2	1	11	1	3	3	10	5	1	4	1	1	0	2	0	0	2	4	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	2778	1269	564	1233	418	231	159	369	319	93	83	89	58	36	35	47	27	26	15	16	24	15	10	9	7	10	13	7	7	5	12	9	3	4	2	1	1	2	1	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	1516	702	255	835	238	105	75	262	196	46	41	51	35	20	16	31	12	17	7	7	9	3	6	5	3	5	11	1	4	2	11	6	1	3	1	1	0	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
